index,352_1_de.napster.com,352_2_de.napster.com,352_3_de.napster.com,352_4_de.napster.com,352_5_de.napster.com,352_6_de.napster.com,352_7_de.napster.com,352_8_de.napster.com,352_9_de.napster.com,352_10_de.napster.com
1,-442.0,-2192.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-235.0
2,1612.6999999999998,-1338.44,1484.46,1577.84,1583.76,2148.7999999999984,1619.72,1357.34,1592.64,1536.8400000000001
3,5605.76,453.36,3622.3200000000006,1203.48,1289.7200000000003,5448.56,2914.5999999999995,4041.88,1419.0800000000004,4181.24
4,6400.54,1925.2999999999997,4793.26,3760.08,3837.1200000000003,6308.98,3597.4399999999996,5328.18,3935.6400000000003,6064.080000000005
5,9085.599999999999,2635.28,6887.840000000005,4607.44,4168.639999999999,9274.199999999993,5382.04,3806.12,4544.959999999999,8376.44
6,20429.400000000005,4650.9,7940.299999999997,4686.400000000001,5305.2,22773.4,6989.599999999999,5787.300000000001,5140.6,17492.399999999998
7,24519.199999999993,3791.6400000000003,17660.72,6311.6,5585.959999999997,34991.87999999998,10486.12,9206.359999999999,6112.439999999991,21573.24
8,28449.899999999998,5540.4400000000005,22243.559999999998,8444.880000000001,7157.120000000001,42025.62,12126.199999999995,11420.54,7411.679999999993,34983.28
9,48093.159999999996,7698.36,25656.920000000002,8061.920000000001,8554.28,83992.91999999988,12626.08,12880.72,8449.92,52524.84000000007
10,82453.6,7644.9800000000005,42365.00000000005,12460.800000000007,9389.799999999992,127037.22,14117.48,15112.74,9116.199999999995,91014.04
11,128263.40000000002,8340.000000000004,57133.6,18113.8,18228.2,174887.0,16286.199999999999,19661.199999999983,17627.6,118695.20000000006
12,171605.7,13731.179999999997,75020.10000000002,23476.24,23557.36,176940.92,16478.599999999995,26359.46000000001,17859.2,143245.56000000003
13,175582.72,16790.719999999998,85459.44,21916.56,22046.84,179264.36000000002,25917.08,28462.640000000003,23369.680000000004,176550.76
14,178936.96,22081.32,113212.58,25340.2,23662.88,183509.6,30629.28,43053.100000000006,21958.24,182296.72
15,180194.52,20879.16,141661.4,27547.04,25795.64,192514.84,29479.36,65380.44,23636.96,185816.92
16,182374.4,22676.5,158816.19999999998,29649.399999999998,30629.599999999955,207761.0,40569.79999999994,65024.1,26653.999999999993,184925.6
17,187148.52,24882.72,179818.16,41282.399999999994,46490.6,234516.24000000002,47092.200000000004,74185.76,37879.96,189065.47999999998
18,192184.79999999996,26554.72,181528.18,49348.8,58404.16,272019.42000000004,55127.44000000001,102996.91999999988,43207.23999999999,196704.20000000004
19,194511.08,40228.880000000005,182995.6,58345.12000000002,59135.599999999984,320519.83999999997,67975.64,109781.56,61439.759999999966,199089.03999999998
20,213921.3,48126.3,183173.19999999998,85925.0,80363.56,378556.57999999996,92518.08,132383.75999999998,80127.76,218062.08000000005
21,248886.60000000003,59972.600000000035,193235.8,97075.99999999996,111579.59999999996,401906.2,127574.99999999999,164910.19999999987,87160.0,254908.8
22,277817.7,66877.62,203265.96000000005,117449.8,123404.83999999997,402869.3,158193.76,184730.72,96471.84,276552.68000000005
23,297920.4,77065.63999999998,221621.63999999998,121045.79999999999,138285.2,404389.84,177939.28,186622.16,99688.48,343258.2
24,318466.34,89784.25999999998,227336.4000000002,130987.51999999997,169555.59999999998,405401.22,185863.87999999998,188914.08,107398.95999999999,348657.32
25,331182.87999999995,102731.92,247346.92,173813.88,174862.52,412083.44,183311.68,188264.63999999998,131651.99999999988,349859.96
26,338553.5,101928.0,248850.5,177687.0,177229.0,413667.5,186066.0,190090.5,156855.9999999999,352825.0
27,347617.08,119719.08000000002,255634.6,176054.12,179708.68,420563.3599999998,190010.88,197093.92,168243.71999999997,356085.3600000001
28,350865.43999999994,132709.74000000002,266797.7,177542.68,181158.52,461086.2,195214.52000000002,197885.56,178404.04,384911.8000000002
29,379014.7599999999,148100.2,291640.64,177144.48,181047.28,474668.84,196745.8,208500.59999999998,178888.75999999998,411004.6
30,393928.98000000004,155514.64,330751.76000000007,178775.44,183860.63999999998,478683.1,196833.8,224008.28,179299.08,421219.4
31,417812.4,169213.19999999998,345194.0,182747.19999999998,183419.80000000002,478072.8,206275.99999999983,253737.2,181066.8,425354.2
32,417924.39999999997,178466.96,396674.6400000001,184661.44,188680.16,479005.24,225758.12,272546.1,181816.12,443229.52
33,426918.8,179567.92,403900.68,186902.59999999998,188804.52,483604.12,226204.12,287531.8,183376.6,450770.68
34,448472.48,179663.86,405105.48,192484.08,214907.59999999998,485343.7,250063.96,305994.60000000003,184813.32,460725.24
