index,354_1_www.deezer.com,354_2_www.deezer.com,354_3_www.deezer.com,354_4_www.deezer.com,354_5_www.deezer.com,354_6_www.deezer.com,354_7_www.deezer.com,354_8_www.deezer.com,354_9_www.deezer.com,354_10_www.deezer.com,355_1_www.deezer.com,355_2_www.deezer.com,355_3_www.deezer.com,355_4_www.deezer.com,355_5_www.deezer.com,355_6_www.deezer.com,355_7_www.deezer.com,355_8_www.deezer.com,355_9_www.deezer.com,355_10_www.deezer.com,356_1_www.deezer.com,356_2_www.deezer.com,356_3_www.deezer.com,356_4_www.deezer.com,356_5_www.deezer.com,356_6_www.deezer.com,356_7_www.deezer.com,356_8_www.deezer.com,356_9_www.deezer.com,356_10_www.deezer.com,357_1_www.deezer.com,357_2_www.deezer.com,357_3_www.deezer.com,357_4_www.deezer.com,357_5_www.deezer.com,357_6_www.deezer.com,357_7_www.deezer.com,357_8_www.deezer.com,357_9_www.deezer.com,357_10_www.deezer.com
29,300172.60000000003,537489.76,408396.52,645818.64,607664.6799999999,292884.2799999999,477207.92000000004,490199.23999999993,627142.68,237834.8000000001,1288977.319999999,1091453.68,1367406.32,1474649.08,1372315.04,1007727.96,1377204.44,1128330.1199999999,1396046.2,1319051.9200000002,767021.84,687515.7999999999,650906.72,906442.2000000001,681128.92,852640.3999999998,740571.4799999999,806619.96,1017924.3600000001,686981.8,1542477.32,1560196.08,1579509.16,1604205.84,1522929.6000000003,1532975.1199999999,1545081.2,1469947.2000000004,1476618.44,1610582.52
30,339442.50000000006,626901.9200000003,450231.32,648468.16,624323.88,338395.9,543393.5599999999,556445.98,628721.62,270308.0000000002,1377378.08,1158805.4000000001,1372231.76,1502333.64,1378391.3599999999,1030966.94,1381455.84,1151724.2,1433693.1,1327512.24,801207.4800000001,755441.84,724052.6200000001,934140.3,701030.04,946951.12,761816.8,812806.4,1025015.7200000001,733930.3599999995,1563652.8,1571411.16,1601476.8800000001,1607897.66,1540751.98,1550817.12,1562368.94,1484564.82,1480917.16,1628605.16
31,395369.0,645847.6,490062.4,648159.2,627559.4,352795.0,590497.2000000001,605213.7999999999,630400.2,295972.0,1382035.1999999997,1193433.8,1376511.0,1542681.2,1382223.4000000001,1047575.3999999999,1406485.0000000005,1229577.4,1436483.0,1335035.0,834123.0,803867.6,787519.8,937785.0,716101.6,952966.4,793475.9999999999,832695.3999999998,1064374.8,771643.1999999997,1565670.8,1578098.2,1632797.4,1626566.2,1572564.0,1565951.4,1619189.8,1516307.4,1490399.6,1652004.6
32,439381.4000000001,650111.12,513716.27999999997,656647.22,628691.24,415370.1599999999,644829.12,624261.58,633053.12,332548.80000000005,1414732.92,1244662.6,1380105.2000000002,1588423.76,1385937.16,1102611.86,1424496.1199999999,1295288.68,1447418.8,1357186.24,851407.8,808773.6,788589.1,940175.4,748442.08,956881.96,880549.68,874704.8400000001,1161083.7,792912.3999999999,1570982.66,1591608.44,1655523.24,1642764.56,1581666.22,1570130.48,1621413.44,1535903.16,1516392.52,1693006.1199999994
33,479605.4,649658.72,570245.72,657777.88,630273.64,441565.2,646333.08,627519.16,658981.6,370376.80000000005,1418859.36,1315470.3200000005,1419808.4800000002,1607404.16,1388897.48,1129026.08,1428373.28,1381121.1199999999,1478620.8,1401936.6,924575.6,823093.72,802722.32,941028.4,803156.4,1005993.7599999999,933180.08,910920.04,1196177.4,844967.9199999998,1598220.52,1610139.28,1649802.36,1638166.52,1601216.88,1591839.44,1630689.1199999999,1530607.36,1535580.8800000001,1711708.72
34,526235.5,651350.1000000001,600169.4,660929.4,632578.92,507758.3,647497.88,628430.02,676638.18,463477.60000000027,1439762.72,1351232.36,1424291.8800000001,1613849.04,1432465.72,1193651.5799999996,1438908.52,1386503.64,1483770.8,1416372.2,944384.24,853296.0,825740.72,960502.4,886529.4,1029047.8399999999,934211.28,948067.2,1203122.54,923816.72,1628352.78,1625249.24,1669435.64,1680130.2799999998,1631171.04,1638024.76,1630876.54,1547507.5600000003,1571346.5599999998,1721583.98
35,569321.8000000002,653954.96,622342.04,685865.6,647210.8,541130.3599999999,650024.0,630219.48,677995.48,512879.80000000005,1460862.24,1429298.8,1435446.6,1639978.92,1435540.76,1235581.6,1472027.04,1403743.32,1499213.4,1461309.0,961544.36,869728.84,857817.1600000001,964370.0000000001,927395.4,1036147.4,938117.24,956548.88,1207993.08,926765.0399999999,1644761.56,1656763.4,1690911.72,1698434.84,1646834.88,1650101.96,1654368.16,1576421.8,1574312.2799999998,1727930.28
36,603957.5,664914.0,624060.2,696267.6,669859.0,562915.6,650793.2000000001,632509.4,679550.9,543400.0,1522429.2000000002,1444571.4000000004,1451086.2000000002,1706056.2,1446319.4,1290414.3,1475064.3,1417357.8,1532693.0,1469978.6,979366.6000000001,880535.8,906954.9,986780.0,956043.4,1041894.8,970611.9999999999,961818.0,1237182.0,931575.6,1649788.3,1656080.8,1687741.799999999,1702861.4000000001,1661893.0000000005,1663731.4,1664246.7,1599544.3,1576220.4,1741465.7
37,634633.8,664727.24,625456.52,712560.0799999993,678392.92,625428.6,659381.12,645993.56,690575.12,593763.0,1595246.8,1468412.28,1466820.68,1724423.92,1471119.96,1344416.4,1486779.84,1437616.12,1594049.7999999998,1486184.4000000001,1000366.56,916947.48,935267.84,1072725.4000000001,959661.76,1074568.1599999997,1009509.32,1032688.52,1242508.08,933159.4,1652270.64,1671726.72,1710878.88,1719399.7600000002,1709986.24,1674985.28,1665394.36,1595767.92,1581177.44,1748723.68
38,636202.7,668598.52,624254.48,737698.2999999999,679890.64,630766.72,661436.04,672715.5800000002,690630.06,636602.7,1644971.8800000001,1505041.64,1483902.2600000005,1734662.76,1477336.36,1382148.62,1516639.28,1468374.72,1605988.3,1514084.32,1033817.8,951316.6,936651.4,1133785.8,1014864.7200000001,1124165.2799999998,1012134.08,1035423.34,1250128.86,950973.12,1674755.42,1676828.6800000002,1715989.6800000002,1734133.36,1719483.46,1700383.3200000003,1666301.38,1598131.3,1612914.04,1755661.22
39,639548.4,685963.9600000001,631296.68,742654.64,680608.96,634213.72,661013.32,677961.48,727326.8,638339.8,1676694.4000000001,1571306.6,1512937.44,1800114.6399999994,1505453.84,1413562.2,1577053.04,1524200.3199999998,1621364.8,1533227.76,1091617.8,955675.04,956995.8,1188085.6,1032881.08,1155675.4,1016976.2000000001,1045243.4,1253717.16,1008877.96,1679548.7200000002,1699334.52,1730317.1999999995,1751141.68,1746927.44,1714307.56,1679413.68,1609010.1600000004,1633778.0399999998,1773489.16
40,640726.5,705475.8600000001,637035.6,746004.74,688644.52,635525.22,665029.04,681474.32,728453.78,639057.8,1674147.36,1630249.56,1578035.9000000001,1859850.4799999988,1597045.36,1448384.1,1622350.22,1599839.1199999999,1646679.9,1533511.04,1170367.3200000005,1027094.76,1010014.0400000002,1198708.3,1039458.52,1174331.2,1023234.16,1075019.28,1256988.42,1010496.8799999999,1696821.3600000003,1703428.64,1745702.28,1751012.98,1754993.5799999998,1708264.64,1701342.28,1613261.4800000002,1647173.64,1778490.7000000002
41,641626.0,712687.6,657206.9999999999,751726.6,713975.0,637279.4,669578.0,684429.2,730078.4,643169.0,1692190.2000000002,1680876.8000000005,1630955.2000000002,1928693.1999999995,1672217.2000000002,1462120.8,1645290.0,1690541.4000000001,1661323.0,1538793.4,1204022.8,1029377.3999999999,1014790.4,1201813.0,1051125.0,1200361.2,1084256.0000000002,1145454.3999999992,1264728.2,1012976.8,1706470.0000000002,1718525.6,1746855.4000000001,1760485.4000000001,1768854.8,1717948.9999999998,1711437.4000000001,1629111.8,1645898.4000000001,1791374.6
42,641567.9,726734.94,672041.7600000001,754456.32,725433.48,636768.26,681134.6,685832.38,732083.86,643316.3,1695111.68,1696914.92,1644541.42,2043598.9999999998,1700310.32,1470733.24,1664902.9,1697345.16,1688003.6,1582332.64,1207468.72,1035174.48,1020528.58,1208384.2,1105030.32,1215489.72,1155901.2,1204706.3599999999,1274993.98,1022036.88,1712978.04,1726785.32,1761817.76,1772716.26,1771630.9599999997,1729362.28,1717490.46,1644780.4800000002,1670690.68,1797443.72
43,650792.8,751084.76,678151.36,756114.52,726988.92,641797.28,692585.24,687263.56,734962.5999999999,645646.0,1696195.12,1780188.6800000002,1699608.1600000004,2073091.84,1704899.44,1520607.8799999997,1711023.6,1701768.44,1703969.8,1589242.52,1212060.64,1041493.04,1027676.2000000001,1213477.0,1148473.2800000003,1218037.16,1193232.92,1214655.24,1286088.8,1093602.56,1720049.1199999999,1748386.1199999999,1778614.3599999999,1796991.12,1783961.48,1749444.24,1736214.24,1673893.8,1697094.64,1802115.6799999997
44,652636.6,752392.28,678386.04,761384.7,725740.92,642975.66,703033.52,690842.4,735659.7,646459.6,1740609.4400000002,1835816.2800000003,1739007.3,2079468.6,1765059.9200000004,1557672.7,1772331.22,1739453.7599999998,1768340.1999999997,1592535.2,1216852.56,1104343.0399999998,1089581.9200000002,1241625.1,1201221.56,1225172.56,1197750.12,1218250.76,1290050.82,1123781.5999999999,1737786.8,1749438.04,1789478.28,1798607.82,1799191.94,1764790.64,1749576.7399999995,1675913.26,1692036.48,1830944.06
45,667532.4,755626.16,679091.32,776569.76,728578.48,649970.28,708530.32,697736.12,742849.04,651123.0,1799443.0,1914404.52,1786930.6400000001,2098478.32,1848081.12,1588146.0399999998,1840197.8400000005,1803220.5199999998,1842062.5999999999,1619547.56,1247537.88,1127163.5999999999,1140704.4000000001,1242773.2,1214851.28,1241491.2,1197587.72,1220152.08,1293916.4,1169157.8399999996,1748329.36,1776321.24,1812175.8399999999,1818657.8800000001,1805189.96,1774050.16,1756105.92,1687473.08,1707367.1199999999,1834447.0799999994
46,669085.5,762709.0000000001,690152.8,819629.7999999992,733434.4,673554.6,711115.8,715317.9999999997,744986.4,663229.5,1844232.0,2007230.4000000004,1854509.7000000002,2102160.0,1933706.2,1645890.6,1900749.6000000006,1867361.8000000003,1883126.5,1653881.0,1250773.8,1204791.2,1166904.5,1246944.0,1216322.2,1258120.4,1201414.2,1226663.1,1296833.6,1188546.7999999998,1770073.0999999999,1780025.2000000002,1823855.8,1834222.8,1820286.4999999998,1784419.8,1770115.7000000002,1697211.9,1718082.8,1840816.7000000002
47,691777.6,764085.8,691669.12,881642.9199999998,738393.52,687755.84,738717.92,733838.24,747572.84,684368.0000000003,1934171.6799999995,2035226.1199999999,1929776.0800000008,2112594.84,2002915.8800000004,1666685.76,1964393.3600000003,1919962.44,1995832.0,1695511.320000001,1256295.92,1212537.24,1195963.64,1252022.6000000003,1222492.48,1262042.36,1203925.8,1249835.12,1300041.52,1196269.52,1787615.6799999997,1798198.12,1836573.3999999992,1852659.4,1839654.8,1797831.08,1778503.96,1716307.0,1725311.2,1851688.56
48,695642.5,765419.98,726809.4,923911.62,742377.6,689051.12,747301.5599999999,735534.32,760655.2399999999,692572.8,2023823.08,2035984.4,1993370.6,2113786.12,2043492.44,1744746.08,2032635.8800000004,1988840.7599999998,2042576.5,1729990.2800000005,1265078.32,1210727.56,1197861.18,1259440.9,1224922.32,1266944.52,1214034.48,1262041.44,1303175.8,1197526.56,1801029.78,1808007.52,1840090.56,1864514.22,1854795.28,1820631.76,1807603.58,1734018.18,1747095.2000000002,1852848.08
49,702191.7999999999,767300.16,725482.12,933706.1599999999,744493.56,690885.32,749033.04,737472.5599999999,769583.88,692111.6,2034797.56,2046771.48,2034131.32,2120896.08,2044672.84,1817133.919999999,2045358.52,2041472.92,2070493.4,1800254.0000000002,1283427.64,1214940.48,1201705.52,1279109.4000000001,1227686.48,1292355.04,1230277.48,1263318.36,1305326.48,1204320.64,1809058.92,1816527.48,1912111.04,1876384.68,1877074.3199999998,1830459.44,1861395.52,1742555.36,1754737.7199999997,1862637.2799999998
