index,184_1_www.microsoft.com,184_2_www.microsoft.com,184_3_www.microsoft.com,184_4_www.microsoft.com,184_5_www.microsoft.com,184_6_www.microsoft.com,184_7_www.microsoft.com,184_8_www.microsoft.com,184_9_www.microsoft.com,184_10_www.microsoft.com
1,-442.0,67.0,67.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,5095.82,4229.42,5200.679999999999,4174.28,4934.76,4942.3,6263.82,6148.1600000000035,6311.3,5443.16
3,16726.44,8557.88,19711.04,8823.72,13513.799999999996,12431.999999999995,39540.6,19260.48,32510.999999999996,7543.6799999999985
4,62146.0,25908.559999999994,78341.46,19483.6,37861.56,40110.79999999995,70699.18000000001,73812.92000000001,31264.799999999952,35607.04
5,71718.04,50080.08,76317.96,36243.2,39620.72,58540.200000000004,77434.2,87499.96,55399.8,44518.32
6,80565.40000000001,52751.4,99468.5,36358.40000000004,53596.799999999996,60106.0,119415.40000000001,116096.2,66218.5,66749.0
7,93269.31999999999,60197.16,146858.2,61927.72,72647.44,88096.59999999999,154083.27999999997,134156.24,88630.20000000001,91169.24000000003
8,116270.8399999999,91753.58,158890.02000000008,67244.52,80739.68000000001,125257.8,197778.30000000002,190821.6800000001,150801.50000000003,132062.32
9,165985.8,117151.92,196322.88,80399.04,134719.07999999993,186292.39999999985,253037.4,210719.60000000003,187334.4,134338.52
10,190768.76,152381.34,228155.80000000002,81664.96,162172.76,218139.89999999994,273788.81999999995,278038.76,243257.50000000003,167266.6
11,222008.6,173130.6,316903.80000000005,111950.00000000001,203338.99999999997,279754.0,436909.2,352148.0,286122.0,171469.0
12,278350.3,228529.73999999996,378682.32,136324.76,249973.28,316513.1,442476.48,403038.6400000001,350662.5,230107.4
13,284202.19999999995,253218.4,415720.4,179722.03999999998,264929.2,372330.39999999985,569421.0399999999,509537.88,447440.0,271489.56
14,318364.54,288150.4,456685.1,236465.84,338898.04000000004,425814.5,659395.9599999998,579150.6,450284.1999999998,284335.6400000002
15,391960.95999999996,337963.04000000004,514767.04000000015,269596.6,431316.5999999999,462905.79999999993,789839.48,619460.7200000001,544506.4,327566.60000000003
16,433157.10000000003,409990.7999999997,623106.6000000001,319869.2000000001,452262.0,517026.0,874652.8999999999,739059.0,612638.0,416660.00000000006
17,478823.6,496351.6,715583.2000000001,372961.12,482709.31999999995,549310.0,973736.9999999998,798461.6,718810.0,524685.2400000003
18,578960.2,555001.76,849620.92,438425.99999999977,541213.7999999999,652662.3999999999,986151.56,865949.4,830198.5999999999,577301.6
19,668144.52,604163.5600000002,944531.3200000001,517574.4,615771.36,766376.0,1061340.5999999999,923597.8,929742.0,602181.0400000002
20,777955.7800000001,690285.7599999997,1020718.26,566847.6,668440.6,830809.5999999999,1122308.92,992049.8000000002,1007128.7,681215.28
21,853135.8,789038.0,1081447.4000000004,639605.0,758088.3999999999,895999.0,1209985.9999999998,1048413.8000000002,1080610.0,777009.2
22,885173.62,884812.12,1119865.4,704963.3599999999,838867.0,933066.1,1240823.0,1100504.6,1166753.5,848610.52
23,971566.2,1007805.1199999999,1161971.16,791770.04,897489.28,983352.2,1279466.6,1187191.04,1225742.2,916978.52
24,1036261.72,1122111.44,1220040.3,857287.4,953837.72,1078773.0999999999,1343231.1199999999,1233123.36,1287873.0,986600.12
25,1097623.24,1203162.8,1271997.76,893228.7599999999,973299.6,1146028.7999999998,1383356.16,1282333.96,1351458.0,1080176.7200000004
26,1150493.5,1282115.0,1355664.5,927684.0,1021437.0,1219512.5,1461250.0,1357832.0,1419755.5,1181016.000000001
27,1219393.8,1355508.96,1461110.48,1023296.2399999999,1064468.4,1300592.9999999998,1551657.7999999998,1413701.68,1536628.5999999999,1297566.04
28,1322264.1,1404542.5800000003,1574242.98,1097089.76,1110002.16,1382359.4,1637889.0999999999,1506891.9600000002,1642082.5,1375415.1199999999
29,1321551.84,1476621.7199999993,1608905.12,1231366.92,1144099.3599999992,1459449.2,1697084.32,1612493.8800000004,1697999.4,1440576.2
30,1354843.3600000003,1525278.9,1693411.9000000001,1294123.9200000002,1217498.5599999996,1469967.7999999998,1735718.4,1668825.4000000001,1761944.5,1576982.96
31,1441202.2,1626582.0,1754685.8000000003,1358439.4000000004,1282314.0,1541607.0,1798525.3999999997,1743265.8000000003,1822107.0,1651073.8
32,1511626.3,1709055.0999999999,1790126.5800000005,1423511.96,1360385.1199999999,1605854.9,1907469.2999999998,1816415.2800000005,1882373.5,1745214.72
33,1587385.48,1801746.96,1904834.68,1492262.04,1451625.4799999997,1671396.0,2048506.0399999993,1903634.5600000008,1929637.4,1792665.0000000002
34,1673075.5599999996,1871176.84,2009476.84,1599863.3600000003,1559137.0799999998,1711435.6,2166357.9,1944295.88,2011454.8,1896514.4800000004
35,1694837.8800000001,1918797.52,2082461.0000000002,1671561.1599999997,1665557.5999999999,1739061.0,2236765.2,2074125.0000000002,2076883.8,2006319.08
36,1718150.8,1975419.7,2129803.4,1746083.0,1697409.6,1805861.5,2316917.5,2195342.4,2167609.0,2073716.2
