index,154_1_www.icann.org,154_2_www.icann.org,154_3_www.icann.org,154_4_www.icann.org,154_5_www.icann.org,154_6_www.icann.org,154_7_www.icann.org,154_8_www.icann.org,154_9_www.icann.org,154_10_www.icann.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1445.82,1447.3999999999999,1486.28,1404.74,1409.48,1488.1,1453.72,1463.2,1547.6000000000001,1513.5800000000002
3,3597.36,3595.2,3645.76,3888.4800000000005,3849.96,3669.2,3586.56,3573.6,3582.2400000000002,3997.360000000001
4,5175.26,5125.2,7021.24,4809.82,5451.52,4760.100000000001,4640.280000000001,5459.8,4975.88,4230.86
5,6877.120000000001,6127.599999999999,10233.48,6019.08,6553.48,7260.399999999997,8309.88,6490.400000000001,8556.52,8278.52
6,8508.9,8462.0,12866.6,8061.7,8446.4,7844.5,7850.4,8579.0,8030.599999999999,9135.000000000011
7,14957.72,14891.4,13914.92,10924.04,11221.399999999998,14693.599999999997,14203.12,14818.199999999995,13079.48,14208.6
8,14289.000000000002,15838.399999999976,15941.159999999998,14100.58,14566.399999999998,16214.1,28887.43999999999,15624.000000000004,16730.719999999987,28573.879999999997
9,28881.52,28987.2,22582.96,29316.84,29500.239999999998,19068.2,30813.44,29761.399999999998,30677.76,32270.920000000016
10,30846.399999999998,30595.400000000005,35297.23999999999,30349.66,30874.32,31935.199999999924,33536.68,32466.200000000008,33393.72,52622.659999999996
11,36002.399999999994,37490.0,38587.8,51276.599999999984,33569.6,38731.0,44140.399999999994,53366.0,43412.00000000001,83616.80000000002
12,75446.39999999994,68985.8,41272.32,67074.18000000001,51300.32000000008,44245.4,64084.07999999997,72532.59999999998,62054.08000000001,95724.94
13,94888.28,94373.19999999997,75605.32,86384.56,84156.4,61096.399999999936,93983.12,108571.79999999999,95027.48,104027.88
14,113796.60000000005,106747.59999999999,95303.40000000001,103879.92000000001,96315.96,95597.19999999997,95516.36,119271.4,97483.2,111907.90000000002
15,120407.04,119053.39999999998,109220.20000000001,112575.84,105597.4,104680.6,105618.48,164746.6,115812.44,118594.76
16,127740.5,129871.0,124487.4,124006.49999999999,110928.6,127052.0,120917.59999999996,216167.0,120398.8,146166.00000000012
17,157482.52000000002,161419.19999999995,126626.6,154062.19999999998,124746.16,130687.6,133068.68,244789.2,158239.96,173004.2
18,184227.8200000001,191628.99999999997,156707.6,195237.4,155818.96,167759.9999999999,178934.12,243151.8,181268.36000000002,217842.76000000013
19,242215.8,211477.99999999997,190584.91999999998,237761.6,219557.75999999998,194280.8,238426.40000000002,247206.0,225032.76000000013,248376.16
20,274962.32,250950.40000000008,228099.40000000002,252354.79999999996,253858.6,223212.6,244297.44,262236.0,265393.8,249439.38
21,296416.8,280606.0,242071.0,263113.8,297033.2,243352.0,247463.59999999998,284659.0,269126.4,260649.00000000003
22,324410.22000000003,297483.6,268239.76,264929.66,347844.04,277101.79999999993,255659.6,293032.6,286457.56000000006,272633.72
23,365718.27999999985,343469.8,269235.92,284735.0,356661.24000000005,288177.19999999995,281935.43999999994,332555.3999999999,305321.76,329371.60000000003
24,373742.8,375299.99999999977,280053.08,288002.4,378520.48,301478.99999999994,290364.24,385439.2,341211.28,355698.34
25,418313.0000000001,399631.99999999994,306179.96000000025,321175.12,432963.75999999995,329388.8,319914.0,422781.0,376414.8,386478.32
26,447584.5,428414.0,312893.0,341257.5,480734.0,350032.0,341322.0,474213.0,397655.0,460110.00000000006
27,506985.8,449979.0,325862.48,343323.24,525532.4,381224.19999999995,391887.12000000005,494618.2,446070.83999999997,523773.20000000036
28,523610.74,496366.79999999993,336012.36,349513.75999999995,548460.84,417759.7,433382.19999999995,496762.2,495843.27999999997,544884.92
29,525000.96,529231.0,353282.6400000001,401379.07999999967,573699.1600000003,419814.6,453978.2,525833.4,514538.16,583642.3600000001
30,575151.36,537614.2,394449.5999999999,457090.95999999996,595389.88,444237.2999999999,477438.04,589589.6,536567.88,645766.7000000001
31,609044.0,553155.0,455119.0,482904.39999999997,605096.7999999999,480937.0,479047.6,592986.0,557823.6,687086.4000000001
32,636910.42,620438.9999999999,458971.68,528732.44,656224.52,533303.7,526572.7999999999,626654.3999999999,591854.32,721133.8400000004
33,664012.8,677331.7999999999,484661.16000000003,558601.0399999999,708562.2,562755.7999999999,529364.28,697156.0,620746.96,742486.9600000004
34,713082.88,722140.7999999999,518802.39999999997,605690.16,717818.44,591897.0,552831.4,766299.2,672732.4799999999,772154.1400000001
35,732964.9200000002,751487.6,576766.52,657884.9999999999,720582.6,623742.0,578313.16,790102.0,684605.8800000004,777340.68
36,754644.4,755079.0,621021.0,704956.7999999999,745154.4000000001,634037.5,622317.4,809649.0,742865.7999999999,778630.0
37,774797.8,786940.5999999997,647807.6,748202.84,778855.48,692675.4,658413.0000000001,868267.8000000002,775308.4,780902.6
38,810523.08,831793.0,680170.32,751324.38,780161.76,735502.6,715042.6799999999,897323.3999999996,840487.7599999999,809533.52
39,855837.28,883209.0,700173.9600000001,777475.6,781023.2,776503.4,750922.2399999999,927690.1999999998,880398.2400000001,837132.7200000004
40,895276.8200000001,911453.9999999998,741675.88,778572.26,781863.52,789560.5,780425.36,996294.6,958685.9999999999,877904.0200000003
41,949451.6,938336.0,783866.2,804034.2,833771.6000000001,836331.0,782184.0,1027023.0,1024694.0000000001,931595.8000000005
42,1016372.6800000005,1002867.3999999998,795334.8,854468.7799999998,864572.16,888890.0999999999,788332.44,1048438.8,1071709.9599999997,981185.6000000001
43,1067306.76,1053443.5999999999,831059.8800000001,886227.1199999996,928313.8400000001,935804.6,822792.68,1091322.2,1120612.56,995139.16
44,1145505.28,1073238.0,879430.32,957205.5599999998,960023.7600000001,971270.9000000001,873877.0800000001,1142985.1999999997,1173203.4,1070116.2600000005
45,1189361.3199999998,1132690.4,911289.2799999998,1046709.2399999999,1000154.0800000001,1016383.7999999997,941858.6399999998,1190044.0,1236402.04,1114301.9200000004
46,1219999.3000000003,1180143.0,963925.8000000002,1124032.5999999999,1056684.4,1058796.0,1007978.3999999998,1195474.0,1275775.2,1163129.3
47,1274053.2000000002,1218175.0,1027765.16,1210985.7999999998,1108738.5599999998,1111434.1999999997,1053344.44,1250095.4000000001,1321268.72,1172835.8
48,1320139.24,1261379.5999999999,1092807.48,1262651.92,1145561.8,1143540.9999999998,1092369.4,1302949.0,1383319.88,1216875.28
49,1379764.4000000001,1297334.0,1135510.8400000003,1330964.44,1186769.76,1185098.0,1151955.8399999999,1353988.2,1430192.44,1246751.76
50,1394232.1600000001,1311949.0,1211671.84,1371899.66,1237025.52,1217513.2999999998,1196935.2,1397894.2,1431606.6,1297300.720000001
