index,362_1_soundcloud.com,362_2_soundcloud.com,362_3_soundcloud.com,362_4_soundcloud.com,362_5_soundcloud.com,362_6_soundcloud.com,362_7_soundcloud.com,362_8_soundcloud.com,362_9_soundcloud.com,362_10_soundcloud.com,363_1_soundcloud.com,363_2_soundcloud.com,363_3_soundcloud.com,363_4_soundcloud.com,363_5_soundcloud.com,363_6_soundcloud.com,363_7_soundcloud.com,363_8_soundcloud.com,363_9_soundcloud.com,363_10_soundcloud.com,364_1_soundcloud.com,364_2_soundcloud.com,364_3_soundcloud.com,364_4_soundcloud.com,364_5_soundcloud.com,364_6_soundcloud.com,364_7_soundcloud.com,364_8_soundcloud.com,364_9_soundcloud.com,364_10_soundcloud.com,365_1_soundcloud.com,365_2_soundcloud.com,365_3_soundcloud.com,365_4_soundcloud.com,365_5_soundcloud.com,365_6_soundcloud.com,365_7_soundcloud.com,365_8_soundcloud.com,365_9_soundcloud.com,365_10_soundcloud.com
23,1352324.5600000003,1074528.32,1082680.64,1230373.6,1085551.2000000002,1291140.44,1129615.76,1191514.16,1389796.08,1454496.2400000002,1563807.88,1617986.2,1577074.8,1578202.68,1403521.92,1335599.92,1284141.16,1286873.48,1277787.7999999998,1282593.32,1279620.8800000001,1280074.5600000003,1245187.5199999998,1280735.1199999999,1202410.0,1353340.8,1336022.76,1304187.2,1176647.2,1308465.7999999998,1253094.6,1293413.64,1288531.88,1289136.1199999999,1275658.2,1304031.8,1235662.8,1291816.44,1286290.48,1283410.2
24,1358124.98,1087810.28,1091470.04,1295560.4,1116795.92,1336709.22,1195464.32,1215427.26,1395847.88,1515144.68,1588573.04,1662572.16,1589756.2000000002,1579929.34,1415846.38,1339500.52,1291115.56,1289545.82,1282348.2,1284849.84,1278637.84,1282754.92,1280589.88,1286055.44,1230183.0,1361105.4,1337184.84,1341656.2,1188639.72,1332501.96,1289394.44,1303859.44,1294622.26,1290441.12,1278635.26,1320012.6,1283048.34,1293487.84,1285629.86,1290564.6
25,1367000.4000000001,1134268.44,1130113.12,1311252.28,1157096.64,1345140.16,1212506.84,1268153.28,1418042.76,1543737.76,1592247.56,1669311.36,1598307.92,1593426.92,1425042.76,1343862.1199999999,1290880.12,1301767.9600000002,1302696.1199999999,1288242.8,1282979.9600000002,1288192.92,1281501.1199999999,1294523.52,1279658.84,1371852.2,1347365.52,1363663.8,1266702.4,1347356.68,1299198.84,1305144.72,1300620.88,1295566.08,1280123.92,1335113.6,1290074.88,1297292.92,1291737.16,1300748.4
26,1390327.0,1167064.0,1169778.0,1326736.5,1190836.0,1350013.5,1244796.0,1360131.0,1471256.0,1547400.0,1597644.0,1710505.0,1607081.5,1602573.0,1438335.0,1354707.0,1298001.0,1329878.0,1307477.0,1289606.5,1291040.0,1295796.0,1295444.0,1308188.5,1296095.0,1418598.0,1356995.0,1375737.0,1270920.0,1351533.5,1299099.0,1312106.0,1302682.0,1307055.5,1290757.0,1335604.0,1294876.5,1305237.0,1303327.5,1298824.0
27,1490189.44,1193710.36,1235044.56,1331451.7999999998,1320451.32,1365115.8,1353798.92,1365709.48,1552376.12,1555393.5999999999,1607889.96,1726698.88,1620251.56,1612721.92,1449536.64,1377467.56,1320356.88,1348718.92,1360040.36,1297490.12,1297789.8,1306950.56,1303955.5599999998,1322436.48,1298675.48,1441157.6,1386846.72,1379520.0,1269841.76,1379612.28,1307425.56,1315922.28,1311201.5999999999,1320850.64,1305877.2,1436149.8,1293006.12,1326904.72,1317796.84,1310930.4
28,1518095.74,1222704.4000000001,1259447.16,1367049.3800000001,1325997.96,1365481.44,1355312.98,1371919.66,1552686.04,1574329.96,1637448.44,1751766.44,1634977.16,1622436.6,1468553.26,1382100.96,1325064.76,1385516.28,1375650.46,1298997.16,1316281.52,1323934.96,1308876.84,1328846.46,1305926.48,1446831.0000000002,1391145.64,1398827.0,1276426.76,1385391.64,1315811.44,1325191.08,1339829.1,1338952.42,1339368.4600000002,1491977.8,1300397.54,1336152.04,1335100.8800000001,1320408.2
29,1524901.36,1244522.52,1262808.04,1428494.68,1333250.04,1370392.28,1365406.48,1374287.16,1565164.32,1658830.44,1638259.7999999998,1761430.92,1645849.24,1641389.28,1475877.92,1401857.72,1327282.0799999996,1400208.92,1396669.8800000001,1307401.8,1323026.28,1324639.88,1323089.76,1334547.16,1316580.9600000002,1476319.2,1497847.8399999999,1413783.2,1288147.16,1419758.36,1324594.2,1341300.84,1360633.9200000004,1506091.32,1443725.24,1509905.0000000002,1304475.72,1336540.16,1451438.28,1363239.5999999994
30,1533923.42,1280450.1199999999,1277762.48,1465845.88,1341282.88,1379623.6,1369740.8,1374652.82,1567074.48,1708633.52,1681302.76,1771052.96,1671278.24,1641313.66,1481968.74,1423017.0400000003,1366603.68,1404470.06,1397851.84,1331025.12,1329559.2,1348380.12,1328819.48,1371197.92,1327000.3599999999,1558555.2000000004,1541407.96,1416084.8,1290008.4000000001,1425425.18,1324648.16,1343218.92,1496128.72,1506390.14,1493475.4600000002,1539806.8,1328964.04,1355311.8,1497438.52,1508263.5999999999
31,1553313.8,1311469.2000000002,1336048.6,1507676.8,1355417.2,1418079.1999999988,1385471.6,1404251.8,1647432.0,1716119.0,1702754.0,1773491.8,1690696.6,1650355.0000000005,1508452.8000000005,1438118.8,1373897.8,1417463.2,1407258.5999999999,1381073.0,1335463.0,1352662.4000000001,1333382.2,1374220.6,1325487.8,1616250.0,1546084.4,1421968.0,1313799.2,1447169.6,1363324.6,1418248.0000000002,1511218.6,1514009.8,1504154.4,1550964.0,1348875.0,1435557.6,1501466.2,1520189.0
32,1583573.580000001,1349591.64,1362170.5200000003,1531175.24,1363175.96,1504566.82,1396507.2,1405733.56,1804076.5199999993,1752849.6,1713195.64,1778578.56,1701380.12,1670372.54,1642970.0,1476796.44,1384697.36,1421007.5,1417301.7,1390120.1,1337096.48,1356443.72,1337422.06,1378636.24,1333638.92,1627087.8,1554606.88,1528285.8,1312152.96,1457506.7,1389076.96,1516032.28,1515380.68,1521356.46,1504755.82,1553231.2,1347295.22,1496834.32,1504229.36,1528203.2
33,1754093.96,1351758.92,1384944.12,1577676.28,1368301.96,1512194.32,1398222.44,1489165.48,1903139.84,1774965.32,1720505.72,1786846.48,1713097.48,1705886.8800000001,1693219.68,1506712.08,1395436.56,1434654.92,1426337.04,1399151.68,1375125.08,1370058.36,1342671.2,1392009.2,1339195.48,1640214.0,1588144.24,1572362.8,1314734.72,1575458.12,1446119.76,1530269.44,1522756.04,1538428.96,1518788.76,1557746.2,1352053.8800000001,1515374.04,1515944.32,1536489.7999999998
34,1764239.84,1407878.6,1404967.76,1627698.3199999996,1374454.4400000002,1517257.92,1403352.42,1488797.5599999998,1903331.16,1777311.0399999998,1729210.2,1938431.92,1737700.54,1722889.46,1699814.26,1626842.16,1428029.6,1440574.62,1429011.42,1421839.5999999999,1377571.48,1371732.08,1347168.78,1399101.84,1341382.16,1727471.4000000008,1598301.2,1579046.8,1318542.08,1606165.66,1515038.48,1536380.08,1531019.94,1548769.94,1521663.46,1559950.2,1390782.66,1528519.44,1523273.08,1541521.2
35,1772568.72,1417350.64,1411128.12,1677586.5999999999,1378219.28,1521730.16,1410802.4,1497373.72,1914513.88,1786879.92,1734393.0,1946907.68,1747841.12,1734434.6,1710711.52,1628646.48,1436362.96,1440386.76,1430886.92,1440692.96,1382003.04,1375184.48,1351679.48,1405054.12,1354563.04,1743531.0,1603621.0,1593325.8,1323101.2,1617985.68,1534193.48,1544774.12,1541915.48,1552847.04,1532832.12,1578949.7999999998,1457048.4,1532091.76,1533281.04,1555188.8
36,1781277.5,1420761.6,1418712.4,1705756.4,1405664.4000000006,1524249.1,1516939.5999999985,1550477.0999999999,1921669.0,1793941.8,1735759.0,1958227.4,1749493.3,1755357.1,1716896.2999999998,1651343.0,1436439.8,1454400.9,1456772.0,1459027.399999999,1393308.8,1384338.8,1363918.4,1441426.2,1358926.8,1765228.0,1606149.6,1656153.0,1326597.8,1686377.5,1540990.4,1550552.8,1562470.0999999999,1558556.9,1537303.1,1588315.0,1514110.9,1542998.8,1536920.9,1559015.0
37,1887184.3599999999,1538406.8800000001,1425183.1199999999,1739806.4000000001,1502015.12,1727673.36,1542498.16,1567481.56,1933103.52,1898495.92,1740675.36,1978927.96,1751485.48,1759152.84,1723904.96,1691276.24,1441112.92,1471935.16,1457937.92,1471265.12,1408033.48,1415640.96,1412876.24,1451182.28,1383745.72,1780740.2,1607334.56,1663732.0000000002,1332547.36,1691651.8,1542255.08,1567817.56,1562989.56,1561442.84,1539101.48,1736873.4,1539486.1199999999,1546071.72,1540157.36,1561522.8
38,1937160.1000000003,1622383.32,1539428.72,1749800.18,1513289.04,1733526.68,1545319.72,1568771.84,1933920.88,1940725.76,1743354.76,2007056.6800000002,1763133.52,1759969.04,1761308.76,1719104.16,1443234.36,1478290.58,1460591.54,1474321.94,1440631.04,1444418.28,1440609.92,1461841.4,1390647.8800000001,1797311.0,1615366.48,1665303.6,1360041.9199999997,1695679.94,1545197.36,1570059.24,1565519.76,1581370.72,1558270.46,1785218.6,1543408.74,1548736.32,1540780.94,1566785.4
39,1984818.64,1645852.16,1644840.8000000005,1826405.96,1587202.7200000002,1781017.92,1547462.12,1572702.32,1935088.5599999998,2081492.3200000003,1768373.92,2017887.5999999999,1778713.56,1774772.92,1774506.4,1729955.72,1468320.0799999998,1489309.68,1468485.36,1476376.12,1445982.0,1455697.64,1444784.28,1464160.56,1425432.12,1812972.0,1625170.88,1668979.0,1465929.0400000005,1705561.84,1549702.08,1572986.32,1566129.48,1585996.84,1562772.56,1794085.6,1544119.92,1550864.92,1560598.32,1586652.0
40,1987464.26,1744824.8,1752631.16,1859615.88,1634718.56,1790647.7799999998,1557115.5999999994,1601640.3999999997,1941480.48,2147642.36,1779143.4,2055387.52,1786737.02,1786766.06,1792771.1,1769627.52,1477512.08,1527359.78,1475114.08,1482951.4399999997,1457392.4400000002,1457621.08,1457133.36,1467141.7200000002,1449394.12,1830269.5999999999,1653693.8,1704723.0,1487004.36,1711276.66,1567777.12,1603072.2400000002,1574979.92,1593285.7999999998,1570906.88,1801408.0000000002,1565153.18,1576272.92,1567547.24,1590725.0
41,1995631.0,1780691.6,1764099.5999999999,1906733.4,1674457.0,1906341.9999999993,1754258.6,1782369.0,1945838.0,2147920.8,1790468.7999999998,2072066.1999999997,1793469.2,1794800.6,1808259.0,1788264.0,1497579.2,1644910.4,1577000.4,1491190.4000000001,1458524.4,1461933.8,1457799.8,1552917.4000000001,1452237.6,1846485.0,1674532.0,1724494.0,1510432.6,1720936.8,1572522.0,1631616.6,1654600.8000000003,1714648.3999999997,1573486.2,1804094.0,1573361.2,1584370.8,1668683.4,1611385.0
42,2004610.1,1783440.48,1767301.72,1951556.86,1718584.8,1942013.5599999998,1757836.04,1800079.7199999997,1951165.48,2154808.6,1932850.24,2087772.0399999998,1913586.3200000005,1802324.62,1825438.1,1804228.2,1526731.4,1693169.96,1629621.94,1638252.4000000001,1463116.04,1481990.12,1461448.6600000001,1584855.78,1458839.36,1862571.0,1691556.16,1739201.0,1538956.84,1759321.7,1579239.36,1640422.04,1729425.0,1747266.6400000001,1597036.7600000002,1814188.0000000002,1578483.92,1622397.04,1721639.82,1745554.4000000001
43,2011199.44,1789548.32,1780334.36,1982919.6400000001,1726154.08,1949075.56,1767107.44,1935298.84,1960889.88,2168250.16,1973119.04,2102269.8,1964826.2000000004,1809160.0,1841766.8,1823554.92,1535642.44,1701293.4000000001,1676834.24,1664002.1199999999,1465607.48,1557950.68,1472959.2400000002,1620074.6,1461798.76,1880837.0,1705465.6,1756090.0,1542901.92,1777612.08,1616433.8,1677592.24,1776291.16,1754855.4,1629807.56,1822165.4,1583237.6,1739227.24,1768574.84,1794014.4
44,2015999.26,1796328.72,1796256.16,2035931.54,1734258.88,1950820.1199999999,1868752.7999999996,1942215.36,1968799.48,2171989.48,1985730.52,2115335.8,1985424.2800000014,1956768.7200000002,1859508.3599999999,1839747.6,1682429.96,1702754.88,1682168.18,1696733.06,1580814.16,1608957.04,1581710.02,1648641.7999999998,1579026.6,1898053.5999999999,1720371.4,1773157.4,1550855.32,1793381.4,1732625.88,1705358.88,1783580.98,1803156.2799999998,1638578.26,1828911.8,1589951.66,1788095.52,1775060.76,1799623.8
45,2031273.0800000003,1804147.4,1836218.08,2130404.2,1779921.16,1960812.68,1919059.84,1965389.28,2116069.92,2178892.4000000004,1991188.8800000001,2133579.6,2000062.6,1962201.96,1879957.4,1852209.8,1686803.32,1712076.16,1694110.36,1702665.7599999998,1609501.2,1615440.1200000003,1611077.3599999999,1691786.04,1611786.3199999998,1914679.8,1735578.5999999999,1783384.2000000002,1556338.0,1811505.2,1737075.16,1808302.56,1791882.8800000001,1803351.1199999999,1787002.52,1844299.0,1646208.2400000002,1793788.24,1781154.04,1805862.8000000003
46,2035330.9,1810715.2,1845538.6,2184187.8,1788821.6,1967920.8,1964921.3,1996361.5,2121945.4,2180353.6,1998639.2000000002,2147258.0,2005967.1,1970483.9,1896450.0,1873323.0,1696152.8,1720829.2000000002,1697809.3,1712489.2,1616534.5999999999,1619971.4,1617449.4,1696360.7,1617811.8,1911841.0,1751670.0,1799350.0,1570000.2,1826450.3,1763670.4,1813653.2,1804302.5,1810202.0,1790985.3,1858047.0,1742926.1,1798384.8,1788567.7,1808735.0
47,2040326.24,1819355.16,1919627.2000000002,2192370.6,1822742.56,1976762.96,1970898.2,2002333.4000000001,2169579.72,2197384.92,2001175.96,2162668.4,2009215.5600000005,2017525.96,1913761.16,1889050.04,1699677.2,1726441.36,1702667.6,1713863.36,1623519.6800000002,1686210.12,1657049.4399999992,1703822.08,1678184.6,1915663.6,1767167.8,1815206.0000000002,1574556.08,1844377.1600000001,1794855.3199999998,1822133.08,1803728.68,1819042.52,1801871.48,1862518.0,1752509.8,1802915.1199999999,1788990.6,1819474.0
48,2045410.34,1892398.7600000002,1961356.52,2204738.32,1938962.84,1983901.5,1978756.44,2007814.62,2170647.92,2196525.8,2009408.32,2181896.4,2019859.48,2022341.7600000002,1926722.44,1905383.4,1705001.8,1727222.4,1706480.94,1724412.6,1687178.8800000001,1691334.2000000002,1683804.48,1711214.1199999999,1684355.28,1922936.4000000001,1781800.4,1832856.0,1578644.52,1860976.6,1795060.5999999999,1826128.4,1810805.84,1825286.92,1810820.18,1867405.6,1801019.54,1814721.88,1795864.56,1823507.6
