index,113_1_www.xing.com,113_2_www.xing.com,113_3_www.xing.com,113_4_www.xing.com,113_5_www.xing.com,113_6_www.xing.com,113_7_www.xing.com,113_8_www.xing.com,113_9_www.xing.com,113_10_www.xing.com
1,67.0,67.0,0.0,-442.0,0.0,67.0,67.0,67.0,67.0,-48.0
2,1475.5,134.81999999999996,220.91999999999825,1225.1000000000001,186.29999999999993,1898.6000000000001,-9.080000000001746,138.78000000000006,331.0,520.0600000000001
3,2608.0,1557.4800000000002,5316.24,4146.800000000001,1175.8000000000004,4984.16,878.7599999999999,1526.9199999999996,802.0,2115.28
4,4516.5,4017.639999999998,7531.12,6919.4,4961.700000000001,6438.96,4783.52,5033.14,4568.0,5136.86
5,6554.0,7479.08,10708.72,7555.599999999999,7090.200000000001,10340.880000000001,6152.92,6694.08,8395.0,7715.96
6,8447.0,8967.9,19235.2,16007.5,11182.0,21005.600000000002,10835.799999999994,10277.7,20529.0,8659.300000000001
7,12682.0,13055.28,18225.519999999997,20615.399999999998,17836.000000000004,17990.88,9988.24,12502.48,17559.0,13123.08
8,18626.5,19061.739999999998,22111.88,18094.7,15087.300000000003,27905.56,21363.2,18854.719999999998,25712.0,19080.34
9,16959.0,17007.08,28245.96,33693.600000000006,15907.2,42849.64,18910.72,16816.24,25829.0,19798.28
10,20315.5,20418.12,34912.56,40806.6,19550.100000000002,41005.240000000005,16991.56,20081.86,36975.0,22411.58
11,25509.0,21473.600000000002,62207.199999999975,42423.0,23837.0,56283.199999999975,18671.2,24491.600000000006,43389.0,23894.2
12,32072.0,25592.42,68173.16,44096.299999999996,32897.99999999998,69636.24,31986.679999999993,33914.72,58278.0,25902.74
13,31228.0,25794.559999999994,72452.96,44886.6,33886.8,75186.84000000001,43617.479999999996,36836.240000000034,61578.0,26744.08
14,32294.5,34997.119999999995,80934.95999999999,48316.3,52674.599999999984,108267.08,57796.56,42838.9800000001,72720.0,33597.82
15,36865.0,37164.95999999997,122107.47999999982,52534.4,56676.2,128330.16,59521.72,45420.439999999995,77282.0,39145.20000000013
16,64337.0,41692.100000000006,134995.99999999997,72379.5,65716.5,135371.2,64024.8,50331.899999999994,104480.0,71265.3
17,66334.0,69891.59999999999,147598.28,76912.59999999999,70164.8,151412.88,69561.68,70379.92,125793.0,78261.48
18,69554.0,72530.54,153827.27999999997,96442.20000000001,75556.19999999998,158139.76,70176.68000000001,73644.84000000001,136009.0,109171.48
19,72926.0,77986.80000000002,175752.19999999998,116314.00000000003,111061.2,161736.12,74149.44,81234.64000000001,149565.0,127836.36
20,78353.0,113437.54000000001,194355.11999999997,128575.3,124879.90000000001,169946.68,79924.52000000002,114518.06,154173.0,134784.12
21,108259.0,126408.4,197709.99999999994,137482.0,132094.0,175904.7999999997,109115.99999999996,126806.8,159331.0,147971.8
22,126237.5,134634.18,201671.40000000002,149359.2,145098.59999999998,201949.52000000025,122356.71999999986,134296.36,175389.0,152635.02
23,133609.0,146991.99999999983,211000.79999999996,153847.8,149918.4,212243.88,130667.47999999998,147682.36000000002,198515.0,154737.32
24,137918.0,151480.03999999998,221559.16,156666.4,149347.7,216702.19999999995,139038.04,152386.44,201524.0,159892.86
25,151186.0,155104.23999999996,241318.68,159420.2,155218.4,221957.36000000002,150424.16,152275.08,208895.0,159446.64
26,152076.5,158148.0,262141.0,161076.5,177755.99999999953,226882.0,157298.99999999994,154698.5,212502.0,193169.5
27,154073.0,192853.72,264774.84,167130.40000000002,191286.4,237192.31999999995,160332.91999999998,159342.56,218530.0,196100.19999999998
28,152755.5,192100.46000000002,329629.67999999935,190828.00000000003,193011.4,252593.19999999998,161961.96,175032.12000000008,230288.0,200127.4
29,160683.0,198217.59999999998,420817.4799999998,202687.4,194623.80000000002,276074.24,163901.72,200747.52,255233.0,206629.56
30,166461.0,198244.62,523866.87999999936,205755.00000000006,202959.30000000002,288678.11999999994,166252.84000000003,200328.59999999998,266457.0,211560.82
31,168004.0,202963.19999999992,609598.6,211053.0,208445.0,330623.39999999985,170885.4,205352.19999999998,307762.0,215248.4
32,195291.0,204517.66,618383.96,218009.9,207915.1,381642.0800000001,177549.71999999994,209435.13999999998,367876.0,220577.22
33,209295.0,208038.19999999998,634124.84,219029.6,215717.40000000002,478336.3199999999,188393.87999999986,213127.52,447200.0,228261.80000000002
34,215494.5,218141.36,692976.6399999998,224510.3,223935.3,554968.7199999999,189539.16,214579.2000000001,520990.0,243688.56000000023
35,221136.0,221498.24,694885.2799999999,235533.99999999997,226894.9999999999,600617.76,208269.03999999995,222134.36000000002,578021.0,268675.76
