index,298_1_www.wolframalpha.com,298_2_www.wolframalpha.com,298_3_www.wolframalpha.com,298_4_www.wolframalpha.com,298_5_www.wolframalpha.com,298_6_www.wolframalpha.com,298_7_www.wolframalpha.com,298_8_www.wolframalpha.com,298_9_www.wolframalpha.com,298_10_www.wolframalpha.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,0.0
2,1257.3799999999999,1408.2999999999997,1557.26,3054.2200000000003,2645.5999999999985,1278.9400000000005,1553.6200000000001,1114.1000000000006,1332.8400000000001,-18654.48
3,5456.24,4951.800000000002,4099.84,11013.04,4430.080000000001,5444.44,4171.92,5220.08,4144.36,-16341.84
4,6162.219999999999,4743.299999999999,4272.4400000000005,14880.74,8938.799999999996,6575.12,4443.28,6739.22,4893.120000000001,-14533.84
5,7940.12,8671.599999999999,8194.76,16288.32,10622.88,8565.760000000002,8307.12,5679.800000000004,8355.039999999999,-13647.76
6,18993.399999999998,14403.0,14394.6,20120.7,14063.1,18840.199999999997,11704.9,11403.7,6516.8,-11468.4
7,48742.8,28120.800000000007,29474.56,39315.200000000004,19574.159999999974,35569.79999999999,18615.32,12448.08,17686.239999999998,-1210.4800000000007
8,74223.1,44427.000000000015,44939.7,50930.700000000004,41080.07999999998,55213.08,42017.3,26323.84,48710.35999999999,16249.400000000001
9,105188.4,71849.60000000003,70763.79999999999,54679.72,63174.399999999994,71929.35999999999,70797.68000000002,39720.8,101256.31999999999,40978.83999999998
10,111178.38,99197.90000000001,108056.55999999998,58458.46,82167.7,108452.43999999997,104540.84,65085.080000000016,110821.72,84549.76000000001
11,124042.79999999999,122970.0,122586.4,60033.8,103254.0,110365.2,118995.0,97865.60000000003,120040.99999999999,99420.6
12,145414.3,126690.8,126179.96,65044.26,117825.3,114277.12,126366.52,114160.34,129769.48,100756.88
13,171432.32000000004,142256.8,128280.96,109572.36,121702.75999999997,140801.51999999993,136588.12,126349.72,156163.64,109907.4
14,201647.58,174587.0,158070.58000000002,117423.96,147731.53999999995,157241.25999999995,155122.06,144671.3,197138.43999999997,124847.52
15,235922.56000000003,190140.00000000003,186291.71999999994,122434.76,170008.19999999998,188408.44,157387.16,188623.08000000002,237634.6,148840.28
16,256964.49999999997,247494.0,236338.49999999997,145802.7,217310.5999999999,243394.0,183835.7,230213.20000000004,277615.6,183962.99999999997
17,285377.24,282258.0,269687.48,187050.71999999997,246122.8,263226.92,184906.88000000003,269408.60000000003,296025.96,232102.19999999998
18,292625.48,312760.4,299637.7,213787.43999999994,281816.86,293148.6,247715.56,287717.92000000004,303234.8,246650.4
19,300500.4,341271.2,335003.27999999997,224039.6,330164.28,313759.4399999998,273503.27999999997,315739.0000000001,310087.72,274811.31999999983
20,310000.32,344197.89999999997,350804.66,267057.3,330671.46,318254.82,305394.92,329558.86,310050.44,314786.8
21,313857.8,348034.0,350521.19999999995,324153.1999999998,347979.6,316191.6,326802.4000000001,337028.2,293662.4,324230.2
22,314868.22,358758.80000000005,358930.56,403409.4,352895.02,320051.02,342374.54,341370.16000000003,292511.8,330514.07999999996
23,326389.6,359974.6,360894.76,420593.44,374711.43999999994,324349.88,340558.27999999997,345712.12000000005,298901.72,334662.44
24,332438.8,360692.5,369140.62,432918.3599999999,388061.46,333143.7,343240.10000000003,366390.60000000003,317434.92,339636.84
25,358332.7600000001,425177.2,388036.4799999998,452147.44,414515.48,347840.36,348946.04,365700.32,317304.84,358605.71999999986
26,359936.0,455662.00000000047,414355.5,473397.0,439911.5,350357.5,357976.0,412965.5,328507.0,374667.0
27,395933.60000000003,463964.0,435936.7199999999,481435.19999999995,454005.28,373167.36,388405.96,421598.96,334774.76,398094.32
28,421049.6000000001,505105.00000000006,460432.98,569444.7999999999,472914.12,381042.3,420434.74,437548.82,357294.6,405446.08
29,463416.52,537858.6000000003,472549.16,619358.88,506436.5599999999,408331.76,429882.64,479901.48000000004,374221.68,439370.88
30,488418.36,581222.2000000004,507062.6,645648.08,537747.56,430951.0799999997,464050.16,509157.68000000005,415410.04,475284.5599999999
31,519537.9999999998,622642.0,559850.9999999999,667454.7999999999,570888.6,469394.5999999999,467517.6000000002,526303.8,444512.0,508132.4
32,556282.7400000002,650443.2000000001,607119.3799999998,726072.7,606369.4400000001,506320.8999999999,513925.08,558411.64,499339.39999999997,536942.8
33,581343.56,686903.6000000001,645362.0,772953.72,630108.96,531893.3199999998,536151.04,581364.0800000001,512492.16,565633.64
34,601152.12,705836.9000000001,683357.2799999999,786830.38,662025.86,561658.5,563451.1,630827.4800000002,545957.5599999998,591987.7599999999
35,664302.2000000001,770762.0000000003,724873.8,801891.0799999991,677428.08,590759.9599999998,606271.32,662071.3600000001,629298.9999999999,615913.64
36,710676.0000000001,832605.0,753817.4,900002.5999999999,700043.4999999999,596727.1,647981.6,722237.8,652537.6,647929.0
37,774810.12,880944.2000000002,774985.2399999999,994895.56,734557.3599999999,616208.76,692674.52,775091.16,679177.4,661893.2
38,834911.1,912438.8,846154.9199999999,1034956.62,762573.1,642503.2999999999,745934.16,848451.8600000002,719750.0799999998,693986.52
39,907147.2800000001,929821.0,878827.32,1073735.2,792357.9199999999,651592.3999999999,799600.1600000003,901657.9200000003,758969.3999999999,736246.12
40,984073.7,974466.2000000008,924572.3999999996,1153239.3,842211.9599999996,669920.8399999994,863419.04,947145.9600000002,806519.84,761100.6399999998
41,1037590.6,1015942.0,968496.5999999999,1238125.0,893514.0,706971.5999999999,931272.4,1015930.2000000001,852479.9999999998,796461.0
42,1066141.4400000002,1048266.1000000001,1019367.86,1272653.66,942437.5199999998,745831.1399999999,992828.7,1064383.7200000004,913291.9199999999,850264.7999999999
43,1106782.4,1091454.2000000004,1112001.44,1331486.4000000001,996703.9999999999,798140.5599999998,1041637.84,1148759.6800000009,931356.0399999999,894566.2799999999
44,1136246.46,1144134.3000000003,1166371.3599999994,1377936.04,1051433.9,851849.1599999996,1089411.1,1200037.3,972315.1599999999,948089.2
45,1186237.1199999996,1164920.5999999999,1214201.16,1425917.12,1094965.2,919205.1599999999,1141262.84,1230326.4000000001,1005995.9999999997,983955.8
46,1214495.1,1230775.5,1273547.3,1526949.2999999998,1137520.4,973858.7999999997,1180356.9000000001,1279745.2000000004,1073862.9999999993,1037965.0
47,1261032.2,1233680.2,1275369.24,1560507.08,1200433.16,1001230.4,1226538.56,1283398.04,1134165.4399999992,1094724.44
48,1283564.78,1260628.6,1276914.18,1564498.44,1247602.7599999998,1054488.2399999998,1275830.22,1284632.18,1190628.0799999991,1141475.48
49,1284925.36,1268168.6,1278462.48,1571491.36,1289822.92,1111684.2799999998,1278922.44,1287739.08,1245479.32,1169974.0799999998
50,1286532.22,1276057.3,1279056.42,1573121.12,1293223.66,1174363.34,1280464.22,1286934.56,1249558.24,1218629.8
