index,10_1_www.heise.de,10_2_www.heise.de,10_3_www.heise.de,10_4_www.heise.de,10_5_www.heise.de,10_6_www.heise.de,10_7_www.heise.de,10_8_www.heise.de,10_9_www.heise.de,10_10_www.heise.de
1,67.0,67.0,67.0,67.0,67.0,67.0,-48.0,67.0,-48.0,67.0
2,4696.82,7322.160000000001,4664.64,1649.1599999999996,4987.860000000001,2801.139999999999,4757.86,2397.64,7683.22,4607.5
3,26747.72,37394.68,17463.4,7586.84,28799.239999999998,15247.800000000014,26213.24,1882.0399999999995,61060.92,27916.0
4,41913.020000000004,128128.48,67331.92,17304.72,60621.3800000002,81429.20000000001,41270.58,8414.64,129092.54,44059.5
5,119833.4,238968.0,122339.48,32385.52,124457.51999999999,209507.44,121988.16,31504.840000000004,273836.96,121678.0
6,128712.5999999999,500971.00000000006,151693.60000000006,56460.40000000003,227685.6,493086.5,175515.1999999998,33649.8,577027.0000000002,148658.0
7,200024.68000000002,798057.2,234831.72,101670.4,378335.24000000034,685005.7200000001,251454.16,45776.24,799700.36,272727.0
8,336224.23999999993,912730.2799999999,376106.48,124263.88,588328.4000000004,804460.4400000002,425676.94,119137.68,937735.22,502831.0
9,520213.16,959998.92,516413.68,128061.0,786328.8400000001,944579.64,675178.68,125123.48,956098.8,689714.0
10,730791.04,964798.52,762661.52,130143.28000000003,846122.8400000005,998697.24,797168.68,125732.68000000001,967837.16,792317.0
11,793773.4,974357.8,798604.8,157558.20000000027,937656.4,1024003.4,922805.5999999997,140929.0,1022611.4,847795.0
12,798801.7399999999,1034662.64,803266.36,302990.20000000007,953277.46,1029900.02,948757.7,221712.64000000025,1042776.98,937937.5
13,856964.88,1067655.16,867803.72,452380.64,958505.5599999999,1062308.76,1004581.4400000001,373803.52,1094668.08,950790.0
14,856397.02,1122787.72,901874.5599999999,545599.84,960840.22,1094359.8399999999,1009761.52,501283.75999999995,1166703.72,955197.5
15,905164.9199999997,1283827.64,972410.76,658504.4400000001,1005887.36,1191503.1600000004,1014748.92,609575.68,1421914.28,960846.0
16,920121.1,1433569.0,1025393.6,745316.4000000001,1031566.5000000001,1390794.7,1016912.1,753328.0000000001,1435389.2,962514.5
17,936151.88,1516113.24,1029543.92,800242.76,1063938.76,1494022.4,1024207.4,794127.08,1519628.4,1026579.0
18,985732.3999999998,1541041.08,1034919.88,891555.28,1107429.6,1516105.08,1046294.98,800244.52,1546155.7,1048278.5
19,1027266.96,1605404.5200000012,1057346.32,948388.6,1157940.3599999999,1540118.92,1103017.76,893833.08,1621499.32,1059755.0
20,1047075.18,1620420.84,1060938.7999999998,952632.28,1389472.44,1608333.94,1119230.96,934770.56,1627024.56,1114322.5
21,1068623.4,1733874.8,1097183.4000000004,951077.6,1450361.4000000001,1659867.6,1235176.7999999993,951073.2,1736460.8,1157861.0
22,1170016.52,1741171.04,1274731.88,956513.64,1502830.94,1729722.08,1393692.54,950254.04,1759167.66,1359056.0
23,1312728.16,1764097.04,1359876.08,960537.56,1518479.8,1746773.68,1450167.8800000004,956929.76,1777459.5999999999,1419832.0
24,1353517.4,1802384.68,1438798.96,963082.04,1530926.94,1785490.54,1502466.02,1011792.96,1793940.94,1432074.5
25,1439446.84,1864872.64,1452168.84,967478.52,1601068.88,1847346.92,1525933.56,1015353.64,1828821.76,1450153.0
26,1452078.5,1886906.0,1470723.0,965506.0,1605851.0,1860541.5,1534665.0,1018548.0,1899140.5,1522497.5
27,1470819.8,1906598.52,1487060.76,1024008.24,1651271.48,1875937.6,1595477.16,1021748.56,1944925.2000000002,1530647.0
28,1488560.58,1968960.32,1534958.4000000001,1026578.76,1712257.26,1977903.2000000027,1604254.88,1022495.32,2077182.48,1595201.0
29,1535058.44,2022336.7599999998,1543119.52,1032515.4,1715478.08,1998324.56,1649274.32,1026967.88,2122816.8000000003,1600346.0
30,1545559.12,2067582.8,1607240.64,1046042.04,1722938.26,2048073.92,1711182.48,1038522.88,2198349.1000000006,1605085.5
31,1608345.8,2202717.8,1612199.2,1054904.6,1728804.8,2121622.0000000005,1711708.4,1085559.2000000002,2222496.6,1649254.0
32,1613415.12,2217218.04,1634166.8000000005,1064646.8000000003,1741903.8000000003,2198608.54,1722235.96,1101212.04,2234109.04,1708749.0
33,1656645.24,2218954.08,1664124.84,1184379.84,1755477.32,2205103.64,1731298.68,1109756.6,2240024.72,1714272.0
34,1718553.16,2231495.6,1726011.28,1283951.04,1791423.38,2213159.56,1737182.96,1181127.84,2239315.92,1719449.5
35,1717878.76,2239696.96,1725321.56,1370414.7200000004,1803462.24,2219168.48,1743821.16,1296009.64,2249212.56,1734144.0
36,1726664.1,2305179.4,1735000.4,1385120.6,1822509.5,2255719.4,1765094.4,1393446.4,2264206.9,1741986.5
37,1730899.52,2319019.48,1736538.16,1412618.76,1952017.76,2267225.04,1826446.4,1403341.08,2287840.24,1754710.0
38,1737804.64,2327343.92,1745464.56,1415683.4,1958758.06,2282927.34,1931447.44,1412416.72,2311483.08,1768979.5
39,1746524.36,2339423.68,1757250.32,1485786.52,1963648.88,2294962.8400000003,1947916.92,1429156.68,2326216.52,1855093.0
40,1756115.22,2356011.84,1770582.48,1495578.0,2012648.2000000004,2306090.84,1954170.82,1494296.2,2336875.48,1937827.0
41,1796121.7999999998,2368498.4,1807644.0,1507922.0,2122896.6000000006,2309630.2,1959079.9999999998,1508428.2,2352922.6,1951448.0
42,1808451.72,2371334.44,1818991.92,1519635.7200000002,2143923.6000000006,2314623.4000000004,1999074.68,1515052.64,2370325.92,1957069.5
43,1818138.84,2382458.8,1828334.56,1523439.64,2174062.08,2327075.16,2104665.6,1520225.44,2376054.08,1964491.0
44,1939490.1599999983,2399893.84,1958950.2,1528723.8,2182407.88,2338681.94,2129938.92,1534433.28,2390482.52,1973304.0
45,1952648.36,2409846.72,1963218.12,1536257.56,2200085.96,2357194.68,2137817.2399999998,1536617.4,2400625.04,2087617.0
46,1957816.9,2423217.4000000004,1968131.8,1537337.6,2207722.7,2360959.1,2179891.8,1546209.8,2414064.4,2132758.0
47,1978558.600000001,2436417.8800000013,1995574.5199999986,1544031.4000000001,2209277.64,2380380.92,2192012.56,1553704.24,2432675.08,2136401.0
48,2086423.66,2443581.6,2090552.1199999996,1580651.360000001,2212431.6800000006,2389175.42,2204502.48,1594799.4800000007,2441277.98,2174385.5
49,2096306.56,2456190.1200000006,2137669.56,1615538.16,2224938.28,2397942.2,2210131.32,1620539.72,2452375.44,2182597.0
50,2166619.42,2465403.76,2144646.28,1616158.52,2248071.16,2410298.84,2213638.14,1622898.36,2461442.74,2182686.0
