index,141_1_www.alexa.com,141_2_www.alexa.com,141_3_www.alexa.com,141_4_www.alexa.com,141_5_www.alexa.com,141_6_www.alexa.com,141_7_www.alexa.com,141_8_www.alexa.com,141_9_www.alexa.com,141_10_www.alexa.com,142_1_www.alexa.com,142_2_www.alexa.com,142_3_www.alexa.com,142_4_www.alexa.com,142_5_www.alexa.com,142_6_www.alexa.com,142_7_www.alexa.com,142_8_www.alexa.com,142_9_www.alexa.com,142_10_www.alexa.com,143_1_www.alexa.com,143_2_www.alexa.com,143_3_www.alexa.com,143_4_www.alexa.com,143_5_www.alexa.com,143_6_www.alexa.com,143_7_www.alexa.com,143_8_www.alexa.com,143_9_www.alexa.com,143_10_www.alexa.com,144_1_www.alexa.com,144_2_www.alexa.com,144_3_www.alexa.com,144_4_www.alexa.com,144_5_www.alexa.com,144_6_www.alexa.com,144_7_www.alexa.com,144_8_www.alexa.com,144_9_www.alexa.com,144_10_www.alexa.com
11,403840.0,362989.5999999999,334086.00000000006,361085.20000000007,611779.4,379778.4,368518.80000000005,376892.0,388719.40000000014,660786.0,369505.39999999997,342386.0,368716.0,366025.6,338815.0,914801.8,709635.1999999998,344619.8,340054.4,371612.0,129005.8,110957.4,137684.0,174646.39999999985,64225.000000000044,57227.39999999997,183075.99999999997,172391.20000000004,133945.2,49277.6,270511.0,269922.00000000006,242999.99999999997,340205.0,214642.80000000008,253201.0,368539.8,295028.4,255626.4,224642.19999999998
12,563872.7,395346.56,376833.5200000002,391393.66000000003,633935.2,398233.12,399014.08,419018.0,426334.0400000005,771926.96,448200.8000000002,350645.39999999997,421709.9200000002,396967.6,429451.3999999996,973098.72,890864.92,360209.54,350453.77999999997,516587.79999999993,168833.92,131497.22,180952.0,191970.76,83257.7600000001,66848.84,218599.56,189948.63999999998,179379.68,53083.48,304845.0,289192.76,288906.16,384633.19999999995,258394.64000000007,298264.9,465054.84,347535.58,315148.66,233310.44000000003
13,650838.6,429244.12,453002.88,452291.67999999993,685510.92,413860.96,436807.68,518850.0,608051.4000000004,836482.0400000005,649649.04,368892.2,588998.5599999998,594216.88,550247.7999999999,1108803.44,999913.6,387922.88,378915.32,606699.2,230382.55999999985,174323.80000000002,214263.2,196286.92,141206.04000000007,83579.48,265555.84,272516.04000000004,218651.72,108641.15999999997,354447.8,360281.4,339609.19999999995,451380.1999999998,313892.2,347496.19999999995,519508.2,354809.12,353398.84,320598.88
14,670506.2,521921.91999999987,622971.88,544369.28,717363.2400000001,429751.28,463992.08,645014.0,651220.56,927171.34,737501.24,404644.5,689366.76,691056.8799999999,616341.4,1277728.72,1089604.28,434818.44,399840.19999999995,646859.3999999999,286822.48,190590.28000000003,297886.00000000023,264609.88,189178.11999999997,104005.18,315905.39999999997,299464.76,220449.28,125413.95999999995,390206.4,422224.20000000007,414828.87999999995,512003.2,360511.1200000001,360519.6,617499.8400000002,355801.16,420491.5599999998,377740.16
15,703464.6,680994.2800000003,645857.96,647092.64,798279.3599999999,457742.56,478313.64,679456.0,698533.16,1015815.04,892071.96,447760.99999999994,849713.4,841277.2400000001,658906.6,1339993.48,1174584.5600000003,464170.99999999994,428110.87999999995,665800.6000000001,305020.24,238201.84000000003,346886.0,299081.96,256670.04000000004,148838.68,349750.32,308198.76,302238.8000000001,141503.88,437415.2,522107.0,444142.56,545712.0,399165.28,389732.39999999997,632993.92,395062.8400000001,484009.0,395177.64
16,809990.5,834582.8,680787.7,683116.8999999999,809312.8,497803.2,557716.6,752809.0,722647.1,1154827.2,916520.4000000001,471212.0,899072.2,904184.5999999999,740737.0,1531327.0000000002,1343123.0000000002,616274.0,543142.8,739086.0,347237.8,294922.4,353970.0,337381.39999999997,287808.4,213877.8,356936.2,350567.0,359060.4,169281.4,524414.5,547698.0,472669.6,560186.0,439441.70000000007,454884.0,698796.5000000001,410640.1,515867.39999999997,463559.4
17,934668.6,996930.28,718510.24,699109.08,816963.04,560468.52,591994.4,780253.0,765177.76,1323548.44,943643.9600000001,604332.0,946546.2000000001,944506.04,959992.3999999996,1730105.04,1396854.96,780031.04,653100.32,759759.6,360154.64,350765.72000000003,358862.6,376080.16,341126.92000000004,280957.5199999999,443856.99999999994,357251.76,421152.84,253085.75999999992,600735.4,649202.4,526234.6,612658.2,485030.68000000005,475787.59999999974,783952.04,433562.4,587027.76,523371.68000000005
18,1137474.6000000003,1147341.8,777793.98,754389.4,838139.1199999999,575098.4,620070.76,797285.0,770192.7999999999,1494010.78,980089.1000000002,752043.7999999999,960606.88,959581.8000000002,1130388.4,1852023.92,1414456.6,919954.4800000006,767934.4,793457.8,409002.83999999997,380434.52,363494.0,437608.15999999986,349099.8,335066.46,509060.32,426167.76000000007,426947.72,271998.9999999998,639471.9,729211.7200000001,553539.6,630988.4,514413.0800000001,529535.9,832148.48,479636.3,613784.32,585962.16
19,1278187.4000000001,1263819.52,790824.4400000001,788042.52,848147.2400000001,585911.56,638453.6,825788.0,828074.0800000001,1612481.4,1023291.04,925667.0,990717.92,1014938.6,1281206.4,1999930.72,1485674.84,1109444.4000000004,917871.6400000001,834757.7999999999,468233.84000000026,396394.2,386288.4,447671.08,414693.8,350173.43999999994,569667.2,484334.08,434940.76,294435.55999999994,672461.5999999996,744730.6,574426.5599999999,668920.6,541826.76,566543.0,870618.92,498712.16,635930.44,636052.88
20,1485008.0000000002,1456671.8800000001,825555.0399999999,822811.54,880030.52,627491.04,654141.04,845077.0,834770.8,1638700.6,1075290.06,1084050.4,1022618.6,1025301.08,1474243.0,2131270.44,1525564.7999999998,1297690.3,1098619.58,851142.3999999999,517566.2,449300.24,410340.99999999994,469268.8,440566.84,355857.94,570188.08,519581.4000000001,442246.64,329979.76,697374.3,791728.48,608885.52,703724.7999999999,588855.26,615317.8,907402.52,512910.28,652546.12,679342.1200000006
21,1600326.0,1652727.7999999993,858663.4,832920.4,892529.7999999999,674646.6,668376.0000000001,948156.0,839643.9999999999,1728520.5999999999,1089345.4000000001,1271956.0,1087569.8,1078128.6,1647148.0,2233378.8,1547112.5999999999,1546972.4000000001,1233855.9999999998,890361.0,521902.2000000002,455740.00000000006,492307.0,496111.0,482011.0,390500.99999999994,613799.0,602743.6000000002,476420.2,351074.8,785002.0,825635.4,671508.8,782274.0,620447.0000000001,693683.0,976665.6000000001,596520.0000000001,694329.0,723416.4000000006
22,1783459.8,1739885.16,911853.42,852246.62,938215.3999999993,685620.2399999999,698150.24,1136129.0,846415.78,1771396.72,1096286.12,1458985.9999999998,1110501.6,1089749.24,1774504.6,2374091.96,1564165.76,1767634.7200000002,1458722.6399999997,911120.2,552908.0800000001,498442.9,518231.00000000006,506691.5599999997,538815.92,419073.64,681012.12,642081.76,524738.12,373470.84,857137.9999999999,860383.3600000001,713431.6399999999,863337.7999999999,703701.0,777973.1999999998,1081813.46,684534.2800000003,805361.16,775986.4800000003
23,1862726.6,1786664.8800000004,945522.72,861447.8400000001,1228433.3199999996,704639.48,714459.88,1266716.0,858576.6,1787993.08,1108841.48,1664847.0,1148042.0400000003,1092671.64,1825379.8,2528534.7199999997,1587731.8800000001,1922886.6400000001,1725648.4799999997,922198.2,581462.56,513947.24000000034,540553.8,545927.08,585352.4400000001,469448.63999999996,693687.8,653177.3200000001,556702.8400000001,412837.24,917992.8,933444.0,741360.24,894895.7999999999,737589.96,831827.5999999999,1158979.52,794615.7600000001,931469.72,828331.52
24,1921331.1,1919361.28,1103253.8800000004,877723.64,1442543.64,716140.4,722247.56,1268054.0,883415.24,1814097.2,1111861.1199999999,1789182.7999999996,1155795.24,1103077.28,1936855.4,2597034.64,1613615.56,2123438.1,1825618.8800000001,975605.6,644752.44,578266.96,572146.0,565710.72,594141.12,511778.69999999995,719870.2,670757.24,588667.56,428713.44,950919.6,955764.76,835392.9999999998,932978.1999999998,805238.0000000001,888320.7999999999,1196339.18,880929.6399999999,1014714.08,966433.2800000001
25,1948955.0,2181707.52,1325642.6,907270.9199999999,1702966.5999999994,724970.6,752059.2800000001,1308464.0,898814.2000000001,1826364.6800000004,1120622.24,1844165.2,1162738.24,1111768.4,2015076.7999999998,2656610.52,1635135.72,2158018.36,2010527.04,1127107.4,677238.36,580845.0,635548.8,599360.2,618596.3200000001,526390.44,736362.12,710342.4400000001,631278.8000000002,453899.03999999986,985341.9999999999,966791.8,920823.9199999999,1013723.7999999999,898499.0800000001,1014830.1999999995,1264094.4000000001,946327.48,1043016.5599999999,1028582.0
26,2005780.5,2197648.0,1337820.0,927851.5,1927975.9999999998,908406.0,898562.0,1322165.0,898646.0,1867619.0,1146609.0,1853019.0,1173548.0,1135373.0,2117760.0,2667262.0,1643626.0,2227748.5,2137850.0,1293841.0,678571.0,619097.0,688523.0,639618.0,628962.0,543087.0,762255.0,736898.0,686000.0,480919.9999999998,1045507.0,1031646.5000000003,943001.9999999999,1096292.9999999998,970087.0000000001,1089263.0,1324236.0,999294.0,1078152.0,1081770.0000000002
27,2062442.4000000001,2224158.76,1359360.64,933599.08,2086603.1999999997,1128727.76,1017040.48,1329915.0,955052.2400000001,1886982.64,1164304.0,1918174.2,1179897.6,1146108.96,2242794.1999999997,2680463.68,1803822.9199999997,2259020.6400000006,2188821.8,1462652.6,689039.8,707852.92,731831.7999999999,665596.9199999999,649807.36,587591.08,819111.96,752003.5200000001,696891.8,501853.16,1104988.0,1120807.6,1012311.0399999999,1190912.0,1026828.36,1165461.8,1356120.4400000002,1090112.56,1138287.6799999997,1110823.68
28,2066753.5,2303923.12,1364606.84,974077.28,2325283.36,1173279.6799999995,1194595.08,1406984.0,1051751.08,1901293.52,1231152.9600000002,1940786.0999999999,1204725.1600000001,1156802.36,2300670.8,2696684.96,2000204.88,2328640.8000000003,2196869.66,1647736.6,736073.24,743770.12,766410.0,716839.36,671604.2399999999,629000.58,887863.7999999999,766560.68,709356.12,563277.08,1136725.6,1200782.6800000004,1104242.28,1250629.0,1085565.7,1222957.4,1442691.8800000001,1127766.04,1234370.64,1156921.9600000002
29,2084688.0,2316090.0,1388515.4400000002,1086856.6799999997,2388353.32,1409773.76,1413013.2400000002,1448625.0,1276721.2400000007,1985671.36,1378472.2400000002,1946384.2000000002,1275952.2800000007,1301197.3600000003,2312575.0,2708289.6,2181626.92,2368011.08,2269442.1999999997,1752069.4,756350.8,773677.24,832748.2,715706.68,698816.2000000001,648646.96,963643.8,834321.76,762082.4800000002,570651.72,1187169.3999999997,1248501.6,1176757.6,1297912.9999999995,1139324.4400000002,1266171.2,1507024.32,1198495.2400000002,1281576.2,1215770.0400000003
30,2092744.8,2319210.96,1454269.14,1222629.4800000002,2407773.96,1601474.52,1627880.0399999998,1499589.0,1393691.76,2122814.7199999997,1538880.64,1980185.2999999998,1444008.5199999993,1500411.0799999998,2335485.3999999994,2734081.88,2424283.6,2409376.2399999998,2341791.340000001,2000329.4,773107.88,772090.14,870499.0,753487.24,726000.92,666948.1,1022562.84,855353.08,773281.24,587118.4,1319661.1999999997,1296258.22,1270665.3599999999,1397165.3999999997,1220197.2000000002,1348275.4999999998,1590296.6400000001,1244204.42,1394759.5,1266069.9200000002
31,2187504.0,2346970.8000000003,1522766.6,1417168.1999999997,2477582.6,1785853.2000000007,1869372.5999999996,1661386.0,1582884.0000000005,2385903.8,1561474.2000000002,2157891.0,1594074.0,1536824.5999999999,2346200.0,2747302.2,2634971.6000000006,2436796.8,2405071.4,2201380.0,798045.8,817333.6000000001,963443.0,810683.2,754155.2,700638.2,1105569.4,910836.6000000001,773728.2,625729.2,1408959.0,1368838.0,1384905.5999999999,1468271.999999999,1297243.600000001,1401699.0,1654532.4000000004,1303067.0,1497544.3999999997,1283377.0
32,2362404.800000001,2439771.24,1662833.360000001,1652898.2400000007,2541849.6399999997,2029869.0400000005,2032184.9600000004,1851248.0,1837065.9,2532631.48,1740593.56,2366604.4,1597498.92,1669708.08,2405876.4,2758062.08,2859086.2800000003,2499376.86,2442795.96,2329274.5999999996,809856.52,875549.6799999999,1032088.0000000001,850272.1599999999,766109.16,725698.58,1164061.32,989770.76,782010.3200000001,645663.72,1439272.9,1447052.3200000003,1490991.0399999998,1575656.3999999997,1446213.360000001,1472382.5999999999,1705104.8599999999,1430520.16,1615391.28,1360850.6800000009
33,2452129.2,2523120.96,1780071.36,1808589.5599999998,2619759.039999999,2283177.72,2193133.2,2090410.0,2035298.84,2751815.16,1960637.8000000003,2374788.1999999997,1658780.2400000002,1811996.72,2432807.4,2931229.8800000004,3065294.8800000004,2506790.64,2494640.8,2407371.2,836041.0,924386.48,1100438.6,870534.0799999998,788394.28,747983.84,1202463.88,1001852.7200000002,815944.1600000001,648685.16,1521346.2,1513692.12,1561017.88,1672223.4,1575924.6800000002,1560645.2,1805770.96,1519871.56,1708774.04,1441211.36
34,2458637.7,2530681.32,1892063.3800000001,1936296.2399999998,2746976.96,2416822.8,2375334.28,2305458.0,2252685.840000001,2975332.68,2204118.1600000006,2387687.1,1849962.7600000005,1995948.76,2552760.4,3096507.2800000003,3131448.88,2512493.38,2506041.96,2425706.4,885109.5600000003,976674.4000000001,1103348.4,924465.88,853644.8400000001,768265.32,1227241.24,1032629.6000000001,820790.28,658709.72,1603914.0,1631329.8800000001,1608381.72,1680900.7999999996,1659419.0000000002,1635081.0,1898589.1400000001,1540812.92,1727142.38,1484563.84
35,2476170.0,2543168.56,2109429.5600000005,2051470.0,2750903.2800000003,2438583.32,2409552.04,2459910.0,2351843.24,3086779.16,2355431.7199999997,2398937.3999999994,2026482.4000000001,2163046.640000001,2582909.1999999997,3153444.44,3147992.36,2514410.6,2540079.7600000002,2454317.2,886905.04,1009653.48,1188146.0,995252.3599999999,906928.88,812062.6,1309743.08,1073255.2400000002,862973.88,686096.6799999996,1704425.5999999999,1693322.520000001,1663063.96,1745596.8,1713014.88,1700684.7999999998,2022690.5199999998,1578575.24,1803683.96,1565105.52
36,2526834.0,2559103.8,2328454.6000000006,2223670.1999999997,2781106.6,2492841.0,2426728.6,2523127.0,2377680.1,3148636.2,2383552.8,2442275.0,2163704.800000001,2290669.0,2615986.0,3196992.2,3164442.0,2518380.0,2541008.1999999997,2485266.0,925179.0000000001,1046142.8000000002,1267632.0,1051737.7999999996,962392.2,860233.1,1350995.4,1138167.0,895779.0000000002,747997.1999999998,1709490.5,1755279.0000000007,1698978.7999999998,1798193.0,1721107.9,1722074.0,2042905.2,1667886.5,1874577.8,1650808.8
37,2587649.8,2580499.56,2549363.56,2386906.6,2785478.16,2560517.56,2461323.36,2566585.0,2413652.52,3164169.28,2396919.32,2443886.8,2350768.12,2350802.44,2637383.2,3283369.36,3196513.16,2542779.5599999996,2550404.36,2608683.8,990400.4400000001,1081332.1600000001,1326263.8,1112176.36,1017278.72,890162.1599999999,1420911.8,1214528.68,952127.9600000001,789589.8400000001,1734054.9999999995,1779852.9200000002,1745626.8800000001,1897854.7999999998,1722027.48,1770792.9999999998,2087647.84,1761323.0,1902137.44,1719303.28
38,2621399.0,2604098.68,2622343.52,2419825.14,2790843.6,2614792.68,2485859.92,2602541.0,2452668.62,3188969.32,2458985.34,2505870.6,2424488.04,2414220.5999999996,2647715.0,3362319.84,3265481.04,2548576.88,2580950.54,2644398.0,1031872.2799999999,1115474.9000000001,1405064.4000000001,1143810.0399999998,1063419.0000000002,962692.44,1423426.84,1269351.7200000002,1004677.48,801144.36,1809178.9999999998,1812294.06,1828879.96,1970195.1999999997,1779821.76,1872249.7999999998,2136620.14,1843954.24,1946805.32,1776332.76
39,2679962.4,2632687.08,2674036.64,2440805.56,2833469.16,2653523.32,2490086.32,2620041.0,2508014.16,3265720.9600000014,2487812.72,2586367.999999999,2438429.68,2548997.12,2683505.8,3443961.359999999,3371510.28,2555198.28,2584722.2,2687895.3999999994,1065172.8,1217790.6,1421026.2,1143935.56,1106692.76,997624.2,1434436.84,1304392.28,1042477.0800000001,820165.2,1874348.2,1882809.08,1859613.0,2033009.0,1820967.200000001,1905559.8,2141863.6,1882432.6,1952740.92,1847816.200000001
40,2784418.6000000006,2709423.2800000003,2687898.3200000008,2444798.98,2837808.68,2658761.04,2561511.2,2666113.0,2529356.26,3372170.94,2582219.3600000003,2611396.1999999993,2448606.08,2564087.4,2689243.4,3521483.32,3394725.96,2587383.02,2590276.58,2803807.0,1098252.56,1262963.64,1421873.4,1162453.84,1144563.28,1058477.7999999996,1436774.92,1356000.36,1105226.4000000001,875379.0,1922964.2999999998,1915990.1600000013,1913003.88,2084091.4,1892133.4800000014,1934262.0,2148356.16,1935763.54,1958243.22,1876088.52
41,2805829.0,2734963.5999999996,2761026.000000001,2451157.2,2847955.8,2807381.4,2658086.6000000006,2673962.0,2600508.8,3395994.6,2603081.6,2621701.0,2526628.2,2581570.6,2722678.0,3528902.2,3531895.8,2624146.2,2591684.8000000003,2808784.0,1162890.6,1304477.6,1431344.0,1229939.5999999999,1158435.0,1131346.9999999998,1443797.8,1396188.2000000004,1141574.4,915580.5999999994,1963578.0,2031278.2000000002,1948764.0,2097301.0,1944866.8000000003,1969171.0,2168025.8,1964635.6,1965915.0,1893514.8
42,2811777.1,2740503.16,2859360.32,2471019.2399999998,2845428.6,2811134.32,2800733.44,2680435.0,2657648.88,3438309.0000000005,2611199.62,2629893.4,2579932.72,2632228.44,2735948.8000000003,3554767.56,3537470.24,2743201.42,2598917.1199999996,2834851.6,1239624.32,1305250.78,1435011.6,1285103.0399999998,1176976.92,1199471.9,1454553.16,1420989.64,1155382.72,980486.24,1967586.2,2064155.9600000002,2034806.5599999998,2124501.0,1977162.42,1970318.3,2172253.78,1967556.8,1995469.52,1970562.24
43,2816992.0000000005,2744470.0,2864340.12,2482726.1999999997,2978709.5999999973,2819045.2,2810418.52,2717369.0,2752031.64,3564677.08,2615291.56,2659177.6,2613471.4000000004,2750810.52,2742146.8,3560914.44,3541682.32,2752203.52,2634559.36,2838295.2,1299661.84,1363303.08,1452359.6000000003,1316685.64,1223156.8,1200920.56,1469235.36,1423803.24,1171558.68,1028522.32,1976679.8,2124649.44,2068376.48,2135248.0,1983024.8000000003,1982006.4,2181081.2,1980213.72,2007178.88,2041876.2
44,2823529.3,2751654.08,2868861.22,2588563.12,3032101.12,2827408.72,2815221.68,2834081.0,2758250.58,3570786.86,2622948.56,2664829.2,2663977.64,2755840.88,2773449.6,3568015.36,3568986.52,2760008.2399999998,2754749.76,2880002.5999999996,1340212.6400000004,1419283.4000000001,1464213.8,1344719.08,1285794.24,1232987.5199999993,1472338.36,1430084.32,1247623.1200000006,1029980.16,1981203.9,2127021.02,2076587.48,2140005.6,1991193.24,2005805.7,2207355.360000001,2002894.78,2013331.48,2089713.5600000003
45,2828399.4,2757159.24,2872784.68,2660545.3200000003,3035712.8,2871853.64,2819794.28,2841558.0,2762860.7600000002,3601871.32,2729273.0800000005,2740219.8,2668225.12,2757527.64,2778388.5999999996,3604376.24,3573484.4,2800032.92,2759408.12,2885390.0,1375616.0,1488800.84,1466362.2,1422048.24,1318807.68,1276149.2,1471764.68,1434484.52,1305029.36,1076309.88,1986737.0,2137464.64,2072789.92,2145112.6,2014465.04,2008975.8,2219891.48,2008800.1199999999,2021460.52,2131390.08
46,2859461.0,2763376.0,2877206.8,2667452.3,3043142.8,2930177.8,2826059.0,2845320.0,2772251.1,3606922.9,2774637.7,2820397.0,2673561.4,2764671.2,2785762.0,3614491.6,3614993.2,2925343.6,2762707.9,2888629.0,1419605.8000000003,1514892.1,1469286.0,1455393.1999999997,1352125.4000000001,1295171.7,1475582.4,1441379.6,1372125.4,1160158.7999999993,2007584.5,2154975.4000000004,2107225.9999999995,2169426.0,2018921.2,2013894.5,2305368.2,2011144.7999999998,2026883.1,2133942.3
47,2922913.1999999993,2764012.0,2880413.36,2671492.92,3049842.64,3045876.84,2831188.04,2885573.0,2778189.32,3612797.28,2782044.96,2824070.0,2822105.32,2769337.2399999998,2908124.999999999,3624953.92,3620217.2,2976439.4,2807026.92,2896290.4,1424190.44,1517697.04,1474824.4,1492538.92,1415001.08,1331957.4799999997,1480508.68,1446775.24,1450728.6400000008,1179074.24,2013272.2,2163264.2399999998,2150336.96,2173024.8,2024976.84,2018724.9999999998,2340445.48,2014652.3599999999,2060327.72,2146004.44
48,3030442.2000000007,2774118.76,2920615.72,2680796.62,3056184.4,3048813.0,2871337.44,2919651.0,2819250.68,3619276.82,2784131.4,2829673.5,2826641.44,2773495.8,2939917.2,3632256.88,3627683.1999999997,2982856.36,2890133.640000001,2902248.4,1428289.2000000002,1523457.66,1494282.4000000006,1513665.48,1413963.44,1399347.9199999997,1482278.44,1469290.52,1508169.64,1252479.1199999999,2014562.2,2170368.46,2153238.64,2176797.0,2029045.06,2055057.4,2342289.56,2020832.62,2074859.44,2148873.4
49,3053401.4,2802835.2399999998,2927326.6,2827450.0799999996,3062482.72,3056593.48,2875738.04,3062420.0,2822769.8000000003,3624803.2,2824668.68,2861449.6,2835336.16,2800911.840000001,2947427.9999999995,3714890.52,3633499.52,2989740.68,2979340.96,2908965.1999999997,1430381.28,1529731.84,1508341.6,1514323.56,1416903.96,1419088.16,1513537.96,1471528.9600000002,1506898.04,1314774.5199999993,2019708.0000000002,2175515.7199999997,2154146.36,2210642.2,2062081.72,2076216.2,2347273.44,2054166.28,2109226.96,2166670.16
50,3062879.1,2860405.5600000005,2934016.8,2840044.7999999993,3062581.84,3063520.28,2933440.3999999976,3061844.0,2848313.74,3632582.98,2859087.8,2919882.5999999996,2874419.2,2836648.16,2955148.4,3805432.88,3656640.400000001,2998949.82,2979028.48,2982556.4,1435569.08,1534915.62,1524951.4000000001,1519571.2,1427137.52,1422391.02,1513429.48,1475609.92,1510290.76,1367484.96,2052044.7,2180240.68,2193584.44,2210392.6,2075827.76,2168953.4999999995,2346822.72,2071673.76,2109153.52,2175178.24
