index,324_1_www.tagesschau.de,324_2_www.tagesschau.de,324_3_www.tagesschau.de,324_4_www.tagesschau.de,324_5_www.tagesschau.de,324_6_www.tagesschau.de,324_7_www.tagesschau.de,324_8_www.tagesschau.de,324_9_www.tagesschau.de,324_10_www.tagesschau.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,110.0,-442.0,-442.0
2,1384.2,1444.24,1423.7,1415.8,1373.14,1357.34,1436.34,1517.9,1482.6399999999999,4036.72
3,3970.2,3599.52,3734.4,3798.6,4000.44,4041.88,3631.68,4086.04,3598.879999999999,4317.719999999999
4,5329.6,5134.32,5107.3,5153.2,5529.22,5090.24,5113.84,5422.94,5273.840000000001,8324.539999999999
5,4494.199999999998,6127.96,6307.8,8185.800000000001,5726.240000000002,4483.16,8105.44,6785.360000000001,6216.4400000000005,23206.64000000001
6,8342.0,8448.8,8342.5,8246.0,8504.7,8390.800000000001,8587.3,8245.1,8299.199999999999,29799.100000000002
7,7470.800000000001,17105.44,14307.599999999991,11554.400000000009,7619.5599999999995,8016.3600000000015,18304.52,9379.279999999997,18193.48,46247.59999999999
8,16880.2,31684.119999999944,32704.2,20280.799999999992,17990.480000000007,13971.94,32731.440000000002,11920.779999999997,32018.640000000003,68237.36
9,30706.399999999994,30841.52,30496.6,31238.8,31685.280000000002,30600.559999999998,30611.32,12150.840000000002,29963.24,100453.44
10,31017.4,29349.63999999998,30851.200000000008,29559.600000000002,30976.58,31047.98,31607.64,19417.18,32654.240000000005,99790.14
11,29491.0,37931.200000000004,33325.0,50612.0,32170.599999999977,29653.800000000003,34771.599999999984,25733.0,40249.6,113970.40000000001
12,31301.2,55234.55999999999,37802.7,61613.2,43531.22000000001,33898.22,39307.80000000003,39291.02,44593.76,138714.5
13,37004.99999999999,68054.48,56079.79999999999,63216.799999999996,61638.72,41175.2,56375.08,37636.880000000005,56846.15999999994,162544.55999999997
14,41959.39999999998,67370.12,60126.3,65272.4,63715.22,49281.3,59746.18,39089.86,63466.32,197256.00000000003
15,46484.00000000001,100316.44,66492.2,68141.8,66345.84000000003,53522.76,65930.36,57695.68,64879.439999999995,245274.52
16,48004.0,97965.2,97466.0,81041.0,68845.90000000001,55747.1,86158.90000000001,61550.299999999996,66070.40000000001,269809.70000000007
17,66187.79999999999,102247.92,113926.6,97311.8,101038.24,85774.68,96431.72,63396.92,99113.63999999998,297576.16
18,80155.4,123274.95999999995,116633.89999999994,96210.59999999999,101631.42,99348.02,120565.67999999996,75837.86,120318.39999999969,314359.1
19,92135.79999999994,156697.59999999998,151100.60000000006,102930.2,126914.91999999995,97120.24,159601.36,93313.72000000015,160772.5599999999,315806.4
20,100438.6,172199.79999999996,169725.5,161799.00000000017,137147.32,97548.26000000001,175161.1,107206.08,171123.08000000002,322857.38
21,122447.0,222964.6,188895.0,193068.0,163136.19999999998,101132.99999999997,206483.0,108498.0,191882.99999999977,331103.00000000006
22,133743.99999999997,236014.48,196154.49999999997,205524.0,195113.08000000016,128113.39999999998,233277.51999999996,136394.28000000003,233407.11999999982,356951.3
23,154636.9999999999,239549.96,210581.0,236604.19999999998,198614.0,166790.60000000006,266586.4,157781.19999999995,250780.8,379164.96
24,173338.0,249544.56,221798.5,273906.79999999993,208571.58000000002,201217.18000000014,279848.89999999997,172922.79999999996,271391.6399999999,397273.10000000003
25,186171.99999999983,283435.88,234741.0,284529.6,235321.48000000004,207580.0,290087.8,184808.0,291677.52,429061.8
26,236530.0,303538.0,252177.0,300266.0,262508.0,237801.0,297257.0,208699.0,294721.99999999994,443620.0
27,254093.1999999999,315120.2,282387.39999999997,304788.2000000001,286222.92,287517.48000000004,310092.08,218701.2,299629.72000000003,461561.52
28,287642.0,316521.19999999995,297679.2,319937.6,289829.89999999997,284820.76,312048.16,245990.84,304361.83999999997,478595.10000000003
29,294252.8,315707.87999999995,303728.0,319337.8,299763.2,290398.56,324965.4,277764.39999999997,311929.19999999995,494482.4
30,300510.4,322581.75999999995,317745.2,320411.2,310411.72000000003,300012.84,336295.9,283220.4,318868.0,519533.64
31,304197.0,345788.1999999999,317798.0,340421.0,319971.2,311185.0,379206.6,295385.8,321987.0,543294.2000000001
32,317461.1999999999,367280.0,330520.4999999999,356178.4,322019.2,320709.32,380722.98,305829.68,326572.2,569452.52
33,325093.8,402728.03999999986,338888.6,371402.00000000006,331405.28,319176.0,388236.72,317731.19999999995,341811.68000000005,589115.6
34,332501.0,427276.15999999986,340446.5,383274.0,346603.3,323290.24,409648.46,327957.16,369216.43999999994,616729.4000000001
35,370145.79999999993,462727.3199999999,358735.0,413810.60000000003,369126.27999999997,346543.72,447369.39999999997,328344.2,401301.6,636857.72
36,377409.0,467387.2,366704.0,426506.0,380224.6,350435.3,471117.5,341648.2,433751.1999999998,658432.5000000001
37,377184.2,473224.6,392674.20000000007,461040.39999999985,377508.2,357155.28,470982.04,356319.60000000003,450893.7999999999,693851.3200000001
38,394762.8,503843.11999999994,404766.69999999995,482042.80000000045,409222.2,379678.52,486890.6799999998,383032.7199999998,468357.2,713336.52
39,441979.99999999994,539557.9999999998,410385.0,526085.4000000003,422468.28,393587.7999999999,541486.8800000004,388943.56,484599.19999999995,735309.88
40,468451.0,576652.2000000001,432330.79999999993,580870.2000000001,448115.80000000005,421694.9,568556.92,396225.6399999999,514972.2799999995,738605.5
41,470513.0,582479.4,447619.0,616086.0,470326.0,452039.19999999995,607800.0,421977.39999999985,574931.9999999998,739626.6
42,469535.2,614449.0399999999,462246.5,619012.7999999999,474484.04,469481.72,647238.1,466540.12,606384.6399999999,743502.68
43,473677.6,658129.5599999999,467397.80000000005,633886.2000000001,471140.28,468669.8,652860.36,477307.2,617286.7999999999,754556.64
44,486709.99999999994,694095.1999999998,484211.9999999998,655091.0,473945.24,483816.46,684463.1999999998,478651.66,644391.92,762275.06
45,501163.0,719900.48,494223.2,660817.0,490883.92000000004,485512.96,708361.04,479124.60000000003,647700.04,764406.48
46,544898.0,721635.2,506770.0,722233.0,516132.99999999994,505870.79999999993,723117.9,487464.30000000005,652791.9999999999,772124.9
47,581008.6,726101.4,531232.4,724004.4,530427.92,534177.7600000001,724869.56,500121.31999999983,663754.48,779947.6
48,611899.2,727084.6,549155.5999999996,725096.2,554598.1199999996,550278.42,729445.8,526622.96,672659.6399999997,788260.2000000001
49,641652.9999999999,727541.12,583140.0,729510.2,601375.7600000001,554282.1999999998,728785.08,543179.5999999999,699771.1599999999,791137.04
50,674737.5999999999,730031.56,601230.0,733913.2,665214.0400000005,582793.06,728702.04,587233.12,727908.9999999999,792996.98
