index,135_1_www.android.com,135_2_www.android.com,135_3_www.android.com,135_4_www.android.com,135_5_www.android.com,135_6_www.android.com,135_7_www.android.com,135_8_www.android.com,135_9_www.android.com,135_10_www.android.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1344.7,1335.22,1354.18,1382.6200000000001,1433.18,1398.42,1377.8799999999999,1349.44,1387.36,1338.3799999999999
3,4069.4,545.64,4048.76,3974.52,3657.36,3931.3199999999997,3987.48,4059.08,3961.56,4083.16
4,4132.7,4490.66,4511.879999999997,5440.26,5283.679999999999,5577.66,5430.12,4251.2800000000025,5560.28,4119.98
5,4346.8,4518.5199999999995,4613.32,4419.920000000002,4217.24,6406.720000000004,6227.079999999998,4567.56,5094.759999999998,4642.160000000001
6,8304.5,4971.999999999997,6602.600000000003,8460.4,8376.3,8413.699999999999,8395.8,6338.2,8536.599999999999,6359.9
7,8342.8,9134.68,8299.720000000003,7650.4800000000005,8501.399999999992,9473.600000000006,8225.400000000001,8471.759999999998,7691.799999999998,8573.12
8,12603.000000000002,13505.64,12642.16,13414.96,13247.48,13138.04,13482.68,12656.279999999999,13212.920000000002,12322.599999999999
9,13067.6,13025.960000000001,13766.72,16665.680000000026,33469.67999999999,43844.80000000003,23527.319999999974,13584.36,30040.999999999996,13185.84
10,32857.599999999984,27087.23999999998,45123.42,43936.86,44113.14,44302.74,40505.59999999999,42743.920000000006,45493.84,27956.319999999963
11,43876.0,29344.600000000002,44163.8,44810.799999999996,42730.4,46037.200000000004,44284.2,44710.6,44540.6,44201.6
12,42639.1,28031.640000000003,45650.9,46877.42,44718.98,44542.04,42812.44,43027.719999999994,46230.68,44233.72
13,44581.4,29540.279999999995,44767.96,45260.64,43145.280000000006,45733.24,44754.52,42890.12000000002,44725.92,46358.8
14,43340.200000000004,43040.86,46176.31999999996,47539.06,44323.78,47085.46,45986.76,46475.68,45566.56,45900.02
15,42074.0,42811.36,74992.12,73563.28000000003,77942.68000000001,66212.52,49146.32,48380.640000000014,47327.04,47496.44
16,44790.0,50487.199999999975,76277.3,81128.1,82341.7,70772.3,51470.2,50513.6,66200.59999999999,70572.7
17,48081.2,50673.52,112350.52,116437.68000000001,98558.95999999999,70836.72,73366.67999999995,49759.36,71435.44,78766.47999999998
18,50515.599999999984,53175.58,114988.02,117604.16000000002,118556.06,85272.06,85097.24,51245.720000000074,71065.12,86234.46
19,89058.99999999997,62321.32,118895.24,121305.16,119244.6,83387.24,88805.35999999999,75714.48,76656.92,104135.35999999999
20,90964.3,64078.22,123296.1,138808.26,128685.2399999999,104034.40000000001,90945.88,95631.96000000002,91051.76000000013,104014.87999999999
21,107554.0,66041.59999999999,141421.6,140779.6,140531.6,112725.40000000001,123858.4,113743.20000000001,112587.79999999999,107936.4
22,119741.9999999999,67769.3,142175.44,143714.58,144246.62,119827.54,125577.40000000001,124086.00000000001,144731.79999999996,137745.30000000002
23,141447.6,67356.36,142062.84,148532.16,145991.24,130721.96,146249.32,143625.40000000002,149740.64,140198.44
24,144969.30000000002,73783.43999999996,142710.98,150503.8,146807.74,172754.60000000015,155368.52000000002,153697.08,151514.12,145193.2
25,147006.99999999997,103895.67999999998,166105.15999999995,152442.96,195647.63999999978,194328.96000000002,158917.92,153870.04,164089.44,145917.08
26,152759.0,116240.5,177563.0,156829.0,237060.5,198426.0,160999.0,154970.0,163686.0,153579.0
27,157212.19999999998,127728.60000000002,190107.99999999997,173955.8,245767.88,197967.68,162796.92,156544.44,183524.96000000002,160528.52
28,161349.4,134731.25999999995,195789.84,177971.16,252780.16,199788.2,180404.04,167530.2,198172.52,177591.84
29,163615.6,175324.23999999987,194687.24,189604.44,253341.64,202849.32,199007.36,195040.92000000004,201057.56,178543.24
30,163685.80000000002,213827.28,196547.48,241843.08000000002,256505.58,217486.7,218574.8,237693.43999999997,210733.95999999996,196425.59999999998
31,198554.0,219647.4,207898.8,272115.2,281701.0,245794.4,231675.59999999998,245363.8,239473.8,202867.8
32,218325.8,223802.88,225996.82,299957.54000000004,315930.78,272496.84,245641.52,253292.24,267071.0799999999,227149.06
33,244135.99999999994,223686.92,267931.04,316785.2,343686.87999999995,288573.5600000001,296133.63999999996,255436.88,294520.28,232179.91999999998
34,254717.0,222624.36,310670.15999999974,358849.72000000015,370183.27999999997,304724.26,327064.27999999997,257174.28,315981.08,241901.09999999998
35,288174.4,223779.36,341909.76,386621.2,393299.44,371140.96,354044.83999999985,280119.4,334788.88,288324.39999999985
