index,182_1_www.microsoft.com,182_2_www.microsoft.com,182_3_www.microsoft.com,182_4_www.microsoft.com,182_5_www.microsoft.com,182_6_www.microsoft.com,182_7_www.microsoft.com,182_8_www.microsoft.com,182_9_www.microsoft.com,182_10_www.microsoft.com
1,-442.0,-442.0,-442.0,-3437.0,-442.0,-442.0,-442.0,-235.0,-442.0,-442.0
2,4018.699999999999,4098.28,4100.36,4159.2,3996.12,3914.1600000000003,3407.000000000001,1156.6799999999996,4030.6800000000003,2935.3999999999996
3,4773.84,4419.72,4866.36,6850.039999999997,5060.96,6429.08,5116.799999999999,5389.32,4466.4400000000005,4918.92
4,8226.78,7873.96,8600.88,11171.84,8553.28,9124.399999999994,8422.099999999999,8725.64,8133.399999999995,6138.24
5,19387.76,19238.2,19574.6,13284.64,19350.68,19385.079999999998,19760.399999999998,19068.160000000003,19575.4,9478.68
6,21083.2,23870.79999999999,21457.8,18200.999999999985,21265.8,24785.6,19296.0,19508.600000000002,22473.999999999985,12512.599999999999
7,24374.12,49478.84,24942.12,30105.199999999997,35258.84,55926.68,24954.4,24997.44,69420.79999999992,25555.879999999983
8,81380.06,46050.48,37787.759999999995,35503.44,35287.36,69726.96,49580.500000000015,57626.119999999995,79233.04,27151.08
9,78915.36,53417.880000000005,35204.56,53460.240000000005,35205.840000000004,69622.68,50220.2,63900.960000000036,76485.68,30210.6
10,76434.28,77154.68000000001,37387.64,50684.48,45647.83999999999,75382.44,53596.3,71591.08,82931.75999999997,39939.8
11,82263.4,86448.40000000001,46304.799999999996,63583.20000000001,51618.4,84815.99999999984,68744.0,69999.2,88272.59999999999,87919.40000000001
12,88289.86,90682.88,52792.240000000034,71678.76,55731.36,94416.76,75054.80000000003,85724.88000000002,92887.08,86171.88
13,90704.52,94513.84,57468.56,79700.92,70436.32,93254.68,82200.2,88786.96,94206.68,86557.96
14,94153.38,93567.8,69291.52,84895.19999999997,71838.64000000001,95774.39999999997,85613.1,91906.76,92012.39999999997,87819.36
15,92092.56,96778.52,76085.08000000022,97791.6,79224.64,105853.56,89911.8,93769.51999999999,98568.8,91470.52
16,94062.1,115595.8,93332.0,101151.6,118823.99999999996,109834.8,94235.5,95288.80000000012,103176.79999999999,95024.2
17,103650.04,127103.07999999997,108811.36,108148.36,134628.92,115621.6,90690.0,98695.92,114825.35999999991,99292.88
18,119471.52,150502.96000000002,131014.92,108633.64,140574.28,135781.2,92406.49999999999,104431.24,141657.75999999998,102731.56
