index,182_1_www.microsoft.com,182_2_www.microsoft.com,182_3_www.microsoft.com,182_4_www.microsoft.com,182_5_www.microsoft.com,182_6_www.microsoft.com,182_7_www.microsoft.com,182_8_www.microsoft.com,182_9_www.microsoft.com,182_10_www.microsoft.com
19,117642.08,172446.67999999996,141655.04,120741.88,138904.92,178850.91999999987,107233.0,110708.68,165167.88,109180.56
20,138591.79999999978,262306.43999999994,140059.52,139625.19999999998,176482.6,254266.35999999996,129127.40000000001,115458.64000000001,164567.44,109625.68
21,180246.99999999985,381511.99999999994,163848.40000000002,191897.79999999987,283758.59999999986,327522.99999999994,161306.0,162727.00000000006,190544.39999999962,108159.4
22,231823.51999999996,465552.16000000003,231111.40000000002,258242.07999999984,318583.24,405956.0399999996,160343.2,209740.3200000002,246072.31999999992,155403.64
23,324331.08000000013,520457.24,318296.08000000013,336143.43999999994,355473.9599999997,489610.36,159497.8,270272.1600000002,332347.75999999995,173179.08
24,403467.06000000006,654288.7599999997,394620.75999999983,422183.5199999993,419711.55999999965,556380.0799999997,170807.5000000001,345597.4800000001,395705.92,212664.4
25,484424.6,774411.8000000002,463585.23999999993,497169.55999999994,523472.95999999985,562168.0,289328.2000000005,443231.56000000006,467980.07999999996,242642.51999999993
26,502272.5,780002.0,549669.0,558889.0,577630.0,604102.0,363020.5,527482.0,541912.0,310637.0
27,523110.12,785860.16,571057.84,603229.2399999994,647927.6,622860.16,424740.4,582982.84,603806.4799999997,418205.12000000005
28,522241.3,885343.3999999999,574543.28,673852.88,679422.4,625965.72,504309.4000000001,590319.2000000001,690103.9199999999,473467.0399999996
29,626048.28,944339.12,621474.2000000001,697870.04,719554.7999999999,675988.4400000001,551500.6000000001,610638.04,763535.52,556466.0399999999
30,656195.2,946859.68,699761.6,728720.5199999999,746061.4,722991.64,598667.3,689354.6800000003,787395.9599999995,587200.88
31,692452.4,949907.4,706646.4,804634.7999999999,748349.4,760781.2,599655.0,742465.0,845306.0,621365.0
32,707028.06,953971.16,712427.76,859212.5599999998,757223.3599999999,837803.4799999994,630326.8000000002,815042.6800000005,905149.96,664577.1199999996
33,720408.7999999999,961033.88,743453.8,911977.1599999998,791152.8799999999,897991.5199999998,689094.8000000002,875791.1200000002,961630.5199999998,717432.84
34,739571.14,963665.16,757429.08,920531.88,858064.6799999999,938640.52,751632.5,921743.2000000001,975235.28,785029.6000000001
35,747908.6,969004.88,785495.0800000002,944359.2799999999,878843.32,943109.84,803156.2000000008,941248.24,982931.64,826739.48
36,802068.5,979871.7999999999,856204.2000000001,969438.8,926783.0,965902.6,873404.0,948978.2,996668.6,837450.0
37,862180.4,997124.5999999999,911293.72,970193.76,965542.36,1006142.4799999996,932100.4,954850.4,997797.4400000001,848429.2
38,931005.2999999999,1017639.72,953879.8,1000759.08,966677.72,1043961.52,969323.7000000001,959544.08,1002195.68,878786.2400000003
39,939080.52,1020311.64,963349.32,1013665.9199999999,985341.5999999999,1048202.3999999999,974729.4,972994.84,1013193.6,940000.56
40,939556.2,1043498.6,968304.4,1041492.8799999999,996953.16,1064878.28,989826.5000000001,1025902.2000000001,1027062.2799999996,956158.76
41,957925.2,1063195.2,995176.4,1090424.8,1005691.4,1103292.3999999997,992906.0,1034703.8000000004,1056105.5999999999,962087.2
42,977548.32,1091963.1599999995,1013160.1600000001,1109033.5599999998,1039332.04,1115342.48,996428.0,1079255.76,1091058.48,986129.1199999999
43,990085.4,1134367.0400000003,1046525.9600000005,1117017.48,1091540.84,1121430.88,1005225.4,1100785.28,1118060.8,1037847.24
44,989305.5,1156967.04,1079949.32,1127946.88,1138462.1600000001,1133754.28,1025109.1,1101663.04,1146786.44,1039646.56
45,1020276.88,1157223.84,1082651.24,1140759.4,1142979.7999999998,1142116.76,1072551.0,1107881.6400000001,1151784.4,1041707.4400000001
46,1052053.7,1161302.0,1092791.0,1146314.2,1151565.8,1144238.8,1082998.5,1119022.4,1162833.2,1085266.0
47,1099552.32,1175197.12,1109599.64,1162136.44,1160090.88,1148946.16,1126487.8000000007,1131901.72,1172521.44,1091426.28
48,1106434.9,1181787.08,1126195.08,1164028.6,1174488.88,1159097.12,1141742.0,1138055.44,1184846.12,1105820.8
49,1131096.84,1193734.6400000004,1146399.32,1173089.08,1188823.96,1163178.92,1147780.4,1150651.84,1199552.5599999998,1121258.8
50,1141083.82,1214266.92,1146555.96,1173090.04,1196386.24,1162889.96,1150300.5,1153448.48,1206059.16,1128654.12
