index,29_1_www.ebay.com,29_2_www.ebay.com,29_3_www.ebay.com,29_4_www.ebay.com,29_5_www.ebay.com,29_6_www.ebay.com,29_7_www.ebay.com,29_8_www.ebay.com,29_9_www.ebay.com,29_10_www.ebay.com
1,67.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,67.0
2,1619.6,102.03999999999999,-265.78,-496.12000000000006,-301.42,-303.4,-263.8,-301.42,-287.56,-214.27999999999997
3,2690.44,198.72,642.96,1511.6,-564.8799999999999,-549.5999999999999,733.6000000000001,-564.8799999999999,-354.07999999999976,1573.7199999999998
4,4703.759999999998,99.66000000000003,1482.7,1552.42,1620.76,1625.2,1468.0,1620.76,1589.68,1580.52
5,8488.560000000003,-29.840000000000018,1409.48,2232.64,1399.4,1613.3999999999999,1415.8,1399.4,1339.96,2359.16
6,12879.400000000001,283.7999999999996,1170.3,1865.3999999999996,1407.8999999999999,1400.0,1136.0,1407.8999999999999,1463.2,2075.2000000000003
7,14584.32,1813.76,975.2400000000001,3792.96,1300.64,1341.8000000000004,929.3999999999997,1300.64,1171.6399999999999,3922.76
8,17754.759999999995,1568.3799999999999,1552.360000000002,3747.98,1229.06,1215.1999999999998,569.4,1229.06,883.56,3870.88
9,44487.32,1683.72,2857.24,4465.28,729.5200000000002,784.4000000000002,1133.4000000000008,729.5200000000002,557.52,4570.68
10,44263.36,1379.8600000000001,2573.58,4198.06,587.2199999999999,1869.5999999999992,4744.2,587.2199999999999,317.6400000000021,4074.52
11,45244.8,1235.8000000000002,2345.3999999999996,6043.599999999999,680.1999999999985,2875.0,4456.0,680.1999999999985,2448.6,6027.0
12,43878.56,875.9599999999971,3662.2800000000043,5943.54,2447.12,2709.4000000000005,4598.2,2447.12,2552.5600000000004,6492.200000000002
13,45019.56,3057.48,4457.56,6694.08,2193.16,2635.2,4402.599999999999,2193.16,4512.88,6608.640000000001
14,51349.36,3032.48,4401.06,6386.42,2305.34,2284.7999999999997,4421.6,2305.34,4593.28,7248.679999999993
15,57330.32,2836.7599999999998,4552.72,8294.24,4342.079999999998,3707.599999999995,4452.200000000001,4342.079999999998,4347.64,8217.76
16,57625.200000000004,2537.2000000000007,5469.999999999998,8139.1,4471.300000000001,4540.0,6091.0,4471.300000000001,4421.6,8037.599999999999
17,71720.76,3393.759999999999,7067.72,8909.44,4367.88,4650.599999999999,7040.2,4367.88,4556.36,9954.36
18,75884.24,4783.32,6831.539999999999,8574.78,4481.74,4514.800000000001,6722.4,4481.74,4370.72,9766.28
19,82118.16000000006,4563.12,6563.44,10264.080000000005,4258.160000000001,4452.200000000001,6786.799999999999,4258.160000000001,3738.600000000004,10079.76
20,164715.0800000001,4678.46,7082.54,10259.66,6049.599999999993,5262.999999999995,7257.200000000003,6049.599999999993,6967.800000000001,10192.76
21,259481.80000000008,4682.200000000001,7920.4000000000015,10051.800000000001,7074.6,7109.0,8484.0,7074.6,8755.800000000003,12137.199999999999
22,307982.88,5617.200000000001,8423.58,9454.02,6934.44,6979.8,8495.800000000001,6934.44,9192.6,11999.64
23,317137.16,7328.68,8484.759999999998,10301.320000000007,6581.04,6658.200000000001,8281.599999999999,6581.04,8794.36,11866.400000000009
24,318707.44,7190.360000000001,7525.340000000001,13595.220000000001,6947.2199999999975,6876.999999999993,8354.999999999996,6947.2199999999975,8356.479999999998,14611.36
25,322462.88000000006,6821.84,11053.399999999998,13546.64,7165.439999999999,8193.2,11840.800000000003,7200.879999999998,8578.159999999998,14161.679999999995
26,323583.0,7063.0,12936.5,13246.5,8127.5,8111.0,12196.0,8284.5,8509.0,15995.0
27,326556.2,7305.12,12935.8,13037.84,8326.88,7986.400000000001,12792.999999999998,8337.72,8394.08,15686.039999999999
28,332880.48,7881.000000000002,12730.759999999998,14597.120000000017,8229.740000000002,7735.8,12465.599999999999,7836.94,10483.119999999999,17505.92
29,396127.4400000003,8552.32,12271.32,14731.92,7943.16,7628.999999999991,12512.599999999999,7487.3600000000015,10256.84,17411.52
30,422162.96,8452.740000000002,12559.34,14955.74,7798.599999999999,10526.999999999989,12482.800000000001,9800.599999999999,10278.960000000001,18094.84
31,426703.6,8169.8,12375.2,14063.799999999994,10017.399999999994,12224.0,12180.0,12019.399999999994,10411.800000000001,17541.4
32,433927.28,8187.199999999996,14398.68,17004.44,10066.399999999992,12957.0,14386.8,12044.379999999997,10636.199999999999,16930.679999999997
33,435382.16,10344.679999999998,14110.48,16522.52,12477.359999999999,12481.000000000002,14182.4,12746.400000000001,12897.560000000001,18866.12
34,437092.72,10620.599999999999,14238.460000000001,17019.66,12671.6,12375.200000000003,14155.800000000001,12618.78,12841.16,21200.72
35,446024.96,12874.16,14069.719999999998,18463.16,12541.88,11975.8,13972.599999999999,12095.44,12461.84,20973.56
36,449878.0,12854.3,16473.200000000008,21333.999999999996,12194.1,12495.0,15933.0,12490.299999999997,12780.2,20848.600000000002
37,475970.56000000006,12609.759999999998,17520.84,20709.359999999997,12663.84,12191.6,15669.400000000001,12305.88,13208.880000000005,24410.84
38,493100.32,12448.759999999998,16979.98,20968.400000000005,12415.46,11945.400000000001,15748.400000000001,12186.720000000001,14398.08,24306.839999999997
39,496856.2,12762.36,17736.8,22736.960000000006,12094.280000000002,14120.2,15655.399999999998,14186.359999999986,14321.08,26141.08000000001
40,510469.88,12677.06,17217.58,22915.260000000002,14316.880000000001,14108.4,17796.800000000007,14112.94,15671.800000000007,27244.84
41,516402.4,13207.399999999996,17346.200000000008,23538.400000000012,14081.400000000001,13903.0,19036.0,14029.199999999999,17840.999999999996,27323.00000000001
42,522084.48,14503.36,19086.48,24591.74,14130.38,14018.4,18543.4,14144.02,17707.08,29839.199999999997
43,526229.48,14281.28,18908.04,24810.52,14250.24,13641.800000000001,19279.799999999996,13870.039999999999,17646.239999999994,31716.36
44,528960.72,14396.62,21351.760000000028,27034.280000000017,13868.19999999999,15998.799999999992,28423.00000000001,15864.43999999999,18101.35999999999,31421.64
45,530131.72,14375.640000000003,26338.720000000034,27917.839999999997,16761.519999999993,17374.000000000004,31456.2,17556.8,26397.04,31437.319999999996
46,531303.2,15415.000000000005,28831.6,28229.9,17482.0,17311.0,30990.0,17445.7,27742.8,33291.600000000006
47,530347.4,17955.600000000002,28831.12,31065.760000000002,17294.760000000006,17099.59999999999,34464.799999999996,17143.43999999999,27531.679999999997,33274.56
48,534433.64,17715.260000000002,28569.260000000002,32694.48000000002,17730.859999999993,17361.4,34665.2,17542.520000000004,29682.32,35118.88000000001
49,541683.72,17135.28,31228.639999999996,34338.64,18622.519999999975,21584.999999999916,35171.000000000015,20522.959999999995,29423.440000000002,36532.44000000001
50,541315.4800000001,17950.300000000007,32102.24,34690.32,26587.239999999994,27552.199999999997,36640.8,25295.83999999999,29508.76,36691.759999999966
