index,170_1_www.avira.com,170_2_www.avira.com,170_3_www.avira.com,170_4_www.avira.com,170_5_www.avira.com,170_6_www.avira.com,170_7_www.avira.com,170_8_www.avira.com,170_9_www.avira.com,170_10_www.avira.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1637.04,1512.1000000000001,1595.6,1549.3600000000001,1622.24,1625.2,1607.44,1617.8,1607.44,1504.04
3,1486.28,1941.7999999999988,1462.2000000000003,1472.68,1522.68,1515.4,1559.0800000000002,1533.6,1559.0800000000002,1508.4
4,4110.68,3570.36,3948.6,3998.599999999999,4059.08,4069.4,4000.44,4043.6,4000.44,3937.4000000000005
5,3645.76,5509.32,4106.2,3560.64,4144.320000000001,4045.6000000000004,4097.72,4127.4,4097.72,3564.96
6,5441.8,7044.3,5319.0,5154.000000000001,5389.399999999999,5488.0,5080.8,5419.5,4823.8,4977.299999999999
7,4684.679999999999,7203.400000000001,5670.599999999995,4812.68,4532.56,4538.8,4289.5199999999995,4701.2,4032.52,4787.5199999999995
8,6386.28,7695.46,6881.199999999991,5726.519999999998,6239.56,8738.4,6196.32,6305.9,5939.32,5338.279999999996
9,6983.120000000001,10651.799999999996,8529.199999999999,6186.72,8520.92,8574.6,8269.08,8554.800000000001,8012.08,8290.08
10,8324.44,13194.66,8476.999999999996,8221.56,8545.56,8542.800000000001,8025.36,8286.700000000003,7768.36,8136.34
11,7802.400000000001,12893.199999999999,14511.0,7935.6,10442.000000000011,9644.0,15782.400000000016,11817.0,15525.400000000016,8224.400000000001
12,14434.08,14026.74,19027.2,13233.960000000006,14161.52,17647.399999999998,18839.44000000001,15046.799999999992,18582.44000000001,12510.43999999999
13,18012.680000000008,21399.24,20287.8,15455.319999999989,18800.96,19326.399999999998,18999.16,18929.399999999998,18945.72,14672.480000000003
14,18804.08,24043.36,19733.4,18675.92,20180.88,19756.4,19877.039999999997,20291.4,19573.28,18584.38
15,19898.92,27974.92,21526.6,20058.44,19796.48,19992.2,21620.719999999998,21914.2,20990.64,19999.84
16,21686.6,28026.799999999992,22480.0,20325.399999999998,21563.2,21389.0,22231.800000000003,22076.0,22164.4,19713.8
17,22016.88,29779.839999999997,22065.800000000003,21285.44,22464.84,22558.2,22256.04,22417.2,21949.68,21132.16
18,22651.120000000003,30066.24,25582.9999999999,22300.48,22158.92,22299.8,22038.320000000003,21978.399999999998,22011.56,22302.52
19,22621.28,30092.12,36705.79999999998,22030.72,22384.04,22394.2,28065.480000000007,23864.0,24771.960000000003,22084.92
20,23763.52000000001,40046.62,71320.99999999997,22174.72,31874.16,32048.2,31714.359999999997,32210.0,31000.359999999997,22091.239999999998
21,31739.8,41541.999999999985,124775.0,30194.600000000006,40338.20000000009,32989.0,35493.000000000015,33792.0,30253.399999999994,28501.799999999985
22,47326.04000000005,81119.51999999999,161221.59999999992,31545.12,97399.40000000001,37743.00000000001,72990.00000000004,74908.09999999998,32201.96,31535.24
23,66299.64,131729.03999999983,174383.6,60622.56000000004,136667.56000000003,41771.0,100014.64,90949.79999999999,58658.400000000096,45154.83999999994
24,89442.32,160926.9999999999,176078.2,95706.55999999998,174583.48,61902.60000000014,121472.12000000002,125528.29999999994,82127.31999999999,91109.36000000007
25,125763.76000000013,182159.48,178295.0,149075.07999999993,176247.2,103214.40000000014,138693.84,150242.59999999998,119529.36000000004,120745.88
26,133610.0,183665.5,178298.0,173188.0,175896.0,136855.0,152431.00000000006,168936.0,159745.00000000003,131573.0
27,168510.08000000002,186328.24,185539.79999999996,174480.04,178842.08,170057.2,165792.28000000006,175909.8,177165.16,141800.4
28,174457.56,186327.82,216843.1999999998,176059.4,180441.56,175131.2,174885.16,176201.1,177304.64,173493.25999999998
29,176116.12,210595.68,234837.0,175813.68,197294.68,176886.4,176671.4,179029.6,178961.76,175004.12
30,175968.56,224940.24,245059.39999999962,178892.28,212569.76,176339.4,176337.36,179127.9,180699.04,176315.54
31,178808.8,238878.0,305440.0,179159.4,225668.6,179413.0,179275.8,193383.0,180767.6,178246.0
32,178219.63999999998,242403.92,351469.5999999999,194503.24000000002,234800.72,183204.00000000012,179461.32,202080.39999999997,184953.00000000003,178724.18
33,183809.96000000002,256452.9999999999,399501.0,213164.4,253870.20000000004,216947.0,196903.6400000002,213100.6,185499.76,179197.68
34,205589.67999999996,304126.72,443898.9999999998,232860.88000000006,293683.24000000005,233794.6,220730.40000000002,224386.2,199288.96000000002,195023.52000000002
35,232174.00000000006,356213.75999999983,484423.9999999998,234711.84,329505.95999999996,247866.0,235398.6,235412.8,213253.6,213302.96000000008
36,234646.4,420648.19999999984,537414.0,245466.19999999995,364714.2,284630.0,236483.2,234829.5,240404.6,235331.1
37,241461.36,464359.55999999994,579365.4,276959.04000000004,397119.64,294277.00000000006,286202.9600000001,251767.99999999988,239786.24,234743.24
38,272160.3199999999,538334.9199999998,603139.4,314721.12000000017,434915.07999999996,336111.4000000001,327268.68,283614.19999999995,251659.2,249860.40000000002
39,315588.56,601149.7999999998,603108.4,379978.35999999987,478679.16000000003,388959.5999999999,365922.64,312769.2,281402.4800000002,300626.08
40,359178.36000000004,611712.2799999999,605085.6,417808.04,515636.28,430898.4,394984.7600000001,357285.19999999984,332956.9600000004,348383.95999999996
41,409291.5999999999,612571.8,611157.0,460505.4000000001,565841.6000000003,481594.0,426540.4,387524.0,404470.6000000004,389656.8
42,449396.88,618225.6,612352.6,495801.15999999974,603998.88,531894.6,454479.2000000003,429530.7999999997,446849.60000000003,431103.2399999999
43,498409.68,634907.5599999999,630597.0,552885.9199999999,605833.08,566547.0,486863.40000000026,484945.6,475899.8800000003,471188.0
44,555541.92,646072.7199999997,661919.7999999997,583723.68,605680.52,582768.7999999999,524506.8400000002,534767.4000000001,531915.9600000002,510943.5999999998
45,582241.6,682738.3199999997,678967.6,603814.76,611545.6,604404.2,569780.4000000001,551076.1999999998,577531.2000000002,544844.7999999998
46,603754.2,688395.3999999999,680580.0,605650.2,627719.8,605985.0,604322.2,603988.5,608826.2,591456.4000000001
47,605374.84,688475.3200000001,681269.6,605613.76,631353.8,606109.0,605921.96,605740.8,610425.96,603606.32
48,605109.68,690341.1,682360.8,611443.2,657319.88,611748.0,607020.6,605672.1,611524.6,605273.22
49,611235.2,691358.92,683509.6,611383.8,680414.32,627539.6000000001,611924.8,611437.0,616028.04,605217.4
50,630969.52,692935.26,685281.4,631316.8,681362.16,633263.0,621790.8000000004,611447.0,634787.8800000001,611126.8
