index,177_1_www.aboutads.info,177_2_www.aboutads.info,177_3_www.aboutads.info,177_4_www.aboutads.info,177_5_www.aboutads.info,177_6_www.aboutads.info,177_7_www.aboutads.info,177_8_www.aboutads.info,177_9_www.aboutads.info,177_10_www.aboutads.info,178_1_www.aboutads.info,178_2_www.aboutads.info,178_3_www.aboutads.info,178_4_www.aboutads.info,178_5_www.aboutads.info,178_6_www.aboutads.info,178_7_www.aboutads.info,178_8_www.aboutads.info,178_9_www.aboutads.info,178_10_www.aboutads.info,179_1_www.aboutads.info,179_2_www.aboutads.info,179_3_www.aboutads.info,179_4_www.aboutads.info,179_5_www.aboutads.info,179_6_www.aboutads.info,179_7_www.aboutads.info,179_8_www.aboutads.info,179_9_www.aboutads.info,179_10_www.aboutads.info,180_1_www.aboutads.info,180_2_www.aboutads.info,180_3_www.aboutads.info,180_4_www.aboutads.info,180_5_www.aboutads.info,180_6_www.aboutads.info,180_7_www.aboutads.info,180_8_www.aboutads.info,180_9_www.aboutads.info,180_10_www.aboutads.info
11,37327.8,27543.4,38413.8,32972.2,27594.4,21814.600000000002,36762.8,32317.0,23137.2,30829.399999999998,31424.799999999992,36048.8,33029.599999999984,25062.600000000002,23032.4,35817.799999999996,38125.8,24968.0,28724.6,28674.8,35497.0,29299.4,27391.0,23541.000000000007,23348.599999999988,25630.0,22574.399999999998,27915.8,28399.6,29625.6,32845.399999999965,21950.2,27162.200000000004,29779.399999999998,35330.799999999996,27475.4,33724.6,26822.0,34687.6,35279.0
12,35984.159999999996,34365.32,40023.70000000001,34958.22,35534.04,22635.000000000004,52578.08,33671.8,25075.82,35452.34,33225.520000000004,37474.42,33027.98,38340.84,25389.92,39886.72,39403.32,36356.2,38186.04,38030.32,39953.800000000025,36991.44,36709.6,28440.44000000001,25789.32,37039.6,22818.55999999999,31491.720000000005,36946.38,32753.920000000002,36899.96,35659.68,26726.32,31267.08,35822.68,35624.88,35255.14,26503.8,36708.159999999996,37080.8
13,42793.15999999999,35596.36,52607.52,38983.600000000006,41135.76000000003,33676.52,67664.40000000002,35457.799999999996,35589.52,36935.239999999976,37842.44,38354.31999999999,34416.16,39450.12,26610.64,45688.51999999999,51568.59999999998,45944.000000000015,39240.72,38814.96000000001,42777.4,46019.63999999997,38318.200000000004,29648.12,27192.48,37204.799999999996,24929.64,34542.28,55319.39999999999,34235.52,36828.64,36681.24,29592.480000000025,35848.119999999995,43347.79999999999,36694.840000000004,38728.88000000003,27927.200000000004,37200.92,36971.0
14,57103.68,45140.759999999995,58281.76,57401.899999999994,57325.80000000001,34760.20000000001,93656.20000000003,37050.4,36800.06,52089.539999999986,40567.63999999999,40608.42,36113.62,54298.88,26244.52,67179.55999999997,60895.39999999998,57875.600000000006,47589.33999999998,45937.799999999996,44129.2,64715.35999999994,54090.8,32584.019999999993,35711.55999999997,39806.2,26731.62,37058.36,67262.84,36177.44,39501.0,37090.24,34517.07999999999,43362.72,47834.04,62666.480000000025,54549.81999999998,35706.4,55832.68,37416.4
15,66623.47999999998,53704.48,70215.52,79403.32,70730.56,35846.76,114429.80000000002,40040.8,46573.92,64840.759999999966,56387.679999999964,43568.03999999999,37993.36,68583.84,35816.87999999998,75231.40000000001,78803.19999999998,71231.80000000003,58466.04,59725.759999999966,53568.00000000004,79220.96,60356.60000000002,37715.159999999996,38268.24,49139.8,31670.799999999977,44522.56,86813.51999999999,37982.36,48256.56,37828.799999999996,48000.920000000006,56717.600000000006,58677.36,74675.0,87961.36,36716.8,66746.6,52908.2
16,80514.59999999996,70445.0,81201.00000000003,92909.5,71133.2,36857.0,124907.2,50454.0,65680.5,93021.5,76483.60000000002,53464.30000000004,51378.19999999998,75404.40000000004,38125.199999999975,98791.8,85399.8,87744.0,58930.8,82041.6,70398.50000000006,101234.8,69395.0,47852.00000000004,44033.199999999924,77419.0,36945.200000000004,45689.2,106070.29999999999,60282.39999999994,49363.79999999999,43456.8,59012.199999999975,77465.20000000001,83966.8,97590.8,97435.4,51597.0,80170.4,53300.0
17,95898.76,73187.08,100398.12,107219.8,71593.88,43748.4,124471.32000000002,66715.6,88533.84000000003,95376.88,95035.59999999999,69471.0,69706.99999999997,83864.72000000003,41183.11999999999,108086.67999999996,92366.48,97735.6,65831.79999999999,101276.59999999999,93819.60000000003,104066.36,79745.40000000001,61270.20000000001,74284.71999999999,95437.6,47284.47999999999,59604.95999999999,128698.28,80561.19999999998,50741.88,55968.799999999996,78485.23999999999,101597.88,84416.84,109631.72,101880.88,67337.2,92178.67999999998,61981.0
18,96678.40000000001,84566.03999999996,128495.56,117833.01999999999,99278.88,54560.84,129280.40000000001,82813.00000000001,103073.24,104077.8,99540.04,85021.27999999998,87707.07999999999,93344.48,55848.200000000004,116381.88,93446.04,96550.4,85584.88,103075.28,102809.50000000003,112536.11999999994,92679.60000000003,81499.76000000004,92060.92,125229.79999999999,61393.799999999974,80512.24000000003,131385.06,98451.0,60303.399999999965,67997.09999999999,98272.08000000002,120305.99999999999,101482.84,118147.76,102929.46,80827.6,97380.16,64080.6
19,105310.08,100479.36,135780.15999999997,133242.16,104476.52,71664.20000000001,134094.48,107675.6,117217.48000000007,109350.24,107291.44,88278.28,94549.19999999998,97207.08,68445.55999999997,118086.64,99876.4,100342.4,92614.52,108616.36,115805.6,116807.96,102075.20000000004,97859.92,93133.72,132864.6,85322.59999999999,92858.72,137755.16,117697.08,88038.59999999996,70507.92,118299.79999999999,128274.24,116520.67999999996,118716.92,117309.40000000002,96878.99999999999,100031.31999999996,96565.4
20,127724.92,117483.68,147110.82,146596.7,105254.2,87840.3,148957.2,112786.00000000001,129066.18,114112.90000000001,108967.36,94107.76,112991.64,113861.84000000005,90633.7999999999,118988.52,107479.07999999997,110513.99999999999,109483.83999999998,110095.88,116130.20000000004,130857.79999999999,111688.6,116671.01999999999,105268.56,136475.4,103111.63999999985,102377.72,158102.59999999998,116740.23999999998,96644.71999999996,86854.73999999999,123036.04,128935.32,133180.59999999998,122413.20000000001,117739.92,107058.9,127415.07999999999,110846.8
21,140340.99999999997,131294.6,169739.0,153405.6,107396.60000000002,100098.2,161550.80000000005,129529.0,130983.6,125815.60000000003,111264.8,95113.8,124245.40000000001,128989.2,91920.59999999999,134189.99999999997,131744.8,127578.0,124963.79999999993,131936.8,118067.0,149031.4,134641.0,117920.8,108186.99999999991,140270.0,137757.99999999997,107656.40000000001,184790.80000000002,122549.2,126984.39999999998,103590.4,130018.8,132536.40000000002,135487.2,146939.39999999994,118832.8,108313.0,142320.99999999997,123217.0
22,170765.76,132561.56,184651.0,157387.06,125770.6,102911.90000000001,182062.2,146040.2,132236.02,130177.78,115274.79999999999,108525.09999999999,125907.15999999997,145929.36000000004,98374.36000000002,153281.07999999993,138000.68,155571.2,128578.9,163648.8,128256.50000000001,160764.8,145287.2,119216.46,127918.20000000001,156248.0,143566.74,114650.36000000002,206261.74,143344.23999999996,127540.24,122070.59999999998,132364.28,157918.2,144771.92,177045.64,127431.08000000002,119680.79999999994,168884.96,144417.8
23,185729.99999999988,145285.59999999998,203854.96,179950.59999999998,146313.2,111953.96,191929.4,145675.40000000002,143599.6,152215.80000000002,128892.59999999998,125657.76000000001,127214.28,162806.4,116872.55999999997,166336.56,167974.84,172005.40000000002,133389.59999999998,183200.99999999994,142478.00000000003,170558.16,158458.80000000002,134924.64,148389.52,181766.99999999997,144647.28,133148.16000000003,206952.96,168415.19999999998,131097.12,123881.52,137896.28,177575.40000000002,171957.27999999997,188153.47999999998,147381.56,128920.99999999996,169626.92,157539.6
24,201986.04,156699.20000000004,204652.94,196357.48000000013,163321.8,110907.48000000005,210684.56,148434.2,162121.99999999997,161095.02,146847.76,138177.30000000002,145198.3,169274.88,127545.64,188419.0399999999,180958.08,171560.6,151608.87999999998,185345.32,153973.5,178689.99999999997,163711.6,150424.7,170078.75999999995,202301.39999999994,147913.02,162213.6,214790.41999999998,186390.3,136157.8,134640.46,168156.3,201453.64,208415.04,208820.08000000002,175688.47999999992,151254.5,172768.52,158608.4
25,204223.75999999998,164358.2,217740.68000000008,201324.48,176777.64,118058.04,211768.12,159786.0000000001,183021.28,185154.19999999998,154855.6,148509.4,156917.12,182838.6,129287.76000000001,203522.63999999998,182131.96000000002,178029.4,171812.95999999993,186334.92,165469.00000000003,198702.04,177807.00000000003,174440.52000000002,185131.08000000002,215835.4,171111.12,179720.8,245773.92,188994.92,147991.4,146023.48,193726.88000000003,200519.32,213293.48,210981.72000000003,190842.32,171800.39999999994,183043.59999999998,165656.00000000003
26,211798.0,168763.0,224419.5,231097.5,177865.0,121219.5,226086.00000000006,180662.0,201183.0,194202.0,173731.0,174244.0,166073.5,185923.0,130820.0,205132.0,182868.00000000003,182423.0,178788.0,188009.0,178703.00000000015,201508.99999999997,206994.0,185032.0,189840.0,218216.0,195843.0,194710.0,245696.5,193626.5,190503.0,176222.0,208183.0,204718.0,214416.5,212681.0,191608.5,182896.0,207940.0,180404.0
27,229150.4,188722.91999999998,235874.48,238909.88,186222.28000000003,136312.76000000004,231224.88,200175.00000000003,208227.28,208835.11999999994,188125.84,184445.96,178833.92,191286.12,146428.64,222323.52,190171.87999999992,216836.80000000002,185851.23999999985,209641.24,191859.2,215788.0799999999,213492.6,190585.08,192038.15999999997,219610.6,206221.56,202791.72,250604.68,201231.92,203489.6,193181.12,209319.76,210354.32,228681.4799999999,236928.32,203903.51999999987,181970.2,226946.55999999997,205933.20000000007
28,252177.72,209810.19999999998,249321.80000000002,240023.54,208337.24,150096.30000000002,259296.04000000004,211531.80000000002,213006.44,208116.12,196383.76,185832.56,192607.88,212647.12000000014,162311.8,221256.91999999998,211974.43999999986,236233.60000000003,201115.14,220942.24,196325.60000000006,254051.44,221782.8,202617.88,194023.52000000002,233198.4,208431.2,205917.44,262588.74,202568.98,210472.16,194559.26,210984.52,234527.40000000002,249033.96,248682.88,224938.69999999998,184296.79999999996,233412.96,219122.2
29,251269.08,214385.23999999996,255890.28,249127.48,212115.28000000003,169741.72,264132.51999999996,222974.59999999998,212440.12,212772.15999999997,196815.36,190002.8,193450.24000000002,231909.32,171564.11999999994,226503.44,244528.35999999996,244373.8,208359.92,224797.32,201639.4,254474.04,236377.6,203849.28,209168.72,234738.2,224370.32,211515.16,273558.68,231610.67999999976,213086.68,202991.71999999997,215587.0,253619.04,258913.08,253631.76,241287.72,195187.2,234454.92,220878.59999999998
30,254916.56,227112.96000000002,272463.12,250576.96000000002,219676.84,187986.04000000004,281032.12,231575.2,224222.72000000003,228339.6,198981.2,209539.9,201730.32,233007.87999999998,181673.72,257046.92,253036.84,245299.8,209725.56,234897.52,207713.50000000003,258341.12,253070.40000000002,208732.76,235185.99999999997,253521.19999999995,227497.83999999997,226026.0,274306.38,238831.26,224317.24000000002,218616.36,234615.9,259265.04,260240.82,255015.04,240421.78,207592.79999999993,235816.24,223072.8
31,268211.3999999999,232007.2,276091.2,266738.0,236925.8,198634.2,286182.4,232230.0,232234.4,242855.99999999997,204736.0,229217.8,205235.79999999996,236369.8,184576.99999999997,264577.4,253793.2,247025.0,210953.6,251438.0,224325.00000000003,257950.39999999994,259420.0,236611.00000000003,242170.6,269041.0,238314.99999999997,244989.99999999997,277156.6,242485.59999999995,234794.99999999997,230160.0,244413.2,262287.2,273173.39999999997,264434.80000000005,241762.2,222406.0,268997.8,239587.0
32,282212.16,235347.8,292754.98,274801.3,238025.64,200185.44,290798.76,236873.8,245813.06000000003,246232.94,218353.8,231555.76,208756.73999999996,241362.36000000007,197895.8,265957.84,256347.80000000002,274993.0,231044.56000000003,266437.8,241272.50000000003,260533.72,281420.00000000006,241887.52,243417.56,273831.4,264480.64,248162.32,279221.52,257162.02000000002,259486.11999999994,237147.04,246056.02000000002,264014.68,281800.16000000003,274306.52,252558.1,232459.49999999997,283797.16,258188.8
33,281681.68,255998.68,291780.32,289577.84,252632.36000000004,207856.32,291456.64,269965.0,251109.04,251354.08,231490.63999999998,232102.52,236130.07999999993,253138.80000000002,212459.8,267136.56,286277.44,286959.00000000006,250516.19999999992,272169.6,248507.8,291703.9599999998,284745.8,243551.84000000003,244654.28,276381.79999999993,267331.56,261476.96,286055.83999999997,258621.68,266605.56,247027.12,249414.12,283800.24,282621.64,275328.44,267211.76,234233.8,293411.2399999999,274302.8
34,284027.48,264676.68,295436.86,288714.78,274306.80000000005,209448.92,294927.76,270601.6,257587.38000000006,252664.94,239935.72,242544.70000000004,247854.86,263443.2,222055.44,289348.6,285598.8399999999,297215.8,254148.12,280350.68,264453.80000000005,311427.68,291542.0,247094.58,266815.8,281199.60000000003,270534.68,262621.72000000003,299729.4600000001,283279.66,268260.64,248532.66,252674.3,282337.92,283953.14,276733.64,272567.0,243701.40000000002,315233.16000000003,275579.4
35,285701.32,271694.48,302617.52,286989.44,280973.4,217436.6,296259.48,277593.2,273992.64,268194.12,240617.96000000002,276050.75999999995,247209.28,273747.60000000003,223540.56,304531.11999999994,288497.08,298138.2,263446.7599999999,301540.11999999994,268729.39999999997,312506.64,301543.4,259572.6,277940.16,292677.6,271709.39999999997,284379.20000000007,301308.96,291916.04,270139.96,257127.12,276337.4,283685.52,286587.08,277990.88,292581.24,243138.6,317953.76,276687.2
36,298133.4,273334.8,303877.6,288048.7,283086.4,226749.5,306338.2,276680.0,275286.7,272478.9,242507.2,284267.6,248234.9,289123.60000000003,232533.99999999997,306184.4,289174.7999999999,299846.0,268011.1,313707.2,287649.0,313177.80000000005,306344.0,289682.2,276474.8,291455.0,284421.8,293387.6,304797.6,300122.6,272385.4,266320.7,280726.7,287565.2,293871.3,278458.4,303709.0,250064.5,319273.6,283200.0
37,301455.72000000003,274621.72,306046.31999999995,291625.16,286272.27999999997,240533.04000000007,311446.68,279933.19999999995,278307.12,279515.92,277792.12000000005,297587.6,254142.64,292217.12,243192.52,307386.88,290749.32,304069.6,284898.72000000003,315253.68,293486.8,314674.92,311954.6,301071.84,281194.75999999995,292733.8,283188.56,293914.72000000003,313456.32,306409.84,286891.16,272643.27999999997,282019.64,288873.52,294222.96,286226.32,311000.2,264952.0,318135.6399999999,284199.2
38,305786.72,286050.92,327127.44000000024,295580.74,287726.28,254800.24,328725.48,290140.6,290581.02,280590.72,299483.6,311356.52,273299.27999999997,300509.80000000005,244809.16,308850.32,293614.48000000004,305100.2,285544.22,314006.92,294387.9,327511.36,315761.4,301192.45999999996,281541.48,296579.8,289132.72000000003,295304.56,314841.86,307517.38,290176.39999999997,287339.48,288854.96,296222.32000000007,297921.94,286607.64,315231.12,271952.7,319272.24,285403.6
39,323708.32,287224.44,336243.84,295187.08,288583.88,257654.84,333137.64,288878.4,291842.64,281338.3599999999,300803.04,312363.92,288311.8,314211.68000000005,254197.07999999984,310023.24,297780.39999999997,315857.19999999995,287355.24,314846.56,295843.6,330659.64,317243.19999999995,302340.51999999996,289762.84,297738.8,288137.12,296890.64,323381.9199999998,309005.12,289402.36,296989.92,293040.52,298064.64,299013.04,291139.80000000005,313874.16,271641.4,322871.32,287110.2
40,323075.72000000003,288435.28,335076.64,296428.78,290335.27999999997,259078.14,350920.92,289949.2,293405.92,282617.02,307046.51999999996,313468.14,296121.6799999998,316139.32,271317.48,322722.72,301957.4,316783.6,288444.96,314991.83999999997,296772.3,331947.92000000004,317981.8,306293.14,296023.56,313700.4,289167.86,309203.48,324157.28,319128.04,291378.36,300273.68,293584.8399999999,311430.52,314137.43999999994,294281.16,315376.89999999997,274740.2,324173.96,288405.2
41,325373.79999999993,287621.6,337238.6,297848.8,292269.4000000001,259600.60000000006,360816.20000000007,294101.0,300196.19999999995,284256.6,320341.8,312566.2,300124.2,317411.6,276606.19999999995,325509.7999999999,310870.0,317952.0,289562.4,319873.8,297456.0,333382.8,324291.0,305635.4,303998.6,317115.0,307520.4,310505.2,337723.2,318617.2,295497.4,303607.6,305576.8,322350.6,320328.2,297927.2,318464.6,275945.0,328340.6,295969.0
42,325890.32,291307.08,337780.28,309418.54,292459.04,267809.32,372236.48,293448.19999999995,302180.42,287207.0199999998,323271.08,313349.94,301199.72000000003,316042.6400000001,279163.8,327826.32,321238.52,319373.6,304067.00000000006,321923.27999999997,305777.7,336217.48,332701.4,306664.66,305626.6,318686.0,308487.34,320702.31999999995,338634.38,322350.96,302817.96,311324.4599999999,307567.88,323606.12,324298.9,312789.32,327456.62,277720.8,330690.96,304838.6
43,328954.56,298449.19999999995,346028.64,317358.04,303399.12,276902.44,379027.96,294329.2,303774.8,294230.24,322177.28,317408.32,302711.08,317233.36,284575.44,328582.43999999994,326536.16,326482.2,305610.16,323215.04,309776.00000000006,337281.04,336614.80000000005,309391.92,315950.44,332550.8,322868.64,325794.64,351270.0399999999,323457.08,313036.48,313105.28,308541.68,324675.76,333660.39999999997,315262.36,328435.52,289595.79999999993,340838.12,312473.0
44,339606.32,302983.84,352911.74,328955.38,308302.52,275663.18,392800.0400000002,295962.6,310540.74,297573.1,322865.04000000004,318028.4799999999,301916.42,318528.56,285859.24,335498.7199999997,340387.6799999999,343114.2,307057.31999999995,327041.23999999993,315283.20000000007,350382.79999999993,338307.2,321720.94,317124.68,333284.80000000005,324113.82,327428.96,373558.88,324992.1,316693.08,314142.86,319417.24,327502.92,350343.36,315120.04,329826.22,293043.2,350157.92,315278.4
45,355400.63999999984,308263.72,366501.92,335544.88,312357.44000000006,277055.24,400272.32,302345.4,312089.28,310948.52,324028.51999999996,322618.76,303168.64,324462.64,287590.92,358604.12,357446.48,353174.0,308880.6,340604.08,325598.40000000014,357442.27999999997,342523.00000000006,322914.44,319133.76,336383.8,326385.48,326646.12,386806.60000000003,330399.31999999995,329937.36,320268.91999999987,320679.08,351781.1600000001,352306.12,323444.48,331317.56,299705.4,364750.84,317780.2
46,366633.0,316010.4,372933.1,351112.60000000003,313574.4,281091.7,414176.60000000044,308039.0,322933.6,314437.1,325965.6,325323.4,311126.19999999995,325816.0,286696.8,363543.4,360250.8,359504.0,323353.8,348751.80000000005,340468.5,369148.4,361213.0,324299.7,321490.8,348715.0,334521.2,327133.6,397903.19999999995,340933.69999999984,330879.8,329416.9,322196.3,352735.4,356722.1,324620.6,334566.5,301124.5,370664.6,331030.0
47,379365.4,322299.36,386760.28,352311.92,314708.24,280327.96,424054.92,313790.39999999985,323137.8,313507.76,327070.92,342958.28,313478.76,333556.80000000005,287936.68,367682.88,366779.36,374272.00000000006,332658.44,354897.6,357505.20000000007,374365.12,373014.4,327220.76,322905.84,364996.4,343449.04,335608.88,398562.28,361403.76,347038.24,332330.32000000007,337979.04,361412.72,380423.6,334926.08,335603.28,312139.2,387718.16,346607.9999999999
48,396646.12,323963.36,401511.5,354877.10000000003,331176.68000000005,281675.62,426648.44000000006,333658.00000000006,332921.56000000006,317185.24,328665.2,353126.84,317381.68,342886.36000000004,289244.84,381158.4,387182.83999999985,397391.0000000001,336391.08,366464.64,362409.20000000007,389726.7599999999,374659.6,339042.68,344987.9199999996,366644.8,359019.68,340663.12,402241.72,368072.32,348360.72000000003,335510.36,341895.54000000004,376840.8000000001,384136.96,351559.24,350773.72000000003,313512.1,402934.1599999999,355427.6
49,405006.55999999994,326877.12,413636.7200000001,361373.28,344280.80000000005,291040.11999999994,427307.44,351072.4,338698.44,326493.7599999999,334595.44,370616.08,318936.88,360762.88,293683.8,402415.03999999986,402510.19999999995,408238.8,347859.39999999997,390903.24,377477.20000000036,406621.88,406340.8,349002.92,359713.80000000005,376180.6,365003.88,352624.80000000005,408701.12,368632.96,357596.19999999995,336651.24,343211.08,392807.64,405650.1599999999,360949.84,357400.76000000007,323716.4,417130.72,359656.00000000006
50,413163.88,342341.44,427543.68,389151.06,360576.24,297768.16,429836.28,364213.00000000006,344743.78,348987.92,353204.12,373795.06,318611.46,361455.56,302197.32,413450.79999999993,411757.72,409337.39999999997,367067.64,399157.12,397585.2,414665.72,407989.00000000006,359798.56,365011.4,397281.7999999999,379502.96,366838.43999999994,410679.08,394189.83999999997,369820.76,344687.82,346196.08,400283.68,417046.22000000003,371841.92,374014.2,326675.2,418429.04000000004,367638.6
