index,399_1_www.opodo.de,399_2_www.opodo.de,399_3_www.opodo.de,399_4_www.opodo.de,399_5_www.opodo.de,399_6_www.opodo.de,399_7_www.opodo.de,399_8_www.opodo.de,399_9_www.opodo.de,399_10_www.opodo.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,8494.400000000005,15944.439999999988,14533.560000000005,10769.600000000006,10077.68,10033.399999999998,10620.0,14472.699999999995,14702.64,11529.799999999996
3,93474.88,95111.12,74060.88,79445.96000000002,60683.63999999999,93671.56,93496.0,94571.6,95827.76,95891.68000000001
4,162105.36,192606.44,119527.04,99232.51999999999,103634.4,135286.72,299368.0,105531.2,116922.66,156455.36
5,254270.20000000004,313370.08,266352.48,188612.88000000003,234048.04,271889.96,419375.0,214613.0,205400.44,281009.24
6,332813.0,435089.99999999977,448866.4000000001,323487.0,335674.8,397342.0,520034.5,229261.5,322727.2,371886.49999999994
7,488156.56,544580.6,523133.72000000003,459452.60000000003,553601.56,480376.28,629831.0,282044.4,462108.83999999997,517961.08
8,593089.16,632146.36,692545.08,664033.04,639088.96,512002.94,651114.0,352692.4,518898.24,659670.2799999999
9,689006.1200000001,719665.32,701398.52,679350.16,678123.56,595545.2,672416.0,480468.0,684979.8,697541.56
10,731673.56,746612.88,715093.4800000001,696343.12,681634.12,709863.86,790607.0,550939.5,767250.02,757310.06
11,773320.0000000001,864519.7999999998,740466.8,717714.0,764029.6,834318.0,881186.0,686000.0,860723.2000000001,774655.6
12,901609.08,899707.72,763050.0,747802.68,797738.0399999999,942160.22,960748.5,809504.0,959128.9400000001,802595.74
13,994223.3600000001,948421.48,839482.96,865347.96,966004.24,965268.56,1017426.0,880488.7999999999,1000640.2,846678.08
14,1001788.7200000002,982835.8,901778.44,954321.5600000003,1038967.84,1076212.02,1088813.5,1030798.9999999999,1091708.84,1060604.4000000001
15,1058105.68,1059707.24,949571.08,1030959.4400000003,1047993.04,1081676.28,1100731.0,1079845.4,1094691.08,1087891.84
16,1075990.6,1127657.0,1104871.8,1082388.6,1108550.4,1098795.0,1118502.5,1142253.0,1119034.2,1102479.1999999997
17,1150797.92,1169494.76,1144967.4000000001,1130902.08,1122116.04,1134800.52,1160102.0,1188472.6,1168839.6,1151727.96
18,1210945.16,1223979.8800000001,1185535.08,1197548.04,1172188.6399999997,1189467.26,1323353.0,1207775.1,1214024.5199999998,1192043.02
19,1257622.4000000001,1343919.52,1248210.9200000002,1279676.4800000002,1248473.4799999997,1339897.44,1356836.0,1241162.9999999998,1364701.4,1306574.0799999998
20,1372075.36,1389956.88,1384630.4,1371278.04,1360915.84,1363984.82,1382475.5,1377382.4,1392424.52,1354857.94
21,1393987.5999999999,1411434.2,1404147.6,1392246.0,1390130.2,1385237.0,1397228.0,1401144.0,1410905.4,1384909.0
22,1413414.4000000001,1435502.08,1427866.2,1410337.92,1412619.96,1406452.34,1424514.0,1430368.4,1427176.28,1409549.26
23,1440639.52,1440768.96,1452742.24,1431920.36,1442546.72,1421936.84,1435113.0,1440892.2,1433231.56,1423483.68
24,1441877.12,1458889.7999999998,1457636.76,1441582.64,1441877.52,1428351.46,1441739.5,1450940.7,1472260.76,1432240.6199999996
25,1466589.32,1509824.52,1489808.28,1471577.4800000002,1446665.64,1464143.8,1469685.0,1484123.4,1496744.6399999997,1442341.52
26,1519653.0,1539185.0,1526899.0,1473805.0,1471710.0,1509212.5,1480564.0,1528468.5,1564345.5,1514949.5
27,1537552.4400000004,1555507.72,1544451.68,1544001.7599999998,1473820.4,1526323.52,1534404.0,1551512.8,1579462.8800000001,1522838.08
28,1562978.32,1619529.44,1541689.6400000001,1567438.04,1537145.04,1554200.26,1565337.0,1598906.5999999996,1594723.26,1558721.1800000002
29,1597517.92,1623698.0399999996,1610302.68,1598074.3599999999,1591885.28,1590482.0399999996,1600736.0,1615898.2,1602054.28,1584730.52
30,1628620.76,1638038.12,1636148.76,1615907.4,1617277.7999999998,1603325.04,1608765.0,1630086.2,1629965.36,1607506.16
31,1640653.0,1652392.0,1654376.5999999999,1626817.8,1628025.0,1615162.9999999998,1642009.0,1649571.0,1671341.6,1624688.4
32,1683133.44,1688066.44,1659594.4,1648909.96,1649464.24,1643404.18,1675833.5,1667807.1,1685111.82,1641511.12
33,1688926.4000000001,1695067.52,1697734.08,1673450.5600000003,1669335.32,1658908.2,1684278.0,1691868.4,1693373.56,1655124.92
34,1693327.96,1695032.4399999997,1705993.36,1696508.96,1687648.7200000002,1680612.74,1691751.0,1693081.3,1693948.44,1676228.36
35,1704299.4,1707974.7599999998,1710578.72,1694762.1199999999,1696788.12,1696156.52,1697103.0,1695738.4,1698472.32,1690365.76
36,1699709.6,1720778.2,1723378.2000000002,1712281.2,1702227.2,1706096.9,1694409.0,1712399.0,1710399.7,1701658.8
37,1716644.96,1731969.12,1742481.8,1719479.24,1704994.36,1702900.72,1697247.0,1727343.0,1726527.68,1705531.12
38,1737354.84,1736958.64,1738936.96,1728539.24,1720691.32,1722073.06,1720291.0,1735122.2,1741747.3400000003,1709754.22
39,1739708.68,1738175.08,1734522.84,1738463.08,1730997.4,1733473.64,1734123.0,1740617.8,1744550.16,1719384.72
40,1745279.24,1741034.56,1759411.12,1740818.68,1729506.64,1731848.92,1737803.0,1748084.1,1750914.3599999999,1724230.06
41,1745445.2,1765277.4,1767682.0,1739502.2,1736935.6,1737214.7999999998,1754607.0,1748255.0,1750256.4,1729595.5999999999
42,1754627.8,1768057.52,1784022.24,1750397.28,1738237.5599999996,1751013.32,1765703.5,1780839.7999999998,1784945.1800000002,1758186.02
43,1784243.2800000007,1776592.24,1785340.72,1765014.92,1751003.7999999998,1759538.84,1782951.0,1794055.8,1816033.8,1771239.36
44,1789595.2799999998,1787399.32,1797993.52,1775921.36,1774911.68,1770099.86,1781776.0,1794771.3,1814089.78,1774179.7599999998
45,1779928.44,1799152.92,1809288.52,1779860.8,1792154.08,1780643.32,1789156.0,1793139.4,1822226.96,1785490.7599999998
46,1794241.5999999999,1808491.2,1815066.4000000001,1787508.4,1791323.6,1788303.1,1804923.5,1809489.0,1828381.9,1787246.5
47,1806188.04,1820524.36,1832098.2,1800196.48,1801585.96,1806715.32,1813478.0,1820385.4000000001,1834698.0,1808805.24
48,1826472.4000000001,1829688.2,1837950.64,1809057.2000000002,1811398.2000000004,1810035.8800000001,1823435.5,1824177.3,1844482.54,1813506.98
49,1837977.12,1838789.44,1848073.56,1820909.5599999998,1823332.48,1820637.16,1835790.0,1830014.0,1851515.36,1824446.48
50,1851387.04,1843325.52,1855012.12,1830237.04,1833356.76,1833008.26,1837008.0,1834137.6,1865195.24,1832789.02
