index,94_1_edition.cnn.com,94_2_edition.cnn.com,94_3_edition.cnn.com,94_4_edition.cnn.com,94_5_edition.cnn.com,94_6_edition.cnn.com,94_7_edition.cnn.com,94_8_edition.cnn.com,94_9_edition.cnn.com,94_10_edition.cnn.com
1,67.0,67.0,-48.0,67.0,67.0,-442.0,-48.0,67.0,67.0,-442.0
2,4663.28,4809.36,4606.0,2636.16,3025.5199999999973,4389.799999999999,2808.4,4721.0,5058.599999999999,4063.6600000000008
3,17362.880000000005,10139.52,10902.0,8721.64,8574.159999999996,14250.599999999999,9981.8,8690.0,16282.0,32285.399999999998
4,71284.38,95098.44,123090.0,32250.199999999997,82640.39999999998,109283.2,61190.799999999996,81747.0,97984.4,50940.78
5,118731.88,161332.92,185086.0,36744.48,117294.16,116984.8,59380.200000000004,162575.0,160266.6,49299.83999999999
6,116876.3,184280.8,197561.0,60870.9,184988.9,180389.0,81664.0,181235.0,191121.5,62431.79999999996
7,221283.08000000002,245957.56,285275.0,69490.88,233911.9199999999,246077.60000000006,155747.4,246212.0,212802.4,73689.36
8,233930.46,325147.3599999999,398932.0,126758.86,322816.66,389324.2,248452.99999999997,269374.0,227034.2,181762.87999999992
9,268251.24,388345.08,430875.0,151796.76000000013,393856.04,397418.2,303549.19999999995,278662.0,236450.2,234754.67999999996
10,374523.1600000001,413900.72000000015,434434.0,340223.8000000001,406916.01999999996,503855.4000000001,325154.8,354043.0,341689.0,334333.8
11,536686.0,593253.7999999999,576321.0,508201.0,697912.5999999999,805958.0,462940.0,457822.0,511824.0,464847.99999999994
12,710020.4400000001,791833.7199999997,795263.0,688341.9200000004,969925.5199999998,974758.6000000001,639733.2,659518.0,725289.0,620881.2399999998
13,984113.64,982483.88,985575.0,887773.8,987926.24,981874.8,822778.7999999992,815894.0,840197.8000000005,699199.08
14,988821.98,990719.72,989933.0,987540.66,990964.48,984244.4,987066.2,980200.0,933002.1,731256.56
15,993219.68,996972.04,994610.0,989920.24,997474.32,989097.7999999999,991578.6,984481.0,1003588.6,763101.48
16,995121.6,999675.4,997187.0,994766.1,1013972.7,995469.0,996068.0,992400.0,1011295.0,825702.5
17,1019799.48,1003482.36,1004135.0,998059.4,1060308.4,1002827.0,1009043.4,996750.0,1014208.8,870336.6
18,1050573.3199999998,1034742.88,1087635.0,1006109.6,1070113.32,1106554.4,1037375.9999999997,1007732.0,1041401.9,1037605.5599999999
19,1213788.2400000002,1041637.4,1250075.0,1087683.9600000004,1211187.28,1309137.0,1201306.1999999997,1031378.0,1057546.4,1127146.24
20,1317868.02,1115116.7599999998,1315870.0,1306507.72,1349648.4799999997,1343705.8,1312792.4,1063560.0,1136608.2,1166543.8
21,1350333.2,1190601.8,1327197.0,1321767.2,1358308.2,1356150.0,1320994.0,1092079.0,1174619.0,1202529.3999999994
22,1359021.04,1335266.96,1371834.0,1397029.1,1366923.54,1363550.6,1355072.4,1164419.0,1217482.1,1246125.86
23,1371180.84,1364400.4,1435831.0,1407545.56,1450483.04,1377954.0,1366720.5999999999,1350189.0,1283764.0000000007,1342399.7599999998
24,1415307.34,1411665.56,1449104.0,1445294.46,1468521.52,1431301.4,1450209.0,1393122.0,1343264.7,1370247.2
25,1462299.4000000001,1506301.96,1463051.0,1463374.16,1477135.48,1494240.0,1465638.0,1455034.0,1396730.0000000002,1415843.7999999998
26,1489982.5,1522372.0,1507164.0,1480541.0,1527358.0,1530215.0,1502363.0,1468608.0,1411079.0,1507376.0
27,1507852.64,1620332.76,1583459.0,1489955.2,1602886.04,1595323.2,1517590.0,1476565.0,1475109.4,1520553.24
28,1517970.74,1624095.28,1672567.0,1597412.4000000001,1604877.58,1597697.6,1593461.4,1516592.0,1502881.6,1595697.08
29,1609492.88,1721623.56,1726268.0,1611901.36,1622295.12,1674842.2,1607507.8,1546288.0,1627113.600000001,1644892.4
30,1615318.76,1728575.44,1728737.0,1611736.64,1712351.02,1679956.4000000001,1705853.2,1622296.0,1770920.6,1677088.36
31,1661916.4,1732938.4,1830211.0,1618560.6,1761924.1999999993,1707195.0,1709969.0,1678696.0,1801441.0,1697526.8
32,1715832.8800000001,1794308.9599999995,1831909.0,1723530.44,1847026.44,1710130.6,1723857.8,1784535.0,1917963.9,1761688.0
33,1740863.8000000005,1866888.76,1843793.0,1842195.44,1861476.16,1727251.2,1749680.4,1878765.0,1932233.8,1849889.4
34,1834694.14,1978010.32,1908034.0,1860159.04,1883955.46,1774213.4000000001,1853816.999999999,1958390.0,1968810.8,1899727.86
35,1858147.84,2033236.84,2008874.0,1872885.08,1988324.6400000001,1860354.4,2017408.3999999994,1961245.0,2009109.6000000006,1915749.16
36,1920129.8000000012,2081453.8,2018951.0,1902698.6000000003,2063029.5999999999,1947826.0,2026830.0,1965219.0,2077083.0,2050429.7999999998
37,1990673.4800000007,2182633.12,2063015.0,2011958.12,2147141.88,2029448.0,2088706.6,2066705.0,2092512.6,2155534.1999999997
38,2086330.18,2207184.84,2124515.0,2131303.26,2194098.1,2087064.8,2144538.5999999996,2121834.0,2131032.8000000003,2178765.78
39,2150490.2000000007,2212332.32,2178393.0,2148482.92,2208327.64,2113262.0,2153233.8,2130699.0,2281959.1999999993,2181527.16
40,2199697.9800000004,2267636.84,2194822.0,2156542.38,2214363.28,2159598.0,2160384.4,2182668.0,2388991.8000000003,2185486.12
41,2206794.2,2376918.0,2199090.0,2171716.2,2282245.9999999995,2199087.0,2272899.0,2187718.0,2430121.0,2239130.8000000003
42,2210798.64,2429997.76,2302422.0,2290347.4000000004,2425524.52,2218520.0,2391774.0,2196465.0,2441759.3000000003,2282228.2
43,2224916.4,2445774.12,2410322.0,2417859.6,2440779.48,2224754.6,2423312.6,2306134.0,2464740.4000000004,2310040.96
44,2343885.3200000003,2491256.68,2426355.0,2428687.94,2483110.4,2358395.000000001,2440851.2,2401821.0,2511574.0,2332722.48
45,2440280.4,2495334.36,2451412.0,2451554.04,2490238.88,2461603.2000000016,2481154.4,2418081.0,2555526.0,2454376.8
46,2481652.9,2510221.0,2472542.0,2486304.2,2501140.9999999995,2474058.0,2484382.0,2434337.0,2565161.0,2506223.1
47,2488698.12,2550833.68,2478807.0,2490248.32,2519164.599999998,2484156.4,2504823.9999999995,2463648.0,2578572.4,2545841.2
48,2503450.06,2566195.4,2496659.0,2505004.8000000003,2554612.32,2498659.2,2527937.5999999996,2474190.0,2582519.1,2552601.32
49,2544043.32,2574686.04,2501902.0,2527574.8,2574611.12,2539369.6,2550424.5999999987,2517937.0,2587161.8,2567535.8
50,2556022.2600000002,2580684.84,2555234.0,2554333.12,2579367.62,2546822.2,2575614.8,2526182.0,2587154.6,2582755.96
