index,23_1_www.dotdash.com,23_2_www.dotdash.com,23_3_www.dotdash.com,23_4_www.dotdash.com,23_5_www.dotdash.com,23_6_www.dotdash.com,23_7_www.dotdash.com,23_8_www.dotdash.com,23_9_www.dotdash.com,23_10_www.dotdash.com
1,67.0,67.0,-442.0,67.0,67.0,-442.0,67.0,67.0,-442.0,67.0
2,2337.38,3050.2400000000002,4447.46,2139.9399999999996,4705.72,4374.099999999999,2795.08,2777.14,4361.46,3039.88
3,7685.760000000001,16735.96,12556.52,7442.359999999999,9387.400000000001,12214.2,7629.8799999999965,18343.64,17782.96,8123.64
4,28431.199999999993,30286.96,32258.86,25942.82,39785.52,55363.299999999996,25723.320000000003,55866.86,27028.78,41502.86
5,37337.840000000004,56631.359999999986,57500.28,54904.479999999996,59865.64,63006.599999999984,29704.119999999984,69188.56,34838.359999999986,61671.08
6,63071.9,70714.40000000001,66214.1,63150.799999999996,71472.8,70526.5,48928.1,74352.8,66645.3,67306.1
7,71624.68,75073.84,73805.28,67687.56,74549.56,75125.40000000001,66376.64,76368.76,74519.44,75126.48
8,76422.14,75762.88,74488.62,73892.65999999999,81659.88,103990.79999999984,73284.26,307360.4,75189.38,87682.11999999995
9,81495.28,222488.08,134512.23999999987,137282.92000000007,193781.68000000002,307932.0,132354.67999999993,372643.72,187105.63999999996,304754.2399999999
10,188361.87999999983,374210.39999999997,296327.5199999998,368370.98,396161.64,369594.0,137890.02,433152.32,372251.24,425885.54
11,372472.0,463362.39999999997,374399.2,375037.2,435495.4,379540.0,205957.79999999973,468841.8,429598.4,437192.2
12,434905.89999999997,473784.96,408736.52,447548.52,475102.19999999995,466609.49999999994,433510.66,477997.76,467266.02,471580.56
13,468168.52,482885.16,470410.84,471658.96,511418.88,476600.9999999999,467923.36,644517.4400000002,475805.64,524855.44
14,478977.14,638286.1200000001,474693.74,473723.52,750386.4799999997,497959.19999999995,475508.38,831887.4400000001,518522.54,593713.6799999999
15,532083.4799999997,873044.04,481810.48,610128.36,863856.68,706344.5999999994,512221.16,837736.84,624999.5199999999,748197.24
16,637702.7999999999,892916.6,578168.4,833819.2,872870.4,836585.5,559740.8999999999,848561.0,831258.7000000001,882883.2
17,814537.1199999996,896932.24,711036.36,885660.08,881812.44,873462.4,757663.1599999998,867551.08,835264.36,884063.4400000001
18,874638.78,910824.08,867081.7999999999,891195.2400000001,881444.52,875716.7999999999,867523.02,902866.96,840667.5,896234.36
19,890521.72,915264.28,870007.12,898236.16,890500.52,890230.3999999999,871464.84,910382.6,863347.32,899102.88
20,900355.22,918624.24,879910.72,903750.02,911227.4400000002,906882.6,880091.4,930825.72,901965.16,901990.72
21,908631.4,924269.7999999999,886241.6,908424.2,930596.8,911295.0,885568.2000000001,937512.4,903100.6,910483.4
22,913246.9,944748.56,890353.98,912498.82,938349.76,916315.1,889894.54,942644.86,910078.7999999999,927907.14
23,917833.84,962292.9599999996,894518.68,917444.8,1017571.6799999998,921316.8,897060.16,949496.68,929855.96,938366.0800000001
24,920558.9599999998,1152112.2,915145.26,928578.36,1147153.1199999999,939347.6,914239.74,971907.1199999994,937968.14,944419.8
