index,156_1_www.icann.org,156_2_www.icann.org,156_3_www.icann.org,156_4_www.icann.org,156_5_www.icann.org,156_6_www.icann.org,156_7_www.icann.org,156_8_www.icann.org,156_9_www.icann.org,156_10_www.icann.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,-341.02,-346.96,-309.34,-344.98,-344.98,-344.98,-358.84000000000003,-360.82,-309.34,-346.96
3,-259.28000000000003,-251.92000000000002,-503.76000000000005,-247.96,-247.96,-247.96,-275.68,-279.64,-503.76000000000005,-251.92000000000002
4,-490.03999999999985,-580.16,1638.52,-603.0799999999999,-603.0799999999999,-603.0799999999999,-442.64,-419.72,1638.52,-580.16
5,1634.08,1277.4399999999996,1477.8,1458.7199999999998,1458.7199999999998,1458.7199999999998,189.75999999999976,8.479999999999563,1477.8,1277.4399999999996
6,1573.8999999999999,1580.8,1376.3,1573.4,1573.4,1573.4,1625.2,1632.6000000000001,1376.3,1580.8
7,1615.6,1379.8,1482.64,1350.4,1350.4,1350.4,1556.2,1571.92,1482.64,1626.04
8,1411.06,1377.8799999999999,1365.1799999999996,1388.94,1388.94,1388.94,1350.4,1384.7000000000003,1365.1799999999996,1701.8799999999999
9,1493.56,1453.72,2028.2000000000007,1466.36,1466.36,1466.36,1377.8799999999999,1365.24,2028.2000000000007,1557.4
10,1472.9800000000002,1537.24,3821.52,1553.6200000000001,1553.6200000000001,1553.6200000000001,1444.24,1430.02,4115.84,1537.24
11,1307.999999999999,1246.6000000000001,4108.6,1138.7999999999997,1138.7999999999997,1138.7999999999997,1515.4,1497.2,3991.8,1246.6000000000001
12,2720.7000000000007,1806.599999999998,3977.08,2111.2999999999993,2111.2999999999993,2111.2999999999993,1440.6399999999999,1559.2200000000003,3689.46,1806.599999999998
13,3883.08,3302.5999999999995,3623.68,3468.5999999999995,3711.7999999999997,3711.7999999999997,1141.8000000000002,1117.24,3601.360000000001,3302.5999999999995
14,4120.64,4079.72,3833.1400000000012,4054.08,4057.36,4057.36,2305.2,1945.1000000000004,4146.74,4079.72
15,4026.7599999999998,3987.48,4150.72,4081.08,3957.2400000000002,3957.2400000000002,3711.7999999999997,3234.399999999998,4832.680000000001,3987.48
16,3852.7,3798.6000000000004,5529.9,3981.4,3702.3,3702.3,4069.4,4095.2000000000003,5485.9,3798.6000000000004
17,3610.72,3586.56,5324.08,3730.7200000000003,3569.28,3569.28,3987.48,4022.04,5280.08,3586.56
18,3773.24,3749.44,5209.22,3592.36,3959.2200000000003,3938.76,3837.1200000000003,3933.48,5165.22,3739.52
19,4140.92,4154.16,5120.920000000002,3968.88,4135.08,4104.08,3599.52,3683.04,5076.920000000002,4123.16
20,4127.14,4361.279999999999,7080.96,4158.14,4928.200000000002,4117.86,3554.16,3574.6800000000003,7036.96,4097.72
21,4467.199999999999,5190.2,6851.4,4598.800000000001,5552.6,4912.000000000002,4020.8,3786.399999999999,6807.4,4356.599999999999
22,5100.620000000001,5389.24,6894.06,5185.5599999999995,5601.62,5392.62,4104.08,4126.34,6850.06,5221.24
23,5312.16,5296.840000000001,7005.68,5353.84,5383.92,5174.92,4110.44,4087.12,6961.68,5128.840000000001
24,5120.219999999999,5002.92,6611.0199999999995,5141.780000000001,5286.46,5077.46,4458.96,4130.58,6567.0199999999995,4834.92
25,4982.52,5078.72,8289.080000000009,5035.48,5133.360000000001,4924.360000000001,5189.8,5023.36,7800.119999999999,4910.72
26,4843.0,4712.0,10294.0,4892.0,4778.5,4569.5,5446.0,5409.5,7561.5,4544.0
27,4473.64,4382.719999999999,10160.279999999999,4536.36,4654.52,4445.52,5394.76,5269.24,7290.119999999999,4214.719999999999
28,4362.46,4460.08,9802.26,4403.54,4530.28,4321.28,5151.76,5049.86,6903.82,4292.08
29,4194.079999999999,4131.84,9572.48,4288.920000000001,5321.0399999999945,5112.0399999999945,5093.48,5131.04,6786.359999999999,3963.84
30,5340.280000000004,5989.44,9291.48,5026.719999999996,6558.92,6349.92,5003.4800000000005,4837.040000000001,8700.539999999999,5821.44
31,6247.599999999999,8164.799999999994,8914.800000000001,7247.399999999997,6422.8,6213.8,4690.400000000001,4547.200000000001,11293.199999999999,6124.8
32,6073.54,8561.76,8787.720000000001,8578.88,7144.079999999998,6104.0199999999995,4419.96,4451.58,11108.18,5932.92
33,7435.240000000002,8376.24,10433.600000000006,8449.12,8577.44,6181.44,4503.12,4417.320000000001,11070.52,5933.88
34,8303.14,8364.72,12931.72,8326.86,8654.86,7002.439999999991,4239.96,4262.959999999997,11140.08,6009.72
35,8383.72,8440.56,12743.519999999999,8404.28,8683.32,8474.32,5401.959999999997,6121.079999999998,11012.52,7485.240000000002
36,8357.199999999999,8424.6,12712.1,8435.800000000001,8563.1,8354.1,6369.400000000001,7979.199999999999,10713.899999999998,8256.6
37,8167.240000000001,8264.519999999999,12786.28,8318.76,8422.12,8213.12,6269.08,8620.52,12934.24,8096.5199999999995
38,8160.46,8203.08,13560.320000000007,8171.54,8499.539999999999,8290.539999999999,6273.279999999996,8505.78,12742.859999999999,8035.08
39,8241.039999999999,8278.92,14093.88,8248.960000000001,8579.84,8370.84,8176.719999999996,8364.64,12717.68,8110.92
40,8330.98,8360.039999999999,16335.76,8329.02,8669.02,8321.42,8418.039999999999,8429.42,13341.20000000001,8192.039999999999
41,8423.8,8447.4,16141.199999999999,8292.199999999999,8632.199999999999,7919.2,8484.4,8494.199999999999,14841.2,8279.4
42,8000.0199999999995,8307.960000000001,16122.26,7877.38,8103.9800000000005,7894.9800000000005,8483.44,8464.12,16160.440000000006,8139.96
43,7450.239999999998,7790.5199999999995,16231.48,7865.760000000002,7993.1999999999925,7784.1999999999925,8376.76,8333.480000000001,16210.48,7622.5199999999995
44,9144.199999999999,8003.600000000002,15962.819999999998,7702.800000000001,10021.800000000001,9755.960000000001,8218.48,8223.539999999999,15941.819999999998,7643.800000000001
45,11255.600000000006,9990.79999999999,15845.36,9649.199999999997,12001.679999999997,11176.68,8284.84,8288.32,15824.36,9137.79999999999
46,13001.599999999999,11896.799999999992,15725.500000000005,11034.400000000001,13632.400000000001,11035.999999999998,8351.199999999999,8353.1,15704.500000000005,11180.79999999999
47,14698.880000000003,13494.239999999994,17581.4,12719.919999999996,15123.12,10616.599999999997,8425.24,8426.52,17560.4,13326.239999999994
48,14751.16,14881.68,20382.02000000001,14875.84,15038.84,12620.840000000004,8501.68,8160.9400000000005,20361.02000000001,14713.68
