index,95_1_edition.cnn.com,95_2_edition.cnn.com,95_3_edition.cnn.com,95_4_edition.cnn.com,95_5_edition.cnn.com,95_6_edition.cnn.com,95_7_edition.cnn.com,95_8_edition.cnn.com,95_9_edition.cnn.com,95_10_edition.cnn.com
1,67.0,67.0,-442.0,-442.0,67.0,-442.0,-442.0,67.0,-442.0,-442.0
2,-457.5200000000001,233.64000000000001,1350.4,1502.3,1529.1,1607.44,1521.9,10.480000000000103,1472.9,1399.4
3,1571.88,70.43999999999997,592.32,1036.3600000000001,632.3199999999999,1177.1599999999999,1097.4800000000002,1727.4,944.6800000000001,729.5200000000002
4,1939.2800000000043,1675.48,2548.56,2435.28,4655.36,2807.68,2453.04,1457.08,2385.54,2644.16
5,2790.76,1518.8799999999999,4411.08,4520.4400000000005,3711.68,2701.04,4550.72,1725.959999999997,4405.72,4347.88
6,4429.7,1025.1999999999985,6959.8,4028.2999999999997,8393.800000000003,4306.8,4054.9000000000005,3021.1999999999985,5863.999999999997,3967.4000000000005
7,5600.56,2622.96,6993.079999999999,5761.079999999997,16590.28,5325.800000000001,6480.880000000001,4666.36,6692.760000000001,10326.12
8,7188.219999999998,4658.12,10647.32,6360.8,19409.02,6569.68,8007.540000000001,4154.280000000002,8363.06,12435.679999999997
9,9062.240000000005,4375.12,10711.6,12697.52,21237.32,7153.320000000001,8806.880000000001,9175.159999999996,11007.72,12224.880000000001
10,9147.580000000002,4195.199999999999,19420.08,14443.02,24326.78,7373.520000000001,12335.18,10209.24,13580.400000000001,19757.479999999996
11,11312.000000000002,6215.6,20877.8,25489.99999999999,27845.4,12959.8,16083.6,10616.999999999998,14510.0,20576.2
12,13374.54,6525.32,23551.599999999984,39829.48,30281.120000000017,13776.68,20153.12,16344.76,20791.92,22069.48
13,15002.959999999997,11794.72,47911.92,43097.95999999998,34568.479999999996,17411.840000000007,21888.64,18191.68,22498.68,31950.879999999986
14,16321.08,12824.039999999999,49457.76,66463.03999999995,69419.34,20617.68,39868.60000000003,19989.39999999999,38991.91999999999,43466.44000000001
15,26190.80000000001,14476.76,58827.39999999999,89461.04,80183.23999999999,22507.48,46173.31999999999,22134.840000000004,49725.11999999999,47853.83999999999
16,43541.0,15579.200000000003,78779.2,90351.4,87419.79999999997,31429.2000000001,49712.499999999956,36172.2,52552.00000000001,70817.20000000001
17,45157.76,15717.52,88544.28,113876.79999999999,104282.20000000001,63823.0,70864.83999999998,50650.76,66652.28,76045.83999999998
18,51251.44000000003,17448.039999999997,97778.44,117939.88,106459.78,64332.68000000001,80944.46,52318.64,69260.2,77911.8
19,71952.6,17229.920000000002,99702.12000000001,121295.51999999996,107299.84,65341.68,82811.24,54712.399999999994,75597.12000000001,79824.68000000001
20,96472.8,20869.92,111463.4,126123.34,108481.02,85831.76000000005,82964.74,91336.07999999997,77392.88,81251.28
21,118386.6,21099.4,114779.6,126093.19999999997,112593.6,108888.8,83896.4,114239.99999999996,81107.4,81231.2
22,127724.36000000002,22043.16,115479.88,128425.2,114909.58,141194.80000000002,86118.02,143197.19999999995,82583.68000000001,82691.96
23,162948.88,23656.920000000002,115407.75999999997,130077.04,122533.52000000005,162578.88000000003,85945.72,160909.76,82254.52,82307.04
24,188367.68000000002,25113.0,116379.76,131771.48,129787.92,177099.48000000007,87519.06,168141.4,83764.18000000001,83722.76000000001
25,213186.03999999998,28873.320000000018,117992.08,131718.76,129132.32,206215.08000000002,87217.2,203200.59999999986,83191.84,85526.88
26,216745.0,39335.0,119748.0,131919.0,135355.0,215626.0,86684.5,214893.0,84678.5,85326.0
27,216869.08,48169.80000000001,119477.8,135142.04,171337.96000000002,218911.48,85492.76,218348.96,86695.92,86110.88000000002
28,218305.96,52207.28,118233.24,137380.9999999997,192127.26,218926.68,84527.48000000001,217863.12,86485.82,86371.64
29,220044.32,52048.92000000002,122277.76000000001,151913.72,196069.20000000004,219685.44,86164.16,219533.68,87935.36,87690.04
30,221621.04,54848.84,121693.08,150791.78,221199.59999999998,220308.68,88095.98,219675.08,87425.14,89748.72
31,221502.0,56693.4,123871.6,152378.4,240989.8,222262.8,92095.40000000001,221552.8,88901.6,95489.79999999983
32,227870.88,58698.2,131848.6,154415.74,264606.4,223150.24000000002,94191.08,222893.44,90919.02,112306.59999999996
33,226593.63999999998,67827.92000000001,141868.19999999998,156545.28,307221.4,223797.4,93896.04,222935.92,96663.39999999998,124752.16
34,225756.84,71777.2,147851.56,164447.3599999999,323730.96,224239.32000000004,97567.79999999999,222019.88,121002.79999999999,127857.44
35,227371.16,71366.12,147566.92,178107.12,342122.27999999997,225170.84,104690.40000000001,223733.84,148604.1999999999,127376.44
36,231412.9,70750.8,146751.6,196207.0,348036.79999999993,230576.8,113507.39999999997,225929.6,183011.1999999999,126892.8
37,233423.36000000002,73199.68,154940.6,215096.3199999999,356687.12,229456.88,124191.59999999999,225683.72,208498.52000000005,128771.0
38,233574.78,90380.31999999988,156586.96,230766.82,375422.44,228739.96,148689.88,224470.24000000002,232056.66,156425.24
39,235568.68,111029.40000000002,160784.91999999998,231487.59999999998,388693.52,231234.47999999998,173980.5599999997,230425.32,235059.24,159441.12
40,235355.78,133417.56,188166.4,239113.28,396036.44000000006,233229.64,196286.82,232467.35999999996,238296.98,209908.48
41,237012.2,169216.19999999998,221157.1999999998,239879.40000000002,411575.6,234111.60000000006,204613.59999999998,234635.4,239873.99999999997,213067.2
42,239129.52,189919.96000000008,258215.59999999998,239853.26,414021.4,236885.36,224417.32,235175.03999999995,244858.08,213521.12
43,239589.92,203713.6,269707.2,244751.64,417181.04,239115.92,224170.56,240371.8,244691.04,215158.2
44,242102.60000000003,220171.84,285359.12,244714.68,430585.2400000001,238993.68,223465.86000000002,240403.52,243929.56,225075.8
45,243649.84,247888.55999999988,297656.52,244172.96,443648.72000000003,239133.96,224472.2,239854.24,251828.52,234121.39999999997
46,243136.2,272767.20000000007,300757.2,245112.0,446237.1,242601.8,236387.1,239488.8,274928.0,247979.8
47,243832.08000000002,285656.44,300493.52,246193.36,445814.36,241594.63999999998,241217.9599999999,239214.04,296096.1599999999,264554.0399999999
