index,time,src_ip,dst_ip,tcp_seq,tcp_ack,tcp_len,direction,cumul_sum
1,1576412527.110072,192.168.1.6,192.168.1.4,1473554186,2763588651,343,0,-343
2,1576412527.110794,192.168.1.4,192.168.1.6,2763588651,1473554529,99,1,-244
3,1576412527.111017,192.168.1.6,192.168.1.4,1473554529,2763588750,382,0,-626
4,1576412527.122202,192.168.1.4,192.168.1.6,2763588750,1473554911,2266,1,1640
5,1576412527.123117,192.168.1.6,192.168.1.4,1473554911,2763591016,74,0,1566
6,1576412527.123267,192.168.1.6,192.168.1.4,1473554985,2763591016,245,0,1321
7,1576412527.123549,192.168.1.4,192.168.1.6,2763591016,1473555230,79,1,1400
8,1576412527.123639,192.168.1.4,192.168.1.6,2763591095,1473555230,79,1,1479
9,1576412527.241361,192.168.1.4,192.168.1.6,2763591174,1473555230,91,1,1570
10,1576412527.241910,192.168.1.6,192.168.1.4,1473555230,2763591265,539,0,1031
11,1576412527.273614,192.168.1.4,192.168.1.6,2763591265,1473555769,2070,1,3101
12,1576412527.316043,192.168.1.4,192.168.1.6,2763593335,1473555769,1020,1,4121
13,1576412527.344630,192.168.1.6,192.168.1.4,1473555769,2763594355,86,0,4035
14,1576412527.345038,192.168.1.6,192.168.1.4,1473555855,2763594355,108,0,3927
15,1576412527.345682,192.168.1.6,192.168.1.4,1473555963,2763594355,321,0,3606
16,1576412527.345831,192.168.1.6,192.168.1.4,1473556284,2763594355,54,0,3552
17,1576412527.377542,192.168.1.4,192.168.1.6,2763594355,1473556338,586,1,4138
18,1576412527.381050,192.168.1.6,192.168.1.4,1473556338,2763594941,53,0,4085
19,1576412527.381856,192.168.1.4,192.168.1.6,2763594941,1473556391,53,1,4138
20,1576412527.423876,192.168.1.4,192.168.1.6,2763594994,1473556391,1109,1,5247
21,1576412527.425373,192.168.1.6,192.168.1.4,1473556391,2763596103,61,0,5186
22,1576412527.668974,192.168.1.6,192.168.1.4,1122356099,2705247024,343,0,4843
23,1576412527.669703,192.168.1.4,192.168.1.6,2705247024,1122356442,99,1,4942
24,1576412527.669925,192.168.1.6,192.168.1.4,1122356442,2705247123,382,0,4560
25,1576412527.672570,192.168.1.6,192.168.1.4,437621258,144236014,343,0,4217
26,1576412527.675787,192.168.1.4,192.168.1.6,144236014,437621601,99,1,4316
27,1576412527.676034,192.168.1.6,192.168.1.4,437621601,144236113,382,0,3934
