index,time,src_ip,dst_ip,tcp_seq,tcp_ack,tcp_len,direction,cumul_sum
1,1576407724.660227,192.168.1.6,35.222.85.5,4135613347,1049168,87,0,-87
2,1576407724.968360,35.222.85.5,192.168.1.6,1049168,4135613434,148,1,61
3,1576407725.462147,192.168.1.6,192.168.1.4,751890448,1311335645,343,0,-282
4,1576407725.463675,192.168.1.4,192.168.1.6,1311335645,751890791,99,1,-183
5,1576407725.464414,192.168.1.6,192.168.1.4,751890791,1311335744,382,0,-565
6,1576407725.524306,192.168.1.4,192.168.1.6,1311335744,751891173,2266,1,1701
7,1576407725.526678,192.168.1.6,192.168.1.4,751891173,1311338010,74,0,1627
8,1576407725.526955,192.168.1.6,192.168.1.4,751891247,1311338010,170,0,1457
9,1576407725.527655,192.168.1.4,192.168.1.6,1311338010,751891417,79,1,1536
10,1576407725.527861,192.168.1.4,192.168.1.6,1311338089,751891417,79,1,1615
11,1576407725.543509,192.168.1.4,192.168.1.6,1311338168,751891417,670,1,2285
12,1576407725.543527,192.168.1.4,192.168.1.6,1311338838,751891417,24,1,2309
13,1576407725.545207,192.168.1.6,192.168.1.4,751891417,1311338862,24,0,2285
14,1576407725.548028,192.168.1.6,192.168.1.4,1567980858,2333830186,343,0,1942
15,1576407725.548533,192.168.1.4,192.168.1.6,2333830186,1567981201,99,1,2041
16,1576407725.548748,192.168.1.6,192.168.1.4,1567981201,2333830285,382,0,1659
17,1576407725.559240,192.168.1.4,192.168.1.6,2333830285,1567981583,2266,1,3925
18,1576407725.560248,192.168.1.6,192.168.1.4,1567981583,2333832551,74,0,3851
19,1576407725.560356,192.168.1.6,192.168.1.4,1567981657,2333832551,170,0,3681
20,1576407725.560669,192.168.1.4,192.168.1.6,2333832551,1567981657,79,1,3760
21,1576407725.560749,192.168.1.4,192.168.1.6,2333832630,1567981827,79,1,3839
22,1576407725.575727,192.168.1.4,192.168.1.6,2333832709,1567981827,670,1,4509
23,1576407725.575746,192.168.1.4,192.168.1.6,2333833379,1567981827,24,1,4533
24,1576407725.578148,192.168.1.6,192.168.1.4,1567981827,2333833403,24,0,4509
25,1576407725.579348,192.168.1.6,192.168.1.4,3341755505,1338375248,343,0,4166
26,1576407725.579858,192.168.1.4,192.168.1.6,1338375248,3341755848,99,1,4265
27,1576407725.580076,192.168.1.6,192.168.1.4,3341755848,1338375347,382,0,3883
28,1576407725.590374,192.168.1.4,192.168.1.6,1338375347,3341756230,2266,1,6149
29,1576407725.591182,192.168.1.6,192.168.1.4,3341756230,1338377613,74,0,6075
30,1576407725.591288,192.168.1.6,192.168.1.4,3341756304,1338377613,170,0,5905
31,1576407725.591581,192.168.1.4,192.168.1.6,1338377613,3341756304,79,1,5984
32,1576407725.591699,192.168.1.4,192.168.1.6,1338377692,3341756474,79,1,6063
33,1576407725.603244,192.168.1.4,192.168.1.6,1338377771,3341756474,670,1,6733
34,1576407725.603259,192.168.1.4,192.168.1.6,1338378441,3341756474,24,1,6757
35,1576407725.605561,192.168.1.6,192.168.1.4,3341756474,1338378465,24,0,6733
36,1576407725.606308,192.168.1.6,192.168.1.4,3333571751,471795955,343,0,6390
37,1576407725.607118,192.168.1.4,192.168.1.6,471795955,3333572094,99,1,6489
38,1576407725.607338,192.168.1.6,192.168.1.4,3333572094,471796054,382,0,6107
39,1576407725.617945,192.168.1.4,192.168.1.6,471796054,3333572476,2266,1,8373
40,1576407725.618732,192.168.1.6,192.168.1.4,3333572476,471798320,74,0,8299
41,1576407725.618834,192.168.1.6,192.168.1.4,3333572550,471798320,170,0,8129
42,1576407725.619259,192.168.1.4,192.168.1.6,471798320,3333572720,79,1,8208
43,1576407725.619268,192.168.1.4,192.168.1.6,471798399,3333572720,79,1,8287
44,1576407725.630210,192.168.1.4,192.168.1.6,471798478,3333572720,670,1,8957
45,1576407725.630222,192.168.1.4,192.168.1.6,471799148,3333572720,24,1,8981
46,1576407725.632646,192.168.1.6,192.168.1.4,3333572720,471799172,24,0,8957
47,1576407725.635736,192.168.1.6,192.168.1.4,3584512782,1120918335,343,0,8614
48,1576407725.636270,192.168.1.4,192.168.1.6,1120918335,3584513125,99,1,8713
49,1576407725.636485,192.168.1.6,192.168.1.4,3584513125,1120918434,382,0,8331
50,1576407725.646507,192.168.1.4,192.168.1.6,1120918434,3584513507,2266,1,10597
51,1576407725.647656,192.168.1.6,192.168.1.4,3584513507,1120920700,74,0,10523
52,1576407725.647808,192.168.1.6,192.168.1.4,3584513581,1120920700,170,0,10353
53,1576407725.648168,192.168.1.4,192.168.1.6,1120920700,3584513751,79,1,10432
54,1576407725.648179,192.168.1.4,192.168.1.6,1120920779,3584513751,79,1,10511
55,1576407725.659851,192.168.1.4,192.168.1.6,1120920858,3584513751,670,1,11181
56,1576407725.659863,192.168.1.4,192.168.1.6,1120921528,3584513751,24,1,11205
57,1576407725.663465,192.168.1.6,192.168.1.4,3584513751,1120921552,24,0,11181
58,1576407726.291156,192.168.1.6,192.168.1.4,574780937,557740451,343,0,10838
59,1576407726.291994,192.168.1.4,192.168.1.6,557740451,574781280,99,1,10937
60,1576407726.292304,192.168.1.6,192.168.1.4,574781280,557740550,382,0,10555
61,1576407726.302700,192.168.1.4,192.168.1.6,557740550,574781662,2266,1,12821
62,1576407726.303612,192.168.1.6,192.168.1.4,574781662,557742816,74,0,12747
63,1576407726.303765,192.168.1.6,192.168.1.4,574781736,557742816,245,0,12502
64,1576407726.304293,192.168.1.4,192.168.1.6,557742816,574781981,79,1,12581
65,1576407726.304624,192.168.1.4,192.168.1.6,557742895,574781981,79,1,12660
66,1576407726.349607,192.168.1.4,192.168.1.6,557742974,574781981,91,1,12751
67,1576407726.350153,192.168.1.6,192.168.1.4,574781981,557743065,539,0,12212
68,1576407726.401810,192.168.1.4,192.168.1.6,557743065,574782520,2070,1,14282
69,1576407726.444361,192.168.1.4,192.168.1.6,557745135,574782520,1020,1,15302
70,1576407726.464935,192.168.1.6,192.168.1.4,574782520,557746155,86,0,15216
71,1576407726.465849,192.168.1.6,192.168.1.4,574782606,557746155,108,0,15108
72,1576407726.468644,192.168.1.6,192.168.1.4,574782714,557746155,321,0,14787
73,1576407726.468773,192.168.1.6,192.168.1.4,574783035,557746155,54,0,14733
74,1576407726.505626,192.168.1.4,192.168.1.6,557746155,574783089,617,1,15350
75,1576407726.506436,192.168.1.6,192.168.1.4,574783089,557746772,53,0,15297
76,1576407726.522511,192.168.1.4,192.168.1.6,557746772,574783142,1421,1,16718
77,1576407726.523751,192.168.1.6,192.168.1.4,574783142,557748193,61,0,16657
