row_counter,identifier,index,time,cumul_sum
129,1,1,-442.0
130,1,2,-343.0
131,1,3,-244.0
132,1,4,-626.0
133,1,5,1640.0
134,1,6,1566.0
135,1,7,1321.0
136,1,8,1400.0
137,1,9,1479.0
138,1,10,1136.0
139,1,11,1235.0
140,1,12,853.0
141,1,13,510.0
142,1,14,609.0
143,1,15,227.0
144,1,16,2493.0
145,1,17,4759.0
146,1,18,4685.0
147,1,19,4450.0
148,1,20,4529.0
149,1,21,4608.0
150,1,22,4534.0
151,1,23,4299.0
152,1,24,4378.0
153,1,25,4457.0
154,1,26,4548.0
155,1,27,4009.0
156,1,28,4100.0
157,1,29,3561.0
158,1,30,4946.0
159,1,31,5037.0
160,1,32,4498.0
161,1,33,5883.0
162,1,34,7588.0
163,1,35,7502.0
164,1,36,7394.0
165,1,37,7073.0
166,1,38,7019.0
167,1,39,8404.0
168,1,40,11232.0
169,1,41,11849.0
170,1,42,11796.0
171,1,43,13058.0
172,1,44,12997.0
173,1,45,15825.0
174,1,46,15723.0
175,1,47,15621.0
176,1,48,15100.0
177,1,49,15728.0
178,1,1,-442.0
179,1,2,-289.54
180,1,3,-444.7199999999998
181,1,4,1594.12
182,1,5,1333.64
183,1,6,1455.3
184,1,7,1440.6399999999999
185,1,8,2645.600000000002
186,1,9,4093.48
187,1,10,3942.12
188,1,11,3584.4
189,1,12,4131.9800000000005
190,1,13,4523.04
191,1,14,5164.78
192,1,15,4912.919999999999
193,1,16,4822.799999999999
194,1,17,4259.48
195,1,18,4166.24
196,1,19,5484.519999999998
197,1,20,5983.9
198,1,21,7622.800000000001
199,1,22,8129.84
200,1,23,7874.2
201,1,24,7958.18
202,1,25,8079.84
203,1,26,8219.5
204,1,27,7704.4400000000005
205,1,28,8387.599999999997
206,1,29,11566.200000000006
207,1,30,12717.68
208,1,31,12727.600000000008
209,1,32,14914.52
210,1,33,19780.84
211,1,34,21253.9
212,1,35,20949.6
213,1,36,20391.3
214,1,37,20287.920000000002
215,1,38,19737.859999999997
216,1,39,19439.48
217,1,40,19110.94
218,1,41,18974.8
219,1,42,21077.64
220,1,43,20854.199999999997
221,1,44,23062.38
222,1,45,23184.04
223,1,46,23058.5
224,1,47,24797.44000000001
225,1,48,25269.02
226,1,49,25249.92
227,1,50,25045.34
228,1,1,-442.0
229,1,2,-266.92
230,1,3,1631.12
231,1,4,1335.22
232,1,5,1500.84
233,1,6,1446.500000000001
234,1,7,2108.64
235,1,8,1645.94
236,1,9,1362.6399999999999
237,1,10,4092.639999999998
238,1,11,4920.0
239,1,12,4668.72
240,1,13,4367.88
241,1,14,4426.88
242,1,15,6618.84
243,1,16,6443.1
244,1,17,7092.56
245,1,18,7117.820000000001
246,1,19,6675.28
247,1,20,6380.860000000001
248,1,21,7722.0000000000055
249,1,22,10987.72
250,1,23,14276.76
251,1,24,15593.24
252,1,25,15152.0
253,1,26,18780.5
254,1,27,20992.6
255,1,28,20539.38
256,1,29,19961.76
257,1,30,19582.26
258,1,31,19305.2
259,1,32,20891.76
260,1,33,20918.8
261,1,34,21056.420000000002
262,1,35,23340.640000000014
263,1,36,25288.9
264,1,37,25427.16
265,1,38,25147.38
266,1,39,25925.56
267,1,40,28583.94
268,1,41,28028.4
269,1,42,27874.079999999994
270,1,43,26765.640000000003
271,1,44,25951.06
272,1,45,25661.52
273,1,46,27738.2
274,1,47,27541.04
275,1,48,27866.960000000003
276,1,49,30016.59999999999
277,1,50,31530.12
278,1,1,-235.0
279,1,2,-252.3
280,1,3,1656.6
281,1,4,1607.1
282,1,5,2216.4
283,1,6,2792.0
284,1,7,3744.2
285,1,8,4530.6
286,1,9,4112.200000000001
287,1,10,5956.0
288,1,11,6733.0
289,1,12,6419.7
290,1,13,8328.6
291,1,14,8279.1
292,1,15,8888.400000000001
293,1,16,9464.0
294,1,17,10416.199999999999
295,1,18,11202.6
