index,time,src_ip,dst_ip,tcp_seq,tcp_ack,tcp_len,direction,cumul_sum
1,1576358517.138420,192.168.1.6,192.168.1.4,4132408940,3646159322,343,0,-343
2,1576358517.138830,192.168.1.4,192.168.1.6,3646159322,4132409283,99,1,-244
3,1576358517.139172,192.168.1.6,192.168.1.4,4132409283,3646159421,382,0,-626
4,1576358517.149654,192.168.1.4,192.168.1.6,3646159421,4132409665,2266,1,1640
5,1576358517.150513,192.168.1.6,192.168.1.4,4132409665,3646161687,74,0,1566
6,1576358517.150621,192.168.1.6,192.168.1.4,4132409739,3646161687,245,0,1321
7,1576358517.150889,192.168.1.4,192.168.1.6,3646161687,4132409739,79,1,1400
8,1576358517.151005,192.168.1.4,192.168.1.6,3646161766,4132409984,79,1,1479
9,1576358517.196652,192.168.1.4,192.168.1.6,3646161845,4132409984,91,1,1570
10,1576358517.200061,192.168.1.6,192.168.1.4,4132409984,3646161936,539,0,1031
11,1576358517.229496,192.168.1.4,192.168.1.6,3646161936,4132410523,1385,1,2416
12,1576358517.271192,192.168.1.4,192.168.1.6,3646163321,4132410523,1705,1,4121
13,1576358517.305388,192.168.1.6,192.168.1.4,4132410523,3646165026,86,0,4035
14,1576358517.305836,192.168.1.6,192.168.1.4,4132410609,3646165026,108,0,3927
15,1576358517.306404,192.168.1.6,192.168.1.4,4132410717,3646165026,321,0,3606
16,1576358517.308132,192.168.1.6,192.168.1.4,4132411038,3646165026,54,0,3552
17,1576358517.337432,192.168.1.4,192.168.1.6,3646165026,4132411092,617,1,4169
18,1576358517.337809,192.168.1.6,192.168.1.4,4132411092,3646165643,53,0,4116
19,1576358517.348388,192.168.1.4,192.168.1.6,3646165643,4132411145,1232,1,5348
20,1576358517.349793,192.168.1.6,192.168.1.4,4132411145,3646166875,61,0,5287
21,1576358517.849002,192.168.1.6,192.168.1.4,2856819286,2843868858,343,0,4944
22,1576358517.849581,192.168.1.4,192.168.1.6,2843868858,2856819629,99,1,5043
23,1576358517.849865,192.168.1.6,192.168.1.4,2856819629,2843868957,382,0,4661
24,1576358517.851261,192.168.1.6,192.168.1.4,2168795310,482699616,343,0,4318
25,1576358517.855590,192.168.1.4,192.168.1.6,482699616,2168795653,99,1,4417
26,1576358517.855954,192.168.1.6,192.168.1.4,2168795653,482699715,382,0,4035
27,1576358517.868258,192.168.1.4,192.168.1.6,2843868957,2856820011,2266,1,6301
28,1576358517.869965,192.168.1.6,192.168.1.4,2856820011,2843871223,74,0,6227
29,1576358517.870062,192.168.1.6,192.168.1.4,2856820085,2843871223,239,0,5988
30,1576358517.870347,192.168.1.4,192.168.1.6,2843871223,2856820324,79,1,6067
31,1576358517.870910,192.168.1.4,192.168.1.6,2843871302,2856820324,79,1,6146
32,1576358517.873270,192.168.1.4,192.168.1.6,482699715,2168796035,2266,1,8412
33,1576358517.874338,192.168.1.6,192.168.1.4,2168796035,482701981,74,0,8338
34,1576358517.874439,192.168.1.6,192.168.1.4,2168796109,482701981,239,0,8099
35,1576358517.874894,192.168.1.4,192.168.1.6,482701981,2168796348,79,1,8178
36,1576358517.875115,192.168.1.4,192.168.1.6,482702060,2168796348,79,1,8257
37,1576358517.908568,192.168.1.4,192.168.1.6,2843871381,2856820324,91,1,8348
38,1576358517.909030,192.168.1.6,192.168.1.4,2856820324,2843871472,539,0,7809
39,1576358517.918467,192.168.1.4,192.168.1.6,482702139,2168796348,91,1,7900
40,1576358517.924160,192.168.1.6,192.168.1.4,2168796348,482702230,539,0,7361
41,1576358517.948862,192.168.1.4,192.168.1.6,2843871472,2856820863,2070,1,9431
42,1576358517.965469,192.168.1.4,192.168.1.6,482702230,2168796887,1385,1,10816
43,1576358517.991109,192.168.1.4,192.168.1.6,2843873542,2856820863,1331,1,12147
44,1576358517.998244,192.168.1.6,192.168.1.4,2856820863,2843874873,148,0,11999
45,1576358518.007112,192.168.1.4,192.168.1.6,482703615,2168796887,2016,1,14015
46,1576358518.010035,192.168.1.6,192.168.1.4,2168796887,482705631,148,0,13867
47,1576358518.038822,192.168.1.4,192.168.1.6,2843874873,2856821011,296,1,14163
48,1576358518.039311,192.168.1.6,192.168.1.4,2856821011,2843875169,530,0,13633
49,1576358518.042298,192.168.1.4,192.168.1.6,482705631,2168797035,296,1,13929
50,1576358518.255648,192.168.1.4,192.168.1.6,2843875169,2856821541,2070,1,15999
51,1576358518.298927,192.168.1.4,192.168.1.6,2843877239,2856821541,13723,1,29722
52,1576358518.318655,192.168.1.4,192.168.1.6,2843890962,2856821541,3735,1,33457
53,1576358518.379822,192.168.1.6,192.168.1.4,2856821541,2843894697,610,0,32847
54,1576358518.381967,192.168.1.6,192.168.1.4,2168797035,482705927,637,0,32210
55,1576358518.384781,192.168.1.6,192.168.1.4,3831736839,20672544,343,0,31867
56,1576358518.385462,192.168.1.4,192.168.1.6,20672544,3831737182,99,1,31966
57,1576358518.385741,192.168.1.6,192.168.1.4,3831737182,20672643,382,0,31584
58,1576358518.399229,192.168.1.6,192.168.1.4,4181481753,177771583,343,0,31241
59,1576358518.403349,192.168.1.4,192.168.1.6,177771583,4181482096,99,1,31340
