,181_1_www.microsoft.com,181_2_www.microsoft.com,181_3_www.microsoft.com,181_4_www.microsoft.com,181_5_www.microsoft.com,181_6_www.microsoft.com,181_7_www.microsoft.com,181_8_www.microsoft.com,181_9_www.microsoft.com,181_10_www.microsoft.com,182_1_www.microsoft.com,182_2_www.microsoft.com,182_3_www.microsoft.com,182_4_www.microsoft.com,182_5_www.microsoft.com,182_6_www.microsoft.com,182_7_www.microsoft.com,182_8_www.microsoft.com,182_9_www.microsoft.com,182_10_www.microsoft.com,183_1_www.microsoft.com,183_3_www.microsoft.com,183_4_www.microsoft.com,183_5_www.microsoft.com,183_6_www.microsoft.com,183_7_www.microsoft.com,183_8_www.microsoft.com,183_9_www.microsoft.com,183_10_www.microsoft.com,184_1_www.microsoft.com,184_2_www.microsoft.com,184_3_www.microsoft.com,184_4_www.microsoft.com,184_5_www.microsoft.com,184_6_www.microsoft.com,184_7_www.microsoft.com,184_8_www.microsoft.com,184_9_www.microsoft.com,184_10_www.microsoft.com
27,163284.52,199520.94,172930.3,195156.3,213775.2,185837.3,188154.04000000007,285175.06,236613.3,186352.0,522241.3,885343.3999999998,574543.28,673852.88,679422.4,625965.72,504309.4000000001,590319.2000000001,690103.9199999999,473467.03999999963,739394.18,559960.2,698024.3599999998,584529.6,601944.74,601264.4,511393.3199999998,602769.1,483492.96,1322264.1,1404542.5800000005,1574242.98,1097089.76,1110002.16,1382359.4,1637889.1,1506891.9600000004,1642082.5,1375415.12
28,169865.63999999996,212587.60000000003,188253.52,206883.6,228152.04,187502.6,202478.8,284529.4,250221.64,193440.0,626048.28,944339.12,621474.2000000001,697870.04,719554.7999999998,675988.4400000001,551500.6000000001,610638.04,763535.52,556466.0399999999,782060.8799999999,591987.8,778687.9199999998,611045.2,648686.12,647140.84,552587.6,636277.52,520743.79999999993,1321551.84,1476621.719999999,1608905.12,1231366.92,1144099.3599999992,1459449.2,1697084.32,1612493.8800000004,1697999.4,1440576.2
29,178667.68000000005,226970.4,188556.48,220394.52,240310.3199999999,200841.77999999985,252224.6,318108.76,277713.4,196115.0,656195.2,946859.68,699761.6,728720.5199999998,746061.4,722991.64,598667.3,689354.6800000003,787395.9599999995,587200.88,809652.9,627731.16,840693.12,676690.48,686160.6799999999,692036.24,594881.2999999999,705079.9199999998,561279.36,1354843.3600000006,1525278.9,1693411.9,1294123.9200000002,1217498.5599999996,1469967.7999999996,1735718.4,1668825.4,1761944.5,1576982.96
30,182001.8,232276.8,200658.0,246420.60000000012,285650.8,226613.0,261660.4,337221.8,289118.0,198168.0,692452.4,949907.4,706646.4,804634.7999999998,748349.4,760781.2,599655.0,742465.0,845306.0,621365.0,881038.3999999996,701826.4,898532.0,720275.7999999998,726435.0,764189.7999999998,669650.0,762686.2,592840.0,1441202.2,1626582.0,1754685.8000000003,1358439.4000000004,1282314.0,1541607.0,1798525.3999999997,1743265.8000000003,1822107.0,1651073.8
31,186482.4,248684.82,222462.6,273828.72,289551.58,236351.98,276020.5600000002,342152.3999999999,296762.6000000001,222473.0,707028.06,953971.16,712427.76,859212.5599999998,757223.3599999999,837803.4799999994,630326.8000000003,815042.6800000005,905149.96,664577.1199999996,950506.84,763976.3600000001,902916.2,749125.6799999998,791401.2399999999,802665.4,729124.5999999995,779812.42,647735.16,1511626.3,1709055.1,1790126.5800000003,1423511.96,1360385.12,1605854.9,1907469.3,1816415.2800000003,1882373.5,1745214.72
32,222160.2,267316.48,238519.32000000004,303087.2,299317.12,247837.4,302007.88,368539.8,344343.68,228636.0,720408.7999999998,961033.88,743453.8,911977.1599999998,791152.8799999999,897991.5199999998,689094.8000000003,875791.1200000001,961630.5199999998,717432.84,995279.88,831929.4,979985.2,766155.7999999998,813948.2800000003,875731.88,812396.0799999998,799707.48,705652.6,1587385.48,1801746.96,1904834.68,1492262.04,1451625.4799999997,1671396.0,2048506.0399999996,1903634.560000001,1929637.4,1792665.0000000002
33,232056.4,266036.04,259601.18,312142.32,302121.34,254377.5,301973.6,402114.94,361186.3399999998,243232.0,739571.14,963665.16,757429.08,920531.88,858064.6799999998,938640.52,751632.5,921743.2,975235.28,785029.6000000002,1014338.98,918888.72,1031096.24,794474.7999999998,883269.2000000002,884589.7999999998,886959.9999999994,847418.96,735192.3999999998,1673075.5599999996,1871176.84,2009476.84,1599863.3600000003,1559137.0799999996,1711435.6,2166357.9,1944295.88,2011454.8,1896514.4800000002
34,243984.4,295213.04000000004,263680.08,320723.60000000003,314821.92,292982.6,301395.6,422673.56,376496.76,268913.0,747908.6,969004.88,785495.0800000002,944359.28,878843.32,943109.84,803156.2000000008,941248.24,982931.64,826739.48,1028961.4,921552.68,1072804.2000000002,854963.6,902615.4,904495.2,900025.68,939524.56,753556.2,1694837.88,1918797.52,2082461.0,1671561.1599999997,1665557.6,1739061.0,2236765.2,2074125.0,2076883.8,2006319.08
35,267137.4,323924.6000000001,268278.5,343390.5000000001,323670.90000000014,313779.8999999999,311339.0,445667.99999999977,400731.2,293628.0,802068.5,979871.8,856204.2000000002,969438.8,926783.0,965902.6,873404.0,948978.2,996668.6,837450.0,1104963.5000000002,1019175.0,1144443.8000000005,918733.0,927844.9000000005,985688.7999999998,948606.0,995407.0,819797.3999999998,1718150.8,1975419.7,2129803.4,1746083.0,1697409.6,1805861.5,2316917.5,2195342.4,2167609.0,2073716.2
36,276938.8,354207.1600000001,292637.0,360869.4,337121.48,337835.28,315001.96,459954.4,423034.0800000001,326955.0,862180.4,997124.6,911293.72,970193.76,965542.36,1006142.4799999995,932100.4,954850.4,997797.44,848429.2,1166659.28,1075890.56,1178610.16,943588.4,992471.92,1059524.32,1060578.4799999993,1033509.72,889941.7599999994,1769121.28,2013447.28,2170718.2,1781469.4,1757733.4,1835117.0,2355236.8,2281575.5600000005,2311159.4,2097256.88
37,288984.6,394353.9000000001,323251.12000000005,381086.3,336104.84,371484.3,317441.84,485244.4199999997,461109.9799999999,336439.0,931005.3,1017639.72,953879.8,1000759.08,966677.72,1043961.52,969323.7,959544.08,1002195.68,878786.2400000003,1172647.38,1128803.7200000002,1248032.5199999998,973712.8399999995,1030920.8,1114295.8,1177635.9,1037621.1,913710.48,1792791.88,2046616.12,2244223.02,1842127.88,1810220.2,1897788.4,2398330.1,2364155.5200000005,2411695.5,2134419.360000001
38,299280.84,413391.9600000001,355379.1599999999,395895.2,340976.16,405196.96000000014,318617.84,522432.9199999999,493102.44,348931.0,939080.52,1020311.64,963349.32,1013665.92,985341.6,1048202.4,974729.4,972994.84,1013193.6,940000.56,1174178.8,1218449.8,1275329.24,1020014.12,1057381.6,1137122.28,1232573.5199999998,1109497.44,970978.4,1871652.24,2065593.8,2296688.4,1926103.64,1862310.2,1945132.4,2446498.4,2480862.8000000003,2460493.6,2167833.92
39,322943.84,436273.68000000005,365319.56,417328.28,349002.06,431221.48,352227.8,547099.36,498665.54,404143.0,939556.2,1043498.6,968304.4,1041492.88,996953.16,1064878.28,989826.5,1025902.2,1027062.2799999996,956158.76,1190348.6599999995,1262939.36,1294349.2799999998,1047535.88,1152300.06,1137319.88,1268653.6,1153439.04,1049954.8399999994,1931750.22,2128243.9,2348812.9,1997417.48,1921218.6,2008314.9,2540747.1799999992,2507972.24,2486992.5,2263991.2
40,342983.0,467117.0,370258.0,427902.2,359209.0,437620.6,369873.8000000001,597923.8,544816.8,421994.0,957925.2,1063195.2,995176.4,1090424.8,1005691.4,1103292.3999999994,992906.0,1034703.8000000005,1056105.6,962087.2,1234929.4,1277194.4,1306038.6,1067341.0000000002,1236432.4,1172088.4,1294522.8,1268411.0,1102446.7999999996,2006493.8000000003,2189320.0,2417259.8000000007,2053406.6,1999985.6,2048688.0,2635361.6,2575308.0,2512528.0,2308338.2
41,354281.8,493861.38000000024,391489.1600000001,430529.32000000007,376806.22,450556.36,403231.4399999996,595562.1,551333.76,440885.0,977548.32,1091963.1599999995,1013160.16,1109033.5599999998,1039332.04,1115342.48,996428.0,1079255.76,1091058.48,986129.12,1315925.02,1295766.04,1320336.36,1145344.92,1286205.4,1196536.16,1301679.34,1314281.7,1140961.8,2065393.3,2218280.66,2500493.1,2125912.12,2100458.919999999,2121828.6,2770482.44,2670144.76,2623783.5,2347488.28
42,364434.08,520406.32,421403.6399999999,453992.4,384596.24,477943.48,423390.4,608219.2400000001,572879.48,443715.0,990085.4,1134367.0400000005,1046525.9600000004,1117017.48,1091540.84,1121430.88,1005225.4,1100785.28,1118060.8,1037847.24,1322370.4,1298780.68,1354205.6,1205267.56,1306529.08,1251076.0,1318402.64,1325288.2,1251010.88,2186445.88,2274475.52,2596145.72,2189817.96,2197501.8,2177219.8,2840970.12,2775646.0800000005,2681826.0,2391840.52
43,379229.32,550426.28,452877.8000000001,469681.7,413377.64,509102.7,455207.52,609342.18,591431.38,472153.0,989305.5,1156967.04,1079949.32,1127946.88,1138462.16,1133754.28,1025109.1,1101663.04,1146786.44,1039646.56,1336909.3,1322818.04,1365241.52,1258121.4,1318827.54,1286798.56,1343178.1,1358110.02,1299957.28,2282674.14,2315051.08,2593878.26,2271136.32,2279730.36,2258660.2,2912929.9,2899484.64,2748905.4,2463051.0800000005
44,392754.2,548716.12,467243.56,484433.92,432813.31999999995,540992.9999999999,475849.2400000002,611088.2,587313.28,476586.0,1020276.88,1157223.84,1082651.24,1140759.4,1142979.7999999998,1142116.76,1072551.0,1107881.64,1151784.4,1041707.44,1346498.7999999998,1354432.12,1389125.5999999994,1312649.48,1334858.8,1297547.96,1355393.56,1362360.08,1322162.4,2400196.56,2419708.24,2599504.92,2332613.9600000004,2297574.52,2362287.2,3018830.2,2982886.4,2840953.0,2511818.44
45,415846.0,558496.2000000001,474408.00000000006,499855.7,453220.50000000006,545846.5,520339.99999999977,612686.8,594321.3,497008.0,1052053.7,1161302.0,1092791.0,1146314.2,1151565.8,1144238.8,1082998.5,1119022.4,1162833.2,1085266.0,1394917.9999999998,1363415.0,1478358.8,1336044.8,1345122.9,1313352.2,1411171.7999999996,1469148.0000000002,1347254.2,2432489.6,2459155.5,2608176.9,2351256.8,2363137.0,2447989.5,3110544.5,3071131.8000000007,2954269.5,2547643.4000000004
46,418587.8000000001,577339.3200000001,484746.96,518794.8000000001,466327.28,562894.28,547497.68,612957.3200000001,605857.48,507516.0,1099552.32,1175197.12,1109599.64,1162136.44,1160090.88,1148946.16,1126487.8000000007,1131901.72,1172521.44,1091426.28,1450479.6,1389473.6,1518474.56,1346706.64,1360168.48,1324378.52,1509790.52,1530003.64,1394811.24,2517286.6,2521580.04,2599943.36,2388991.68,2405657.72,2553503.4,3216371.9599999986,3146762.04,3054477.6,2573129.76
47,430370.28,596531.6400000001,518306.76,532369.12,484797.74,571533.24,560137.96,615455.26,608236.7000000001,528836.0,1106434.9,1181787.08,1126195.08,1164028.6,1174488.88,1159097.12,1141742.0,1138055.44,1184846.12,1105820.8,1518140.5,1389083.4,1534153.7599999998,1361567.36,1433581.84,1424031.0799999991,1518714.46,1538614.68,1475966.4,2604581.100000001,2588128.06,2607615.56,2420618.6,2463524.8,2606590.8,3339393.1,3256095.2,3152161.8999999994,2586500.72
48,449790.96,605761.8400000001,535050.48,534255.3999999999,501423.6,585595.9999999999,558420.7999999999,616739.88,602582.32,539917.0,1131096.84,1193734.6400000004,1146399.32,1173089.08,1188823.96,1163178.92,1147780.4,1150651.84,1199552.5599999998,1121258.8,1531682.28,1447309.68,1560855.28,1378766.24,1516845.0,1472081.12,1537575.76,1542001.84,1499775.56,2616796.600000001,2579011.8,2629470.8,2438053.08,2534455.48,2608810.8,3466939.16,3358603.8,3261716.399999999,2595299.12
49,496625.36,601117.76,544088.7000000001,553832.7,542582.6799999999,594241.34,563980.2,619125.74,602557.84,555555.0,1141083.82,1214266.92,1146555.96,1173090.04,1196386.24,1162889.96,1150300.5,1153448.48,1206059.16,1128654.12,1531572.36,1537271.4,1560558.64,1429067.88,1527619.62,1490337.84,1537632.88,1541744.08,1515507.52,2608442.2800000003,2579883.7,2636002.24,2438122.16,2586843.0,2613347.5,3495438.0799999987,3449398.4,3392174.8,2582605.2
50,103.0,139.0,128.0,124.0,115.0,126.0,124.0,164.0,154.0,114.0,214.0,248.0,211.0,253.0,243.0,257.0,195.0,219.0,235.0,201.0,223.0,237.0,247.0,202.0,214.0,196.0,227.0,235.0,205.0,290.0,277.0,332.0,225.0,248.0,290.0,328.0,306.0,308.0,275.0
51,241.0,272.0,261.0,263.0,214.0,241.0,222.0,283.0,263.0,236.0,383.0,428.0,401.0,449.0,425.0,445.0,370.0,375.0,417.0,345.0,520.0,541.0,571.0,520.0,547.0,526.0,554.0,544.0,509.0,819.0,766.0,931.0,667.0,864.0,805.0,1201.0,1132.0,1177.0,747.0
52,24495.0,39262.0,33193.0,32523.0,30439.0,36356.0,32578.0,50711.0,47355.0,30358.0,53833.0,63107.0,53048.0,60167.0,61743.0,60032.0,49561.0,55899.0,59644.0,49275.0,63458.0,71248.0,70043.0,62601.0,64726.0,60849.0,63932.0,65561.0,62981.0,121096.0,128296.0,120188.0,70951.0,75149.0,115604.0,143263.0,108447.0,119790.0,128218.0
53,546331.0,641768.0,593549.0,594625.0,599999.0,631906.0,624214.0,671370.0,649921.0,596971.0,1197625.0,1278529.0,1208041.0,1236241.0,1259084.0,1223276.0,1210931.0,1219254.0,1268113.0,1178920.0,1595147.0,1616927.0,1630977.0,1562778.0,1603812.0,1567471.0,1601622.0,1607631.0,1603523.0,2728280.0,2695831.0,2757905.0,2513801.0,2670770.0,2722748.0,3675763.0,3618063.0,3605754.0,2697268.0
