,338_1_www.mindmeister.com,338_2_www.mindmeister.com,338_3_www.mindmeister.com,338_4_www.mindmeister.com,338_5_www.mindmeister.com,338_6_www.mindmeister.com,338_7_www.mindmeister.com,338_8_www.mindmeister.com,338_9_www.mindmeister.com,338_10_www.mindmeister.com,339_1_www.mindmeister.com,339_2_www.mindmeister.com,339_3_www.mindmeister.com,339_4_www.mindmeister.com,339_5_www.mindmeister.com,339_7_www.mindmeister.com,339_8_www.mindmeister.com,339_9_www.mindmeister.com,339_10_www.mindmeister.com,340_1_www.mindmeister.com,340_2_www.mindmeister.com,340_3_www.mindmeister.com,340_4_www.mindmeister.com,340_5_www.mindmeister.com,340_6_www.mindmeister.com,340_7_www.mindmeister.com,340_8_www.mindmeister.com,340_9_www.mindmeister.com,340_10_www.mindmeister.com,341_1_www.mindmeister.com,341_2_www.mindmeister.com,341_4_www.mindmeister.com,341_5_www.mindmeister.com,341_6_www.mindmeister.com,341_7_www.mindmeister.com,341_8_www.mindmeister.com,341_9_www.mindmeister.com,341_10_www.mindmeister.com
28,1788982.88,832057.8799999999,378243.88,914976.28,1753882.44,1972676.48,2404030.04,344562.47999999986,1985525.0,483500.5599999997,1309088.96,891271.359999999,997511.24,1181356.6,1133746.7199999995,1290465.9999999998,1126436.16,965456.0,1168474.4,2208988.84,2258652.96,2055593.2,2200561.0,2713365.56,2247078.68,2614498.0,2233713.5600000005,2050378.88,2224717.76,1171191.6800000013,1001259.4,1365980.56,1351474.2,1307756.3999999994,1763404.4,1335289.1999999995,1335823.88,806281.4
29,1926702.48,894500.08,434464.6,973634.8,1806285.08,2055095.64,2570114.14,427230.28,2111232.68,512766.72,1448864.0,997241.36,1119475.8,1275577.0,1254732.74,1352353.96,1168704.2399999998,1117323.2,1228657.2000000002,2274867.8000000007,2372516.64,2212989.52,2228917.5,2945101.600000001,2314583.9600000004,2664334.1,2374113.8000000003,2137577.52,2405133.020000001,1333205.9,1111776.0399999998,1362308.04,1430004.36,1524843.8000000003,1900544.0,1435564.4000000004,1405391.9599999995,881702.12
30,2054434.4,906061.0,504707.99999999994,1081284.8,1967914.4,2087528.6,2708866.8,483404.6,2198204.0,607713.9999999999,1556083.200000001,1099456.4,1216473.5999999996,1332961.0,1373980.6,1472385.2,1288988.1999999988,1193984.0,1337928.0,2511294.200000001,2494959.0,2256434.8,2304435.0,3210267.2,2477869.4,2835537.0,2573211.400000002,2277363.0000000005,2580550.000000001,1483246.4000000008,1300026.3999999994,1486292.4,1615363.0,1683392.0,2018740.0,1533399.0,1706932.0,977664.2
31,2135486.200000001,994259.44,567906.76,1188685.56,2056329.38,2230071.96,2824821.4,547068.92,2271175.04,641684.52,1740460.9599999997,1224015.56,1313726.1,1382477.7999999996,1495243.4,1563618.879999999,1406106.16,1314806.0000000002,1531424.4,2659762.16,2621541.2,2398026.72,2507901.0,3465123.8000000007,2551572.9200000004,3114210.2000000007,2817001.2800000007,2430486.1,2673614.44,1656126.360000001,1451855.0399999996,1609552.959999999,1734097.9,1845582.8000000003,2132518.04,1733739.0000000002,1814501.52,1053728.4800000004
32,2263671.12,1077415.96,619710.7999999999,1257214.64,2220388.44,2346093.16,2853584.8,619944.24,2370154.16,689314.12,1840730.44,1323967.4,1402774.12,1450787.4,1601051.24,1679265.92,1496368.1599999997,1400905.8,1634636.2,2692048.6,2666357.68,2513883.84,2701160.0,3729124.6,2667393.52,3352297.2,3058972.8400000012,2583078.240000001,2757722.200000001,1933367.92,1559431.119999999,1684213.6,1833049.76,1988832.4,2255944.44,1864054.8,1901110.8,1201149.0000000002
33,2352710.52,1117618.76,646953.1599999999,1337971.0000000002,2406076.3,2406841.28,2948697.94,686427.7,2499535.72,757672.24,1925628.56,1407367.88,1464739.14,1492069.0,1707342.4,1820948.38,1600868.519999999,1547868.7999999996,1648423.7,2929991.5200000014,2762988.08,2596689.96,2908184.0,3960867.4,2675568.8000000003,3626044.0,3210178.48,2719922.04,2997922.680000001,2065939.0,1670113.36,1830948.88,2018846.44,2108379.0,2349522.16,2154288.8,2001674.36,1312912.4
34,2453516.4400000004,1238289.4799999995,699335.88,1372048.84,2562363.12,2442360.64,2972421.32,757939.7199999995,2559145.04,780170.6,1929562.16,1530641.9999999998,1545052.239999999,1531603.1999999997,1811983.3599999992,1937607.28,1645812.36,1659725.200000001,1756902.2000000004,3160885.9600000014,2970240.16,2683818.2800000003,3128498.0,4134412.4,2826976.68,3848998.2000000007,3371403.4,2886128.2399999993,3261198.72,2214609.4,1788339.7199999997,1959071.8,2200403.0,2191330.0,2422135.4,2293501.8000000003,2089256.4,1393076.84
35,2582690.2,1351094.7999999998,739893.9999999999,1452624.4000000006,2706530.4,2525825.6,3046787.0,833784.7999999997,2614730.9999999995,859577.3999999997,1933610.4,1640583.1999999988,1703509.1,1561962.0,1901386.0,1945221.2,1678022.8,1820870.0,1854488.5,3391612.4000000013,3157923.6,2820238.4,3304750.5,4361538.0,2908078.2,4124688.0,3565273.4000000013,3152976.400000001,3539046.2000000007,2360901.600000001,1958357.6,2144799.0,2333746.5,2263103.0,2505253.0,2433460.5,2215612.8,1467650.0000000002
36,2695912.720000002,1440794.08,778519.04,1541392.9200000009,2736255.2,2630892.24,3150389.52,875178.24,2702600.6,974390.76,2021955.64,1749746.72,1790178.2399999998,1670512.2,1920701.4,2043723.56,1778443.72,1914899.0,1931891.8,3602681.4,3322406.720000002,2944034.4399999995,3545687.0,4563196.88,3117089.56,4424732.6000000015,3718294.6,3388142.2,3736959.720000002,2534587.2800000003,2107196.24,2432622.84,2441986.600000001,2372821.4000000004,2542448.8400000003,2554896.4000000004,2384261.7199999997,1573792.84
37,2759013.12,1509873.2000000004,859754.24,1632017.7200000002,2884520.22,2688296.96,3255291.8000000007,904076.3,2799081.12,1067847.9200000002,2098528.8400000003,1857542.52,1845822.96,1740555.7999999996,1929800.6,2139054.18,1863005.28,1922079.8,1939711.6,3836627.24,3553408.6,3109230.08,3756216.0,4584219.319999998,3157762.2800000007,4651451.4,3901052.72,3633780.32,3979183.88,2662522.3600000017,2232869.12,2599310.08,2580829.56,2500272.600000001,2603675.8,2655699.5,2546741.04,1714847.28
38,2798486.08,1584028.24,911255.1999999998,1696097.92,2929646.0400000005,2747502.32,3340693.3199999994,951122.76,2896544.16,1168305.2,2240895.16,1893656.48,1870831.12,1837018.2,1933033.72,2318935.64,1936571.32,1925897.0,1983408.4,4000350.76,3749488.52,3167435.839999998,3935845.0,4667976.4,3175718.92,4895338.8,4177142.720000001,3879539.680000003,4236586.08,2770057.8000000003,2364780.92,2721697.76,2720838.44,2634593.2,2680155.4,2738562.2,2643988.24,1809662.4400000004
39,2887449.68,1625789.7599999998,962031.84,1713957.32,2987310.24,2763827.24,3466872.22,987942.5599999998,3022958.9999999986,1197338.24,2384557.56,1925974.62,1916738.74,1871897.6,1941093.0,2536932.4799999986,1942065.58,1932675.8,2060146.5,4250380.000000001,3954166.2800000017,3373655.9599999976,4200461.0,4740849.4,3280040.6,5174686.2,4376321.18,3995750.54,4586359.280000002,2870914.5400000005,2538977.7199999983,2871788.72,2881794.22,2726083.2,2779728.88,2825146.6,2781317.4399999995,1956691.32
40,2908141.2,1723458.5999999994,1024312.7999999992,1716874.8,3045930.6,2854964.4,3586539.0,1091424.6,3139163.2,1264348.8,2455313.0000000005,1931792.6,1947023.8,1957778.0,2011774.6000000003,2621479.0,1946426.0,1965757.0,2185679.0,4342846.800000004,4095955.6,3573776.5999999987,4366360.0,4973625.800000002,3490174.4000000013,5195265.0,4564028.0,4012144.6,4927063.6000000015,2986160.200000002,2690783.6,3012068.8,2982863.0,2829494.0,2836581.2,2902423.0,2914297.3999999994,2088480.2
41,2976924.72,1810792.68,1064437.0399999986,1721739.72,3084429.1,3024103.759999999,3780182.34,1138925.2199999995,3256641.08,1334277.2799999996,2473840.08,1958793.7,1979356.54,1998506.6,2179463.88,2665294.32,1965669.64,2017765.8,2334776.2,4370018.76,4155394.0,3701873.0,4408497.0,5020952.48,3643790.4,5237513.0,4682949.38,4089085.2,5118185.08,3097716.68,2811735.44,3148557.199999999,3057464.6,2942988.6,2909499.96,2985101.6999999993,3064592.72,2217642.52
42,2999150.24,1908665.0800000003,1074641.0799999991,1731726.92,3122741.92,3107193.2,3945973.12,1185146.9999999998,3395167.799999998,1402645.6799999995,2476438.04,1993419.6,2006800.4,2010537.0,2336471.8,2682779.84,2062642.76,2116282.4,2453114.0,4380456.6000000015,4255620.6,3884840.24,4425538.0,5091207.24,3869472.920000002,5349905.8,4739107.52,4323978.279999998,5163649.76,3197183.16,2925861.28,3246675.0,3109987.64,3047510.400000002,2979027.56,3034284.0,3182898.3200000008,2372974.24
43,3041999.2,2013127.16,1133184.76,1736286.52,3150279.88,3176835.24,4095598.86,1278086.7,3533844.8399999994,1507656.0,2482263.48,1995453.26,2013774.82,2174388.4,2496349.94,2689921.32,2166316.919999999,2282179.4,2489366.1,4463042.800000002,4283712.320000002,4104155.4,4435159.5,5110523.04,4065672.32,5353071.1,4751906.78,4525833.62,5186882.66,3293007.3200000008,3052082.12,3320064.28,3189561.56,3148943.2,3059608.360000001,3119890.2,3339209.08,2507368.120000001
44,3100347.16,2101175.32,1162938.2,1766481.92,3156591.6,3269439.04,4181166.879999999,1379868.7600000007,3650580.76,1607370.6,2488256.12,2016727.76,2077117.8,2344168.8,2698508.7600000007,2695890.6,2240531.84,2425291.6,2512736.4,4533957.16,4461948.8,4344578.039999999,4535550.0,5119720.28,4256203.32,5416455.4,4827972.960000001,4645480.44,5253329.04,3330470.56,3198725.96,3324829.08,3269225.48,3293215.0,3143407.24,3172830.0,3343695.04,2637872.0800000005
45,3170695.0,2104702.4,1252163.799999999,1870188.4000000013,3163894.4,3342791.6,4368619.500000001,1458548.2,3824619.8,1674980.799999999,2490103.4,2141212.8,2209501.5,2514654.0,2875254.4,2699095.9,2282837.2,2608736.0,2521741.0,4588605.2,4586838.6,4412143.8,4566850.0,5126879.2,4456962.4,5605006.0,4905515.5,4687315.7,5340079.9,3355823.5000000005,3322191.5999999987,3333394.6,3338168.2,3355057.0,3204760.4,3289840.0,3372715.6,2854800.8000000007
46,3238618.96,2108041.88,1334558.4,1927182.36,3166785.44,3399785.92,4509636.28,1462466.08,3906115.52,1785756.56,2524868.88,2303416.32,2374222.2,2599498.6,2918450.8000000007,2706896.6,2297752.96,2615980.6,2526289.0,4821155.64,4602202.12,4437858.32,4610897.0,5153868.4,4687960.48,5730744.4,5045016.560000003,4808348.2,5407504.720000002,3396799.92,3347645.8799999994,3365594.8,3376402.24,3364544.6,3384504.32,3347647.8,3410518.28,2991743.320000001
47,3249884.64,2136689.12,1412415.6399999997,1961892.36,3170134.94,3415601.76,4634499.72,1462950.02,4020738.36,1790491.68,2527076.52,2322648.92,2586085.32,2605212.2,2934928.18,2731883.82,2302873.72,2620924.8,2530885.9,4827133.08,4609984.6,4448005.04,4686087.0,5161856.68,4722952.92,5736846.2,5198456.12,4972791.62,5606150.9,3403155.38,3356383.78,3394074.48,3416825.86,3421001.0000000005,3434593.08,3381501.7,3415494.52,3070425.68
48,3253802.12,2139419.84,1469711.76,1966335.92,3197417.68,3424666.6,4638405.2,1469449.0,4027626.12,1796571.32,2528394.36,2328656.12,2760162.3199999984,2608265.6,2941507.72,2735383.56,2308515.48,2627842.4,2533061.2,4837344.08,4615841.12,4457618.48,4882437.0,5169781.08,4731222.76,5743893.8,5205690.32,4982958.12,5634397.76,3409193.56,3390695.28,3399431.08,3423681.72,3426396.6,3440846.24,3405806.4,3422200.44,3138925.04
49,3259956.72,2142857.68,1477254.64,1968864.8,3197377.84,3428089.04,4644492.56,1471152.5599999996,4036452.76,1800389.24,2535131.32,2337353.22,2810052.1,2613015.6,2946743.14,2735354.28,2313691.68,2631886.4,2562596.1,4841227.04,4623017.28,4464444.32,4889213.5,5178047.6,4736891.12,5749055.3,5211399.98,4991433.9,5642438.28,3414028.18,3418046.72,3406386.04,3428960.54,3432684.8,3470609.08,3418964.6,3427928.84,3210332.3200000008
50,274.0,292.0,262.0,252.0,304.0,276.0,275.0,259.0,266.0,251.0,392.0,363.0,356.0,363.0,347.0,413.0,366.0,355.0,382.0,464.0,458.0,460.0,465.0,532.0,477.0,476.0,466.0,483.0,454.0,406.0,387.0,380.0,414.0,405.0,429.0,399.0,411.0,300.0
51,822.0,634.0,550.0,604.0,779.0,802.0,916.0,508.0,938.0,541.0,850.0,738.0,897.0,797.0,820.0,848.0,721.0,735.0,783.0,1148.0,1088.0,1212.0,1210.0,1382.0,1215.0,1229.0,1287.0,1320.0,1267.0,1007.0,992.0,832.0,1013.0,985.0,1273.0,1016.0,941.0,814.0
