,14_1_www.b-tu.de,14_3_www.b-tu.de,14_4_www.b-tu.de,14_5_www.b-tu.de,14_6_www.b-tu.de,14_7_www.b-tu.de,14_8_www.b-tu.de,14_9_www.b-tu.de,14_10_www.b-tu.de,15_1_www.b-tu.de,15_2_www.b-tu.de,15_3_www.b-tu.de,15_4_www.b-tu.de,15_5_www.b-tu.de,15_6_www.b-tu.de,15_7_www.b-tu.de,15_8_www.b-tu.de,15_9_www.b-tu.de,15_10_www.b-tu.de,16_1_www.b-tu.de,16_2_www.b-tu.de,16_3_www.b-tu.de,16_4_www.b-tu.de,16_5_www.b-tu.de,16_6_www.b-tu.de,16_7_www.b-tu.de,16_8_www.b-tu.de,16_9_www.b-tu.de,16_10_www.b-tu.de,17_1_www.b-tu.de,17_2_www.b-tu.de,17_3_www.b-tu.de,17_4_www.b-tu.de,17_5_www.b-tu.de,17_6_www.b-tu.de,17_7_www.b-tu.de,17_8_www.b-tu.de,17_9_www.b-tu.de,17_10_www.b-tu.de
21,169801.74,245425.08,188218.60000000006,414585.88000000006,208607.96,123281.95999999995,296893.2000000001,145508.04,364316.5199999998,57123.12,101022.68,89066.96,87076.64,270177.04000000004,121901.15999999995,116802.68,53438.39999999997,160772.91999999998,352830.1600000001,245326.48000000004,136747.4,131728.31999999998,117871.44,353246.8,293982.5,107591.0,118132.42,108537.39999999998,378381.2400000001,153049.9,130723.60000000002,252324.4,185414.68000000017,206588.16000000003,376052.2400000001,130945.84,261308.0,60913.58,101251.96
22,197861.64,278897.8399999999,232673.20000000013,489735.32,245316.04,170051.84,352937.8000000001,175839.59999999998,411721.64,56513.36,100637.68,90202.16,89477.32000000007,296334.88,122226.72,156621.63999999996,83865.56,181499.44,395058.64,287813.2799999999,160216.28,159866.00000000006,139559.72000000006,395715.36,331587.6,140635.4,120284.64,139932.36000000002,428225.04,175037.16,158469.96000000017,280492.60000000003,244435.96,261137.32,413167.28,150246.31999999998,298242.0,91205.48,103224.68
23,229010.48,321197.8399999999,268355.2000000001,529229.08,275174.67999999993,193590.36,426938.79999999993,229230.8799999999,444844.2,83800.76000000004,104278.84,92352.06,99166.44,337054.52,130949.72,196249.11999999988,85377.16,198751.16,436890.6,316445.44,174750.56000000008,184633.0,169543.0800000001,445920.24,358431.99999999994,170156.0,123896.56000000008,165495.63999999993,461452.36,207136.44,206889.48000000004,306451.8,291636.68,332407.52,448476.72,204030.87999999983,341016.0,103968.32,105448.4
24,281735.88,364247.2,315907.6000000004,569423.12,312849.88,216953.68,470255.8000000002,270855.52,501494.08,92483.12,105404.88,104467.92000000007,98212.72,365164.96,139447.27999999994,222612.35999999987,85338.92,226806.88,470895.44,356057.52,237949.27999999988,222300.0800000001,214771.0,479512.96,396285.6,191643.39999999997,143362.59999999998,197697.0,530586.52,269093.7600000001,249033.24,349281.0000000001,316795.08,362114.52000000025,508201.6,236752.08,388658.0,130338.55999999994,149297.92000000007
25,315440.5,401702.0,371298.0,611159.0,343740.0,253457.0,510921.0,317284.0,540699.0,92316.0,116666.0,127261.0,99633.0,417962.0,179301.99999999977,245731.0,87653.0,246599.0,507644.0,381696.0,259820.0,259412.0,248766.0,531610.0,404952.5,216281.0,187288.0,247503.9999999998,579083.0,307639.0,293215.0,408335.0,369289.0,415166.0,553080.0,258056.0,454468.0,145686.0,183075.00000000003
26,365463.76000000007,452368.04,397649.8000000001,663600.0399999998,363869.76000000007,289412.7200000001,530288.4,389339.16,577289.64,93468.4,115705.28,143625.92000000013,103771.36,436934.04,216376.8,278906.8399999998,87466.92,276786.32,554091.4400000001,418729.6,281949.4400000001,287259.91999999987,288788.52,582542.28,441222.4,251128.2,215836.72000000012,276408.2399999999,615929.68,344295.28,343410.36,450300.2,402416.92,432090.6,613204.32,304827.04,504218.0,169677.24000000005,201135.88000000015
27,415306.76,502909.4000000001,442152.6000000001,683670.42,402129.4799999999,328615.1599999998,534725.0,428370.0800000001,595764.7999999999,112666.64000000019,117578.64,177882.84000000023,103735.32,519502.64,263683.04,310825.43999999994,105906.96,324493.63999999966,600126.52,446147.20000000007,317675.04000000004,338515.16,316137.44,595001.6,477162.1999999998,280099.59999999986,243199.44000000012,291720.1999999999,651020.8,382777.4800000002,383852.04,510998.2,430601.23999999993,485790.96,645674.08,349970.1599999997,556888.0,207600.60000000006,243856.6
28,453092.36,525068.1199999996,486951.40000000026,727702.6,444030.84,358389.76,579013.2,469216.64,609855.36,144744.96000000017,133231.84000000005,197836.84,108201.52,569524.12,298004.31999999995,335027.2,146912.63999999996,355534.95999999985,653287.2399999999,468962.4,347710.32,381270.2,348495.9600000002,625251.4799999996,490433.2,311550.8,297898.2,324208.92000000004,705897.96,430545.92,421587.8,548900.2,474254.6,538865.0800000001,707660.96,375534.96,555403.0,242927.32000000012,266005.64
29,504557.04,582729.08,510430.20000000007,778196.2399999999,485003.4,400908.28,586131.7000000002,509087.2,653680.68,194782.7200000001,167415.52000000008,226742.36,108053.36,607019.22,324686.72,365716.9599999999,173374.08000000002,382043.08,681234.84,509205.2,374654.1599999999,420480.2,382116.0800000001,658760.1599999998,513494.99999999994,352536.3999999999,335846.87999999983,356491.8399999999,749180.6,466728.84,439662.04,581156.6000000001,522813.4800000002,578641.44,760157.6,413636.0799999999,602554.0,268520.55999999994,298939.48000000016
30,564225.8000000003,590093.4,549079.0,827721.9999999999,520105.3999999999,437768.4,606569.0,571198.4,715387.5999999999,226997.0,183948.40000000005,250624.8,131287.2,652241.6,343706.0,408547.2,197142.40000000008,411507.59999999974,712339.0,545966.0,425016.3999999999,439532.00000000006,414349.6000000001,713085.6,555367.0,379098.0,355794.4,394880.4,810063.0,475522.4,472072.20000000007,605821.0,548878.6,610292.2000000001,815981.2,456781.6,621780.0,302348.1999999999,329879.4
31,607124.5599999998,658515.32,593919.4,876657.92,561798.4799999996,490388.92,644207.1000000001,609375.84,768821.7199999995,231129.4,200660.08,285347.8,159670.56000000008,695501.4,383293.1599999997,440883.43999999994,223643.68,435154.12,742832.6,572907.4400000002,442820.44,477352.4,453836.76000000007,747117.6,599990.6,413632.7999999997,391347.24,425458.84,848006.1799999998,501471.48,500878.36,635741.4,591930.7600000001,641476.8799999999,850656.4,480421.52,624577.0,341694.64,366684.28000000014
32,669320.48,671312.6,633031.0,935732.9599999998,586271.72,526846.4,686677.4,617786.72,834505.48,250153.2400000001,212818.24,304386.68,188131.04,735212.64,426696.5199999998,499638.48,256899.68,468245.5199999998,769066.0,605325.6,453349.28,530069.4400000002,481524.44,793983.2799999998,638406.8,442387.2,412457.04,450593.67999999976,887790.04,541747.6,517502.2,677341.8,605475.7200000001,689954.36,881456.7999999998,511244.64,626698.0,382209.0800000001,400938.6
33,736169.32,679873.4,674744.4,975062.4799999995,593931.5599999999,546717.62,699794.6,640569.44,891348.96,269792.2,243982.56,325323.52,202320.36000000004,760630.88,474386.76,537230.72,289205.12000000005,471831.78,776312.0,624876.24,491655.52,563300.2,537643.24,841365.32,665069.6999999997,467020.8,447392.12000000005,484116.12,906082.5599999998,581356.04,571846.76,728286.2,646192.68,734422.64,937183.52,537921.36,637485.0,414817.52,408953.4
34,785892.8399999997,713335.36,722877.6000000003,1019939.12,635753.52,548991.7999999999,732075.4,653141.36,957423.6,304627.32,266715.44,367699.8,216564.2799999998,776269.68,509738.68,569670.12,324880.88,474298.72,849906.04,632053.28,513836.56000000006,616114.6,580793.24,881026.96,675920.8,506256.5999999999,486582.08,536819.4799999996,967808.16,601427.2000000001,608636.52,747403.6000000002,702759.32,772155.08,974851.88,559517.28,685775.0,430570.3600000001,471630.76000000007
35,799348.0,765206.4000000001,778904.0,1067035.0,674490.0,565691.6,799731.0,711114.4000000001,1024244.8,309287.4,290099.40000000014,401130.40000000026,240336.2,785578.2999999998,544692.2,588849.7999999999,358716.0,488437.3999999999,849156.2,659349.8,544244.8,624682.8,588992.4,889114.6,695540.0,542285.0,508914.2000000003,563543.1999999997,966825.6,642326.6,637918.6,773236.0,751856.6,785586.8000000002,1016804.0,579069.2,705797.0,473654.40000000026,500817.4000000001
36,815419.4,796484.8,834240.0000000001,1085569.16,702058.8799999999,601737.2,835022.4,775766.2800000001,1065643.0,328106.52000000025,320433.96,433794.44000000006,276897.32,823928.72,580083.16,622514.24,396510.4,512784.2,851685.36,661237.8,585659.16,649663.1200000001,610606.0399999999,925463.2,725089.0,568838.0,550987.0399999999,602417.48,974539.8,682496.48,663789.16,802247.0,794256.44,817920.6,1019095.08,595433.28,728292.0,506752.0399999999,529132.04
37,849917.56,815525.04,879755.2,1146222.58,747640.96,653604.66,835306.3,801551.4799999996,1069065.8,350053.80000000005,351483.08000000013,457965.28,299526.84,856221.98,587273.4,660056.7999999999,426564.56,544939.24,856597.12,692225.2,608288.36,675103.16,626640.72,967653.8,753762.4,589047.0,591773.4,620533.7999999999,976270.06,701715.1599999999,692988.5200000001,818433.8,831649.32,856603.2000000002,1030167.48,618713.04,748999.0,539185.28,557710.68
38,874288.2799999998,834219.9199999998,906013.0,1144740.16,815149.0799999997,696564.2,884175.4,857376.4,1142624.0399999998,383071.1600000002,392312.67999999993,490661.96000000037,322740.35999999987,857694.44,609698.44,684291.76,462650.4000000001,575243.3599999999,855903.5599999998,696304.68,633423.6,695082.2000000001,641082.16,969122.92,777377.7999999997,608848.0,613970.96,625698.2,976186.76,744845.1200000001,737981.8,831372.2,841598.6,919291.4,1069099.2,658007.2799999999,776340.0,562354.92,619889.3200000001
39,918032.32,883774.5599999998,941630.4,1147671.8,868537.8799999999,733636.5599999998,892915.0,885551.9199999998,1171469.6799999995,398122.6,419346.88,538138.8800000004,345607.48,863023.42,622476.76,734455.6,467638.92,600473.88,856172.48,708941.2,641749.6,741231.8000000003,661775.96,974720.32,809645.4999999999,630745.9999999999,630648.6,659747.84,974818.66,786240.52,785858.04,847209.6,884334.4400000002,941341.12,1097861.8,686294.0799999997,815855.0,593590.9600000001,658728.2800000004
40,953105.0,937695.0,976485.0,1186897.6,916757.2,796129.4000000001,901627.0,953778.8,1204054.2,433976.6,452380.0,557677.6000000001,371853.8,864780.2,631762.3999999997,755729.2,469300.8,610336.4,857692.0,759138.0,661437.2,773091.0,685279.4,973867.4,840682.0,659666.0,662886.8000000003,676741.2,975128.0,818023.2,810173.4,866743.0,919601.0,964809.8,1100052.2,722898.7999999998,842245.0,625082.6000000001,699918.6000000003
41,1017431.1599999998,977543.8,978374.8,1202439.28,954290.56,852955.7199999997,907392.7,1004107.36,1205498.32,446125.8000000001,490056.32,589497.64,415215.1599999997,865825.48,658238.5599999999,765992.4,470899.6,611427.9199999999,858082.16,768061.8,677423.4400000001,813793.16,731236.4,973618.88,879823.5,680509.2,709047.5200000004,710160.9199999998,975314.46,848337.88,824932.4400000003,879747.4,957980.04,997049.68,1104925.68,739881.12,865715.0,649186.64,713593.2400000003
42,1029342.12,1028746.44,1011784.0,1210971.4,1020044.2,891864.6399999999,938178.6,1026647.2,1211470.44,484874.44,495891.2,619230.08,437277.5999999999,863876.76,696887.76,771983.88,484810.04,630700.5999999997,859903.24,777036.6,710639.3599999999,863747.12,761927.32,974256.48,889048.8,723340.5999999999,745710.04,749139.24,975687.52,872511.9600000002,866892.6,882158.2,997384.08,1010409.9600000002,1104222.16,781721.5199999998,877505.0,678991.8799999999,748912.68
43,1063437.28,1049883.72,1047253.0,1212560.4,1056122.0,958924.68,942057.0,1033512.72,1210471.52,492298.2,521426.08,655952.92,454293.32,865824.14,733725.5999999999,777051.76,504116.59999999974,675689.6,861637.24,785045.0800000002,749412.72,881163.16,805744.2799999998,975512.16,923736.8,745399.0,760501.96,773124.2,975853.58,893658.76,902238.68,898632.4,1005722.8,1018088.52,1104537.72,824592.0799999995,908275.0,695825.12,785470.5200000004
44,1066322.68,1068829.2,1050944.0,1212949.56,1063394.4,987422.4400000002,953856.0,1066221.44,1209909.16,526151.92,544121.1200000001,694527.36,480402.44000000024,866031.36,760144.3200000002,779328.6,522013.28,708580.6799999998,861694.0,789096.28,758032.96,888750.12,832360.8,977339.88,958234.4,771478.4,805676.76,808635.6,976234.76,921817.92,920225.24,965021.6,1013408.32,1031222.32,1106395.72,851016.48,936125.0,744369.24,797969.1600000003
45,1102498.3,1099801.4,1079571.0,1214840.1,1102801.2,1046317.1999999998,992199.0,1100119.8000000005,1210296.6,536153.4,572126.4,718537.7000000002,525650.1999999997,865767.9,775010.0,815792.0,549865.6,731156.1,863004.6,805830.0,812109.4,898685.0,842828.2000000002,977632.4,968218.5,791753.0,843305.4000000001,838478.9,978014.1,937628.6,941482.2,985014.0,1025924.4,1032643.0,1107371.4,873692.7999999998,999293.0,787777.2000000002,827671.0
46,1131414.96,1146508.24,1123420.4,1216506.36,1120752.6799999995,1068290.24,997316.0,1146550.24,1212147.68,564960.7200000001,577937.76,747400.7200000003,543512.2,871129.64,776770.4,857327.0799999998,590795.6,747442.32,863956.6,832826.8399999997,834735.1200000001,933099.8000000002,878622.92,979018.24,967385.4,842664.9999999999,882134.2000000002,853243.4,981176.4,975678.8,985028.76,1012014.4,1064799.28,1071315.6,1109336.12,899383.9199999998,1035938.0,833813.24,863709.8
47,1147321.98,1179194.04,1138076.2,1217038.54,1145088.2,1080849.4,1026080.1000000004,1161380.8800000004,1213195.04,608182.88,612793.08,764119.8,580784.8400000001,873002.38,802292.9199999998,856547.44,618256.64,750653.4,867266.12,842323.6,878132.9600000002,955189.6800000005,887854.28,980293.6,967288.6,881520.8,888149.42,880230.4799999996,984842.38,1001668.0,1009855.3200000002,1036137.8000000002,1090912.12,1098272.6,1110738.2,913446.24,1059655.0,881195.68,882345.0800000002
48,1151969.68,1199838.2,1147310.2,1218626.92,1181269.84,1134115.84,1074764.0000000002,1172494.4,1214454.04,630152.68,650207.8,777068.36,605161.4799999996,874559.24,854669.6399999999,855675.72,653255.44,774027.08,870790.64,861535.76,887578.52,968115.96,890577.88,983849.4,971185.2,887606.0,890052.2,890349.2,986478.24,1048791.5200000005,1017848.96,1077948.6000000006,1093388.8,1103705.84,1111626.56,932542.88,1087505.0,903304.52,908025.4
49,1178920.32,1199234.44,1170354.2000000002,1221644.54,1199007.56,1147511.46,1100387.0,1175739.16,1214906.52,666840.4400000001,669184.5200000004,779910.6,650137.2399999999,875077.22,856298.6,855641.52,695523.2000000001,776318.72,870678.32,895513.36,886171.44,970675.88,901831.68,986379.84,971187.6,888592.6,906553.2,943627.5599999998,988324.48,1094654.0799999998,1019371.72,1100277.8,1098095.28,1104073.92,1113034.12,963422.08,1098915.0,919691.6,942796.76
50,69.0,70.0,69.0,103.0,70.0,68.0,71.0,72.0,92.0,53.0,54.0,61.0,52.0,100.0,65.0,74.0,51.0,65.0,109.0,76.0,71.0,74.0,71.0,107.0,85.0,68.0,67.0,68.0,108.0,61.0,53.0,61.0,66.0,65.0,89.0,47.0,56.0,52.0,46.0
51,204.0,222.0,201.0,260.0,214.0,205.0,214.0,220.0,234.0,133.0,150.0,180.0,146.0,211.0,163.0,202.0,123.0,188.0,225.0,226.0,185.0,192.0,187.0,235.0,220.0,172.0,164.0,183.0,253.0,216.0,211.0,249.0,242.0,214.0,247.0,191.0,194.0,179.0,176.0
52,24599.0,24803.0,24592.0,32159.0,24550.0,24005.0,24477.0,23723.0,29973.0,16994.0,17528.0,21104.0,16486.0,31249.0,22722.0,24701.0,16338.0,22336.0,31394.0,28350.0,26560.0,28679.0,26560.0,36217.0,30275.0,25886.0,25328.0,25886.0,36241.0,20246.0,16999.0,20246.0,21277.0,19970.0,26616.0,13918.0,19187.0,16556.0,13412.0
53,1209918.0,1223732.0,1201453.0,1257762.0,1229136.0,1206828.0,1170044.0,1199370.0,1246729.0,705057.0,709425.0,830436.0,712775.0,908146.0,884638.0,880331.0,747080.0,812843.0,902152.0,950902.0,934555.0,1003816.0,978406.0,1024478.0,1001465.0,927271.0,964750.0,976352.0,1025648.0,1119577.0,1057697.0,1126272.0,1126915.0,1124006.0,1140533.0,997184.0,1123042.0,970482.0,964293.0
