,50_1_www.linkedin.com,50_2_www.linkedin.com,50_3_www.linkedin.com,50_4_www.linkedin.com,50_5_www.linkedin.com,50_6_www.linkedin.com,50_7_www.linkedin.com,50_8_www.linkedin.com,50_9_www.linkedin.com,50_10_www.linkedin.com,51_1_www.linkedin.com,51_2_www.linkedin.com,51_3_www.linkedin.com,51_4_www.linkedin.com,51_5_www.linkedin.com,51_6_www.linkedin.com,51_7_www.linkedin.com,51_8_www.linkedin.com,51_9_www.linkedin.com,51_10_www.linkedin.com,52_1_www.linkedin.com,52_2_www.linkedin.com,52_3_www.linkedin.com,52_4_www.linkedin.com,52_5_www.linkedin.com,52_6_www.linkedin.com,52_7_www.linkedin.com,52_8_www.linkedin.com,52_9_www.linkedin.com,53_1_www.linkedin.com,53_2_www.linkedin.com,53_3_www.linkedin.com,53_4_www.linkedin.com,53_5_www.linkedin.com,53_7_www.linkedin.com,53_8_www.linkedin.com,53_9_www.linkedin.com,53_10_www.linkedin.com
14,23272.52,7377.2,147035.16,25430.44,4730.3600000000015,12660.32,4964.079999999999,12653.200000000004,160109.2,6959.8,2063103.3199999987,2113254.5999999987,2540419.48,1877269.48,2956255.0,1969940.8,2870342.8,1242668.4000000004,3038664.2399999993,1933286.0,603276.04,584263.4,604970.84,598270.24,591805.64,587335.36,581783.52,591753.7999999999,616490.48,35877.56,11866.760000000022,26949.120000000014,109091.84,36982.56,9898.16,4220.3200000000015,6332.68,40909.88
15,24983.4,6877.0,162735.69999999998,27028.2,6721.700000000002,25590.7,7460.399999999998,15202.600000000002,163850.5,6547.0,2538273.1999999993,2492448.6,3014331.6,2018542.9999999998,3476110.6000000006,2339282.4,3273781.7999999993,1461475.0,3371749.0,2210526.0,605240.6,587180.5,609025.6000000001,607014.1,594097.4,589767.1,584499.2,597737.0,627072.8,37604.6,12986.099999999995,29330.4,109218.1,39600.60000000001,9569.6,6293.799999999998,10314.999999999996,39679.4
16,24629.559999999994,8622.400000000001,154255.16,26925.52,6943.36,26106.24,7367.28,26848.92,157321.4,8399.2,2869527.0799999987,2792956.6,3474269.32,2253980.6,4019782.0800000005,2802956.56,3661874.28,1843399.0,3893543.2,2532116.0,607779.52,590137.2,645177.7200000001,612300.08,598253.3200000001,591531.2,587917.28,598717.8,635749.12,39128.36,15069.440000000011,30753.92,116537.35999999994,60331.80000000001,12021.48,6112.480000000001,13490.6,43549.16
17,26381.68,10284.6,165393.36,28597.76,6001.400000000007,26708.24,7171.440000000001,27025.76,159498.30000000002,8380.7,3222398.9599999995,3101242.2,3779377.6,2453217.14,4526342.5600000005,3113674.4,4198147.04,2136181.4,4354369.4,2803668.0,611287.76,590546.2000000001,744176.42,619924.7,601894.64,597594.98,588312.36,600665.3,639649.16,41318.32,21424.60000000001,32593.76,120464.9,67345.6,12507.000000000002,7913.12,15301.2,43213.28
18,28107.68,12100.0,164635.04,30878.04,12126.8,25954.96,6543.96,29027.72,166869.59999999995,9525.00000000001,3618936.84,3396559.8,4131521.32,2743057.96,4971574.08,3393208.880000001,4664003.72,2422022.1999999993,4792641.6,2986170.0,613249.5199999999,598609.8,771593.0,631925.16,601153.5599999999,699442.32,596766.2,608587.2,653416.44,44606.56,33840.56,35032.04,126545.64,66683.08,30360.84,7978.3600000000015,15358.76,45053.92
19,28648.8,14103.600000000002,166021.2,30715.52,11694.52,30077.54,6769.36,28473.32,178598.00000000003,12056.9,4067125.7199999983,3771507.7199999983,4529974.08,2997391.6,5331863.5600000005,3643241.8,5009523.800000002,2684466.6,5112366.12,3167472.0,623254.04,605139.5,825213.4400000002,646622.54,609318.96,721067.24,604430.2000000002,639423.7000000001,723845.08,53581.31999999999,35543.859999999986,36629.400000000016,113623.36,79667.86,29528.04,10472.52,16014.680000000002,48893.12
20,33003.4,16288.0,187364.8,33795.399999999994,12311.8,29955.2,8586.799999999997,30482.8,210531.0,11412.0,4556889.6,4111002.0,4919305.6,3450761.9999999995,5689630.4,3907048.0,5500522.3999999985,2957787.0,5509285.0,3410810.0,629678.9999999999,705012.0,872318.2,661554.2,655139.2000000001,758931.8,702899.6,723458.0,762803.2,67511.2,35021.200000000004,40845.60000000001,118891.59999999998,82125.2,30336.799999999992,10196.400000000003,25295.80000000001,51435.00000000003
21,34640.96,22305.80000000002,197395.74,46830.60000000001,12608.360000000002,32308.240000000005,13960.080000000005,32112.440000000013,293358.2,10984.7,5060111.24,4424389.479999999,5223914.8,3908421.32,6057692.48,4258590.96,5679536.4,3251798.0,5924620.319999998,3728572.0,718227.2399999999,722533.6000000002,877548.8,720992.56,741279.84,834537.04,709617.0800000002,743054.7,851243.08,69665.28,36660.46,52089.83999999999,127275.02,80673.26,32075.24,11995.68,32827.19999999998,55334.48
22,40699.96,27656.2,229676.55999999988,51331.56,12945.96,33570.68,13784.240000000002,32300.52,407139.9999999997,13418.0,5493243.3599999985,4896936.6,5460994.52,4468476.48,6409214.6,4620716.72,5787362.6,3543964.7999999993,6440938.6000000015,4103481.0,752350.52,751822.0000000001,896087.6,753574.6800000002,745244.68,859020.24,736349.84,762087.6,864404.84,72724.84,38756.72,70254.87999999999,200250.9199999999,81639.72,34950.92,11671.239999999998,39330.88,62757.24000000003
23,48166.68,29409.4,361792.4399999997,50479.56000000001,14296.58,37020.82,15511.6,35586.16,539436.5999999994,14060.300000000007,5917241.88,5354562.239999998,5789779.060000001,4772966.2,6715999.32,4874995.12,5945222.14,3790036.6,6889622.52,4467939.0,798011.7199999999,799889.6000000002,899710.38,849071.54,775870.2,863303.6,768946.6,813620.0000000001,875319.3200000002,83258.92,41597.76000000002,81241.79999999999,298693.6,87219.92000000001,34856.12,16067.440000000004,38665.56,68421.40000000001
24,47424.76,29189.2,489272.48,64072.44,13897.88,40269.360000000015,16064.160000000002,35509.36,605395.3999999999,15517.800000000005,6258770.12,5767221.12,6251518.760000002,5060763.6000000015,7195945.56,5214546.84,6086299.88,3966065.7999999993,7376531.439999998,4774040.0,849981.2799999998,853495.4,905931.2,855171.04,855779.4000000006,878932.48,853040.28,863747.0000000001,879055.92,88345.04,49208.08000000001,94722.72,367569.63999999897,93001.2,37991.96,17164.08,38070.96,79956.80000000003
25,49040.0,28559.0,570982.0,72365.0,20759.0,42463.0,18411.0,40322.0,687055.0,23704.0,6667700.5,6181510.0,6708006.0,5452166.5,7594111.0,5413277.0,6393711.0,4175235.0,7859300.0,5048034.0,875599.0,861358.0000000001,908928.0,866500.5,871152.0,881506.5,868528.0,873093.5000000003,883638.0,92715.0,66185.50000000006,93238.0,456371.99999999994,98205.0,45032.0,19280.0,40050.0,91092.0
26,67644.67999999996,30995.200000000008,734778.92,78616.72,26211.200000000004,43423.08,23627.39999999999,43345.36,742048.8,27012.4,7094851.88,6563096.88,7078013.239999998,5802094.3999999985,8145743.72,5665145.559999999,6752405.68,4416228.0,8231727.08,5397925.0,890486.72,868142.8,911464.56,871206.16,878934.9600000002,887220.2000000002,868061.8,881591.6,889255.52,93448.96,69356.56,95714.28,478486.1999999999,98881.36,62588.76000000003,25586.359999999993,41902.35999999999,93624.76
27,77651.64,32516.6,744130.5199999998,80358.56,26641.16,51760.66,28223.28,42815.44,747866.4,26429.9,7479101.639999998,6999687.76,7309174.479999999,6173443.8,8670482.28,6062271.56,7158942.1000000015,4701904.0,8578189.32,5820044.0,902295.28,874518.0000000001,919302.68,880053.26,885075.88,888927.82,871137.2,879190.9,894414.8,92267.84,68499.84,98554.96,486773.8000000001,102051.88,62916.35999999999,26473.839999999997,44410.68,97021.16
28,79326.28,32419.6,750888.92,79464.92,28486.32,60331.08,27779.08,51875.40000000001,777339.2000000002,26063.2,7750823.639999998,7476560.64,7652937.84,6582778.720000002,9178218.2,6510794.92,7524328.6,4882556.200000001,8952762.04,6192906.0,899731.88,882421.2,922995.76,884008.88,894161.32,898178.88,887425.2,889465.2,902804.24,96534.76,79007.76,99127.16,511586.32,101548.76,64510.48,29893.72,44163.52,98207.32
29,78267.28,32550.8,780854.58,78516.92000000001,28253.46,59891.2,29541.92,60502.91999999997,780428.1,27740.40000000001,8100525.3999999985,7883823.3599999985,7952151.4,7022081.68,9639175.58,6900441.8,8048980.34,5073898.0,9109208.5,6613206.0,908655.64,885882.6,923979.96,890788.34,894941.32,908935.1,887724.3200000002,909088.4,909610.48,101874.32,80113.20000000001,98940.48,534093.8,102657.54,63465.48,32136.96000000001,43968.84,99415.24
30,78955.79999999996,35898.0,784679.0,80298.6,27696.6,64899.2,29409.6,73796.0,784793.0,27644.0,8460662.4,8330624.399999998,8172810.2,7482623.599999999,10116258.6,7212540.8,8576593.599999998,5252416.0,9248289.6,7054608.0,918551.4,889296.0,930130.6,900364.4,898543.2,910035.2,892871.6,901806.0,920024.0,104223.2,87505.2,101571.4,553470.2,103668.2,64596.4,39864.2,44159.8,101173.8
31,79051.92,35608.2,789080.72,79486.76,29155.48,64877.76,29016.48,80550.44,788937.9,27368.9,8830427.6,8693207.6,8395918.48,8013046.200000001,10548977.8,7468986.2,9015872.52,5448503.0,9455976.14,7416940.0,921828.48,901660.0,934602.24,903652.78,907101.4,913384.02,894871.2,905375.9,926003.56,104005.52,88225.14,103800.68,570315.4,103913.98,76436.04000000001,39769.76,43950.36,100411.88000000002
32,79564.79999999999,35004.8,790775.72,81234.40000000001,28651.32,69694.64,28806.36,81114.48,793600.6,27972.200000000008,9196828.2,9233273.4,8560846.68,8405565.8,11011184.96,7811324.96,9460540.8,5643195.0,9770171.2,7731612.0,926190.96,907294.8,942475.12,909414.08,916716.2,917693.72,901522.36,911121.8,930771.52,103772.44,90993.08,103075.28,601285.0799999997,107570.08,77376.52,38907.72,44233.4,96494.03999999996
33,82865.08,38917.60000000004,800244.6,84154.96,33088.48,85944.75999999997,30714.16,82527.28,798539.6,30390.799999999992,9592948.2,9643232.52,8733601.76,8739975.34,11454871.38,8003241.159999997,10029731.24,5874550.8,10179620.6,8099145.0,932221.5599999995,911633.9,946961.94,914281.02,922827.72,926463.4399999998,911095.72,915341.2,929040.2,104634.88000000002,91214.52,103335.24,624944.8999999997,107171.36,80298.72,39980.16000000002,50175.63999999999,92392.72
34,81993.88,43697.6,805598.64,86356.52,32846.16,90021.48,30456.72,81249.64,806555.9999999999,31759.6,9977603.919999998,10048076.08,8970038.64,8994999.64,11968303.96,8290471.72,10575465.28,6100982.0,10417659.32,8499476.0,940081.76,916408.0,954640.36,916102.52,925250.28,931260.64,915999.76,918599.6,936509.6,104915.36,96576.28000000004,106533.52,646672.6,108505.96,82411.56,40317.92,54252.28,97533.72
35,83698.6,42728.0,813615.6000000002,86131.2,32759.9,91232.9,32812.2,82655.4,810546.0,31849.0,10346043.4,10446585.2,9294920.9,9327496.6,12422910.000000002,8524853.6,11004144.2,6374855.0,10943865.599999998,8898468.0,943601.0,917096.5,959330.7,919675.6,932647.8,935140.9,922539.2,929373.0,941791.6,102865.2,100346.4,106369.6,687448.0999999993,107675.1,85598.0,42755.20000000004,53697.2,97794.2
36,85521.68000000001,50876.2,817736.5599999998,87718.32,35072.8,90554.56,32560.88,82988.59999999999,819163.5999999999,31610.4,10785999.68,10887731.68,9733857.96,9765986.4,12859705.36,8856969.44,11324770.04,6628785.799999999,11532123.52,9251516.0,946516.92,920868.2,964602.44,924548.96,929907.44,940156.64,925038.56,932505.4,945633.88,106641.16,100697.16,108349.04,723712.32,106045.88,87057.32,44645.68,53442.76,99925.2
37,87022.84,63241.80000000004,855926.26,86661.68,36303.02,93054.67999999998,32623.640000000007,85600.91999999997,822106.7,31784.7,11033554.52,11381672.0,9977608.8,10069769.8,13420836.160000002,9105046.52,11778096.32,6857088.0,11943038.88,9588028.0,950580.6,928892.8,969463.98,933057.74,935948.52,942910.96,930997.88,937711.2,949905.2,107154.52,102103.32,110807.36,728870.06,107874.04,90321.08000000002,44619.24,53862.88000000001,100334.04
38,85541.24,71929.80000000003,890178.16,88655.56000000003,35775.08,93962.08,35650.48000000002,85261.95999999999,857157.2000000002,31345.8,11053405.8,11829282.76,10163165.12,10502398.96,13797977.12,9420949.04,12161435.2,7083697.0,12405305.52,10053606.0,955541.36,933251.2,973129.88,938511.72,941302.52,949142.52,935187.72,942946.4,954817.92,108379.52,103919.72,110180.52,729630.44,108030.52000000006,97356.55999999995,47927.72,55248.48,102143.88
39,87568.56,79931.60000000003,891149.42,88706.96000000002,37621.80000000002,95095.94,35560.88,87032.24,891571.2,30969.9,11063742.54,11960574.2,10383892.36,10953781.56,14104132.160000002,9711286.28,12533433.88,7347615.2,12812958.9,10079312.0,963014.92,936265.3,978482.04,942481.02,946522.24,953308.7999999998,938062.84,947050.9,959569.52,108363.72,103530.34,111828.44,732753.7999999998,110523.34,99417.15999999996,50699.44000000004,55086.76,102530.88
40,95448.39999999994,80031.0,893368.4,90653.6,43575.20000000001,95212.6,35426.6,94732.8,895489.0,32447.0,11080586.2,11979945.2,10608774.4,11383075.6,14472761.2,9937791.2,12925263.8,7657750.0,13150847.0,10113618.0,967123.4,941941.0,1024569.6,944919.6,949902.4,958978.4,943811.0,951401.0,964227.8,111925.4,104490.4,111002.20000000004,745822.2,112717.4,99590.2,61289.60000000003,57463.00000000002,104358.4
41,96817.2,81989.8,898650.76,96298.16000000009,46235.92,96374.52000000003,43201.400000000016,100208.52000000003,899174.3,36766.80000000002,11168158.24,11996232.64,10899097.839999998,11691699.4,14735617.66,10304252.56,13268955.4,7952556.8,13359031.7,10180952.0,971563.84,944707.8,1059649.64,949727.54,955086.92,962196.54,947280.88,956870.9,969271.44,113654.36,103946.66,112565.64,870762.1999999998,112395.54,97856.88,61156.03999999999,61358.2,109757.4
42,101536.08,81415.2,902906.16,110716.64,45322.67999999999,112518.24000000002,44230.68,103533.32,902665.8,38145.8,11179424.96,12003539.72,11154835.080000002,12142267.32,14977968.44,10693919.36,13578948.8,8351101.4,13371272.24,10208046.0,974082.48,948796.0,1159209.16,954518.2,958529.52,967725.2,951992.88,960983.0,973546.84,112917.24,105290.92,114106.04,874562.6799999998,114704.68000000007,99319.28,60469.76,70125.71999999999,118012.40000000026
43,101119.24,80634.8,906843.42,110257.60000000015,45137.68,122147.26,44280.48,105177.28,906301.9,38616.4,11190770.98,12011772.44,11417926.4,12491489.78,15000431.14,10724301.88,13868494.2,8609533.8,13382959.16,10217570.0,978675.88,952236.8000000002,1167153.54,958261.62,961641.8,969900.82,955941.08,965299.1,974405.52,114827.12,106621.94,112896.72,876808.2,118029.18,102673.12,61950.200000000026,77271.88,136249.72000000006
44,103047.76,82474.8,909673.68,118311.76,50343.52000000004,124244.68,48371.12,105021.04,909801.6,41613.8,11201957.24,12022234.48,11720695.28,12948518.48,15010848.76,10738063.28,14374170.48,8620688.6,13391261.0,10227268.0,985321.44,954990.0000000001,1206958.64,964147.96,966899.76,991523.3199999998,960485.6,970033.0,1034646.4,113556.76,108246.68,114206.32,879416.64,118816.76000000002,103391.55999999998,68482.6,85908.16000000003,136944.64
45,123902.8,83648.0,907247.2,142659.0000000002,59272.59999999997,148420.7,51060.6,121766.40000000002,910416.5,41156.5,11210372.7,12030296.6,11730049.7,13400009.0,15025201.7,10750820.2,14693153.0,8627424.0,13581503.6,10236368.0,988819.4,962810.5,1212723.9,965872.7,969883.2,1063503.5999999992,964145.8,974339.5,1104034.4,112212.4,109002.7,116126.8,883832.5,120216.7,101853.6,78072.20000000001,94549.79999999996,138122.80000000002
46,129166.27999999994,83639.59999999999,909270.16,148521.52,68201.67999999996,148312.36,53359.4,143989.84,914608.0,42245.800000000025,11220623.16,12041202.92,11740384.84,13788336.319999995,15038906.08,10758874.52,15242305.319999995,8633372.4,13620424.76,10245441.0,992913.44,966123.0,1217064.6,970384.88,974589.36,1105085.64,968256.12,980536.4,1200434.1599999995,113626.16,107981.68,120139.08,888242.48,121776.8,103672.23999999998,85625.96,95232.16,138451.63999999998
47,140069.4,82833.2,914972.64,150231.64,77130.75999999997,156016.88,60910.91999999999,148060.6,914373.6,56468.00000000001,11227124.96,12052704.2,11751989.32,14130261.8,15049777.98,10766980.56,15262211.76,8646039.2,13634778.66,10253915.0,995247.84,969683.9,1222626.14,1014471.3200000002,1000939.6,1194140.62,973951.0400000005,982302.3,1202280.08,115636.56,110026.18,122615.64,888947.32,122235.0,104171.64,87038.84,98265.88,143475.0
48,151609.39999999985,83794.40000000002,918262.92,157529.91999999998,86059.83999999997,158558.56000000006,72434.52000000006,154181.40000000002,918509.4,60127.80000000003,11401253.72,12061404.16,11760528.92,14354411.44,15060301.32,10774512.96,15275242.04,8652961.2,13645095.12,10263357.0,1092918.5199999993,970476.2,1223514.12,1110666.24,1067717.000000002,1199727.6,1025036.32,1064875.4,1208189.08,117547.32,111701.12,122229.56,891216.88,118994.12,106720.11999999998,89367.08,97550.27999999996,142960.88
49,159367.11999999994,83513.4,922517.5,156834.36,91378.92,162062.94,76203.64000000001,153785.48,921913.5,86184.30000000008,11452855.6,12127755.36,11838823.28,14365976.02,15106303.560000004,10841714.64,15327459.079999998,8769412.599999998,13656575.86,10352851.0,1218326.28,1101739.0000000007,1223659.56,1194655.74,1138793.2000000002,1204688.26,1083526.88,1136794.7,1211006.6,121923.16,110959.94,123975.88,891023.44,122814.32,108108.64,91164.12,99315.16,143600.96
50,101.0,67.0,323.0,95.0,58.0,95.0,48.0,80.0,318.0,48.0,452.0,437.0,434.0,396.0,429.0,457.0,424.0,423.0,539.0,436.0,404.0,389.0,466.0,390.0,387.0,433.0,384.0,410.0,439.0,136.0,102.0,130.0,338.0,140.0,96.0,67.0,61.0,125.0
51,137.0,93.0,470.0,119.0,95.0,132.0,78.0,122.0,467.0,57.0,1697.0,1737.0,1843.0,1945.0,2108.0,1611.0,2067.0,1447.0,2104.0,1614.0,548.0,516.0,631.0,527.0,535.0,570.0,512.0,545.0,587.0,162.0,145.0,184.0,565.0,157.0,146.0,119.0,87.0,147.0
52,30708.0,19859.0,96408.0,29541.0,15410.0,28250.0,13102.0,24896.0,95458.0,13299.0,119275.0,111337.0,111816.0,105117.0,108831.0,110400.0,110590.0,109838.0,134770.0,112062.0,109744.0,104491.0,120479.0,103023.0,104582.0,117547.0,103884.0,108590.0,119142.0,40786.0,32324.0,40816.0,118109.0,43126.0,30521.0,18644.0,17613.0,42492.0
53,191113.0,104950.0,1021242.0,186551.0,108246.0,189635.0,94472.0,178448.0,1018376.0,101378.0,11581606.0,12400838.0,12100567.0,14480568.0,15400119.0,10952274.0,15616439.0,8991824.0,13798179.0,10603152.0,1328827.0,1298280.0,1344236.0,1297614.0,1303222.0,1329692.0,1263847.0,1311931.0,1337081.0,162711.0,142369.0,168094.0,1009323.0,168697.0,138149.0,110829.0,118570.0,188054.0
