,198_1_siteorigin.com,198_2_siteorigin.com,198_3_siteorigin.com,198_4_siteorigin.com,198_5_siteorigin.com,198_6_siteorigin.com,198_7_siteorigin.com,198_8_siteorigin.com,198_9_siteorigin.com,198_10_siteorigin.com,199_1_siteorigin.com,199_2_siteorigin.com,199_3_siteorigin.com,199_4_siteorigin.com,199_5_siteorigin.com,199_7_siteorigin.com,199_8_siteorigin.com,199_9_siteorigin.com,199_10_siteorigin.com,200_1_siteorigin.com,200_2_siteorigin.com,200_3_siteorigin.com,200_4_siteorigin.com,200_5_siteorigin.com,200_6_siteorigin.com,200_8_siteorigin.com,200_9_siteorigin.com,200_10_siteorigin.com,201_1_siteorigin.com,201_2_siteorigin.com,201_3_siteorigin.com,201_4_siteorigin.com,201_5_siteorigin.com,201_6_siteorigin.com,201_7_siteorigin.com,201_8_siteorigin.com,201_9_siteorigin.com,201_10_siteorigin.com
25,620515.0,271627.0,367017.0,384912.0,321240.0,554614.9999999995,285696.5,208344.0,446255.0,376543.0,258256.5,229964.5,362513.0,395133.0,368323.0,263961.0,343956.0,122166.0,347135.0000000005,553996.0,727442.0,534169.0,641889.0,650791.0,665974.0,537075.5,649755.5,649301.5,906584.0,965082.0,985473.0,1019817.0,1075073.5,902004.0,990129.0,1056947.0,996312.0,948869.0
26,675504.1999999997,302051.36,424741.32,423314.96,354175.1599999999,664677.2,344425.7600000001,243127.2,532627.4400000002,444224.28,288405.6000000001,278177.59999999986,407368.76,478720.56000000006,439298.96,319622.64,431374.20000000007,126652.44,431501.8000000001,625750.0000000002,796488.4799999996,544979.72,655102.52,651719.28,677775.36,538909.96,665855.76,664963.4,909647.8,969053.4,1002891.2,1023402.36,1109313.4,900780.04,1107372.0,1084211.92,1027588.52,1001683.44
27,716935.8,351482.1199999997,454922.44000000024,475213.73999999993,451504.31999999954,714080.8,415227.79999999976,256951.5999999999,595359.64,480280.4,362986.02,304523.56,443050.43999999994,525648.5999999997,489991.32000000007,406611.68000000005,506280.3600000002,160555.79999999973,495814.2000000003,657927.32,838482.92,566475.7999999999,658789.66,674934.4,695171.04,565766.12,673695.3,666302.94,932254.2,1105874.8,1021836.8,1029137.76,1113811.3,906150.96,1138358.6,1103736.7999999996,1032504.56,1045261.2800000005
28,736500.4,427983.92,524019.92,510033.88,550766.5599999999,733007.7999999998,435566.23999999993,313907.6,604851.64,528971.3600000001,413044.2400000002,339965.4,478530.4,582723.2799999999,538631.48,461045.88,560678.16,171990.04,565379.0000000005,688025.72,838183.04,590674.4,674213.6,675919.04,701694.04,570611.96,697280.6799999999,699729.32,940219.8,1113528.2,1053061.2,1041006.96,1187123.1999999993,932367.16,1147074.0,1175242.32,1048393.16,1074951.5599999998
29,738993.3999999998,480927.1999999999,594598.5599999999,537546.84,629266.0399999999,734219.3,487205.98,347817.3999999999,624863.7600000001,604383.2,462198.12,400757.79999999993,547401.7200000001,660470.84,575686.4,469409.88,610550.86,175884.80000000002,647319.0000000002,693336.1,872906.08,594473.64,676346.82,689632.2,700560.6000000001,638277.72,700166.74,721997.92,944674.1999999998,1143940.4000000004,1199617.5999999985,1105512.5599999998,1227662.9999999993,942918.72,1296237.799999999,1185651.96,1136753.7999999998,1121485.5599999994
30,742687.0,546949.8,643815.2,565059.7999999999,703101.0,751810.0,528620.3999999997,407299.0,702331.8,627950.6,511716.00000000023,447534.99999999977,638564.1999999997,708842.4,622428.8000000003,557615.0000000007,655512.4,209176.2,716535.0,694139.2,900885.2,594808.8,693029.6,704315.8,707680.4,691264.0,703675.0,721019.4,960675.0,1290054.0,1344664.0,1231241.2,1398446.0,1008148.4,1420304.0,1264091.6,1290193.0,1209603.2
31,749895.0,604017.8,695955.24,600369.12,726404.6,761692.3,617860.6,474101.8,717718.68,690448.88,610668.96,497752.7,682142.52,716005.48,706599.4600000002,652846.8400000001,679854.8,230991.15999999977,735388.8,698407.34,916560.8,601265.84,726558.34,730358.4,770905.3200000002,691954.02,703754.74,728542.64,1067250.8,1418173.0000000002,1514587.3999999997,1386281.919999999,1484783.5999999996,1125731.080000001,1600573.1999999997,1356036.4399999985,1423921.2,1289965.9599999995
32,769927.6,668747.9199999999,712636.8,630989.72,742978.44,768406.8,678515.84,552003.3999999999,736312.52,722887.1200000001,685391.8400000001,553948.68,736375.32,716745.28,732849.0400000002,719098.8,715656.56,248970.28,744970.0,769676.6000000002,935806.68,633823.9199999997,730553.52,762703.4,814316.1200000001,729885.1200000001,752717.4,761515.88,1184004.5999999996,1570628.200000001,1686844.799999999,1552738.239999999,1603130.6,1230982.56,1734232.6,1465409.24,1599287.48,1455790.2399999998
33,771868.4,719869.3999999998,734343.48,660301.84,746402.2,768069.7,710416.38,661247.4,738905.68,735616.86,705818.2799999998,600127.08,751874.9999999999,734841.82,736210.74,735496.92,735068.38,282887.72,760358.2999999998,813965.7400000001,948234.72,699080.4,731590.0599999998,791098.96,860108.6,783342.8800000005,807289.1199999995,836438.1399999999,1336473.2,1765687.6000000015,1905475.399999999,1724468.68,1822979.1999999988,1392160.4400000002,1900873.2,1686365.4799999997,1746534.08,1653070.76
34,778882.6,736107.16,746046.7999999998,688741.64,761038.96,854438.7999999998,714678.36,713046.0,742539.84,748686.52,734721.12,668112.84,762835.52,752193.76,737557.4,751909.0,742280.68,335284.2399999999,762137.2,831082.92,988836.2,763959.2,739552.72,838271.8,898566.1199999999,830783.56,893819.7599999997,858123.96,1448746.4,1913368.2,2066471.6,1910278.8800000004,2036698.799999999,1536798.72,2076735.2,1902468.6399999997,1903744.44,1884583.44
35,794159.0,738959.3999999998,759694.3,731594.3,770724.6,881310.0,733600.7,715880.0,744224.8,758588.8,737077.9,735047.1,766646.0,760335.8,750403.5,760973.4,756875.2000000002,380766.5999999999,768421.5,876648.2000000002,1033771.8,779331.0,842006.1999999998,836867.2,991514.6,840611.7000000002,989152.6,866098.7999999998,1569156.0,2065183.0,2176846.0,2084121.1999999988,2276258.5,1713200.6,2116285.0,2062354.0,2058597.9999999998,2099507.8000000003
36,834155.8,762248.68,761984.04,734393.3999999998,795169.44,885954.5999999999,738003.7600000001,735627.2,760164.0,762037.96,743487.5200000004,736641.84,768834.12,763822.4,762706.3200000002,764294.44,761664.64,416488.96,781091.0000000001,968677.3199999998,1107546.4,855377.9599999998,868521.2,895508.96,1062556.1199999996,855466.4,1024302.64,937264.16,1733679.5999999996,2183505.6,2329890.4,2272477.52,2430494.6,1883326.480000001,2270477.1999999993,2211322.7199999997,2192904.6,2256175.52
37,871258.7999999998,767348.8,767806.08,736206.32,799522.28,909617.8,758963.5599999998,736991.4,772762.6,768887.36,757532.36,740256.06,825456.92,791320.9999999999,768039.38,768218.72,763920.6,463822.32,802870.6000000003,1010379.18,1110770.6,923640.4,897420.7200000002,955854.6000000002,1087381.4400000002,950094.0400000005,1084277.48,1068197.24,1874903.4,2271177.4,2483651.0,2386204.16,2638412.6,2051260.16,2451955.4,2337615.759999999,2379101.32,2359117.68
38,915208.6,769180.52,774660.92,740196.16,844567.079999999,913443.6,761127.84,740348.8,775259.48,768037.24,768806.56,742308.48,893017.16,791533.36,772023.2000000002,792367.48,768633.48,489597.6799999995,842121.0,1016602.6,1126608.8,1033427.36,1024070.5599999998,1028044.36,1091790.44,1025203.6,1085800.92,1086814.72,2011329.5999999992,2388937.8000000007,2536180.4,2502589.2399999993,2658281.4,2211116.28,2574147.6,2580463.2399999998,2494546.04,2545197.079999999
39,919814.7999999998,806061.3599999999,819398.4800000002,756393.5,912511.72,915111.7,764921.2999999998,743365.4,808524.92,802844.16,768041.56,748488.74,906363.68,793319.9400000002,823565.4800000002,819091.92,779289.5200000001,550017.0399999996,870017.8000000003,1082564.16,1140322.4799999995,1094736.2,1048171.6,1057961.92,1099939.88,1077760.8,1093024.24,1090711.44,2163466.599999999,2501310.0,2615485.6,2531591.76,2668014.4,2361799.5200000014,2605443.8,2624857.92,2516486.88,2574796.56
40,922283.0,860711.0,887651.4000000001,781893.2,913136.6,916337.0,767156.8,747476.0,873497.6000000003,856949.6000000002,826086.2000000004,768387.6000000002,908881.0,799797.4,895339.4,859553.6000000003,837928.6000000003,589244.6,897650.0,1090623.6,1156162.6,1098050.6,1093376.6,1097177.0,1100815.2,1093617.4,1099687.6,1097945.0,2286171.0,2595166.0,2617862.0,2627349.6,2662520.0,2407493.8,2604256.0,2633368.2,2611249.8,2579929.0
41,924975.8,905743.12,904237.72,789242.78,915615.64,920266.7,800566.9,757977.4,904125.76,904590.82,857334.96,773628.1,910597.16,828089.72,905251.34,875269.96,903728.66,615251.96,906643.8,1098623.88,1156714.84,1104982.44,1096888.02,1106262.8,1118029.16,1102493.08,1101825.44,1099911.06,2298146.6,2595550.2,2623862.8,2625001.32,2638235.3,2533112.52,2612021.2,2634742.2,2610711.32,2576498.4
42,925584.6,907282.68,907011.08,792677.88,920929.68,923675.4,840587.48,768164.4,913180.32,906181.92,905013.88,775419.72,910593.36,880227.84,906202.36,906226.32,905576.88,673981.6399999998,909721.6,1101590.4400000002,1180562.92,1107813.8,1103975.6,1109570.88,1121278.76,1103439.48,1118389.2,1117380.36,2398462.9999999995,2598981.0,2627444.8,2632728.0,2641698.4,2532827.16,2620987.6,2609083.08,2616866.84,2551546.32
43,927083.6,908306.72,908042.14,796733.1799999998,920320.44,925894.5,902532.86,769865.4,914072.32,909036.68,906925.18,796088.1600000005,917417.92,909701.86,911544.82,908643.44,908379.32,708907.88,910858.5,1103952.18,1183105.24,1113061.04,1125197.02,1124412.72,1143275.12,1113131.7800000005,1121007.6,1120396.18,2525400.4,2609194.2,2643557.6,2640257.52,2645467.2,2542855.04,2627683.0,2613401.52,2623874.88,2553932.68
44,930169.2,909837.88,911449.08,844268.68,922511.84,927840.6,905020.64,776667.4,915846.16,911832.16,910697.88,878573.72,920086.44,911168.68,914094.8,911101.72,911322.44,730406.1599999998,914297.2,1119504.96,1185454.0,1128269.96,1129596.32,1127457.44,1164987.08,1123373.32,1122243.56,1122733.68,2542587.6,2614924.6,2639958.8,2656082.36,2648818.6,2544705.96,2634402.6,2622343.36,2633815.04,2556973.24
45,931739.0,915623.8,914269.8,898729.3999999997,923660.2,929973.5,909845.9,775658.0,921534.2,914963.8,912668.4,904964.8000000002,921763.6,912675.1,915307.3,911646.0,914435.6,734905.4,916169.5,1123904.6,1200157.8,1130534.8,1145541.4,1130941.8,1188099.8,1128069.8000000005,1144118.1,1137129.2999999996,2545631.0,2620525.0,2632053.0,2653448.8,2654864.5,2557045.2,2629403.0,2626107.2,2636496.8,2560378.8
46,934738.0,917251.4,915892.32,909277.08,926674.24,932352.4,909618.48,798728.0,923179.28,916134.84,915716.52,913389.36,925053.32,916393.76,916759.04,917142.56,915104.96,736443.88,917746.2,1126039.44,1217866.44,1153459.28,1148140.68,1141438.64,1191519.72,1148188.92,1146101.84,1146592.76,2552483.8,2616878.8,2620393.6,2646693.2,2657447.8000000003,2558452.24,2619079.6,2629874.96,2629548.72,2572476.32
47,935242.4,918616.88,916844.54,912486.42,931408.4,933906.6,911759.86,840388.9999999999,924564.12,917551.18,916454.58,917663.62,926436.16,919696.32,918947.94,919463.36,917003.98,738566.6799999998,919568.7,1129715.0,1233834.08,1156982.6,1148435.48,1154276.96,1194631.56,1150709.78,1162096.32,1151417.06,2556501.6,2606497.0,2621328.4,2636076.32,2653318.1,2554314.24,2609838.4,2629766.0,2618423.28,2570892.16
48,935242.4,920571.76,919073.72,913970.84,933180.04,933875.4,913959.04,907908.7999999998,926608.84,919431.76,918209.48,919330.72,926261.44,922086.88,919001.84,922176.72,919186.44,752973.24,922293.4,1139477.8400000005,1238803.4,1197563.04,1171392.12,1160666.56,1196817.76,1166321.68,1191626.32,1169133.88,2560545.8,2596234.4,2625689.2,2628857.16,2649568.6,2541216.12,2608406.6,2618928.32,2612716.08,2563548.56
49,935079.2,921477.84,919870.08,919797.02,934586.88,933796.2,914518.76,914035.2,926816.64,920103.52,920458.58,920545.2,926409.28,924594.44,922570.8,924564.12,919701.16,763390.32,924721.8,1167199.8,1242772.76,1200750.2,1173021.78,1199360.6,1203123.68,1195805.88,1194478.74,1190694.9999999995,2566949.4,2593915.4,2635047.6,2630944.72,2639861.4,2534464.12,2612638.8,2609342.16,2615027.16,2552982.96
50,183.0,149.0,150.0,143.0,172.0,179.0,139.0,129.0,161.0,148.0,147.0,142.0,169.0,155.0,155.0,155.0,150.0,104.0,155.0,273.0,336.0,280.0,271.0,283.0,289.0,273.0,281.0,281.0,409.0,438.0,473.0,462.0,459.0,449.0,443.0,431.0,465.0,440.0
51,277.0,239.0,231.0,308.0,246.0,256.0,220.0,211.0,251.0,245.0,246.0,235.0,295.0,254.0,248.0,277.0,237.0,174.0,260.0,410.0,476.0,422.0,430.0,433.0,427.0,430.0,416.0,416.0,661.0,692.0,697.0,674.0,686.0,665.0,667.0,673.0,679.0,678.0
52,36721.0,32985.0,33039.0,31388.0,37687.0,36355.0,30747.0,27943.0,35260.0,33006.0,32230.0,31249.0,34214.0,33889.0,33733.0,33850.0,33047.0,22961.0,33879.0,63502.0,75081.0,67013.0,64744.0,64713.0,68218.0,65319.0,65126.0,64382.0,118429.0,151398.0,158307.0,156130.0,156465.0,153758.0,153196.0,147761.0,156218.0,150186.0
53,971973.0,957658.0,955787.0,953378.0,974762.0,970264.0,946864.0,943466.0,965801.0,954450.0,952595.0,954685.0,960654.0,959967.0,957947.0,959850.0,955898.0,788807.0,959951.0,1257381.0,1317752.0,1270324.0,1280498.0,1265879.0,1274228.0,1262091.0,1266986.0,1264337.0,2693366.0,2749242.0,2794996.0,2792685.0,2793015.0,2689790.0,2771613.0,2755797.0,2776851.0,2697231.0
