,258_1_www.samsung.com,258_2_www.samsung.com,258_3_www.samsung.com,258_4_www.samsung.com,258_5_www.samsung.com,258_6_www.samsung.com,258_7_www.samsung.com,258_8_www.samsung.com,258_9_www.samsung.com,258_10_www.samsung.com,259_1_www.samsung.com,259_2_www.samsung.com,259_3_www.samsung.com,259_5_www.samsung.com,259_6_www.samsung.com,259_7_www.samsung.com,259_9_www.samsung.com,259_10_www.samsung.com,260_1_www.samsung.com,260_2_www.samsung.com,260_3_www.samsung.com,260_4_www.samsung.com,260_5_www.samsung.com,260_6_www.samsung.com,260_7_www.samsung.com,260_8_www.samsung.com,260_9_www.samsung.com,260_10_www.samsung.com,261_1_www.samsung.com,261_2_www.samsung.com,261_3_www.samsung.com,261_4_www.samsung.com,261_5_www.samsung.com,261_6_www.samsung.com,261_7_www.samsung.com,261_8_www.samsung.com,261_9_www.samsung.com,261_10_www.samsung.com
27,1730716.6000000003,2769677.04,1880220.0,2640200.3000000003,1829446.0,1987928.9,2166275.06,3113824.3,2009984.14,1944719.48,849062.92,871358.92,824670.3,817897.3,861665.2,809223.2000000002,851361.0,827287.78,3667516.7,1967094.4,1953072.52,3651508.5,1964503.2000000004,2202215.62,2903564.56,1621952.7999999996,1786597.28,4185294.0,1229554.34,1095499.34,1224346.56,1837999.2,1226992.36,1230296.4,1074836.76,979033.9999999995,961114.0,1248255.8
28,1797350.68,2943621.56,2015712.0,2847447.6399999987,1919289.0,2131383.4,2298342.4400000004,3145031.2,2068187.4,2067355.080000001,852263.6,949463.28,858428.4,825617.28,863194.6,807255.2,854267.4,830062.48,3680136.6,2064152.28,2066897.36,3661515.0,2099344.96,2344100.72,3002390.0000000005,1742360.8,1868954.64,4189368.0,1315642.4799999995,1180237.6400000006,1237556.16,1858326.0,1235110.48,1250213.7999999998,1129954.48,1042547.56,1044548.0,1263647.76
29,1858719.76,2971768.68,2073413.5,2961164.46,2014681.0,2235493.0,2392398.02,3153524.8,2179460.24,2132093.4,857293.4400000002,955470.2,927625.2,834475.66,950714.0,811252.8,903918.0000000001,832544.8,3705382.5,2219530.0400000005,2205477.04,3672789.0,2216237.160000001,2429984.4,3222310.2800000007,1865845.96,2000498.24,4204588.0,1338349.4,1199940.56,1236990.52,1928807.5,1232736.0,1356220.9999999993,1164791.36,1095409.0,1082392.5,1299231.24
30,1952194.8,3054829.6,2156823.0,3054173.2,2043533.0,2329122.0,2429083.4,3182746.0,2311711.0000000005,2169787.8,911938.6000000002,981648.9999999995,947436.0,839625.5999999999,957957.0,813343.0,944091.0,906369.0,3725690.0,2325622.8000000003,2322045.2,3694290.0,2332340.0000000005,2472048.8,3380720.400000001,1928055.0,2177202.0,4213312.0,1394339.0,1217529.4,1238958.6,2054431.0,1236842.0,1437834.0,1231785.2,1110795.4,1092823.0,1375502.0
31,2075073.360000001,3098711.44,2297950.0,3100666.34,2080884.0,2403784.0,2502471.18,3191472.3,2385309.0,2276015.2,942736.54,1033831.28,951121.14,862396.7999999998,966538.4000000005,811328.6,954363.6,944191.86,3730603.7,2440824.96,2454576.2399999998,3720956.0,2449341.7,2626510.68,3485895.12,2059734.76,2266993.76,4224305.0,1426785.74,1226956.34,1238035.96,2157349.600000001,1288416.4,1539389.1999999997,1231736.04,1195798.72,1184607.0,1446356.72
32,2186278.16,3104989.8,2395557.0,3104750.08,2164284.0,2504079.8,2650526.72,3197108.2,2478425.12,2385442.32,952867.88,1035023.44,1024000.52,874780.5199999998,1034861.6,821323.5999999997,988506.2000000002,953384.32,3801743.8,2585394.56,2589622.76,3724082.0,2556712.28,2783764.9599999995,3528600.56,2136091.76,2338567.4,4237111.0,1475041.2,1228859.0,1235010.0,2213720.200000001,1358136.88,1554691.4,1230704.28,1234859.92,1201069.0,1529193.6800000004
33,2319466.64,3112624.08,2446540.5,3115787.46,2270021.0,2556197.4,2787013.04,3210668.0,2570152.9000000013,2429832.52,1009853.96,1043060.76,1026178.4,945627.54,1035660.0,853781.6,1015868.0,964278.48,3963009.5,2690865.9600000004,2684239.0,3725610.0,2711851.9000000004,2930732.2399999993,3584586.12,2201222.74,2447992.68,4263134.0,1500091.32,1227899.5,1271673.4000000004,2304559.1,1436543.6,1556466.8,1230635.2,1232929.26,1210883.5,1645790.4600000004
34,2373400.92,3144144.28,2502425.0,3119515.84,2378099.0,2691969.200000001,2926394.48,3234502.8,2664271.84,2547735.76,1027134.56,1043966.84,1028806.2,959374.12,1041204.6,856574.2,1027439.6,982307.2800000005,4011192.2000000007,2876797.44,2831049.72,3807009.0,2856547.6,3118130.12,3645333.24,2299928.2800000003,2556095.8000000003,4274447.0,1555065.56,1244088.5200000005,1345970.3600000006,2310630.8,1505631.8,1636916.999999999,1242031.2,1249286.48,1209447.0,1673080.36
35,2419645.0,3151422.0,2601384.0,3159604.6,2420680.0,2815744.5,3029425.6,3355515.0,2813270.0,2631875.6,1027626.9,1047023.0,1035106.1,964474.8,1045476.0,861609.0,1028039.0,1029337.5,4081403.0,2975047.8000000007,2967231.3999999994,3943069.0,2958696.7,3293222.3999999994,3652723.7,2461151.6999999983,2667926.0,4340468.0,1564772.5,1312593.6,1411128.4000000006,2314903.5,1595975.0,1662267.0,1285561.5999999996,1317914.2999999998,1244087.5,1676865.5
36,2497577.360000001,3162874.4,2720056.0,3176791.28,2557541.0,2913981.8000000007,3054016.96,3626493.3999999976,2955888.52,2768922.9599999995,1035203.96,1051340.88,1040816.16,1034947.88,1048975.6,862387.0,1036371.4,1031475.56,4177974.2,3123597.4400000013,3139731.400000001,4007675.0,3076511.600000001,3481314.8,3659724.2,2609651.16,2816077.24,4365366.0,1586639.6,1355058.6,1525722.12,2320521.4,1666119.88,1683406.6,1325761.0,1376976.84,1244851.0,1683035.64
37,2589957.2,3182389.48,2805997.0,3181576.76,2667349.0,2958757.0,3097670.16,3802783.7999999993,3047273.7800000007,2910830.76,1037443.58,1054599.64,1040108.24,1035954.9,1052472.2,900409.7999999998,1037707.2,1036469.72,4185729.6,3271313.48,3265512.840000001,4155657.0,3177988.9,3527239.1199999987,3666167.22,2748611.18,2964433.72,4424774.0,1680357.7199999997,1369722.04,1600114.6000000006,2325444.6,1668339.24,1753842.2,1430302.6399999997,1487877.62,1296219.0,1704710.5200000003
38,2713012.64,3184227.48,2941937.0,3187655.48,2788083.0,3026284.4,3101544.6,4071332.2000000007,3064833.3200000008,2980916.24,1044099.68,1056971.8,1045629.12,1038165.84,1055415.0,950598.0,1038590.2,1038919.08,4189963.6,3470793.880000001,3398697.04,4171835.0,3289205.08,3579767.76,3682573.2,2864628.76,3194620.28,4456892.0,1713965.12,1451269.6,1669180.64,2333877.0,1715848.5200000003,1758568.8,1539135.3199999996,1566413.7999999996,1353292.0,1770696.36
39,2817183.12,3188558.92,3041983.5,3201958.26,2913938.0,3056043.0,3112295.5200000005,4234785.2,3097645.16,3050075.92,1049671.4,1061206.2,1045686.82,1045508.26,1056295.6,956617.7999999996,1039117.2,1044962.76,4194836.6,3482738.38,3488176.16,4177915.5,3400078.820000001,3639675.74,3699625.58,3038128.04,3276645.04,4563149.0,1769384.0399999996,1520885.480000001,1671272.36,2341509.7,1760483.4400000004,1770122.2,1598671.68,1586879.46,1436425.0,1777443.38
40,2942986.6,3194662.2,3053960.0,3214964.8,2964205.0,3061647.0,3140848.8,4362392.0,3098868.0,3070627.6,1069495.4,1061253.6,1046360.0,1048624.8,1059396.0,961090.0,1046424.0,1048103.0,4205848.0,3485794.2,3492610.0,4180853.0,3475992.400000001,3644576.2,3704703.4,3217739.2,3368893.4,4576511.0,1773610.6,1612799.4,1673136.2,2380970.0,1767641.4000000004,1773237.0,1662817.4,1653229.4,1525088.0,1782127.2
41,2959076.48,3220113.0,3095769.5,3225572.8,2986307.0,3105253.4,3141530.14,4453270.1,3110448.84,3099304.880000001,1070777.94,1065086.72,1051476.84,1051868.64,1060879.0,998573.1999999998,1050314.4,1049746.94,4219307.8,3490433.12,3492641.34,4187415.0,3483745.94,3649717.1,3705195.76,3408431.9599999986,3481392.88,4585837.0,1786634.94,1659709.44,1674518.72,2396588.0000000005,1774494.28,1775937.0,1665165.16,1673526.78,1618267.0,1787198.6
42,3046033.24,3288659.56,3098166.0,3484364.68,3058472.0,3107584.8,3154508.68,4456805.4,3120916.72,3100293.2,1074620.48,1068831.24,1054887.96,1052912.6,1069519.6,1024791.6,1051950.2,1052002.32,4226317.6000000015,3499530.48,3539068.08,4191663.0,3504073.200000002,3655711.12,3768655.08,3481819.6,3489944.68,4601904.0,1790569.96,1661969.56,1679431.28,2511095.6,1780369.4,1781347.6,1686703.1599999997,1693878.5599999996,1662306.0,1787232.72
43,3055709.08,3527958.64,3108257.0,3745634.3,3072469.0,3116291.6,3172889.6,4462756.8,3141509.94,3110408.64,1076846.82,1074028.6,1053098.58,1058342.88,1072189.4,1036836.0,1053053.8,1053821.88,4260751.4,3504173.98,3592351.62,4203360.0,3572985.94,3657364.44,3775925.14,3487331.94,3561607.3599999994,4639241.0,1794773.46,1708002.6800000004,1701444.3200000003,2518389.6,1783697.36,1782469.4,1749793.44,1762762.48,1663706.5,1803341.46
44,3096554.44,3756563.6399999987,3120889.0,3945988.879999999,3106086.0,3145581.2,3181956.08,4467534.0,3144911.2,3138141.84,1075752.64,1079773.6,1059289.04,1065259.2,1075037.0,1039074.4,1057426.6,1058982.64,4277247.2,3560891.2,3600372.36,4209094.0,3593544.56,3667733.28,3847649.48,3529394.32,3578224.76,4645223.0,1797716.32,1748752.72,1767077.24,2542283.6,1786297.04,1788187.6,1757249.96,1769801.04,1747192.0,1808312.0000000002
45,3104543.2,3980328.8,3140502.0,4179128.0,3111072.0,3152300.5,3186975.1,4477564.5,3153045.0,3143411.2,1078441.3,1090582.0,1057833.4,1067873.7,1075423.0,1043697.0,1060811.0,1063557.8,4388624.0,3598428.7,3659416.8,4225020.0,3641920.5,3675450.5,3962216.2,3582195.1,3629142.4,4646775.0,1805736.5,1757708.2,1777123.4,2549095.0,1788962.6,1796877.0,1771524.7999999996,1781261.1,1755775.0,1813279.1
46,3108488.88,4152283.0400000005,3148649.0,4285109.3599999985,3117083.0,3164980.0,3189912.96,4486890.0,3164842.24,3146916.2800000007,1083450.56,1156819.0399999998,1061698.04,1079526.32,1081381.4,1045884.0,1061846.6,1066766.04,4425812.6,3658556.84,3661649.36,4262332.0,3646430.4,3679144.72,3970698.72,3628706.12,3644017.96,4660845.0,1808137.08,1768824.2,1789132.48,2571020.6,1793425.12,1797429.2,1772951.24,1786070.4,1758295.0,1821681.48
47,3113806.32,4224357.68,3156875.5,4339188.44,3147274.0,3179263.8,3192913.52,4494151.8,3179709.72,3155934.32,1084716.98,1161622.96,1069457.16,1086367.76,1113210.2,1046510.4,1066070.8,1077016.42,4447320.8,3661563.82,3668178.48,4294465.0,3652589.32,3680083.18,4020928.56,3646063.04,3648869.84,4682877.0,1817264.16,1770558.94,1791126.6,2582141.9,1801479.6,1818790.4,1778372.84,1789967.18,1769952.5,1822390.2
48,3119635.6,4350497.160000002,3176629.0,4440733.28,3151388.0,3187125.6,3194434.52,4505485.0,3181431.72,3160285.04,1091948.88,1161318.64,1070205.04,1089044.12,1113841.8,1047533.8,1066850.2,1094946.76,4458772.6,3667751.56,3676637.0,4389140.0,3656365.4,3686287.56,4147361.8,3651425.32,3653750.28,4698415.0,1832416.04,1774797.12,1795537.56,2597817.8000000003,1818500.2,1818761.6,1781607.84,1792074.72,1771548.0,1836566.08
49,3148109.88,4440908.24,3179932.0,4440184.64,3164553.0,3189846.7,3194104.76,4509510.4,3185901.56,3160010.48,1095232.46,1161557.68,1075858.46,1092345.08,1113774.6,1051836.6,1072727.6,1096380.3,4463166.5,3671491.6,3685645.16,4394917.5,3661274.06,3693074.98,4182364.36,3655916.42,3656533.96,4799628.0,1835257.72,1777302.14,1796844.12,2605421.0,1824197.76,1818588.8,1782739.76,1798253.64,1777115.0,1841909.46
50,220.0,344.0,250.0,358.0,238.0,267.0,302.0,467.0,268.0,255.0,224.0,258.0,232.0,220.0,255.0,182.0,226.0,230.0,487.0,206.0,216.0,439.0,188.0,238.0,319.0,174.0,183.0,737.0,210.0,147.0,176.0,478.0,190.0,188.0,152.0,166.0,142.0,228.0
51,578.0,822.0,625.0,785.0,612.0,648.0,711.0,978.0,629.0,669.0,349.0,376.0,325.0,327.0,365.0,278.0,344.0,373.0,978.0,617.0,651.0,936.0,633.0,681.0,838.0,577.0,605.0,1313.0,429.0,322.0,360.0,777.0,388.0,372.0,370.0,435.0,333.0,433.0
52,76406.0,112353.0,84088.0,107816.0,82275.0,89290.0,92637.0,135321.0,90189.0,81815.0,67709.0,74606.0,71736.0,66099.0,73159.0,55444.0,69761.0,70793.0,143008.0,66509.0,69725.0,131254.0,61409.0,75999.0,103051.0,57389.0,59327.0,199488.0,64494.0,45822.0,55353.0,143923.0,60174.0,55718.0,49063.0,54587.0,44793.0,68393.0
53,3227593.0,4556134.0,3265092.0,4548508.0,3261302.0,3282445.0,3287448.0,4646425.0,3278008.0,3246396.0,1164885.0,1243289.0,1168247.0,1160597.0,1187068.0,1108579.0,1147483.0,1167894.0,4648599.0,3741187.0,3760174.0,4558887.0,3728741.0,3788048.0,4289343.0,3717798.0,3725828.0,5075107.0,1902067.0,1825992.0,1856476.0,2760972.0,1885134.0,1874518.0,1831495.0,1856523.0,1824727.0,1912898.0
