index,154_3_www.icann.org,154_4_www.icann.org,154_5_www.icann.org,154_6_www.icann.org,154_7_www.icann.org,154_8_www.icann.org,154_9_www.icann.org,154_10_www.icann.org,155_1_www.icann.org,155_2_www.icann.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1486.28,1404.74,1409.48,1488.1,1453.72,1463.2,1547.6000000000001,1513.5800000000002,1422.1200000000001,1431.6000000000001
3,3645.76,3888.4800000000005,3849.96,3669.2,3586.56,3573.6,3582.2400000000002,3997.360000000001,3996.52,3670.2
4,7021.24,4809.82,5451.52,4760.100000000001,4640.280000000001,5459.8,4975.88,4230.86,5242.76,4946.8
5,10233.48,6019.08,6553.48,7260.399999999997,8309.88,6490.400000000001,8556.52,8278.52,6518.920000000002,6811.6
6,12866.6,8061.7,8446.4,7844.5,7850.4,8579.0,8030.599999999999,9135.000000000011,8088.599999999999,10246.0
7,13914.92,10924.04,11221.399999999998,14693.599999999997,14203.12,14818.199999999995,13079.48,14208.6,10796.599999999999,12278.799999999997
8,15941.159999999998,14100.58,14566.399999999998,16214.1,28887.43999999999,15624.000000000004,16730.719999999987,28573.879999999997,27173.72000000001,13891.2
9,22582.96,29316.84,29500.239999999998,19068.2,30813.44,29761.399999999998,30677.76,32270.920000000016,29512.76,15594.2
10,35297.23999999999,30349.66,30874.32,31935.199999999924,33536.68,32466.200000000008,33393.72,52622.659999999996,32501.319999999992,22458.399999999998
11,38587.8,51276.599999999984,33569.6,38731.0,44140.399999999994,53366.0,43412.00000000001,83616.80000000002,37635.6,30760.0
12,41272.32,67074.18000000001,51300.32000000008,44245.4,64084.07999999997,72532.59999999998,62054.08000000001,95724.94,54181.799999999996,29479.000000000007
13,75605.32,86384.56,84156.4,61096.399999999936,93983.12,108571.79999999999,95027.48,104027.88,89758.04,34920.000000000015
14,95303.40000000001,103879.92000000001,96315.96,95597.19999999997,95516.36,119271.4,97483.2,111907.90000000002,99554.12,40361.00000000001
15,109220.20000000001,112575.84,105597.4,104680.6,105618.48,164746.6,115812.44,118594.76,119816.2,46854.000000000015
16,124487.4,124006.49999999999,110928.6,127052.0,120917.59999999996,216167.0,120398.8,146166.00000000012,129665.6,61740.0
17,126626.6,154062.19999999998,124746.16,130687.6,133068.68,244789.2,158239.96,173004.2,141574.80000000002,96102.00000000001
18,156707.6,195237.4,155818.96,167759.9999999999,178934.12,243151.8,181268.36000000002,217842.76000000013,169137.52000000002,107604.4
19,190584.91999999998,237761.6,219557.75999999998,194280.8,238426.40000000002,247206.0,225032.76000000013,248376.16,184544.91999999998,133719.00000000023
20,228099.40000000002,252354.79999999996,253858.6,223212.6,244297.44,262236.0,265393.8,249439.38,219901.79999999996,185403.59999999995
21,242071.0,263113.8,297033.2,243352.0,247463.59999999998,284659.0,269126.4,260649.00000000003,244006.2,221547.0
22,268239.76,264929.66,347844.04,277101.79999999993,255659.6,293032.6,286457.56000000006,272633.72,245671.52,271279.00000000006
23,269235.92,284735.0,356661.24000000005,288177.19999999995,281935.43999999994,332555.3999999999,305321.76,329371.60000000003,295320.68,313714.6000000001
24,280053.08,288002.4,378520.48,301478.99999999994,290364.24,385439.2,341211.28,355698.34,313490.16,324822.2
25,306179.96000000025,321175.12,432963.75999999995,329388.8,319914.0,422781.0,376414.8,386478.32,314643.72,341720.2
26,312893.0,341257.5,480734.0,350032.0,341322.0,474213.0,397655.0,460110.00000000006,341117.0,342992.0
27,325862.48,343323.24,525532.4,381224.19999999995,391887.12000000005,494618.2,446070.83999999997,523773.20000000036,345829.96,357961.0
28,336012.36,349513.75999999995,548460.84,417759.7,433382.19999999995,496762.2,495843.27999999997,544884.92,372274.6,385915.20000000007
29,353282.6400000001,401379.07999999967,573699.1600000003,419814.6,453978.2,525833.4,514538.16,583642.3600000001,402351.84,386651.4
30,394449.5999999999,457090.95999999996,595389.88,444237.2999999999,477438.04,589589.6,536567.88,645766.7000000001,461013.88,401101.2000000002
31,455119.0,482904.39999999997,605096.7999999999,480937.0,479047.6,592986.0,557823.6,687086.4000000001,482230.80000000005,445615.0
32,458971.68,528732.44,656224.52,533303.7,526572.7999999999,626654.3999999999,591854.32,721133.8400000004,522950.52,484576.2
33,484661.16000000003,558601.0399999999,708562.2,562755.7999999999,529364.28,697156.0,620746.96,742486.9600000004,548789.04,512370.4000000001
34,518802.39999999997,605690.16,717818.44,591897.0,552831.4,766299.2,672732.4799999999,772154.1400000001,565371.4800000001,558395.2000000003
35,576766.52,657884.9999999999,720582.6,623742.0,578313.16,790102.0,684605.8800000004,777340.68,617446.4,612398.8
36,621021.0,704956.7999999999,745154.4000000001,634037.5,622317.4,809649.0,742865.7999999999,778630.0,670825.2000000001,663186.0
37,647807.6,748202.84,778855.48,692675.4,658413.0000000001,868267.8000000002,775308.4,780902.6,703430.44,678733.2000000002
38,680170.32,751324.38,780161.76,735502.6,715042.6799999999,897323.3999999996,840487.7599999999,809533.52,706050.36,737113.8
39,700173.9600000001,777475.6,781023.2,776503.4,750922.2399999999,927690.1999999998,880398.2400000001,837132.7200000004,739904.92,754436.2
40,741675.88,778572.26,781863.52,789560.5,780425.36,996294.6,958685.9999999999,877904.0200000003,781048.1200000001,771402.8
41,783866.2,804034.2,833771.6000000001,836331.0,782184.0,1027023.0,1024694.0000000001,931595.8000000005,845144.4,824428.0
42,795334.8,854468.7799999998,864572.16,888890.0999999999,788332.44,1048438.8,1071709.9599999997,981185.6000000001,862274.8,859088.4
43,831059.8800000001,886227.1199999996,928313.8400000001,935804.6,822792.68,1091322.2,1120612.56,995139.16,880430.04,867244.4000000001
44,879430.32,957205.5599999998,960023.7600000001,971270.9000000001,873877.0800000001,1142985.1999999997,1173203.4,1070116.2600000005,913511.0800000002,897393.9999999999
45,911289.2799999998,1046709.2399999999,1000154.0800000001,1016383.7999999997,941858.6399999998,1190044.0,1236402.04,1114301.9200000004,947484.44,954913.2000000002
46,963925.8000000002,1124032.5999999999,1056684.4,1058796.0,1007978.3999999998,1195474.0,1275775.2,1163129.3,978340.4,1004658.0
47,1027765.16,1210985.7999999998,1108738.5599999998,1111434.1999999997,1053344.44,1250095.4000000001,1321268.72,1172835.8,999482.3999999999,1064582.0000000002
48,1092807.48,1262651.92,1145561.8,1143540.9999999998,1092369.4,1302949.0,1383319.88,1216875.28,1047671.2400000003,1110735.6
49,1135510.8400000003,1330964.44,1186769.76,1185098.0,1151955.8399999999,1353988.2,1430192.44,1246751.76,1099475.6,1146541.4000000004
50,1211671.84,1371899.66,1237025.52,1217513.2999999998,1196935.2,1397894.2,1431606.6,1297300.720000001,1152975.0800000003,1195678.0000000002
