,350_1_de.napster.com,350_2_de.napster.com,350_3_de.napster.com,350_4_de.napster.com,350_5_de.napster.com,350_6_de.napster.com,350_7_de.napster.com,350_8_de.napster.com,350_10_de.napster.com,351_1_de.napster.com,351_2_de.napster.com,351_3_de.napster.com,351_4_de.napster.com,351_5_de.napster.com,351_6_de.napster.com,351_7_de.napster.com,351_8_de.napster.com,351_9_de.napster.com,351_10_de.napster.com,352_1_de.napster.com,352_2_de.napster.com,352_3_de.napster.com,352_4_de.napster.com,352_5_de.napster.com,352_6_de.napster.com,352_7_de.napster.com,352_8_de.napster.com,352_9_de.napster.com,352_10_de.napster.com,353_1_de.napster.com,353_2_de.napster.com,353_3_de.napster.com,353_4_de.napster.com,353_5_de.napster.com,353_6_de.napster.com,353_7_de.napster.com,353_8_de.napster.com,353_9_de.napster.com,353_10_de.napster.com
20,1376259.4,1233028.6,1214057.0,1386685.0,1476350.7999999996,1236432.6,1286786.6,1408431.2000000004,1501673.0,421626.0,414957.0,526353.7999999999,385426.0,415103.2,499506.4,603984.0,395046.6,406076.8,397805.0,248886.60000000003,59972.60000000004,193235.8,97075.99999999996,111579.59999999996,401906.2,127575.0,164910.1999999999,87160.0,254908.8,312398.19999999995,183441.8,184511.6,345911.2,108150.60000000006,291398.80000000005,180457.2,316405.8,345916.80000000005,240719.0
21,1463001.9,1313310.0,1276327.4,1534257.8,1505039.4,1263113.68,1345230.8,1538867.9600000004,1574646.56,434119.68,449170.0,564399.24,413384.0800000001,450163.92,544380.06,646652.7,407410.26,463323.7,416703.28,277817.7,66877.62,203265.96000000005,117449.8,123404.83999999994,402869.3,158193.76,184730.72,96471.84,276552.68000000005,358075.4000000001,183790.8,186236.72,349201.44,126635.96,358021.79999999993,182618.16,343373.12,381802.72,302834.44
22,1483641.12,1367407.8,1342455.4,1654982.6,1543011.52,1329008.8,1416803.04,1698984.6800000004,1648213.92,453165.6,489476.0,599388.6,433680.52,474918.2,575000.8,725617.2,432424.84,509604.8000000001,444786.2,297920.4,77065.63999999997,221621.64,121045.8,138285.2,404389.84,177939.28,186622.16,99688.48,343258.2,393138.24,187193.96,187719.44,359083.1999999999,147007.24000000002,388383.24,184137.36,349125.6,407402.5200000001,335158.44
23,1491757.18,1402300.92,1451836.2,1786633.4,1565826.68,1362396.12,1572249.2,1810676.56,1745488.04,485230.7,540664.0,653939.0000000001,476067.28,514157.3,623168.7000000001,774705.2,483409.04,541450.7,487712.8,318466.34,89784.25999999998,227336.4000000002,130987.51999999995,169555.59999999998,405401.22,185863.88,188914.08,107398.96,348657.32,411973.88,191268.84,192893.00000000003,380233.0,169883.18000000005,403281.52,186113.4,353951.66,413496.76,363043.9
24,1501898.28,1442890.2000000004,1588400.6,1928167.4000000004,1612490.64,1377084.64,1680665.6,1827640.04,1765800.72,538815.6799999999,560313.0,737649.04,522722.6,551405.3999999999,636999.52,815962.2,508700.52,594083.6799999998,534943.8,331182.87999999995,102731.92,247346.92,173813.88,174862.52,412083.44,183311.68,188264.64,131651.99999999988,349859.96,413135.56,192679.24,193000.4,381073.24,188471.52,411557.32,186979.56,355214.48,414159.88,403747.76
25,1522845.0,1493979.5,1664040.0,2027839.5,1717938.0,1408152.0,1754696.0,1838707.0,1810982.0,579670.0,589445.0,773173.0,565767.0,599298.9999999999,643989.5,905891.0,549523.0,638666.5,572819.0,338553.5,101928.0,248850.5,177687.0,177229.0,413667.5,186066.0,190090.5,156855.9999999999,352825.0,416513.0,194359.0,211358.0,419597.0,189062.0,415397.0,191121.0,357482.0,417860.5,406104.0
26,1559707.9599999997,1547142.88,1791304.0000000002,2141403.8000000003,1785312.44,1449233.32,1898904.4,1876495.28,1836232.04,607032.6000000001,635865.0,775839.96,602051.32,644722.8799999999,650746.72,951675.0,615082.96,705417.52,615841.68,347617.08,119719.08000000002,255634.6,176054.12,179708.68,420563.35999999975,190010.88,197093.92,168243.71999999994,356085.3600000001,418091.32,193667.84,240837.2,422874.72,191664.04,417973.12,192298.72,364622.92,422599.28,408655.68
27,1598883.38,1566756.2999999996,1869743.6,2269172.400000001,1902212.04,1495154.2,2008790.16,1929187.2,1871247.8,693086.3600000002,682537.0,790748.6600000003,635004.4399999997,693461.7,677964.22,970294.9,677145.96,763980.3,662930.2,350865.43999999994,132709.74000000002,266797.7,177542.68,181158.52,461086.2,195214.52,197885.56,178404.04,384911.8000000002,416376.76,200428.60000000003,249075.24,431321.4,192470.62,424942.44,193344.84,380386.4,431702.8,409895.98
28,1646553.48,1605333.2,1907335.4,2327863.8,2013046.2,1527514.52,2013042.32,2074049.8,1957211.56,762182.4400000002,726803.0,840867.3200000002,720406.6,749779.7999999998,709621.04,996182.4,732709.44,827221.2000000002,689944.92,379014.7599999999,148100.2,291640.64,177144.48,181047.28,474668.84,196745.8,208500.6,178888.75999999995,411004.6,422915.4,201975.76,274136.9200000001,466564.2800000001,194191.28,430266.6,196233.12,418477.84,453010.72,408586.6399999999
29,1692930.68,1651745.1,1998409.000000001,2406957.3,2137287.56,1576010.0400000003,2017854.32,2208996.0,2045830.52,806037.0399999998,762195.0,890818.76,760507.2799999998,762932.7999999998,728749.66,1025630.5999999995,800838.9800000002,874721.0399999998,748586.36,393928.98,155514.64,330751.7600000001,178775.44,183860.64,478683.1,196833.8,224008.28,179299.08,421219.4,431201.76,223968.60000000003,306114.08,478962.36,195094.10000000003,440962.2,198943.48,424390.6,488559.52,412197.42
30,1796362.0,1692352.0,2155368.0,2411344.0,2179753.8,1644245.8,2099279.0,2251887.4,2139384.6,885316.7999999998,802030.0,926027.4000000006,777632.7999999998,775214.8,771353.6000000002,1074557.0,887975.0,930683.0,767657.4,417812.4,169213.19999999998,345194.0,182747.2,183419.8,478072.8,206275.99999999985,253737.2,181066.8,425354.2,464633.9999999997,241781.60000000003,337627.19999999995,480553.6,201842.0,454534.4,202397.0,431496.8,487708.2,418727.8
31,1834566.32,1730615.38,2281143.2,2450953.1,2240907.96,1706682.5999999996,2224502.96,2351479.88,2167725.92,979164.9,852769.0,966100.3,799615.88,781737.48,802099.74,1096394.9999999998,936407.88,971093.34,773404.96,417924.4,178466.96,396674.6400000001,184661.44,188680.16,479005.24,225758.12,272546.1,181816.12,443229.52,487742.16,257762.96,356301.8000000001,484414.84,201548.54,462360.4,212667.96,433558.8,490337.38,424220.3
32,1879926.08,1775524.84,2331721.8000000003,2474897.0,2322611.08,1759077.84,2355650.8000000003,2461144.56,2239405.28,988486.68,903016.0,999657.0400000002,824820.72,790732.68,836614.6000000002,1111380.7999999998,959599.36,990486.88,793609.2,426918.8,179567.92,403900.68,186902.6,188804.52,483604.12,226204.12,287531.8,183376.6,450770.68,487163.24,282246.8,383405.52,486985.48,218977.52000000005,463812.92,223682.96,444613.4000000001,494805.52,427788.6
33,1899956.18,1844403.36,2449151.8,2516222.6,2451395.32,1811904.92,2446433.72,2603662.8000000003,2288107.44,989446.56,923937.0,1039889.52,852879.8399999999,825866.5999999999,859585.24,1136945.0,1006425.42,992824.7,846135.48,448472.48,179663.86,405105.48,192484.08,214907.6,485343.7,250063.96,305994.60000000003,184813.32,460725.24,487599.24,311162.92000000004,390320.24,498055.24,234173.84000000003,468721.6400000001,234643.6,454806.78,495638.42,442359.78
34,1943808.28,2001508.6,2564010.0000000005,2538727.0,2499718.6,1858454.48,2507989.6,2756240.4,2331815.88,993238.68,942586.0,1113846.84,873911.2,834160.64,884837.16,1141128.8,1009652.36,1000590.64,875705.1200000001,460232.7199999999,181891.12,406563.44,195288.52,218551.28,495927.4,265422.76,340693.4,188264.36,475099.48,490053.16,349935.28,402095.8,503289.08,256978.36,484732.08,250934.96,469212.76,498969.52,457763.6
35,2038453.9,2131473.7,2731471.0,2567799.5,2634082.0,1904794.4,2607153.0,2848697.8000000007,2366136.2,1009008.6,987403.0,1135223.5,904031.0,881053.4999999999,923365.2,1146647.5,1012462.9,1038881.2999999998,904479.8,468226.2,181226.3,405583.8,202241.8,218972.8,495550.0,293214.5999999998,353219.5,191649.8,481770.00000000006,493580.2,411010.8,406518.4,500119.8,280687.0,499009.2,268194.4,474529.0,502916.1,480816.5
36,2123948.12,2173738.12,2825638.0,2613429.6,2804561.9999999995,1960407.0,2762047.3200000003,2920584.88,2389615.72,1026887.6,1007002.0,1138153.28,919792.4,891545.36,935871.72,1175124.0,1038729.76,1052156.24,933311.92,475382.84,185145.48,409704.56,218272.04000000004,224109.6,499685.88,297119.4,374150.92,204310.6,484036.6000000001,497763.6,412859.36,408721.52,517743.64,305585.96,509109.88,292153.76,483651.0400000002,515168.8000000001,480629.92
37,2220354.24,2215080.3,2947046.8000000007,2631347.3,2875524.92,2040513.0,2878305.28,3011739.12,2415980.36,1035110.84,1007400.0,1143104.14,944695.52,909581.4199999996,956985.44,1172035.4,1049520.48,1088971.12,969434.7599999995,478684.46,188682.08,408222.78,232554.8,241288.52,500614.67999999993,311721.84,375748.58,207219.56,493123.08,508798.92,411460.96,411317.96,524642.92,347002.3,510658.56,308894.43999999994,490745.66,522853.42,482216.14
38,2355537.48,2314556.28,3036486.4,2694152.6,2941674.64,2137167.08,3006308.2,3061752.4400000004,2463181.2,1035439.48,1035237.0,1152624.4,976350.8,929733.0,999056.4,1183492.0,1066000.6,1103188.24,996992.32,479738.84,190222.4,408330.28,246012.4,246681.08,505798.04,344395.2399999999,408257.36,222686.2,501498.28,516113.44,412924.88,410743.88,528118.28,383739.6000000004,521149.72,330977.60000000003,497413.84,526937.28,482054.44
39,2506548.04,2458843.88,3058839.0,2718213.4,3064095.8399999994,2235268.48,3082989.6,3075271.92,2570040.8,1050648.76,1048616.0,1167815.16,982320.44,992265.4399999998,1042296.36,1191931.1,1082213.64,1123362.38,1015074.2,488504.58,215134.6,415397.36,252432.36,267775.8,503874.46,345016.84,409300.04,231729.55999999988,505845.48,517553.68,415151.56,412353.36,534625.64,410949.62,520507.92,360513.6,499759.96,537889.86,485451.36
40,2655440.4,2570709.4,3076534.0,2747475.0,3165723.4,2384174.4,3088047.0,3080093.6,2666387.2,1066930.0,1064333.0,1179959.0,987005.2,1021222.0,1062174.6,1194459.0,1083157.2,1139571.0,1052922.2,501646.6,216775.6,417477.4,262516.0,272755.4,513241.6,345399.2,408868.2,246896.6,518561.8,525524.6,413830.6,413908.2,535182.7999999999,412548.4,532290.6,400614.0,505714.2,541447.2000000001,489998.4
41,2801801.46,2728593.999999999,3092503.0,2789826.5,3181106.56,2555931.12,3112061.96,3094149.36,2708738.16,1074875.98,1074554.0,1181843.64,1009102.12,1054830.86,1119906.9,1196424.9,1091833.16,1150410.38,1058031.68,504749.56,219033.4,422132.04,271879.4,273845.04,519688.88,362515.16,410455.02,258264.52,519064.24,528252.12,415368.96,417704.12,538088.24,412913.6400000001,535830.6399999999,411986.52,525224.6,543427.58,494120.68
42,2976837.6799999992,2892094.1600000006,3109074.4,2873908.6,3193197.68,2717929.68,3121104.68,3114340.6,2765814.0000000005,1079917.72,1105856.0,1190025.12,1033138.8,1075670.2,1131295.92,1201731.0,1109179.2,1154224.08,1082659.92,524402.08,237728.4,428950.36,295374.16,280458.03999999986,531025.96,410248.92,412163.28,276600.12,524685.04,532482.44,418453.92,417331.56,540669.52,413700.64,537010.0,412210.04,528684.64,546711.84,496291.16
43,3108659.56,3054929.56,3131952.4,2979187.5,3200363.44,2850242.2,3150026.16,3124424.08,2832149.96,1091860.5,1112348.0,1193336.04,1065941.08,1105756.699999999,1149391.7,1210694.6,1112410.6,1155137.02,1098882.68,523271.56,246802.46,431569.6,316237.7200000001,321951.8799999994,537791.24,411784.96,414394.98,289677.96,526585.04,533904.8,421120.88,418639.52,547353.48,415244.18,541281.16,410932.08,530862.8,547767.98,499047.34
44,3197621.16,3190683.16,3152440.4,3105751.2,3203216.16,2941684.04,3156044.04,3162812.8,2872165.8,1106103.6,1117289.0,1197763.24,1083256.96,1125001.04,1171678.2000000002,1212910.4,1119858.7999999998,1171995.32,1131984.44,522097.28,259002.7599999999,438802.64,335732.12,341094.48,540687.64,413382.72,417259.48,319299.72,532204.96,542504.84,422226.92,418852.08,550897.96,417286.44,543005.96,413946.68000000005,529869.32,557542.5200000001,513164.0799999998
45,3201642.7,3200724.1,3168437.0,3185757.0,3209004.0,3092820.3999999994,3158581.2,3183660.400000001,2934854.0,1141121.8,1124795.0,1200481.9,1099668.8,1132182.5,1177954.6,1214959.5,1128940.5,1182588.7999999998,1167323.0,524109.9,278642.0000000001,439101.8,351342.7999999998,343526.2,542454.7,413109.4,416940.5,334480.9999999998,535035.2,541433.8,425975.0,422982.00000000006,552854.2,416572.3,544743.2,414666.6,533555.9,559265.7,513193.1
46,3209014.16,3207134.12,3179513.8,3202818.4,3217540.24,3186174.24,3167816.4,3190608.2,3051850.56,1143606.28,1139683.0,1206188.52,1102941.76,1145952.4,1189512.08,1224921.6,1148144.0,1185247.72,1169848.44,531124.52,298019.1999999999,437183.52,363552.72,351258.51999999984,544229.16,414821.12,423489.20000000007,361674.64,539087.72,542353.32,428696.12,425411.08,556350.44,417525.96,549517.84,416209.76,540240.16,559427.52,518482.12
47,3212753.02,3213549.68,3193194.0,3208786.3,3224589.24,3190803.36,3187554.52,3194208.92,3168429.8,1146493.26,1154124.0,1217961.18,1147012.4,1161113.78,1192330.82,1225810.6,1156582.72,1191814.56,1190928.16,535379.24,323108.56,438800.7,373472.8,378403.32,544050.12,414013.72,433541.6,386442.84,539355.64,546099.04,444200.36,430960.68,559950.48,419280.98,551624.24,417944.68,541640.16,564254.52,518621.44
48,3221235.32,3217475.92,3202501.2,3211618.8,3231498.24,3196481.04,3202063.2800000007,3202256.08,3211877.76,1150843.08,1155967.0,1219732.12,1149570.36,1186438.08,1195707.16,1227926.6,1159030.68,1193838.64,1192143.72,535775.88,335860.52,436672.88,386009.84,404799.04,544162.92,414180.24,434531.08,399193.56,541876.08,550762.84,451682.12,436334.6,568511.04,420544.4,551602.16,417474.76,543537.72,568460.4399999997,531464.7999999999
49,3227686.96,3217437.04,3210933.2,3211376.4,3236928.08,3202424.920000001,3208258.52,3205997.56,3214550.32,1153580.9,1158850.0,1221874.38,1152134.16,1194152.92,1198419.02,1228029.8,1162676.8,1197134.76,1195047.16,537858.7,349309.91999999987,437689.84,400909.56,408481.84,544076.04,417065.32,434894.96,401125.76,542805.64,550616.92,481865.28,444974.6,570763.36,427361.12,551532.08,416999.92,545286.58,576433.18,533486.4400000001
50,297.0,299.0,266.0,280.0,288.0,259.0,253.0,254.0,284.0,220.0,224.0,261.0,214.0,221.0,235.0,291.0,230.0,235.0,224.0,201.0,70.0,152.0,73.0,83.0,220.0,113.0,120.0,74.0,203.0,221.0,127.0,122.0,233.0,109.0,222.0,107.0,200.0,236.0,185.0
51,880.0,1028.0,874.0,925.0,864.0,883.0,869.0,794.0,982.0,467.0,526.0,578.0,462.0,582.0,522.0,594.0,483.0,502.0,534.0,320.0,151.0,251.0,169.0,155.0,307.0,171.0,203.0,158.0,295.0,283.0,195.0,194.0,375.0,188.0,324.0,189.0,299.0,381.0,274.0
52,87176.0,79497.0,76106.0,74971.0,84789.0,76550.0,72795.0,74351.0,74535.0,71327.0,71025.0,83118.0,69128.0,71834.0,73825.0,86428.0,72792.0,73891.0,70340.0,61436.0,23984.0,44113.0,23695.0,25857.0,60391.0,33962.0,37380.0,23752.0,61563.0,61436.0,38455.0,38822.0,70828.0,34310.0,61263.0,33610.0,60747.0,72206.0,57558.0
53,3326284.0,3296947.0,3290576.0,3286978.0,3324735.0,3286691.0,3285000.0,3284298.0,3288877.0,1227961.0,1234489.0,1315700.0,1223685.0,1267762.0,1275481.0,1314273.0,1236384.0,1273792.0,1270005.0,600861.0,394763.0,483852.0,426351.0,435904.0,604806.0,450444.0,472286.0,426171.0,609654.0,611811.0,524468.0,494382.0,647890.0,468991.0,612917.0,457760.0,609442.0,649719.0,592475.0
