,318_1_derbiokoch.de,318_2_derbiokoch.de,318_3_derbiokoch.de,318_4_derbiokoch.de,318_5_derbiokoch.de,318_6_derbiokoch.de,318_7_derbiokoch.de,318_8_derbiokoch.de,318_9_derbiokoch.de,318_10_derbiokoch.de,319_1_derbiokoch.de,319_2_derbiokoch.de,319_3_derbiokoch.de,319_4_derbiokoch.de,319_5_derbiokoch.de,319_6_derbiokoch.de,319_7_derbiokoch.de,319_8_derbiokoch.de,319_9_derbiokoch.de,319_10_derbiokoch.de,320_1_derbiokoch.de,320_2_derbiokoch.de,320_3_derbiokoch.de,320_4_derbiokoch.de,320_5_derbiokoch.de,320_6_derbiokoch.de,320_7_derbiokoch.de,320_8_derbiokoch.de,320_9_derbiokoch.de,320_10_derbiokoch.de,321_1_derbiokoch.de,321_2_derbiokoch.de,321_3_derbiokoch.de,321_4_derbiokoch.de,321_5_derbiokoch.de,321_6_derbiokoch.de,321_7_derbiokoch.de,321_8_derbiokoch.de,321_9_derbiokoch.de,321_10_derbiokoch.de
20,272891.80000000005,265712.0,264338.19999999995,272282.0,271229.2,274937.6,269148.4,238908.4,274540.4,270512.6,233864.99999999988,252491.4,275386.6,261629.2,258534.6,262870.4,280711.8,268490.0,253512.6,154634.0,262504.0,256108.2,250693.2,260442.00000000012,241938.6,268671.6,177701.8,278417.4,209305.8,213277.8,287285.4,226409.0,257587.4,246926.8,226323.0,262084.0,235456.0,247057.4,345284.59999999986,258359.6
21,279428.76,271683.0,272149.76,272877.1,280201.14,271369.84,272012.92,267963.8,276180.56,270133.18,261349.62,264626.12,309394.16,265667.8,259790.0,276936.64,285676.03999999986,272909.0,258780.56,156085.4,266251.86,264305.32,252053.46,264481.72,247487.46,310614.19999999966,218817.2400000001,315136.4,218757.87999999992,221029.92,289005.52,249417.60000000003,265719.16000000003,252781.14,251636.6,272088.8,234340.4,248539.22,413913.7,261390.5
22,280661.32,275145.0,269555.16,273154.2,278846.31999999995,274647.16000000003,272985.92,275773.08,277594.84,272495.88,262857.2,269732.08,348620.24,321846.92000000016,264901.04,279421.2,332868.11999999994,279203.0,265369.76,183782.6,300055.96,340746.52,275591.64,289487.84,255150.88,397964.3599999997,256119.68,387353.96,241805.48,240457.16000000015,374968.4800000002,254074.2,335563.48,254172.52,253221.6,282719.6,249482.1999999999,255839.2,520773.5199999998,299294.92
23,284502.52,282379.0,272476.06,284505.3,287910.5,279276.64,276336.72,276309.72,282689.76,274935.38,265850.78,269671.82,363573.1,340121.28,285607.6,330847.08000000013,359591.8,330450.0,270018.36,215890.6,308266.62,420546.84,282544.88,301678.16,256861.12,508645.9399999997,266780.58,470855.56000000006,251263.08,251612.88,486514.3200000005,273640.2000000001,346706.98,259713.72,254671.8,284216.1,293533.6,273059.08,629782.7399999998,298089.72000000003
24,283037.8,282420.0,277898.16,283793.2,294850.24,287513.04,282375.56,274122.48,287685.08,283402.24,269405.56,280121.04,429284.68,346878.2,292508.84,386738.2400000001,383027.31999999954,343889.0,271968.48,238348.39999999988,349726.39999999985,485501.3599999999,289275.96,339878.36,309447.04000000004,603638.92,289338.56,537176.6400000001,253771.76,261170.08,581599.1600000003,284731.4,400964.7200000001,275990.60000000003,256245.6,286593.4,299322.2,280695.56,746010.2,341296.8
25,289042.0,283067.0,282400.5,285965.5,343816.0,286125.0,285793.0,282683.5,310915.0,284868.5,271930.5,347790.0,507941.5,444138.0,298052.0,459511.0,434864.0,386768.0,314207.0000000001,255905.0,435445.5,521895.0,364762.0,394535.00000000006,398147.0,685674.5,364313.0,624043.0,254416.0,262456.5,708873.0,308499.0,472862.00000000047,330837.0,263146.0,347486.4999999996,342693.99999999994,333929.0,758206.5,381532.0
26,334330.44,286927.0,290045.2000000001,291073.6,346843.16,294724.96,314277.3600000001,291177.48,386508.88,288825.8,282588.56,403983.4,582391.6,505840.96000000025,333003.8,513813.96,495901.52,472908.0,322597.36,268063.4,491512.5999999994,584183.3200000001,421906.16,451671.24,445718.44,725382.56,424512.92,681569.08,257463.2,287427.76,768442.7999999998,360026.2,520291.2400000001,332606.28,288888.80000000005,399712.8,374803.6,357024.4,771210.64,443045.9199999999
27,339032.16000000003,294792.0,363013.86,324618.7,349222.06,348712.28000000014,407416.08,290993.96,392434.88,304124.62,333182.47999999986,412530.98,606074.94,560934.8399999997,377750.6,594950.74,539607.88,558112.0,352739.24,311934.2,522422.78,680434.1999999997,473829.88,508534.88000000047,522985.92,785080.5,443631.7,726398.6000000002,281809.84,311683.76,788530.84,372474.80000000016,565128.6000000002,353913.08,293010.0,437929.4,439878.7999999997,399959.8,784008.96,486921.9
28,411360.52,300724.0,361234.04,365475.6,347418.84,368040.12,408752.4,289410.24,410867.12,346232.16,353076.96,446725.08,604634.4399999997,596600.48,416434.52,597862.28,576740.48,604183.0,360381.2400000002,310627.2,535663.2,747581.72,526264.36,578064.4,591080.8400000001,833476.2,494801.64,796330.0800000002,327732.07999999967,349837.60000000003,814675.6400000001,419077.20000000024,662114.4000000003,421537.8800000003,317442.6,509930.5999999996,526325.6,438079.36,817088.1599999998,502760.72
29,466561.04,302671.0,362174.44000000024,363948.0,358920.42,453313.8000000001,408209.44,292228.92,417114.48,379405.76,435302.23999999993,467297.22,668611.3999999999,622104.88,433645.84,607046.94,637284.28,614120.0,435109.12000000064,312054.4,549298.1,750875.72,545260.82,646486.2800000005,677479.8400000002,875531.68,558590.8000000003,851121.84,386706.0799999999,369122.8000000001,861634.68,505050.6000000004,728150.0000000003,500300.72,367500.6,587486.2999999998,595824.1999999993,540780.9199999999,865935.96,549730.6399999999
30,554751.6000000007,311499.0,401642.8000000001,361778.0,387019.8,478638.8000000001,448257.1999999999,322425.0000000001,448290.6,447525.19999999984,505384.1999999998,520735.00000000006,690129.8,629952.2,470900.4,616260.8,694650.0,631702.0,509399.4000000004,344601.0,575709.7999999999,760208.0000000003,549949.1999999997,681365.4,743547.8000000002,880108.4,633872.2000000002,859925.0000000006,434148.8,401079.2,872113.8,597302.0,758718.0,552377.0000000001,438920.0,662779.0,676180.0,620578.3999999997,867858.0,602462.1999999995
31,619219.84,353405.0,409979.88,378263.1000000001,412122.26,572816.24,489358.95999999956,371015.98,496704.31999999954,506213.99999999994,564046.04,598669.3200000001,734414.4399999998,635867.96,506757.64,641016.2,740871.28,650291.0,580181.3600000002,439345.3999999997,633828.4399999992,784538.3999999998,621699.5399999999,721367.7600000001,765897.32,881316.02,719993.28,872009.4,486623.12,470000.8000000002,877939.8,681552.8,767297.8800000001,599723.26,482582.4000000006,757088.9,736444.6,714823.8800000005,886172.86,623941.66
32,637835.8,423846.0,419308.4000000001,455975.00000000023,506644.16,643644.08,594946.4799999999,415867.64,588053.1599999999,610421.0799999997,600634.76,632433.6000000001,776793.36,667491.88,559191.9599999997,660991.4,741912.48,681021.0,604922.56,511333.3999999999,692458.7999999999,807854.12,639747.6,729108.16,777504.28,901084.08,761429.64,884590.2000000002,534496.5599999999,526013.8000000003,881520.56,755506.0000000001,792081.3200000002,679062.2,595274.8000000003,758289.2,756140.9999999999,756197.88,906018.6,715517.9199999998
33,719717.88,509267.0,435246.4000000001,595189.6,622254.8400000004,719605.8,680344.12,486417.68000000046,687420.5199999999,679230.96,617874.3599999999,678019.52,783861.98,704119.04,584602.6799999994,679161.6000000001,768305.92,728558.0,608941.8,584975.8,748785.6599999998,858636.04,710677.1199999995,787320.64,827727.5000000001,901945.52,794407.48,891878.92,592979.8799999999,566868.3,887721.36,757910.8,810107.4000000001,747251.4400000002,699097.2,777764.7999999998,828380.6,767127.1599999998,906910.52,762025.34
34,721769.16,628234.0,570728.4800000007,746012.8000000002,727305.64,784153.6400000005,739702.32,540240.36,741270.0399999993,767842.08,636746.48,710533.76,786850.84,726082.84,627952.32,698090.88,785251.4,777813.0,630042.0,608211.6,806887.3199999997,891494.92,771120.84,836237.0,834047.76,903472.56,811572.6,897453.96,653689.7599999997,602830.6000000001,905326.6,790372.2,813546.76,788974.76,763967.8,806573.3999999998,862880.6,781175.56,908052.16,779896.48
35,725394.4,707049.0,670156.8000000004,872143.0,920214.6,846393.8000000002,753469.4,628699.2000000002,836535.5999999994,873141.6999999997,643226.6,741071.3,791203.0,772047.6,668568.9999999999,738207.1,786777.8,784099.0,635758.6,644406.0,867964.2,890462.4,808924.3999999997,865570.8,852166.6000000002,906755.4,868297.0,900909.2,744495.5999999997,621524.7000000002,908260.6,794058.0,819384.0,787851.7000000002,775517.0,830799.0,883393.0,809446.3,911318.7,815726.4
36,725763.16,836921.0,790579.3600000009,976689.9999999999,1043523.08,951675.6,769087.84,714521.4400000002,878137.24,960224.16,668437.64,784739.84,795421.68,776094.04,695559.6,746505.6,787184.96,787172.0,650301.7600000001,690305.3999999996,873314.92,893163.88,857602.1999999995,879207.04,862035.68,907510.48,874433.6,902411.64,748387.2,654343.1200000003,909089.16,823832.2000000002,847584.64,791045.04,794930.8,878962.0,883695.0,815852.08,914412.6,875789.9199999997
37,759147.4000000001,950579.0,972244.76,1032144.7,1061917.3199999998,1033482.56,776919.68,804950.5599999998,880134.76,1031969.72,697642.52,787582.68,799172.24,779466.64,722331.5599999998,778600.7200000002,791102.88,789686.0,658689.96,695760.6,875124.64,896542.16,873647.14,898238.52,871590.74,922665.96,897766.74,903751.8,785734.3999999998,687504.12,913036.88,854335.0,889340.8,791802.8,800479.2,899884.4,885696.4,836689.4999999999,918318.98,900863.24
38,804698.84,977741.0,1034669.92,1035027.2,1066009.28,1042746.92,781132.7999999998,922937.52,971168.5599999994,1029052.28,714292.92,788627.32,801042.7999999998,780494.84,777533.96,785325.36,790323.16,794026.0,675543.6000000004,703046.8,882372.32,895184.56,873597.84,901232.76,891625.92,923326.04,899516.4800000002,908948.4,838385.6,725430.7200000002,915270.68,879061.6,906914.16,803919.6,799417.0,900449.8,886663.4,885728.24,932652.52,902603.28
39,805378.2,1043654.0,1037096.18,1042343.9,1071323.46,1039883.08,912022.9599999993,928590.54,1040077.8,1034290.14,766191.96,793800.78,814604.46,785049.84,778024.4400000002,787653.24,805015.88,794949.0,734224.4000000001,763434.6,900024.46,897431.12,895537.72,904590.28,893174.26,925637.16,899991.12,914425.92,851604.32,757648.3200000002,928767.96,880011.2,905527.94,818330.0800000002,852084.2000000002,901466.7,890232.2,897666.7,937194.52,918635.46
40,856076.0000000003,1044095.0,1064471.4,1098216.0,1109125.0,1045702.4,1056503.8,941248.2,1043039.0,1037751.4,765897.4,795986.2000000002,819155.2,788702.8,779326.4,790626.4,805354.4,799991.0,786368.4,766837.0,905403.2,902914.2,898158.6,904030.8,894530.2,927793.4,903495.6,913020.4,859764.2,768927.6000000003,929765.8,898694.0,908491.6,858989.0,877585.0,905214.0,889943.0,900793.2,938319.0,919102.8
41,945639.72,1044532.0,1078673.02,1121929.7999999998,1109829.16,1073044.36,1065131.2,992709.9800000002,1080720.7599999995,1061136.18,783850.74,797720.02,820422.66,791056.92,780582.52,793461.08,805880.92,799664.0,787987.88,777978.1999999998,905852.9,912557.2,898922.46,909316.76,898037.46,932468.74,905225.32,914283.24,869241.36,806106.0400000002,933716.36,900024.2,909714.82,897385.72,905020.6,903778.0,892414.0,899759.22,938843.46,922161.74
42,959715.72,1068932.0,1082082.48,1166128.0,1148210.2,1074731.04,1074402.96,1010239.64,1130233.44,1066979.84,786996.68,799628.96,821415.96,793925.24,781716.04,795901.04,809742.12,813304.0,792702.2000000002,786021.2,919265.52,914851.24,900267.64,910573.56,901105.24,933476.92,906057.4,918492.12,872149.44,837631.6000000007,940448.28,901262.2,911117.44,900605.72,908161.2,909907.4,914420.6,903613.24,942630.24,925032.36
43,985564.56,1072315.0,1127718.3600000006,1168864.0,1151541.04,1090608.6,1127614.52,1047267.64,1134499.88,1102172.7599999993,792529.74,813711.72,833772.8,807597.84,785535.4400000002,796956.02,810220.92,815149.0,794717.12,789044.6,920876.4,916593.56,902503.72,912453.88,901258.92,933804.56,921546.42,943762.12,872544.5599999998,856665.3,957850.8400000002,902922.2,912940.84,901731.88,907472.2,911952.0,918024.2,902305.34,947880.9,928151.46
44,1085248.7200000007,1087451.0,1155333.28,1192998.0,1153226.96,1108796.44,1157098.92,1081890.32,1174690.96,1131319.4,795027.76,815844.88,836984.56,808354.44,792322.76,800259.04,814853.2,815586.0,794101.96,794307.6,927865.08,928291.64,904267.4,914848.52,915056.72,946162.36,922535.56,964412.44,890568.12,876025.88,966208.56,910016.2,912815.76,903715.64,911126.4,928084.2,930280.9999999995,907858.52,970538.88,941567.8
45,1169082.8,1154859.0,1174419.3,1193722.5,1177978.7,1121055.8,1178916.8,1152223.4,1177826.4,1163241.7,794029.6,819222.8,839946.9,812526.8,795653.6,800171.7,818295.8,816686.0,800342.6,793736.0,929802.1,932788.0,904645.2,917426.4,915861.9,966383.2,925099.0,965153.6,892701.8,881317.9,972435.8,909921.0,927270.7,906092.8,912217.0,930094.0,932377.0,909525.9,970771.9,963177.0
46,1187509.08,1178211.0,1195914.12,1194044.2,1180407.48,1191470.84,1180448.24,1172232.88,1180193.08,1168665.12,797385.84,819774.56,844420.92,820022.28,796933.36,814840.52,820277.96,820644.0,800709.68,797257.4,931952.84,954593.12,904591.28,927832.68,918150.4,967164.12,931180.6,970538.08,893235.16,899349.6799999998,978212.96,911541.4,929404.92,907278.28,916541.4,933155.4,935620.2,924609.8,973010.12,967402.08
47,1192824.04,1198659.0,1200951.06,1203654.2,1183336.84,1197448.32,1180025.08,1192638.74,1182808.24,1168558.68,800226.42,822113.5399999998,847616.22,822384.3200000002,810774.24,818488.52,825803.56,823490.0,801375.2000000002,799356.2,933944.6,957140.8,919691.54,951330.28,918706.86,976842.0,935670.78,973771.24,895827.88,900809.76,980826.92,924531.4,932867.76,920297.04,917295.8,936214.1,938297.4,924630.86,989552.26,970782.82
48,1190848.96,1201544.0,1199225.28,1224962.4,1188892.88,1201963.08,1181782.48,1195510.4,1190337.16,1170062.92,798797.52,821633.88,850470.64,822403.16,812606.16,821517.48,832642.32,824878.0,816100.68,799616.2,951692.16,960504.84,921540.12,971315.48,922529.68,982877.88,948439.08,973707.72,896985.08,901646.92,982861.4,925870.8,937732.4,923305.92,932035.0,940534.6,942484.6,928562.4,991679.6,973981.04
49,1196882.16,1202672.0,1206590.82,1228926.0,1210300.32,1202847.6,1205400.36,1196304.32,1191077.8,1175989.46,809180.0800000002,832375.66,852690.32,825436.4400000002,812592.72,824513.12,835780.84,829257.0,818070.84,804544.1999999998,966148.96,960499.08,923389.18,971223.0,922417.84,982804.44,968528.16,973661.64,896503.56,905830.8,984844.2,927765.6,961007.7000000002,926351.54,933387.6,946316.8999999998,943338.2,928679.62,998319.8999999998,973934.48
50,237.0,245.0,249.0,261.0,249.0,244.0,248.0,235.0,259.0,234.0,170.0,205.0,226.0,196.0,175.0,188.0,219.0,203.0,181.0,176.0,185.0,192.0,173.0,187.0,174.0,223.0,192.0,210.0,146.0,145.0,217.0,168.0,187.0,165.0,170.0,186.0,191.0,170.0,227.0,194.0
51,445.0,405.0,474.0,484.0,484.0,454.0,520.0,414.0,497.0,413.0,243.0,302.0,333.0,300.0,289.0,295.0,323.0,297.0,263.0,254.0,342.0,304.0,274.0,307.0,259.0,324.0,311.0,322.0,232.0,258.0,315.0,252.0,282.0,268.0,250.0,299.0,269.0,259.0,332.0,307.0
52,54851.0,56490.0,57200.0,59787.0,57196.0,56924.0,56962.0,54328.0,60028.0,54267.0,36228.0,46172.0,50157.0,44537.0,39897.0,39656.0,46923.0,46391.0,38152.0,36983.0,39870.0,39184.0,36962.0,40407.0,34911.0,45775.0,41618.0,42654.0,31189.0,32001.0,45645.0,36077.0,39171.0,35480.0,36850.0,39360.0,38866.0,36070.0,47139.0,38383.0
53,1271957.0,1264776.0,1282942.0,1297582.0,1286348.0,1263692.0,1280869.0,1256589.0,1270733.0,1240507.0,849941.0,879866.0,905067.0,871675.0,853365.0,869960.0,882724.0,887255.0,857523.0,850616.0,1013907.0,999733.0,962297.0,1016322.0,957457.0,1028698.0,1013927.0,1016427.0,927703.0,937520.0,1032472.0,968765.0,1006722.0,962625.0,973262.0,1011265.0,981993.0,968278.0,1045875.0,1012365.0
