,126_1_www.oracle.com,126_2_www.oracle.com,126_3_www.oracle.com,126_4_www.oracle.com,126_5_www.oracle.com,126_6_www.oracle.com,126_7_www.oracle.com,126_8_www.oracle.com,126_9_www.oracle.com,126_10_www.oracle.com,127_1_www.oracle.com,127_2_www.oracle.com,127_3_www.oracle.com,127_4_www.oracle.com,127_5_www.oracle.com,127_6_www.oracle.com,127_7_www.oracle.com,127_8_www.oracle.com,127_9_www.oracle.com,127_10_www.oracle.com,128_1_www.oracle.com,128_2_www.oracle.com,128_3_www.oracle.com,128_4_www.oracle.com,128_5_www.oracle.com,128_6_www.oracle.com,128_7_www.oracle.com,128_8_www.oracle.com,128_9_www.oracle.com,129_1_www.oracle.com,129_2_www.oracle.com,129_3_www.oracle.com,129_4_www.oracle.com,129_5_www.oracle.com,129_6_www.oracle.com,129_7_www.oracle.com,129_8_www.oracle.com,129_9_www.oracle.com,129_10_www.oracle.com
20,613442.8,777809.3999999997,887905.7999999998,690723.0,655054.0,795845.7999999998,724499.0,738317.6,1027323.2,746246.0,712615.0,1164507.8,780691.0,723568.8,1207109.0,785118.0,781296.9999999999,1236804.6,720089.2,697850.0,1044184.4,818068.7999999998,816115.2,980337.0,780835.0,826577.6,957687.4,878840.0000000001,807018.8,561405.0000000007,746207.0,1044757.0,861873.4,763764.6,1016363.6,730514.8,697697.0,1022849.0,872501.6
21,731764.38,940089.4,984912.6,737053.0,743521.5,904712.24,747620.5,798997.4,1145137.4,770208.68,738258.7,1172522.96,870733.5599999998,857174.8800000005,1236390.6,873719.36,884229.2,1247991.04,735664.4,724197.0399999998,1097473.28,827489.04,831504.68,1051282.6,803792.6000000002,930443.32,1004783.36,953997.12,836485.2399999999,653746.9200000005,817445.8,1052205.2,874334.68,830124.5599999998,1055793.36,850126.4,724217.4,1049070.2,889392.48
22,745120.4400000002,1031221.64,1104686.2,781524.0,750514.0,1031782.2400000005,752160.0,911006.4800000008,1228357.24,915784.6799999996,740741.2,1199738.84,937701.08,1034594.16,1257734.8,978610.76,963710.5199999992,1254904.64,743872.28,797674.4399999998,1112216.96,872122.6,915756.96,1084653.6,830988.8800000001,1012819.16,1028260.8,997975.64,884041.84,698561.28,829230.3999999998,1067475.8,915810.56,886780.44,1062149.44,896731.64,755051.2000000002,1084220.4,941747.48
23,831639.88,1136672.2,1191775.7999999998,951987.0,790884.0,1217719.24,772266.0,1083719.3200000005,1237990.82,990955.4,780632.2000000002,1233867.88,1021347.2000000004,1079335.6,1265774.0000000002,1028657.6,1042756.0,1266099.08,783276.4,906828.28,1114846.24,949693.4,980760.92,1092519.1,900789.32,1020397.2,1048244.3199999995,1033159.16,946177.4,716136.36,882491.3999999998,1076168.0,937660.52,901956.52,1070609.04,908199.16,798340.6,1098271.2,964633.16
24,903314.8,1220181.88,1243209.44,1121454.0,865334.0,1235047.88,809385.0,1185906.16,1240722.16,1228408.1999999995,815814.4,1257792.16,1074688.48,1083437.88,1277105.0000000002,1052282.8,1050239.8,1274746.8,861641.44,1002044.92,1124593.24,991834.7999999996,1016474.96,1118165.4,982383.88,1033598.52,1052490.04,1046924.2,986265.04,752320.52,905120.8,1110614.4,964187.4,945907.08,1085719.2,920541.76,834079.68,1115420.4,980710.72
25,1000764.0,1231435.0,1248921.0,1219887.0,905490.0,1248660.5,875030.0,1230116.5,1244063.0,1247846.9999999998,841501.5,1263520.0,1086495.0,1087154.0,1299800.0,1082568.0,1077607.0,1319694.0,953540.0,1079287.0,1129576.0,1017235.0,1042170.0,1124617.5,1017037.0,1055180.0,1062227.0,1070202.0,1016950.5,785337.0000000001,912606.0,1126267.0,979509.0,968261.0,1119848.5,927784.0,891256.0,1121672.0,989616.0
26,1064141.2,1232901.32,1274721.8,1248708.0,953050.0,1252749.28,910692.0,1234350.8,1251643.24,1261287.48,907547.0,1280643.16,1097400.36,1143728.88,1356678.6,1092094.12,1096932.2,1338365.4,1005328.56,1086111.88,1133937.2000000002,1043390.28,1058523.2,1133756.2,1046965.6,1066949.04,1073711.36,1104656.16,1038613.4,832700.2000000002,958795.2,1143413.4,984245.0,971637.08,1129196.16,961927.8,910765.16,1149333.0,1008668.52
27,1158291.32,1242277.08,1323432.68,1285046.5,1018278.0,1281133.8,1023376.0,1248189.04,1269727.18,1269440.92,1004779.6000000004,1334658.8800000006,1100731.36,1156599.24,1398524.6000000006,1130859.0799999998,1119724.4,1410560.52,1103650.8,1101866.2,1150482.4,1082336.44,1100693.72,1154678.6,1071340.84,1070048.12,1128968.04,1111878.0,1038605.38,843184.04,983723.0,1195196.4,988931.08,979052.12,1142082.46,1003282.4,940367.8,1182193.9,1045363.92
28,1233689.6,1296754.92,1328058.88,1294007.0,1096779.0,1312948.2000000002,1096965.0,1250961.68,1328624.48,1295905.96,1126294.2,1431183.28,1102118.84,1159581.04,1505960.6,1137839.28,1146671.92,1438320.2800000003,1161904.76,1115703.44,1181553.44,1085609.32,1110065.12,1200071.0,1112199.28,1093013.16,1148671.2,1119574.32,1072249.4,870199.4,999718.8,1220969.6000000006,1045159.76,1030469.76,1205461.36,1050380.36,988531.32,1209806.5999999994,1048288.76
29,1251656.78,1304203.32,1331210.48,1309651.0,1147376.0,1326502.62,1195502.0,1274015.42,1333556.6,1312444.84,1157544.3,1468590.48,1116913.7,1192691.48,1528823.4,1167541.12,1151165.8,1532794.62,1165109.98,1127873.28,1211548.8,1111174.76,1113261.44,1203438.6,1123180.36,1127043.38,1197592.96,1121935.96,1103375.2,911516.8,1015813.8,1359886.4,1046452.48,1038931.32,1297175.2,1051996.04,1010577.04,1261637.9999999998,1054713.68
30,1257987.4,1310335.4,1350369.0,1322780.0,1227353.0,1334198.8,1279247.0,1309559.0,1342761.6,1334685.8,1160461.0,1490116.6,1135461.2000000002,1199200.2,1549085.0,1196657.4,1162524.8,1550780.4,1175464.6,1151477.2,1224464.8,1117542.2,1127981.8,1215165.0,1131145.2,1133552.4,1210005.6,1127014.0,1124076.6,938885.0,1034454.0,1375249.0,1053945.2,1048095.8,1323159.8,1061148.2,1032102.8,1360430.0,1070484.4
31,1287144.4,1324094.84,1368897.12,1329105.5,1299471.0,1350712.5599999998,1316375.5,1315017.12,1351617.9600000002,1339383.04,1193519.1,1520273.28,1188262.12,1228969.48,1557083.6,1207492.84,1185865.5599999998,1557279.52,1193073.22,1180905.44,1229403.28,1120820.7999999998,1129262.72,1224045.2,1138179.52,1153457.38,1212976.28,1168832.6800000002,1144796.38,979834.96,1059469.7999999998,1384109.8,1065080.12,1047742.2,1336725.46,1066329.96,1039730.72,1393204.6,1102593.0799999998
32,1331418.28,1332047.64,1377209.84,1347037.0,1328172.0,1374002.92,1328293.0,1326135.36,1382706.16,1364016.6,1198440.8,1548780.68,1209207.44,1236648.32,1561686.6,1229955.36,1210565.64,1562348.84,1215089.92,1200183.56,1239827.2,1133952.48,1147284.48,1229997.0,1139592.6,1200119.72,1224574.84,1198831.12,1148349.96,992098.4,1064428.4,1410818.4,1067203.84,1059347.56,1379291.0,1069178.24,1056758.16,1404506.2,1110448.28
33,1337276.06,1336554.76,1385094.88,1360646.0,1359098.5,1379392.66,1338414.0,1326754.82,1391020.98,1379291.44,1211516.3,1557788.56,1244717.4400000002,1246820.16,1567879.0000000002,1237228.12,1228551.6,1569716.34,1230259.94,1226178.44,1246476.28,1147956.12,1151425.24,1240766.0,1144084.94,1211869.94,1236667.2,1205993.04,1152822.6,1009552.44,1078095.3999999994,1413699.8,1100340.52,1074449.6,1411409.38,1085794.76,1063224.08,1411500.3,1115392.72
34,1340760.52,1352822.6,1404906.4,1369826.0,1366935.0,1388531.8,1349740.0,1340885.56,1400377.08,1382565.76,1225901.0,1560920.96,1250883.48,1254704.4,1635787.0,1253655.4,1235899.84,1635300.2,1250357.12,1244719.12,1298041.6000000006,1152040.12,1208823.16,1268436.4,1172734.6400000004,1218819.04,1286301.8,1213783.44,1168852.48,1016402.4800000002,1135688.3999999994,1418228.8,1103367.12,1103445.72,1419161.04,1091739.32,1071729.6,1416631.8,1124468.32
35,1354979.9,1372435.2,1451314.0,1370470.5,1370703.5,1399693.4,1360351.0,1356587.3,1442805.6,1388927.0,1246820.0,1565291.4,1259244.7,1268598.4,1655653.0,1258817.8,1243380.9,1646465.6,1259256.2000000002,1254265.7999999998,1397684.4,1202018.4,1216064.2,1324655.0,1219253.8,1221427.1,1291498.8,1233625.5999999996,1217394.5,1030465.8,1184452.0,1423655.0,1110453.8,1112882.2,1426609.9,1104877.4,1077365.8,1421625.0,1133240.3999999994
36,1373893.2,1378246.28,1474334.2399999998,1373765.0,1376091.0,1453804.68,1378074.0,1376974.64,1478746.4,1400816.8,1253076.8,1570771.76,1262866.08,1281196.2400000002,1671899.4,1268788.4,1250216.28,1672090.48,1261526.68,1255593.64,1420911.24,1212837.7999999998,1219173.44,1388763.0,1223675.04,1224959.92,1316783.5599999998,1273706.8,1221845.2,1046952.2,1223791.8,1488874.8,1117522.32,1117993.52,1428473.44,1121979.7600000002,1090099.4,1488827.8,1145850.2
37,1380501.38,1387347.28,1550271.72,1375574.5,1378991.5,1460908.68,1381148.5,1391962.3,1545805.46,1410312.6,1261150.0,1597753.4,1276774.08,1302388.2000000002,1783774.2000000004,1279671.52,1253903.7,1780158.2400000002,1274551.32,1258997.76,1440697.92,1222000.48,1225622.88,1418402.4,1229542.66,1231938.46,1373392.4,1279697.76,1232180.78,1076118.16,1240993.8,1494974.6,1126576.6,1141008.2000000004,1435158.24,1144582.44,1127026.84,1495030.7,1198652.8
38,1386885.6,1393388.24,1593997.16,1387834.0,1382348.0,1521237.7199999997,1386005.0,1397412.8,1568412.16,1436348.3999999997,1271701.2,1642643.44,1303926.52,1361958.8,1820318.2,1319882.16,1262391.9599999995,1819594.12,1280277.96,1271227.8,1471841.36,1227786.04,1230300.76,1434210.6,1233985.8,1246589.8,1413477.48,1311060.4,1237853.72,1102425.8400000005,1252076.9999999998,1525250.4,1135844.36,1197771.5199999998,1500539.04,1189583.360000001,1144536.76,1527691.2,1264654.1599999985
39,1389694.52,1407376.0,1619387.6799999997,1395843.0,1400034.0,1584577.18,1405863.0,1442061.54,1577180.2400000002,1501100.1999999997,1278720.9,1673336.68,1342925.4,1440977.32,1827673.1,1335715.48,1264840.7999999998,1827005.42,1339136.54,1320575.5199999998,1485014.96,1232348.96,1244733.4,1459601.4,1244476.96,1275958.3199999998,1423588.6399999997,1369106.92,1251960.74,1113570.2400000002,1260955.8,1531499.0000000002,1150908.76,1286095.88,1505565.9,1203840.4,1150378.68,1649405.999999999,1308131.16
40,1408244.0,1415614.4,1626645.4,1408955.0,1441295.0,1599894.0,1433932.0,1450146.0,1619975.0,1516314.7999999996,1325222.0,1675992.2,1425374.0,1445499.8000000003,1867835.0,1342297.0,1280612.6,1867273.1999999997,1373209.1999999995,1330756.4,1491074.6,1245608.9999999998,1254569.4,1483362.0,1260783.4,1339319.0,1436271.6,1382235.2000000002,1257105.7999999998,1148886.2000000002,1274857.0,1680994.0,1191991.799999999,1290142.2,1536325.4,1294886.2,1168438.0,1675700.0,1318469.8
41,1422161.12,1461083.36,1642358.28,1450912.0,1457737.5,1624210.98,1449034.0,1488708.02,1641924.0000000002,1570543.7999999996,1361965.000000001,1684663.56,1449595.16,1457817.88,1873011.0,1357568.92,1287025.56,1873348.88,1431765.98,1418836.56,1493375.6,1283198.84,1305364.44,1488499.2,1308242.8,1414290.86,1447935.36,1402067.0399999998,1306480.8,1180120.44,1280908.6,1680003.6,1231418.76,1303470.8,1539664.5,1316986.28,1193048.68,1683028.9,1359381.48
42,1446628.92,1540688.8400000003,1650186.84,1505683.0,1503827.0,1637101.64,1463920.0,1546777.56,1648045.68,1627950.8,1428085.0,1729354.6800000004,1471561.2,1469263.2,1870398.2,1430758.64,1294110.4,1872557.04,1471199.52,1443280.96,1497099.16,1308690.8,1309820.16,1497195.4,1393107.8000000005,1422311.16,1484689.8,1413642.6,1353994.6,1230484.960000001,1311111.799999999,1691401.6,1279686.4799999995,1314222.4,1544722.4,1328562.2400000002,1239601.44,1694404.4,1377892.32
43,1462039.42,1578176.52,1658923.5599999996,1523890.0,1572941.0,1642171.74,1510119.0,1573659.18,1656148.4,1638189.4,1448083.4,1756671.12,1501198.24,1486825.08,1878365.6,1451758.96,1343821.96,1876658.6,1479345.9799999997,1447115.08,1500629.32,1352558.239999999,1363117.9999999998,1503627.6,1420097.84,1435527.14,1487104.2,1420822.68,1406778.3599999992,1298703.36,1324139.2,1699607.6,1352469.0399999998,1323805.16,1564863.48,1353089.6000000008,1285557.2000000002,1699124.9,1394220.3599999996
44,1475759.199999999,1578466.56,1659122.96,1563545.0,1598498.0,1652395.92,1518743.0,1591336.88,1659561.6,1646283.56,1457649.4,1838185.0,1518489.76,1496828.24,1880242.8,1511814.1199999996,1361946.0399999986,1879539.92,1509865.28,1454527.72,1504400.08,1436760.2,1412862.0,1504174.4,1428996.12,1437609.68,1492900.36,1427823.88,1464826.52,1298266.96,1332655.0,1731414.4,1354619.36,1326349.8,1609910.4000000004,1388944.4,1351660.28,1722510.8,1409692.12
45,1523107.3,1606569.4,1665136.4,1602875.5,1622669.5,1655004.1,1521506.5,1625389.4,1661799.3,1655525.6,1468446.0,1857920.4,1528247.8000000003,1502065.0,1882347.5,1529468.2,1410313.9999999998,1883068.6,1521458.9,1478453.0,1508198.8,1465564.6,1464028.2000000004,1510247.0,1438943.5,1456663.0,1497572.8,1428560.6,1479341.2999999996,1310574.6,1336492.0,1731190.0,1373684.8,1363726.8,1642989.2,1393740.4,1357998.6000000006,1729367.5,1410594.8
46,1538185.28,1641907.2,1667110.28,1609129.0,1631227.0,1659083.04,1610597.0,1630448.0400000003,1666817.3200000003,1658487.72,1506862.0,1862362.36,1550822.08,1548843.68,1898138.6,1536758.92,1450240.56,1884149.88,1533709.12,1501038.2,1512720.32,1477689.4800000002,1467732.64,1515168.8,1439584.56,1488530.76,1498018.68,1471378.5599999996,1486728.44,1336580.2,1344093.4,1737756.6,1379851.56,1395700.72,1722383.8400000003,1414973.1200000003,1374256.2400000002,1732992.4,1416335.12
47,1617531.0400000003,1648735.64,1665211.52,1627497.5,1641929.0,1662906.96,1633841.5,1645467.16,1669731.2,1662346.12,1542134.4,1868907.88,1556402.66,1556590.24,1901395.3,1548783.4,1477548.18,1903754.46,1548512.38,1521640.2,1544380.72,1482108.76,1480410.52,1545318.1,1487920.0,1489186.2,1504615.88,1476679.68,1489044.6,1345230.24,1389309.1999999995,1739919.0,1400745.68,1402456.12,1725247.7,1419468.52,1377190.88,1732094.3,1418585.84
48,1634821.32,1652547.2000000004,1668828.32,1646064.0,1643164.0,1663163.44,1636412.0,1651883.92,1666563.2,1662343.48,1547865.2,1870699.24,1560208.2,1558178.44,1908858.6,1555566.6,1489603.6,1908561.64,1554382.6,1540246.76,1537936.6,1482267.4,1485770.72,1541240.0,1492315.2,1497219.88,1509781.84,1484016.48,1497267.64,1358662.36,1411912.4,1742029.2,1406272.84,1407707.68,1731160.76,1424239.76,1397676.2,1732692.1999999997,1418472.56
49,1648702.2,1657759.52,1672797.32,1653596.5,1655379.5,1663717.22,1654369.5,1654301.36,1671640.76,1662301.24,1554372.4,1886467.2,1565678.14,1563914.12,1913326.1,1559976.4,1527726.86,1911307.68,1559009.08,1548529.12,1541946.64,1486899.2,1488198.84,1543883.9,1496448.24,1498267.58,1539930.96,1489637.16,1499275.96,1365443.48,1412290.8,1744999.4,1410569.56,1412090.76,1739537.46,1427052.12,1406309.92,1741514.5,1418180.72
50,249.0,259.0,307.0,250.0,251.0,300.0,252.0,256.0,305.0,287.0,258.0,405.0,282.0,278.0,453.0,271.0,252.0,453.0,269.0,255.0,340.0,269.0,257.0,343.0,273.0,292.0,308.0,265.0,273.0,268.0,277.0,432.0,269.0,272.0,410.0,291.0,268.0,419.0,309.0
51,514.0,467.0,587.0,475.0,524.0,541.0,523.0,501.0,526.0,525.0,507.0,703.0,567.0,516.0,752.0,547.0,491.0,738.0,502.0,479.0,548.0,483.0,481.0,592.0,496.0,497.0,578.0,477.0,554.0,570.0,543.0,748.0,477.0,506.0,703.0,515.0,538.0,776.0,527.0
52,62878.0,66096.0,86323.0,63795.0,63990.0,84954.0,63964.0,63757.0,86713.0,66815.0,65152.0,116759.0,70885.0,70075.0,130016.0,67731.0,63369.0,129908.0,67610.0,64097.0,104105.0,76952.0,73602.0,106573.0,78700.0,87106.0,93363.0,76450.0,79614.0,70170.0,71774.0,129318.0,70052.0,70435.0,120931.0,76992.0,69524.0,125340.0,73456.0
