index,271_1_www.transfermarkt.de,271_2_www.transfermarkt.de,271_3_www.transfermarkt.de,271_4_www.transfermarkt.de,271_5_www.transfermarkt.de,271_6_www.transfermarkt.de,271_7_www.transfermarkt.de,271_8_www.transfermarkt.de,271_9_www.transfermarkt.de,271_10_www.transfermarkt.de
1,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,93710.6,67009.82,92553.8,72670.0,72449.84,72690.66,72215.32,76869.4,76918.34,85284.46
3,461046.68,100312.84,335579.04000000027,200746.4,215628.4,107304.24,101386.59999999999,209080.19999999998,110582.12,107367.2
4,639782.52,270892.22,643418.42,601612.0000000001,255360.76,218265.34,348423.08,386211.4999999998,177817.4,602119.38
5,726424.2000000001,612269.96,726369.04,631878.8,608691.88,615045.36,627616.52,630248.0,635933.84,660341.64
6,825707.2,681227.9999999999,815796.8,709863.0,676067.5000000007,696167.4,747302.8,713548.0,716528.1,760021.3999999999
7,1153061.2,739730.0800000001,1012087.9600000014,754157.2000000004,734046.64,743558.5199999999,949860.9600000001,902538.399999999,890433.68,980050.4
8,1300225.52,956526.74,1351386.66,921165.0,953372.9,971994.34,1194776.2,1233229.2999999998,1084846.56,1265898.06
9,1510970.72,965626.44,1551301.0000000002,1007215.6,1174544.4000000001,1277305.52,1447802.08,1498281.5999999999,1280803.32,1504488.0000000005
10,1934601.44,1278412.8,2011305.5000000002,1287686.6,1280239.22,1465424.82,1681213.1200000003,1779832.3999999992,1607609.4400000004,1844526.2400000002
11,2020625.0000000002,1658567.1999999995,2081498.2,1425947.0,1498246.8,1745701.4,1863812.5999999999,1975668.0,1831947.2,1965149.4
12,2143791.96,1813486.02,2263651.96,1574519.600000001,1792838.24,1940300.38,1960394.36,2012110.2,1986263.86,2058890.06
13,2226510.56,1971839.56,2289223.28,1951303.4,1944544.24,1973933.68,2053625.64,2129428.1999999997,2073532.88,2143461.92
14,2301332.7600000002,2022695.9,2332242.82,1984904.8,2005049.64,2061490.54,2095067.88,2554400.0999999996,2271341.2800000003,2639455.52
15,2351794.16,2072247.88,2371057.76,2080827.8,2086874.24,2150783.8,2161980.2,2663546.4,2642969.84,2675200.28
16,2371556.2,2080521.0,2409581.0,2179207.0,2360596.0000000005,2618498.3,2310982.2,2678078.0,2783991.0,2808012.3
17,2428158.16,2242527.12,2426686.36,2233643.6,2640537.96,2753116.08,2773134.880000001,2720234.0,2806367.64,2928922.24
18,2440654.8000000003,2278266.26,2469179.1599999997,2260311.0000000014,2659282.52,2780311.64,2809554.08,2892091.399999999,2858667.16,2965778.8800000004
19,2484572.24,2308235.04,2503811.36,2296687.0,2797664.32,2838213.32,2822935.84,2991932.2,2984926.72,2977030.28
20,2557521.84,2324388.98,2530605.86,2318393.2,2901131.8800000004,2945256.5199999996,2864051.68,3015308.5,3014979.94,3013793.2000000007
21,2584708.8,2386325.9999999995,2581994.2,2331044.0,3013708.6,2975466.4,2967277.4000000004,3052381.0,3032444.0,3166260.8000000003
22,2663842.56,2732726.040000001,2588963.08,2370953.8,3089101.98,2986928.42,2986286.12,3072058.2,3069161.1,3190686.8000000003
23,2676188.48,2959014.7600000002,2669329.84,2419074.2,3163093.64,3023858.04,3032992.4,3102705.6,3198733.72,3246424.52
24,2707491.28,2998039.3800000004,2750568.04,2446946.2000000007,3210905.98,3069909.24,3238673.48,3142301.5999999996,3305772.42,3335827.88
25,2904358.32,3113891.88,2923857.36,2467451.1999999997,3230649.84,3260402.32,3265270.16,3349726.6,3336392.96,3377252.96
26,2927381.0,3199136.0,3190977.0,2485648.0,3259086.5,3287301.5,3284058.0,3361877.5,3354475.0,3388391.0
27,2972321.16,3244758.28,3431022.200000001,2595813.4,3280023.36,3309060.12,3304669.48,3436260.2,3456643.08,3433467.16
28,3016874.24,3320601.14,3530829.72,2620418.8000000003,3311535.68,3336586.8200000003,3332182.64,3475458.2,3498665.84,3865682.52
29,3308058.760000001,3713202.1199999982,3570696.36,2645283.2,3353415.72,3346665.2399999998,3373843.64,3628096.2,3668703.0799999987,4322850.920000006
30,3638091.9599999995,4121717.7399999998,3641040.66,2659491.1999999997,3376142.28,3432187.3,3451940.3600000013,4370180.0,4319432.66,4397112.840000001
31,3664935.4,4146764.0,3823148.8,2671727.0,3436800.4000000036,3484527.6,3976123.2000000016,4456571.0,4414648.0,4440762.0
32,3802681.04,4178908.66,3861263.2000000016,2718253.8,4190684.78,3773443.679999996,4286600.600000001,4514013.9,4481397.86,4494915.32
33,3910017.52,4203959.16,4096732.52,3134469.6,4281177.84,4361918.4,4389871.36,4537575.0,4547529.92,4524876.96
34,4087340.48,4232228.36,4842405.46,3303909.4,4324792.96,4429854.2,4403302.84,4566546.7,4574869.52,4549311.64
35,4895772.12,4250565.88,4876357.839999999,3339737.4,4345108.76,4442708.56,4417382.12,4665515.2,4591003.84,4586847.36
36,4969994.6,4292773.599999997,4949082.700000002,3354828.0,4370849.4,4467274.8,4439895.8,4764761.0,4612783.9,4726039.000000001
37,4991807.48,4363066.84,5009260.5600000005,3375376.2,4370232.84,4484632.32,4530626.92,4916712.2,4719550.4,4780505.84
38,5039405.399999999,4379239.1,5124803.78,3397944.2,4435400.92,4570608.54,4552647.36,4971066.3,4887185.72,4803938.66
39,5124903.08,4461830.08,5219077.68,3422489.6,4509428.08,4603905.159999996,4670453.36,4985775.000000001,4912166.28,5053479.64
40,5277780.64,4716779.3999999985,5350987.380000002,3522257.6,4579758.68,4690781.66,4731518.52,5144280.5,4989501.6,5089532.42
41,5298885.0,4808020.8,5388222.199999999,3530152.0,4600747.4,4706458.199999999,4959481.800000007,5165490.0,5015379.2,5118734.0
42,5354690.040000001,4976292.6,5412374.76,3551421.8,4720663.24,4816241.92,5039959.52,5184926.9,5038152.66,5159384.9
43,5699694.359999999,5400390.64,5416077.04,3630190.0,4765779.44,4832701.28,5046477.44,5206071.4,5053734.6,5239822.32
44,5763921.52,5426341.06,5546139.42,3756865.2,4788086.38,4975253.84,5087187.319999999,5756606.2,5077401.9,5258357.640000001
45,7399458.760000001,5418529.52,6187337.68,3896106.800000006,4790830.04,4993456.3999999985,5096360.4,5784970.2,5237654.92,5807359.68
46,8992875.600000001,5442307.9,6345596.4,4047558.0,4819482.7,5030135.3,5136383.0,5837336.5,5245724.9,5819300.8
47,10524368.840000005,5633331.36,6431154.76,4197887.399999999,4848206.4,5044974.640000001,5157172.04,5881249.4,5540400.279999999,5854950.24
48,11520690.959999999,5754521.68,7284587.18,4480841.200000002,4909851.080000001,5052018.14,5357681.88,6012281.599999999,5871162.719999999,6044449.12
49,11700865.12,5926172.44,7454965.44,4804903.6,4937096.76,5304647.8,5712222.04,6290113.999999998,5904366.64,6161895.5200000005
50,11838551.64,5953920.72,7597694.28,4840598.2,4960625.44,5625390.66,5800251.9600000065,6410884.2,6133606.42,6345480.04
