index,28_1_www.ebay.com,28_2_www.ebay.com,28_3_www.ebay.com,28_4_www.ebay.com,28_5_www.ebay.com,28_6_www.ebay.com,28_7_www.ebay.com,28_8_www.ebay.com,28_9_www.ebay.com,28_10_www.ebay.com
1,67.0,-442.0,67.0,67.0,-442.0,-442.0,67.0,67.0,67.0,-48.0
2,986.9600000000003,303.39999999999975,1688.2,741.6199999999999,4495.08,288.12000000000006,727.9000000000002,1304.8000000000015,840.5199999999975,654.06
3,4575.160000000001,6697.800000000001,3039.88,4498.5199999999995,8501.68,6779.24,4455.400000000001,4996.000000000002,6884.760000000001,4469.76
4,11194.44,12603.599999999999,4585.24,10303.86,18825.44,8699.399999999992,8008.100000000003,7071.299999999998,17679.16,7735.800000000004
5,18657.159999999993,21438.8,6342.16,14091.0,28892.92,18681.12,21930.599999999988,11889.200000000003,34581.16,17263.8
6,26805.99999999998,24751.0,12859.800000000001,24598.4,31407.399999999998,28457.399999999998,26430.5,24869.5,33643.700000000004,35234.2
7,30111.32,30059.2,14580.96,25483.279999999995,43915.12,31156.280000000002,35219.8,30455.200000000055,36288.11999999999,38630.32
8,37713.359999999986,35073.4,23613.27999999999,29642.98,51167.23999999997,36782.840000000004,36517.3,28673.799999999996,44045.659999999996,38681.94
9,44682.83999999999,41033.799999999996,29277.640000000003,38016.28,55585.36,44104.52,36374.200000000004,38071.000000000015,50624.04,41544.56
10,49948.399999999965,46095.4,27722.0,42119.98,79314.32,49226.24,43608.799999999996,47758.2,64495.199999999924,45407.38
11,70458.40000000001,53825.0,31143.800000000003,46602.4,81748.8,55399.80000000003,62177.0,54610.0,73107.59999999989,49980.2
12,93591.44,61599.200000000004,30981.35999999998,59147.68,87045.88,60240.32,71671.3,58663.200000000004,106223.92,55576.66
13,101526.44,68547.59999999999,37630.12,61314.92,135763.16,80307.27999999997,75767.8,65851.40000000001,110270.48000000001,70981.04
14,103517.56,76907.6,42123.88,81517.08,141436.76,88395.71999999997,120346.59999999999,80631.4,129032.90000000001,74244.66
15,125054.71999999997,77495.20000000008,44162.55999999999,85777.96,150810.48,96834.59999999993,124654.2,97546.20000000007,132621.52,116039.48
16,129257.40000000001,105308.0,48107.200000000004,123433.1,221435.0,128291.4,128098.5,129861.5,150773.69999999992,118109.6
17,176470.3199999999,126339.00000000003,51414.840000000004,125698.96,277570.39999999997,134384.44,131103.8,133060.4,186221.59999999983,128635.12
18,253659.55999999985,128519.0,56282.43999999998,129635.72,393626.79999999993,134381.2,140799.0,136682.1,306187.32,137784.94000000003
19,414821.12,198775.2,68623.08,151429.07999999996,478670.16000000003,146965.4,144223.6,153289.4000000001,396472.7999999997,146407.44
20,552471.44,262851.19999999995,66749.64,170691.24000000034,555764.72,162382.35999999996,148884.6,153776.4,445784.2399999999,145816.22
21,556207.9999999999,371195.0,93659.19999999994,225983.2,586135.4,179221.2,148414.0,190722.0,540174.4,158828.20000000004
22,560598.92,485748.4000000002,109672.95999999999,245864.12000000008,603117.4,220521.79999999996,236513.99999999994,274899.60000000015,591032.74,170601.6
