index,102_1_www.huffingtonpost.de,102_2_www.huffingtonpost.de,102_3_www.huffingtonpost.de,102_4_www.huffingtonpost.de,102_5_www.huffingtonpost.de,102_6_www.huffingtonpost.de,102_7_www.huffingtonpost.de,102_8_www.huffingtonpost.de,102_9_www.huffingtonpost.de,102_10_www.huffingtonpost.de,103_1_www.huffingtonpost.de,103_2_www.huffingtonpost.de,103_3_www.huffingtonpost.de,103_4_www.huffingtonpost.de,103_5_www.huffingtonpost.de,103_6_www.huffingtonpost.de,103_7_www.huffingtonpost.de,103_8_www.huffingtonpost.de,103_9_www.huffingtonpost.de,103_10_www.huffingtonpost.de,104_1_www.huffingtonpost.de,104_2_www.huffingtonpost.de,104_3_www.huffingtonpost.de,104_4_www.huffingtonpost.de,104_5_www.huffingtonpost.de,104_6_www.huffingtonpost.de,104_7_www.huffingtonpost.de,104_8_www.huffingtonpost.de,104_9_www.huffingtonpost.de,104_10_www.huffingtonpost.de,105_1_www.huffingtonpost.de,105_2_www.huffingtonpost.de,105_3_www.huffingtonpost.de,105_4_www.huffingtonpost.de,105_5_www.huffingtonpost.de,105_6_www.huffingtonpost.de,105_7_www.huffingtonpost.de,105_8_www.huffingtonpost.de,105_9_www.huffingtonpost.de,105_10_www.huffingtonpost.de
15,2359.2400000000002,4697.6,4303.44,4763.96,2554.8399999999997,701.4800000000002,6915.4400000000005,2444.2400000000002,819.2,2787.1999999999994,13396.359999999997,9358.36,11649.800000000001,18147.96,18612.64,6761.599999999999,6780.64,7138.199999999998,15878.399999999998,8846.600000000011,7056.92,4546.72,4424.200000000001,4546.72,17259.600000000002,6795.959999999999,6225.88,5814.599999999998,4567.4400000000005,4122.359999999999,24278.56,6822.800000000001,6531.4400000000005,6143.72,6606.64,6516.32,24060.84,5702.239999999998,8385.52,6758.040000000001
16,3076.399999999997,4824.0,4776.6,4757.400000000001,4779.6,1816.6000000000033,6568.900000000001,2784.600000000003,457.0,4824.0,14815.800000000001,12394.200000000023,15805.0,18824.6,18347.2,7794.5,10187.999999999996,8489.999999999996,20337.0,18508.2,6790.7,4298.8,6063.0,4298.8,30190.79999999999,6919.4,6984.2,7012.2,4307.3,6673.800000000001,23305.6,6557.5,6684.9,5734.200000000001,5939.400000000001,6586.200000000003,25727.2,6170.2,7945.3,6727.099999999999
17,4480.24,4600.599999999999,4752.96,4545.24,4519.96,2660.84,7726.240000000002,4776.64,2708.2000000000003,4600.599999999999,15002.600000000002,14331.679999999998,15458.800000000001,18334.279999999995,18638.88,7488.0000000000055,18088.84,18397.280000000002,23480.600000000013,18264.84,6541.12,4415.72,7012.2,4415.72,53040.600000000006,6529.28,6563.84,6655.88,4390.44,6947.48,23515.76,6262.800000000001,5714.7199999999975,6195.64,6192.72,5897.279999999998,25792.480000000003,7329.44,8822.400000000003,6032.840000000001
18,4571.88,4595.8,4542.08,4679.0199999999995,4649.5199999999995,4921.32,8312.22,4515.22,2549.4000000000005,4595.8,20982.76,17619.959999999995,16362.999999999989,20179.84,18900.64,9286.1,17857.48,18337.48,24331.000000000004,18595.960000000003,6263.240000000002,4445.76,6694.4,4546.56,64250.84,7063.02,6601.179999999999,6570.24,4515.62,6550.88,26907.32,6227.700000000001,6704.1599999999935,7112.799999999996,7612.399999999995,6189.28,27230.44,12957.320000000009,14396.08,6306.66
19,4528.88,4731.8,4666.28,4275.68,4469.72,5019.28,8938.4,4636.88,2447.3999999999996,4731.8,24660.88,18849.84,17672.4,19697.12,18275.559999999998,11191.800000000007,18189.76,17982.399999999998,26026.2,18404.72,6616.08,5317.800000000001,6548.4,4278.04,63497.52,7850.64,6603.120000000001,6409.520000000001,4572.600000000002,6613.92,27422.480000000003,7491.6,8774.599999999984,11402.959999999997,11474.72,9791.359999999999,29433.76,17039.16,16945.679999999997,7619.399999999995
20,4274.16,5039.000000000005,4405.04,6830.719999999999,6443.8799999999965,5031.56,9036.820000000002,4609.859999999999,2542.2000000000003,4625.399999999999,24175.640000000003,18307.640000000014,19266.2,21647.88,20224.44,14090.6,18471.02,18702.98,25932.600000000002,20360.68,8611.720000000003,7070.68,6082.2,3793.400000000002,64989.07999999999,8269.42,6642.58,6996.639999999998,6130.34,6176.5599999999995,29083.52,10973.99999999999,14201.039999999994,14772.279999999995,16716.439999999988,12024.119999999977,29297.079999999998,16465.44,16945.88,12505.359999999979
21,4365.8,7299.0,5980.600000000005,7191.400000000001,7230.2,4799.8,8576.400000000001,5867.000000000002,4824.0,3763.0,25949.600000000002,20183.8,18473.0,22542.99999999999,20013.800000000003,14359.0,18101.6,18578.200000000008,30503.0,20169.600000000002,10739.399999999994,6930.2,5616.0,6857.000000000003,65070.6,9007.000000000004,6309.800000000001,7271.400000000001,6137.200000000001,6109.600000000002,29178.2,14313.0,14171.199999999988,17201.8,16753.600000000002,17158.2,29032.6,19507.800000000007,25133.6,17124.600000000002
22,4461.76,7148.2,7233.64,6828.9400000000005,6963.760000000001,4504.16,10634.199999999999,7269.759999999999,4700.2,3556.999999999999,25892.88,21018.76,21229.999999999993,25139.44,23999.52,18718.9,19925.34,20096.54,29825.800000000003,20680.400000000005,12426.56,6561.68,6159.599999999999,8696.12,67101.16,9613.380000000001,7526.86,9270.16,5350.26,7089.4400000000005,28177.760000000002,16507.600000000002,16452.16,16699.12,16713.76,16399.24,31060.60000000001,24616.639999999996,24782.98,16361.44
23,4239.72,6773.2,7002.28,6777.32,6776.879999999999,4602.12,10670.52,7117.96,4532.599999999999,5823.0000000000055,30491.52,23728.080000000024,29276.4,24771.48,23524.760000000002,18795.8,19795.239999999998,20152.519999999997,31232.800000000025,23906.32,11942.840000000002,6562.96,7444.000000000003,8556.52,67372.04,12170.119999999999,11529.88,10097.799999999992,6174.68,8533.600000000008,33720.080000000016,16877.6,20035.679999999993,22962.8,22910.479999999978,17247.199999999993,42912.080000000016,24936.24,24278.48,18302.07999999999
24,5388.599999999999,6802.8,6736.48,7017.48,7277.84,4706.32,11363.92,6761.32,4627.4,8293.400000000005,29753.76,24247.039999999997,29059.399999999994,26490.96,25389.12,18533.600000000002,20140.07999999999,23953.760000000002,31547.2,23283.94,12889.200000000003,6672.4400000000005,10250.799999999997,8185.84,68332.19999999998,12640.799999999997,11938.160000000002,14057.32,6036.360000000001,11997.12,39570.36,22498.399999999994,25047.52,25205.36,24939.28,25034.56,43547.84,24465.84,23811.679999999997,24724.79999999999
25,6906.119999999996,6516.400000000003,6583.840000000001,7045.240000000002,7793.719999999999,4340.3600000000015,11102.04,7322.320000000001,4731.8,8367.8,29403.559999999998,24130.16,29325.8,26430.40000000001,25343.68,20306.199999999997,21268.76,23442.0,35216.2,25240.28,16801.96,5874.720000000002,11646.20000000001,9624.319999999989,75985.32,15379.319999999989,15391.960000000006,13628.279999999993,5667.84,17388.32,39155.28,25135.8,24704.76,24914.32,24642.36,24777.04,43458.08,23777.56,23291.84,24992.120000000003
26,7160.0,6815.0,6899.0,6393.5,8582.0,6281.0,12953.0,7818.0,4211.0,7982.0,31403.0,25956.0,30974.0,29815.0,26857.0,20746.0,21213.5,23203.0,39942.99999999999,25058.5,19830.0,6233.0,17285.0,10852.0,76385.0,20227.0,16653.0,16669.0,5924.5,17116.0,39548.0,24959.500000000004,24226.500000000004,24221.000000000004,23953.0,24398.000000000004,43490.0,23550.0,25324.5,24612.0
27,6987.760000000002,6608.999999999999,7569.520000000003,6439.36,8328.039999999999,7278.36,12828.16,8608.56,6484.599999999999,10263.800000000007,33276.32,25881.56,30582.4,32789.399999999994,29663.72,21042.000000000007,25085.12,25065.68,38836.799999999996,26140.399999999998,24011.400000000005,6719.519999999997,17018.6,10313.68,76021.84,30269.599999999995,18371.239999999994,17237.32,6182.12,16782.64,43990.159999999996,24581.4,23787.239999999998,23854.760000000002,23571.48,23739.72,52147.039999999986,25392.56,27565.48,23789.88
28,6500.4400000000005,7911.8,8193.599999999997,6640.22,8102.400000000003,7161.160000000001,13587.92,8602.78,7264.6,11703.4,34885.19999999999,28497.32000000002,32587.399999999998,34022.19999999998,29358.96,24718.8,24663.0,25171.420000000002,40693.200000000004,29791.620000000003,28192.8,7245.44,16584.600000000002,9843.56,75655.64000000001,34368.200000000004,28529.07999999998,25022.279999999977,9119.400000000003,21064.559999999998,77138.68,23828.899999999998,23520.36,23449.520000000004,23150.96,24697.95999999999,70857.75999999997,25221.48,27393.019999999997,23469.82
29,6272.920000000001,9039.000000000007,7672.52,5855.4000000000015,9062.399999999992,6873.88,13242.880000000001,8112.92,7148.2,11336.199999999999,39554.32,30271.239999999998,36335.799999999996,37203.32,29502.119999999984,24340.000000000004,24292.239999999998,28879.680000000022,42281.2,28957.720000000005,31139.760000000002,10223.799999999996,21632.599999999984,10415.68,77564.24,37207.68,33368.4,30352.159999999993,11610.079999999993,34449.32000000002,115971.95999999999,23575.6,25391.28,25506.96,25217.84,25731.84,103648.40000000004,27506.68,29707.44,24347.319999999992
30,6071.44,9208.399999999998,7614.6399999999985,7050.46,13619.24,6732.16,14443.559999999992,7837.259999999998,6848.200000000001,11141.399999999998,41244.28,29902.88,35699.799999999996,36886.64,30788.04,24121.399999999994,26179.22,29360.120000000003,41894.4,28876.839999999997,34540.6,14019.720000000005,32349.20000000002,11632.600000000002,78410.64,40495.4,52796.65999999997,44563.36,12699.43999999999,54365.759999999995,136334.04000000007,24839.199999999975,25153.66,27565.12,25122.76,25382.919999999976,139106.96,29540.96,29461.54,25165.78
31,6148.799999999999,13378.0,8861.00000000001,8653.999999999995,13398.800000000001,7336.4,14910.800000000001,7665.999999999998,6730.0,11435.0,40980.2,29485.399999999994,37342.0,38675.4,30852.000000000007,26046.0,26345.8,29209.6,44276.0,30687.399999999998,42692.80000000001,17055.8,48536.0,11798.4,96307.0,47634.0,64538.2,64674.4,16883.799999999992,64523.2,155419.0,25218.0,27081.799999999992,27656.600000000002,27373.8,27212.2,148562.60000000006,29590.2,29669.600000000002,25745.199999999975
32,5649.799999999999,13217.2,9199.800000000001,12328.780000000002,13698.439999999997,7765.679999999998,14799.180000000002,7319.54,6713.200000000003,12097.2,39980.64,31369.64,38707.99999999996,38573.48,34560.72,25933.3,29406.02,28710.48,44082.399999999994,30823.62,55916.07999999997,16836.76,63546.80000000002,13797.600000000006,95910.92000000001,49502.600000000006,64189.86,64481.64,17270.52,64164.96,156187.24,27341.9,27369.959999999974,29484.720000000005,27223.64,29395.72,155732.52,29682.28,29139.420000000002,29784.04
33,6207.64,12847.2,12432.560000000007,18912.48,14461.599999999995,8324.52,14330.96,7385.600000000002,6528.799999999999,12645.000000000002,41723.56,31544.319999999996,41646.999999999985,42300.32,39269.56,26097.000000000007,29201.32,30627.28,48864.6,34519.08,64588.36,16343.56,64407.6,16858.72,97711.56,52425.2,63865.56,64247.92,16741.96,63923.84,157936.72,27309.399999999998,29604.28,29689.96,29517.52,29428.96,157498.8,29711.72,30265.44,29592.52
34,6175.839999999999,12507.999999999998,14767.92,18753.12,18323.92,8388.72,16431.18,10573.400000000001,6867.2,13130.6,43859.56,35252.56,43641.399999999994,43820.59999999998,38492.64,30589.3,32572.900000000005,30855.18,48341.6,34359.20000000001,64346.62,16781.64,64094.6,18502.799999999992,103668.16,52672.66,63641.36,64506.76,16928.28,63606.28,157940.04,27491.1,29452.34,29567.239999999998,29324.52,29529.52,158583.56000000003,29012.28,33286.68000000002,29557.06
35,7124.799999999996,13068.8,14595.960000000001,18660.48,17927.48,7871.5599999999995,16154.44,14804.44,8094.799999999996,13221.400000000001,43722.88,35500.799999999996,48341.600000000006,46359.560000000005,37717.28,30423.800000000007,32174.800000000014,34536.08,49002.6,38865.52,64069.24,21578.440000000002,63703.4,24738.72,104164.32,52246.240000000005,65442.359999999986,65949.04,19024.440000000002,64520.96000000001,163550.48,29645.600000000002,29502.36,29761.079999999998,29374.640000000003,29477.079999999998,164038.28,30345.800000000014,34823.08,29503.24
36,9146.199999999992,15107.0,16594.800000000007,18588.9,17633.600000000002,7732.400000000001,15940.199999999997,14645.8,8346.0,12749.0,45773.200000000004,39643.4,47591.0,45436.40000000001,39655.4,29953.5,37172.3,34045.000000000015,59867.0,37951.9,65190.200000000004,29860.199999999983,63528.0,30081.599999999988,104340.4,51997.4,65254.700000000004,65554.6,27705.100000000006,65353.2,165365.6,29582.5,29273.99999999999,31464.599999999955,32959.79999999998,29174.800000000003,163471.4,36327.800000000025,34793.8,29143.900000000005
37,9674.64,18069.200000000004,18796.64,18495.68,18886.719999999998,7486.4400000000005,17984.440000000002,15996.919999999991,8358.000000000002,16825.400000000005,47241.59999999999,38697.32,49307.200000000004,47292.68,39529.36,29952.200000000008,36980.240000000005,38843.84,81582.6,37657.08,65915.72,37339.600000000006,64958.799999999996,31800.600000000002,105414.52,54630.48,65377.36,65461.48,34740.960000000014,65314.96,165632.2,29281.800000000003,34314.04,34368.840000000004,34053.32,34339.12,165486.52,37413.16,34469.24,29138.79999999999
38,9743.72,23537.8,18677.84,23476.74,23134.72,7636.4800000000005,18001.420000000002,18082.92,7958.4,19653.600000000013,48785.159999999996,38461.56,50210.999999999985,48468.96000000001,43936.44,31474.1,36386.78,38126.54,96865.80000000012,39443.22,65726.46,46094.07999999998,67633.6,44956.99999999997,105902.96,56208.54,67598.28,67794.04,49024.77999999994,67635.08,165635.48,34443.4,34136.12,34272.840000000004,33901.8,34143.36,166245.96,40583.72,34921.7,32834.78
39,9523.439999999993,23695.4,18900.8,23110.92,23558.24,7040.600000000001,18303.799999999996,18988.2,7689.599999999999,23171.2,52138.64,40222.84,53317.000000000015,51465.76,43877.72,31662.600000000002,38327.28,37603.72,124503.8,41358.28,65425.04,64229.76,67592.2,64486.76,107088.19999999998,56291.520000000004,67411.88,67505.08,64535.48,67639.68,167411.4,34248.4,33830.200000000004,34334.4,33471.16,33905.600000000006,167882.04,43815.72,38207.52000000001,35285.35999999996
40,13081.960000000001,24005.8,23185.400000000016,22919.320000000003,23420.04,7306.199999999999,20550.52,23963.82,9129.999999999995,23674.8,56954.68,42151.52,57135.4,51313.28,43802.56,33456.20000000003,38138.86,39533.84,126291.0,42685.28000000003,67652.28,64230.72,67520.2,64487.72,109069.88,55995.06,67573.06,67644.52,64545.56,67479.04,167334.84,33993.0,33549.74,33876.76,33575.079999999994,33547.04,167879.4,43402.88,52933.84000000006,35341.76
41,12965.8,23899.0,23607.600000000002,22516.6,22836.2,9873.000000000004,20095.6,23708.2,9665.0,23568.0,56665.600000000006,43043.400000000016,56334.0,51508.200000000004,47334.19999999998,35309.0,38571.000000000015,41555.6,132086.0,43735.799999999996,67472.2,63900.8,67234.0,64157.8,111145.2,55912.8,67371.6,67817.8,64243.6,67643.6,170730.8,33644.0,34146.39999999999,33928.2,34164.0,34208.2,168145.8,43950.8,67071.40000000004,37225.39999999998
42,12704.440000000002,23311.199999999997,23300.28,22329.960000000006,22706.320000000003,13971.119999999986,20808.38,23616.52,9898.599999999984,24545.60000000002,56861.16,44519.56,59729.79999999996,56259.36,48398.04,39036.90000000001,41852.58,41503.58,132452.6,43653.82,67641.62,63720.24,67376.2,63977.24,112929.68,57971.239999999976,67410.79999999999,66908.92,63974.48,66903.84,172909.8,33970.5,34891.1,36546.99999999995,40817.159999999996,34330.44,169987.4,59889.80000000012,95092.28000000001,38555.56
43,12637.119999999999,25459.8,22993.48,24406.72,24410.07999999999,18479.32,21855.88,23054.76,13840.999999999996,25330.2,83461.28000000001,44395.88,61399.599999999984,55836.479999999996,47890.24,39620.2,45032.880000000034,43767.08,134186.0,45588.16000000003,68857.8,63270.84,67159.59999999999,63527.84,112662.16,66391.12,71985.32000000002,70152.8,63609.68,69251.6,174030.44,35652.999999999985,35033.08,47200.519999999975,44520.91999999994,43137.159999999996,169715.64,71010.4,107269.44,38072.36
44,12191.400000000003,25479.8,22840.279999999995,24177.02,24761.52,18360.28,21318.420000000002,25232.78,15025.4,25202.2,89268.56,45791.59999999999,62194.6,56251.48,72117.27999999985,38714.9,46136.439999999995,43678.34,134999.2,48277.96,72323.04,64804.24,70296.80000000002,63366.52,114426.8,67530.64,77137.88,75903.48000000001,63379.04,74297.52000000002,174089.04,36593.6,59925.13999999999,65627.79999999987,55386.31999999988,53440.16,171484.72,76309.59999999999,124905.68000000002,38663.14
45,14278.799999999997,25257.600000000002,24877.64,24395.63999999998,24499.64,18281.56,21110.96,25253.76,14900.6,25159.8,104977.12000000017,49053.04,64584.59999999996,58443.28,80990.0,38501.200000000004,45353.36,43408.03999999999,135713.60000000006,47856.08,72181.88,65518.76,72204.2,65486.12,115065.59999999999,67536.31999999999,76993.36,77187.72,65543.24,77145.52,175854.96,51309.8,68382.76,78964.03999999998,69220.71999999996,66271.83999999997,172167.52,79893.96,140761.44,54613.79999999991
46,16255.4,25384.0,24627.8,26519.2,24629.2,18184.6,20490.999999999996,25020.7,14528.0,25053.0,131460.59999999998,48690.2,66909.0,71594.0,82325.00000000003,40368.0,44838.600000000006,48555.7,136534.00000000003,48355.3,71761.3,65089.8,71687.0,65284.8,114842.6,69452.69999999998,76877.2,77075.8,65328.1,77003.2,176683.2,68797.99999999997,81869.19999999981,104778.19999999997,78935.99999999997,81931.5999999999,171706.8,100594.20000000004,146112.3,74156.7
47,17349.16,26361.60000000002,24751.04,26286.44,26878.44,18172.96,27364.120000000017,25142.36,18834.999999999993,26030.60000000002,132761.32,49139.92,67019.6,87220.12,115729.8,42385.8,46743.48,47875.92,136900.6,79566.72,71863.08,65197.28,71559.8,65279.32,116717.92,72244.36,76550.88,76933.88,67538.64,76892.88,176400.56,95650.19999999997,106450.51999999995,106881.16,91849.35999999981,102244.55999999998,173629.72,115896.56000000001,146973.32000000004,86641.83999999978
48,21393.359999999986,27146.2,27012.32,26412.9,26604.32,18029.48,31843.52,25634.07999999999,20452.6,26815.2,132726.76,56572.76000000009,82291.59999999998,90948.19999999998,116494.32,42446.1,48694.86,47821.68,138634.0,80648.96,73885.18,67326.24,71171.2,66620.96,116994.8,72102.04,77182.46,77102.79999999999,67653.98,76726.31999999999,178148.48,119219.59999999999,128318.91999999984,114762.39999999994,115517.27999999985,128869.2,174380.4,125797.92000000011,147761.06,108857.55999999995
49,23196.72,27018.2,26751.68,27668.599999999984,26733.88,18499.44,31660.64,26970.92,20363.2,26687.2,132628.84,73442.12000000008,99648.6,109771.24000000002,124010.88,44540.4,51068.52,47296.44,139447.2,82753.44,90054.16000000009,67277.92,71978.00000000001,67534.92,117040.72,71774.79999999999,80946.60000000006,78985.07999999999,67591.84,76681.64,178860.56,137459.8,140570.03999999998,125939.19999999997,127064.6,133399.03999999998,176683.63999999998,152781.36,147782.6,129728.87999999992
50,23412.12,27051.0,26836.76,29258.63999999997,26580.48,20047.199999999997,31628.600000000006,26762.34,22867.59999999999,26720.0,132719.08,81636.0,103953.79999999987,118340.40000000001,125940.56,44508.899999999994,50851.26,48006.82,140161.60000000006,114554.94,90352.14,67101.08,74035.80000000002,67358.08,118974.48,73853.79999999997,95105.7,87280.95999999999,67425.66,77703.48000000004,180525.04,145920.5,145828.9,138255.07999999987,145586.28,144359.3599999999,180015.72,155512.4,148775.1,147772.3
