index,82_1_www.mozilla.org,82_2_www.mozilla.org,82_3_www.mozilla.org,82_4_www.mozilla.org,82_5_www.mozilla.org,82_6_www.mozilla.org,82_7_www.mozilla.org,82_8_www.mozilla.org,82_9_www.mozilla.org,82_10_www.mozilla.org,83_1_www.mozilla.org,83_2_www.mozilla.org,83_3_www.mozilla.org,83_4_www.mozilla.org,83_5_www.mozilla.org,83_6_www.mozilla.org,83_7_www.mozilla.org,83_8_www.mozilla.org,83_9_www.mozilla.org,83_10_www.mozilla.org,84_1_www.mozilla.org,84_2_www.mozilla.org,84_3_www.mozilla.org,84_4_www.mozilla.org,84_5_www.mozilla.org,84_6_www.mozilla.org,84_7_www.mozilla.org,84_8_www.mozilla.org,84_9_www.mozilla.org,84_10_www.mozilla.org,85_1_www.mozilla.org,85_2_www.mozilla.org,85_3_www.mozilla.org,85_4_www.mozilla.org,85_5_www.mozilla.org,85_6_www.mozilla.org,85_7_www.mozilla.org,85_8_www.mozilla.org,85_9_www.mozilla.org,85_10_www.mozilla.org
11,9184.0,13185.4,12960.999999999995,8865.999999999996,84503.20000000004,13345.8,14235.0,13803.0,43447.59999999996,13273.4,272258.0,264686.0,266690.4,273578.6,263677.6,265675.80000000005,262168.4,272533.8,267947.19999999995,270554.2,130640.59999999999,128667.19999999997,127167.59999999999,126464.8,125507.0,139280.2,130822.6,131115.6,129471.8,132992.2,26994.6,25014.2,27072.6,31891.600000000006,23277.600000000002,26392.6,24583.4,25653.0,28167.4,26256.2
12,10865.999999999998,14034.98,48138.55999999998,10689.62,148815.40000000002,13594.72,15618.1,36217.80000000003,116655.52,13390.88,273612.3,270472.6,268109.68,276574.72,270028.72,272184.88,268359.12,275608.66,271598.32,272130.56,130056.62,140797.92,127272.26,128541.56,128409.9,142101.68,130830.31999999999,130732.56,132571.35999999996,137103.92,31881.199999999983,26840.86,29017.52,58887.48,24695.61999999999,31478.04,26461.88,27421.5,31490.24,26738.439999999977
13,15789.79999999995,30726.119999999995,115095.51999999999,10588.960000000001,194497.84000000003,24758.679999999997,53499.400000000016,103892.80000000008,165954.24,14964.599999999984,276669.2,274147.2,268435.44,278548.68,273685.96,274171.84,270022.04,278830.72,273141.6,275420.36,135673.63999999998,146990.83999999997,130132.56,129614.28,125644.40000000001,154721.47999999998,135312.72,135428.63999999998,133223.76,141249.92,38609.400000000016,28305.68,30232.92,106900.68000000012,26511.12,49066.599999999846,29972.239999999987,29864.0,76984.47999999988,31342.76
14,45610.19999999999,74985.91999999995,171403.04000000007,12284.76,195795.32,65314.76000000002,56061.7,153480.80000000013,182066.22,82058.95999999999,278071.8,274740.4,274461.92,280769.48,276579.76,274500.63999999996,273116.12,278918.76,280655.28,278550.52,140338.13999999998,148593.0,136496.26,135490.62,130983.7,163404.36,139523.78,139467.24,133317.24,147725.09999999998,131240.32,32111.44,33413.759999999995,148502.48,30495.34,145421.72,32390.44,31462.5,146178.96,32378.739999999998
15,80433.59999999999,120502.92,196475.48,29705.79999999991,216059.32,98656.35999999997,87076.59999999996,185723.6,218612.92,132237.7599999999,277146.8,279810.8,272001.32,280537.56,277978.48,280267.12,275586.52,283833.36000000004,283110.87999999995,275725.28,144840.12,171938.96,137460.75999999998,136653.16,137567.6,161826.08,144311.92,144714.08,138345.16,154250.56,148243.64,94788.80000000005,66287.32000000024,149721.08,35687.72,146310.16,135583.08,32673.0,147048.56,70865.95999999995
16,126790.0,154044.7,197391.99999999997,67896.5999999999,222972.80000000002,124218.39999999998,125253.0,198353.5,255536.5,154010.2,281086.0,277989.0,276429.6,286321.6,277304.6,277833.4,277234.6,285345.00000000006,284902.2,284042.2,147945.59999999998,168861.80000000002,142434.2,141514.4,139532.0,162141.4,144180.7,166910.6000000001,143249.39999999997,177710.9999999999,149670.2,145600.2,139224.20000000013,150252.8,64000.89999999996,151657.4,147720.2,37321.5,152268.8,147186.8
17,146694.8,188001.32,216028.92,117164.36,235644.7200000001,154113.44,170353.20000000004,218420.2,256737.72,187370.76,286647.4,283445.19999999995,281531.96,290995.68,282629.32,283341.12,277193.72,292573.4,286697.72,289423.28,171321.36,286192.4799999999,165072.16,165293.76,144542.0,254537.8,170122.84,166779.72,142855.36000000002,178529.04,150827.63999999998,146761.44,149291.84,153498.44,87601.31999999998,151215.04,145611.04,87377.0,151809.52,150593.04
18,179639.2,198774.74,216170.26,137794.12,254542.24,198946.36,198828.40000000002,219158.80000000002,266003.0399999998,197390.43999999994,292897.2,287321.4,285155.4,288776.48,286780.36,287728.44,282506.44,290289.86,290943.16,286955.80000000005,169553.96,345241.32,165212.02,163677.72,148755.5,267600.88,168382.08000000002,218793.44000000015,167215.44,209992.1,154302.24,150114.38,152166.04,157436.32,134301.59999999998,153773.23999999996,149385.32,150757.5,155175.76,149198.64
19,196560.2,218869.52,215462.68,137293.44,259755.24,199588.2,216349.00000000003,255310.00000000003,281403.44,217717.72,314109.00000000006,288339.2,286162.4,371357.31999999954,290242.24,290175.0,288052.96,345950.1199999997,294636.44,353976.39999999997,238916.59999999998,351847.44,163579.24,177257.03999999986,147126.8,298370.36,233208.68,341471.20000000007,166469.52,344724.08,155817.68,151704.52,153403.15999999997,155392.72,152478.68,153009.08,153630.28,152172.0,155753.96,152875.92
20,196890.99999999997,238718.03999999998,230704.75999999998,168617.95999999993,260780.92,218628.24,253680.3,255153.4,280436.4,224400.08,386320.39999999997,307629.4000000001,369639.44,520825.7999999999,354280.2,314420.80000000005,286687.96,484299.20000000007,331361.4799999997,451454.08000000013,343321.48,353364.8799999999,210585.32000000004,285712.75999999983,193683.7999999997,385360.5999999997,342029.86,344527.88,177782.0399999996,354197.54,153638.63999999998,152990.74000000002,155222.54,159402.84000000003,153756.02000000002,155959.32,155294.24,153105.5,156798.88,154646.13999999998
21,218340.0,255857.4,260286.39999999997,207210.2,262563.6,218031.4,264456.0,263106.0,282099.6,232172.0,488827.0,359576.0,375311.00000000006,600069.7999999999,358124.0,432397.60000000003,366152.00000000006,562865.0,360102.99999999994,593941.2000000002,346190.4,436825.19999999995,314098.2,338163.6,246649.0,511640.6,347184.6,351250.4,305787.6,355263.80000000005,159630.2,153762.8,156720.6,163166.4,154896.2,160083.6,153179.2,156956.0,160900.4,155490.6
22,253549.0,271855.28,280526.38,223155.8,276518.32,235997.68,273328.8,279992.3,327357.8799999999,256985.56,600257.7000000001,394766.2,433113.24,601141.36,405293.2800000002,566852.9600000001,453270.27999999997,643803.44,367864.04,598554.16,351348.08,505363.88,342468.60000000003,341221.76,244936.7,514836.4,350069.64,352525.4,343183.36,361568.6,161695.96,152818.47999999998,157117.78,166346.16,158610.24,162107.12,156673.28,158245.5,161779.52,156098.24
23,253270.4,273235.72,280380.84,231551.04,348121.24000000034,235028.92,276974.4,282343.0,379051.63999999996,258331.56,602778.2,469721.3999999996,440051.88,604944.88,442542.44,599141.24,532749.2,666020.92,364825.88,602181.88,354777.51999999996,572896.1599999999,412570.64,345320.48,260336.19999999984,587600.44,352359.24,408275.0400000005,354104.88,376350.19999999995,162508.72,153285.63999999998,155777.64000000004,164978.32,159894.72,163386.63999999998,161128.16,159851.0,167251.72,160320.68
24,262068.19999999995,275337.48,280284.8,256783.24,386949.76,246944.52,288582.19999999995,334353.0,389700.86,264842.44,606159.5,605370.9999999999,442390.32,611198.56,442564.19999999995,602374.36,598218.64,668880.38,439698.92,611019.16,414619.0399999996,725917.3999999997,492315.72000000003,349649.89999999997,346890.0,618541.8799999999,420103.91999999987,428843.68,353307.96,463457.75999999937,168088.68,154634.24,159537.47999999998,183090.12,158266.16,169591.84,162105.16,160228.5,166198.6,162041.38
25,290246.5999999999,274960.92,338510.91999999987,257323.52000000002,391286.92,270611.68,318719.4,389033.4,393419.72,267128.24,614701.4,659658.1999999995,443333.7199999998,629904.32,495045.84000000014,611072.6400000001,602114.72,671293.92,502793.9199999999,627357.9600000001,479814.92000000004,797729.2399999992,576565.32,351691.0,448476.39999999997,735788.6799999996,480997.6799999997,534372.6800000005,360985.96,578668.36,166984.48,158178.56,161181.72,181992.04,159316.44,168216.44,163733.92,161648.0,227420.51999999993,164448.96
26,303828.0,281438.5,386440.0,256413.5,446328.0,272751.0,320680.5,389545.5,443560.0,271282.99999999994,628595.5,682813.0,547396.0,636697.0,566123.0,612246.0,603807.0,678798.0,612234.0,639690.0,631777.0,918148.0,643606.5,350996.5,492963.0,940491.0,588323.0,697433.0,430238.0,619425.0,183388.0,162791.5,165385.5,180102.0,163072.0,169764.0,166548.0,164464.0,328649.0,168527.0
27,302748.0,319470.43999999994,386794.6,255916.76,475430.72,289021.76,359387.4,406938.2000000003,468997.6,273273.8,637466.4,685686.6,639728.84,639250.4400000001,655621.1199999996,634336.4400000001,623665.4000000003,696546.24,703532.6000000001,641264.48,745062.4799999997,932704.04,762971.6,379878.48,501411.99999999994,1038636.3200000004,725140.0399999996,801957.4,446929.7600000001,799629.6399999999,254366.56,165947.72,169786.47999999998,185991.44,166427.76,208334.4800000001,168196.56,167179.0,333100.6799999995,171681.84
28,304557.2,331659.63999999996,405726.84,261628.22,488653.84000000026,339296.08,362220.0,447633.30000000005,480380.6,310745.67999999976,642283.3999999999,691620.3999999999,758586.0800000001,637960.16,752488.6799999998,637037.4800000001,673146.28,710130.9600000004,755378.84,676388.96,879187.24,953891.3599999998,789746.2000000001,493284.92,565672.7,1087341.44,816861.6,832988.84,535209.3199999995,932214.3999999998,324527.84,164906.06,174822.64,223433.72,168805.42,262412.0399999996,184515.15999999992,168709.5,360948.56,181522.32
29,306239.8,371560.0,426133.56,263249.32,550870.6400000001,389525.12,391280.4,476505.0,508173.92000000004,366560.87999999983,653025.6,709669.4,798440.52,689064.8,762442.24,638455.64,682390.84,776085.4,757065.52,701037.72,923668.68,1025841.24,871264.7200000001,572430.32,690895.8000000002,1124993.56,922875.12,916852.2000000001,694628.36,1027237.6000000001,349059.68,182218.48000000004,172812.6,294400.04,171759.32,317864.5599999998,239261.8399999999,171860.0,361880.92,180593.32
30,306359.6,390235.54,457243.7,265585.74,586886.68,389581.6,452262.4000000002,480373.0,532341.4799999997,389385.6,652083.6,714127.8,826313.76,811427.84,798012.76,638853.28,680698.72,774634.82,760046.92,755608.3999999999,931212.8,1045426.84,928611.6400000005,641961.6,846714.4,1127824.12,922908.96,942153.8,731717.44,1080129.06,351954.16,225705.35999999996,194601.98,358768.20000000007,170344.22,353064.68,314837.44,170900.0,361796.08,180852.76
31,305922.0,396226.0,474378.0,270835.19999999984,667321.2000000001,391219.0,479420.0,510500.0,582708.2,390727.0,719804.0,760555.0,829578.2,838606.2,838349.4,688131.9999999997,684075.0000000001,862023.8,759248.4,834817.0000000002,936554.6,1050372.4,1052292.6000000003,770140.2000000001,948437.0,1132498.6,986639.8,943777.6,744612.4,1079836.8,352623.4,299864.80000000016,233712.4,362239.0,222173.80000000002,354419.4,352965.00000000006,194254.0,363150.7999999997,184617.2
32,305399.0,421110.36000000004,478290.78,331906.84,709437.5200000003,424579.12,482638.4,555422.9,626372.7199999996,422787.04000000004,805930.5,843486.6,831225.16,880692.9599999997,847048.12,770742.8800000004,695547.32,861412.6000000001,767814.24,842684.12,937930.18,1065836.7999999996,1060474.14,900409.2000000001,1048832.1999999997,1153400.04,1069706.78,945155.2,806970.2799999999,1088759.64,353672.52,345460.28,301713.52000000025,403107.8800000001,263165.8399999998,355477.36,355096.56,218214.0,420454.88,184967.48
33,333942.39999999997,465189.75999999995,495266.36,385160.1999999999,778240.72,464432.63999999996,486652.0,563918.6,650577.6799999999,468992.91999999987,853433.8,848807.3999999999,837777.84,926218.48,864182.24,847760.44,695446.48,979784.6400000001,836902.44,854713.96,978131.28,1123721.96,1063165.84,988909.4800000001,1061401.4,1156860.04,1072509.52,1035804.92,919556.7999999999,1122289.28,355362.88,348998.12,355451.76,449684.95999999996,333205.47999999975,357835.04,370680.0,326627.0,503357.27999999985,205802.47999999975
34,365671.9999999999,477044.4,521826.07999999996,389773.42,781652.28,480638.84,520957.0,570434.0,705097.48,477447.6,927935.7,851848.9999999999,839990.52,930049.48,865023.84,848446.36,696984.36,994010.92,851533.04,864569.76,1085467.6,1128572.16,1066281.66,1066375.52,1064396.7,1170743.92,1108405.96,1092480.64,973472.32,1125038.22,362228.52,348415.98,356246.74,518562.04,353218.58,364757.16000000003,391516.24000000017,353772.0,544002.24,251880.15999999995
35,396646.59999999974,480973.44,530440.04,391095.44,780874.68,497348.96,561004.0,598881.8000000002,726187.76,480563.44,930386.0,936479.2,853495.84,929447.92,862885.48,853159.44,763941.8,1030150.5599999998,854974.04,863175.2,1115130.4000000001,1132713.08,1066805.56,1067211.64,1066079.4,1175990.44,1111432.44,1100355.2,1073776.32,1129408.04,361803.56,350370.56,361582.44,557011.2400000001,354858.84,370740.72,484120.15999999986,354987.0,545318.08,314886.6399999998
36,426186.0,494253.19999999995,559204.5999999997,407679.3999999996,784219.4,526049.1999999998,596707.0,636027.0,750673.3999999999,494073.8,965141.5,938887.0,857787.6,994673.3999999997,902596.6,928104.8,858796.4,1086002.2,866720.4,896144.0000000001,1118913.3,1132343.2,1074792.0,1075074.4,1073424.0,1178085.4,1114401.3,1130996.4,1076785.4,1149831.1,404416.39999999997,352365.4,361170.5,559257.0,356097.1,369834.0,535462.6,356574.5,546275.4,389343.99999999994
37,464402.39999999997,538764.5199999999,582575.1599999999,456085.2,824204.28,568418.3200000001,635658.0,655795.2000000003,762197.4799999996,559193.1199999999,1066353.6000000003,1003473.5999999999,887429.24,1090688.56,977781.3200000004,934636.96,873629.76,1088306.44,884686.5599999999,990078.9600000001,1119881.48,1153321.44,1104841.1200000008,1105216.8800000001,1103536.8,1181512.48,1116094.2,1134200.32,1090746.56,1154726.16,452416.27999999985,355505.76,362095.52,560869.44,356328.44,429165.8,536554.92,358137.0,550061.08,461459.0399999996
38,478563.4,572036.4,603395.96,480093.74,828623.88,603898.7999999999,676949.6,705286.4000000001,785438.08,612039.6399999999,1093053.8,1100884.4,960636.4800000007,1092652.28,1000820.48,934253.88,914606.28,1136956.6,966328.84,1091733.28,1122621.36,1157793.24,1114491.56,1108186.78,1106722.3,1228555.96,1114654.38,1137545.56,1122389.44,1157924.06,512284.1999999999,355111.74,362713.44000000006,565510.4,361403.11999999994,472488.24000000034,540491.04,361780.0,549548.9600000001,531984.28
39,483985.59999999986,608308.68,633171.2799999999,481011.8,830314.64,671983.7600000002,747834.2,743567.8,785244.28,647759.24,1148140.4,1102763.4,993718.72,1130580.4,1079017.6,1039605.2399999994,993332.1600000001,1146585.96,1002439.56,1103274.04,1125943.64,1162781.44,1115433.92,1111401.96,1109711.6,1272289.64,1126841.96,1158302.44,1122110.48,1169426.84,546429.28,402311.47999999975,397274.4,569650.3200000001,360962.96,554989.04,541681.48,360943.0,554857.96,551222.88
40,531725.5999999999,654414.44,641726.1199999996,506566.95999999996,833104.88,738205.72,754979.3,774708.2000000002,827090.42,697663.6399999998,1152830.0,1119905.8,1073033.2,1152313.2,1095931.28,1097591.08,1009022.8,1162691.96,1041376.3599999993,1142282.9600000007,1136744.96,1171351.08,1118733.5,1113279.8,1111431.9,1278292.44,1127347.22,1164366.12,1149630.28,1171352.8399999999,546803.5599999999,516535.4400000002,442597.18,618066.6800000003,390123.4799999995,556737.16,542287.12,385437.0,574046.52,552456.34
41,554857.0,687443.3999999997,695760.4,524777.0,836686.0,782042.2,758090.0,785497.0,829662.6,722784.2,1162871.0,1125784.0,1088684.2,1167562.8,1101216.8,1150908.2,1083670.0,1180230.8,1097998.0,1164369.0000000002,1143730.4,1174437.8,1118402.0,1119140.6,1117855.0,1282926.5999999999,1156198.8,1164267.8,1152503.6,1181249.5999999999,552470.2,539762.4,525203.8000000002,627141.6,445828.59999999945,557184.8,545661.8,442120.0,576187.2,554423.4
42,567806.2,738811.4,721860.76,568256.1999999997,839678.04,783691.88,763206.0,785198.9,831312.78,747893.08,1185773.8,1141800.0,1094271.7999999998,1186587.56,1116987.76,1159090.4,1101886.56,1185169.58,1100487.12,1175100.52,1146440.34,1257198.1599999997,1125382.22,1122843.8800000001,1119470.9000000001,1286927.48,1158669.3599999999,1176585.36,1158779.32,1181226.04,574154.7999999999,541881.56,548726.42,630129.04,537752.96,564925.72,548852.52,540503.0,587378.1199999995,555998.66
43,597988.2,770295.5199999998,751514.92,603845.32,856955.16,786214.36,790969.4,815560.0,832983.7999999999,766512.6399999999,1190182.2,1188343.0,1096494.08,1190243.88,1122726.36,1160426.08,1116434.76,1205544.08,1120574.64,1193021.76,1149728.04,1272442.16,1128867.56,1141946.28,1139280.8,1292444.28,1160982.32,1178493.64,1161788.36,1241492.8799999997,606167.9199999999,540539.92,548466.8,649940.24,545737.2000000001,563802.92,552189.08,545588.0,606394.6399999999,556597.52
44,614684.6,785987.36,778174.6199999998,635150.1199999996,858865.52,786766.32,793580.9,825035.9,836119.42,778424.2399999999,1210859.7,1210706.0000000002,1102497.4,1210033.96,1156776.04,1187816.9200000002,1121571.04,1212016.78,1135853.5599999996,1197624.32,1169672.58,1277831.36,1130073.02,1144177.38,1143897.3,1295902.28,1163160.48,1182705.4,1163144.28,1273384.4200000002,621644.72,549843.32,557274.6,666094.28,548882.4400000001,579970.2,566174.2,549132.5,651793.84,557087.22
45,655957.7999999998,785916.8,783496.84,686656.48,860455.32,825155.2399999999,808795.0000000001,828374.8,854039.6,785398.32,1214920.4,1220555.2,1124095.4800000002,1216390.8,1207240.44,1193187.48,1182600.4,1218495.24,1176507.92,1217797.8800000001,1172962.76,1287373.1199999999,1142206.24,1152940.88,1156195.4,1300727.76,1246096.36,1183484.48,1166924.76,1279008.16,627833.04,551912.88,556543.24,668927.28,557967.76,599880.4,574820.16,561869.0,657005.6,562715.04
46,680878.9999999999,787949.2,783420.1,711299.7999999997,863032.4,828865.4,835546.5,831402.0,853417.1,784521.8,1219153.5,1230215.0,1135171.0,1221494.0,1214352.4,1198233.4000000001,1194549.4,1221086.1,1206026.8,1222514.4,1179218.6,1291395.2,1145709.8,1152747.9,1159798.0,1305418.6,1253347.6,1197305.6,1168492.6,1281740.7999999998,629591.7999999999,606368.5999999999,576692.7000000002,671940.2,568311.9999999999,601870.4,574249.4,565376.5,656289.8,576742.6999999997
47,708555.2,788732.88,786165.76,775404.8,864628.72,830083.12,836792.0,831655.6,854961.68,787410.96,1221492.6,1233449.4,1165440.64,1223738.12,1218464.64,1213781.88,1199080.92,1223030.24,1214489.48,1225891.84,1201917.0799999991,1294473.56,1165574.36,1219071.72,1160027.6,1309061.12,1258674.24,1195612.32,1168705.36,1288244.24,650236.76,634867.96,619063.4,673648.4800000001,598059.3200000001,637100.5199999999,608001.1599999999,583347.0,660275.84,595168.96
48,745157.7999999999,813655.24,790153.3999999999,782512.4400000001,865252.28,832850.4,840032.8,834619.6,857507.58,790196.2,1230437.4,1235924.6,1208215.16,1228393.36,1221157.76,1221134.2,1217005.92,1226750.62,1219196.24,1228819.36,1265917.66,1301165.16,1170996.36,1236577.76,1233242.8,1294121.48,1261395.64,1264272.76,1175453.88,1292152.88,651325.88,638099.1,637364.56,675585.16,624360.52,659902.08,634246.44,622522.5,664009.2,598681.02
49,754251.0,830390.36,828224.96,784363.88,866690.44,832728.76,839969.6,845550.0000000003,859301.84,828449.1599999998,1232908.4,1237579.4,1213023.48,1231470.88,1224811.72,1226036.36,1220576.68,1229518.92,1223543.12,1230870.32,1270739.64,1307923.84,1181591.16,1240800.36,1250448.6,1297955.44,1265929.28,1287505.16,1175976.3199999998,1296090.4,654031.64,640058.52,645542.04,677193.2000000001,626727.08,665579.72,647629.52,624562.0,666166.04,601321.84
50,780837.0,831932.3,829782.32,785281.2,867214.32,835886.68,842509.5,854077.6,859808.02,830104.76,1233522.6,1242318.0,1216246.52,1231418.96,1227526.52,1229110.68,1225631.24,1228675.36,1227869.8,1237767.88,1275824.92,1302822.16,1182168.48,1250962.34,1255723.9,1302673.72,1265878.16,1292276.08,1239249.0799999998,1299973.96,655807.92,645438.7000000001,647634.22,680519.04,644654.46,667656.12,649912.36,643271.0,668478.08,601508.02
