index,209_1_www.playstation.com,209_2_www.playstation.com,209_3_www.playstation.com,209_4_www.playstation.com,209_5_www.playstation.com,209_6_www.playstation.com,209_7_www.playstation.com,209_8_www.playstation.com,209_9_www.playstation.com,209_10_www.playstation.com,210_1_www.playstation.com,210_2_www.playstation.com,210_3_www.playstation.com,210_4_www.playstation.com,210_5_www.playstation.com,210_6_www.playstation.com,210_7_www.playstation.com,210_8_www.playstation.com,210_9_www.playstation.com,210_10_www.playstation.com,211_1_www.playstation.com,211_2_www.playstation.com,211_3_www.playstation.com,211_4_www.playstation.com,211_5_www.playstation.com,211_6_www.playstation.com,211_7_www.playstation.com,211_8_www.playstation.com,211_9_www.playstation.com,211_10_www.playstation.com,212_1_www.playstation.com,212_2_www.playstation.com,212_3_www.playstation.com,212_4_www.playstation.com,212_5_www.playstation.com,212_6_www.playstation.com,212_7_www.playstation.com,212_8_www.playstation.com,212_9_www.playstation.com,212_10_www.playstation.com
25,5233379.640000001,4973465.44,4795499.8,4617758.64,4841529.68,4234027.0,4709485.5200000005,3876662.4000000013,4791302.4,2733627.0,8130.240000000002,8540.6,19700.96,16465.72,7327.599999999988,6415.6,19414.64,19837.56,54155.44,64338.80000000012,12166262.16,10851369.959999999,11713871.48,9442400.56,11176130.4,11943100.0,13779143.600000001,12579790.72,11978900.32,12472897.0,14492770.2,14004504.799999997,12850151.280000001,15350415.999999994,15412572.44,15333148.52,14354121.040000001,14055463.400000002,15403345.36,8343998.12
26,5381086.0,5055904.5,4963613.0,4789289.0,5031317.0,4434747.0,4995858.0,4058131.0,4972531.0,3091145.0,7865.5,8342.5,36070.9999999999,16337.0,8313.0,6288.5,21202.0,19868.0,71553.0,83496.0,12703754.0,11266769.0,12310414.0,10149712.0,11808013.0,12613448.0,14479704.0,13129655.0,12354298.0,12701444.5,15033116.0,14887430.5,13756881.0,15427733.0,15443525.0,15429751.5,15019313.0,14889831.0,15442708.0,8877580.0
27,5653370.199999999,5177947.04,4994069.0,4941707.8,5177114.12,4587494.399999999,5283010.4799999995,4212419.600000001,5140445.76,3335405.2000000016,9997.199999999993,8120.880000000001,50462.59999999999,15716.520000000004,8362.4,6381.72,27106.600000000002,33578.84,98452.11999999994,94393.20000000004,13305665.72,11696226.8,12977882.88,10764776.72,12301978.28,13229827.0,15045919.8,13716281.32,12711146.040000003,13327040.0,15168050.4,15405388.799999999,14629919.719999999,15597335.4,16143431.119999997,15532393.759999998,15169923.44,15411402.8,15885651.56,9280315.2
28,6078990.84,5352233.18,5171535.3,4978705.8,5188170.24,4721582.1,5569236.0,4441127.000000001,5283629.28,3614920.0,15066.84,8539.100000000006,57546.07999999998,18744.79999999999,8122.000000000001,8355.759999999998,27105.280000000006,67058.31999999998,122765.52,119826.00000000004,13871833.4,12226237.52,13665123.479999999,11283313.68,13126693.08,13840868.0,15609410.1,14297851.64,13085004.14,14063776.0,15441219.8,15422390.6,15382037.000000002,16109015.899999999,17252969.659999996,16344479.62,15448169.04,15439158.4,16779451.72,9721978.959999997
29,6254143.56,5632788.7200000025,5276290.4,5078733.520000001,5303578.920000002,4863148.0,5885060.44,4714416.0,5408828.32,3914652.4,17599.759999999987,12261.800000000005,75455.84,27451.519999999975,8167.799999999999,8602.16,32044.16000000002,90692.47999999997,149139.36000000004,135550.80000000013,14294680.2,12692156.56,14445413.799999999,11913752.48,13636950.040000003,14417735.0,16219518.200000003,14889089.52,13601295.24,14764817.0,15892085.799999995,15560202.600000001,15427103.64,16669553.599999998,18174558.080000002,17233963.96,15853075.879999999,15670577.399999999,17660744.36,10176683.44
30,6403857.24,5768765.06,5412291.0,5228653.359999999,5480164.400000001,5023861.8999999985,6251774.359999999,4911081.600000001,5526676.4,4141467.2,19547.9,14970.7,92819.31999999995,27285.8,8285.6,8695.38,65191.8,122776.76,175398.47999999998,153839.20000000004,14711938.279999997,13325603.08,14990708.519999998,12512695.74,14367181.2,14990946.0,16829391.2,15518480.279999997,14229650.46,15203665.0,16968721.399999995,16403883.2,15466597.92,17610029.399999995,19229366.439999994,18135308.679999996,16750851.920000002,16536315.000000002,18686865.28,10759747.4
31,6635863.4,5997013.4,5694734.0,5403256.6,5820555.400000001,5236915.0,6480725.199999999,5114179.0,5801033.2,4344064.0,19673.0,17495.800000000025,99931.0,27014.199999999997,7783.0,8659.0,73789.00000000003,153051.79999999996,200993.59999999992,159111.0,15411591.599999998,13881066.4,15588410.6,13014405.4,14914420.000000002,15566852.0,17396342.000000004,16173324.8,14885810.2,15914681.0,18119148.0,17299606.0,16245249.600000005,18528861.0,20340084.4,19095975.599999998,17750859.400000002,17662566.0,19750790.599999998,11417874.399999999
32,6879491.5,6239957.16,5791115.9,5604305.279999999,6195726.16,5388791.399999999,6717296.72,5353116.4,5983439.840000001,4580429.0,19371.54,19787.96,113309.1999999999,27381.8,7658.400000000001,8564.78,112737.64000000009,161437.95999999993,227944.7200000001,187001.20000000004,16043506.919999998,14429851.400000002,16135896.279999997,13593680.04,15378583.6,16120555.0,17919903.0,16829948.919999998,15291159.98,16439569.0,19189564.6,18231460.599999998,17086608.92,19526597.4,21273510.98,20203024.359999996,18808239.48,18753974.000000004,20813873.72,12019781.44
33,7271954.040000001,6427827.840000002,6023980.399999999,5782532.64,6337105.8,5587474.0,6998712.08,5615402.0,6090474.8,4715496.600000001,19697.8,19623.56,139474.43999999992,27910.32,8990.999999999995,8193.36,142966.88,216534.55999999994,260059.04,208920.2,16565302.2,14846243.8,16803046.28,14214596.88,15827894.56,16786018.0,18353274.2,17608858.96,15747807.56,16829151.0,20209956.4,19189959.6,18472596.040000003,20517185.199999996,22294678.72,21073363.719999995,19898751.36,19671160.400000002,21902767.839999996,12433263.72
34,7759640.32,6822336.78,6192573.9,6034081.48,6520757.88,5800891.999999999,7141209.72,5776681.0,6223705.88,4858765.0,20135.619999999995,19501.36,150762.43999999992,37844.79999999983,11203.99999999999,8149.54,150670.6,239249.2799999999,293803.12,227395.80000000013,17363128.559999995,15181697.72,17393675.12,14838237.600000001,16536926.44,17368482.0,18878147.2,18334605.559999995,16367261.320000004,17210647.0,21253050.799999997,20140574.8,19444817.88,21252178.999999996,23336988.4,22105151.36,20865930.839999996,20659296.599999998,22880146.959999997,12812058.879999999
35,8281127.239999999,7048409.080000001,6243691.6,6108272.8,6703805.8,6172418.0,7282970.2,6048128.0,6398008.04,5186685.4,20151.920000000002,19231.84,176926.52,62760.55999999999,13690.999999999993,7782.199999999996,183894.44,261561.43999999992,320210.76000000007,253793.00000000017,18004277.04,15461290.68,17523687.76,15467080.16,17113651.44,17676820.0,18996228.2,18833908.88,17060545.36,17490549.0,22251934.199999996,21263894.799999997,20799148.8,22201235.399999995,24378186.32,22886329.119999997,21603258.0,21632859.400000002,23514917.64,13204639.36
36,8741828.4,7372449.200000001,6523039.0,6242327.6,6959421.0,6405185.5,7614115.0,6468222.0,6667601.599999999,5514038.0,23452.999999999916,19458.0,192182.19999999998,88906.19999999981,17000.0,9827.499999999993,217593.8,291073.6,331659.20000000007,284102.0,18821699.2,15855222.8,17746679.599999998,16111854.400000002,17690232.2,18278265.0,19212400.5,18972152.3,17606972.900000002,17840277.0,23305496.0,22314482.0,21663060.000000004,23177921.5,25470676.599999998,23273245.7,22571789.799999997,22423782.0,23894749.2,13210992.8
37,9015501.36,8018081.08,6807914.599999999,6421941.239999999,7220635.479999999,6731359.2,7947587.280000002,6782321.800000002,6918186.5200000005,5876866.4,50976.679999999964,19969.52,210114.91999999998,112095.27999999996,18456.6,12722.719999999994,241447.35999999996,320450.7199999999,362146.88,312182.20000000007,19142861.56,16436848.640000002,18359142.48,16726308.24,17741052.08,18555632.0,19876704.400000002,19001079.16,18062202.000000004,18347829.0,24149026.8,23667052.4,22609909.92,24306922.799999997,26502600.559999995,23742017.479999997,23626384.28,23367705.200000003,24399065.919999998,13536947.44
38,9103773.52,8413164.9,7158696.4,6796754.68,7476059.640000001,7077324.599999999,8241069.800000001,7234050.0,7172865.28,6056663.2,76824.27999999994,19920.28,229410.63999999998,137249.03999999983,19546.600000000002,14684.099999999995,277760.2400000001,345984.9599999999,395655.0,341404.4000000001,19553847.72,17044004.6,18860115.559999995,17266112.08,18114809.160000004,18971116.5,20643137.800000004,19352745.36,18450564.22,18447578.0,25033861.4,24536465.599999998,23606011.12,25378218.099999998,27584138.52,24214610.16,24658434.64,24330611.400000002,24975955.52,14185571.76
39,9121502.12,8814159.880000003,7554099.0,7100204.919999999,7875987.760000001,7353062.399999999,8413604.4,7530800.0,7525689.76,6239807.399999999,84067.59999999999,22439.20000000009,246743.63999999984,152760.23999999996,19364.2,15030.68,303043.4800000001,369538.0799999999,415287.96,370630.60000000015,20070618.56,17814311.440000005,18982175.84,17921837.92,18628654.8,18985534.0,21428206.400000002,19949250.84,18898021.32,18970359.0,25930757.4,25400041.8,24473978.32,26414686.399999995,28647441.48,24879582.0,25445210.12,25596045.4,25805254.559999995,14819007.24
40,9126832.74,9094895.680000002,7989817.599999999,7553374.760000001,8205981.44,7723269.399999998,8600127.88,7961268.0,7857531.92,6414692.0,86720.14,38004.70000000001,267565.91999999987,174455.71999999988,19276.0,14883.940000000002,329983.4400000002,408005.43999999994,435443.68,399828.80000000016,20699770.8,18469555.64,19072414.599999998,18585346.56,19108362.52,19383975.0,21847134.9,20642069.48,19013921.38,19064944.5,27001858.4,26404476.199999996,25343148.080000006,27419252.5,29709145.78,25811620.939999994,26519642.36,26405515.200000003,26846712.599999998,15279036.48
41,9136877.6,9110311.2,8395341.0,8131574.399999999,8539649.6,8012106.0,8767540.0,8333572.0,8154010.2,6687207.0,91369.79999999994,40893.00000000001,288660.7999999999,186882.8,19254.0,14765.999999999995,354738.4000000001,424763.0,464725.2,429062.0,21319993.0,18943600.6,19396333.8,19008504.6,19777979.199999996,19859598.0,21864320.0,21373441.800000004,19468643.600000005,19541974.0,28005457.0,27299008.0,26205944.6,28455473.0,30795601.399999995,26881007.4,27342054.4,27303780.0,27671841.4,15286660.6
42,9167000.34,9120589.62,8750991.0,8617710.44,8768652.88,8301738.199999999,8990966.239999998,8641002.0,8363289.2,6820280.000000001,105499.32,43905.3,309864.71999999986,203481.91999999995,18963.0,16402.959999999992,394315.36000000004,454852.5599999998,502436.6000000001,462349.3,21758442.0,19190822.24,19926150.58,19452998.200000003,20360203.6,20531265.5,21888905.9,21844995.14,20121816.12,20104478.0,28937141.0,28437417.4,27103385.44,29447732.4,31639961.12,27942254.86,28168256.679999996,28473586.200000003,28413913.759999998,15307791.44
43,9202162.4,9132471.6,8993511.2,8978658.16,8950367.0,8590900.0,9154063.48,8909571.0,8698629.959999999,7128994.8,110301.23999999999,46718.52,331068.6399999999,232532.63999999996,19210.2,17465.92,421388.4,477158.35999999987,527990.04,495608.6,21856619.68,19831155.040000003,20595022.8,19992068.6,20807216.280000005,21213121.0,21933738.6,21868895.24,20658937.48,20608486.0,29926051.199999996,29287309.599999998,28055633.52,30475170.199999996,32551584.56,29025750.639999993,29073417.160000004,29582357.400000002,29545724.959999997,15428175.040000001
44,9256000.2,9154399.7,9082744.0,9084549.76,9035778.08,8820817.6,9182037.88,9115928.6,9038894.88,7475107.999999999,123553.23999999999,57777.47999999998,344149.0799999999,256968.71999999994,19295.799999999996,17578.6,459197.83999999997,500735.87999999983,561616.16,528988.0,21880814.04,20594808.840000004,21190140.08,20595648.12,21365116.12,21750115.0,21971223.9,21893217.22,21345304.600000005,21197337.0,30937626.399999995,30172271.0,28911487.960000005,31451933.799999997,33623956.279999994,30127919.559999995,30138764.68,30532442.799999997,30650480.079999994,15455122.8
45,9262530.24,9172522.32,9101014.4,9105234.64,9102852.76,9017649.0,9256833.36,9138625.6,9110887.76,7901002.600000001,132149.4,61707.20000000001,366715.99999999994,283620.44,19760.6,18837.199999999993,498980.1200000001,539454.0399999998,602959.2799999999,560336.8000000002,21892087.32,21417930.720000006,21658950.599999998,21321366.88,21770655.16,21851777.0,22036045.4,21917383.32,21818563.2,21705701.0,31895000.999999996,31131232.599999998,29839030.680000003,32329870.4,34654197.36,31196803.48,31206661.12,31495795.4,31760467.88,15472971.76
46,9252574.8,9198874.9,9111151.5,9126409.2,9119884.6,9113210.5,9275271.6,9150864.0,9123800.2,8180984.0,139219.00000000003,63736.799999999996,379959.99999999994,310377.39999999985,19603.0,19584.2,524826.4,578172.1999999998,618926.4000000001,595467.0,21946330.2,21862089.2,21858715.8,21855695.5,21856990.2,21877725.0,22054728.0,21970128.0,21868860.7,21851265.5,32918074.999999993,32095279.0,30638026.4,33006287.0,35020874.9,32237540.399999995,32200822.799999997,32425214.0,32856832.399999995,15486331.0
47,9135829.36,9254551.44,9134661.4,9138446.56,9139806.88,9143910.399999999,9357549.759999998,9179345.0,9142017.48,8547831.599999998,149319.24,64962.60000000001,402254.31999999995,341520.76,22994.799999999952,19627.119999999995,558733.88,616890.3599999998,660269.52,616474.2000000001,21983602.24,21889029.32,21875240.32,21872341.08,21883769.080000002,21899914.0,21959329.4,22030662.12,21896734.56,21869303.0,33851224.6,33038580.199999996,31540337.12000001,33871210.79999999,35068572.96,33235323.31999999,33205848.04,33363257.400000002,34001256.52,15508746.12
