index,314_1_www.chefkoch.de,314_2_www.chefkoch.de,314_3_www.chefkoch.de,314_4_www.chefkoch.de,314_5_www.chefkoch.de,314_6_www.chefkoch.de,314_7_www.chefkoch.de,314_8_www.chefkoch.de,314_9_www.chefkoch.de,314_10_www.chefkoch.de
1,-442.0,-442.0,-442.0,-113.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,126669.32,122691.36,121297.74,121372.08,122161.92,117600.24000000002,125176.36,123832.96,123749.07999999999,123203.48
3,259652.83999999997,244735.0800000001,164229.84,171769.80000000002,168761.0,200111.88,202548.6,199073.12,166321.64,239254.24000000002
4,414163.16,362508.32,321241.24,292348.88,334676.34,300143.52,439984.63999999996,310588.48,362474.48,297782.8
5,1184355.64,1155787.1600000001,692065.2400000003,549800.0800000001,923191.44,850784.56,1215868.64,854753.7600000001,692400.72,809484.7200000001
6,1466791.4,1454829.6,1214688.7,1231075.0,1417312.2,1346600.8,1465591.0,1381197.8,1310889.2,1274021.8
7,1701554.92,1608119.96,1463664.92,1464620.92,1689439.56,1599142.72,1698575.72,1661559.04,1481014.96,1469908.6
8,1724980.28,1705216.84,1686887.4000000001,1696505.76,1706375.66,1695999.56,1723336.0,1705054.6,1700924.62,1712251.72
9,1752600.16,1725331.52,1750021.92,1729676.76,1735195.64,1714212.44,1768152.96,1736741.16,1718928.64,1734404.84
10,1779396.88,1750691.16,1774680.1199999999,1754626.64,1764720.72,1753649.32,1781810.92,1822487.28,1748025.64,1762250.08
11,1797001.8,1780530.6000000003,1791481.2,1768623.8,1876421.2,1782521.8,1910529.6,1865247.6,1758844.8,1785553.0
12,1845566.52,1913829.28,1807710.48,1792777.32,1932790.6,1916001.16,1989202.28,1906885.76,1831113.8,1875680.7200000004
13,1941377.48,2001100.56,1925109.84,1900055.28,2047168.72,1975224.92,2060844.92,1981121.88,1946288.0,1972815.6
14,2015472.64,2032461.4000000001,1999317.86,1973597.96,2056075.78,2012260.08,2101477.88,2036175.8399999996,1971618.34,1976925.72
15,2033548.3199999998,2103683.44,2025072.56,1982718.88,2096926.92,2064038.12,2140178.12,2098819.3600000003,2013044.1199999999,1994002.68
16,2078348.0,2176169.2,2091358.6,2050905.8,2121919.4,2092512.2,2153251.0,2096534.6,2056296.199999997,2040670.8
17,2155460.72,2184811.52,2128773.8000000003,2094143.84,2185599.92,2124971.36,2220252.92,2114976.56,2107086.64,2067536.16
18,2233775.04,2216901.12,2143312.26,2124540.68,2205582.94,2129103.76,2242719.96,2203600.68,2124458.4,2152741.32
19,2329138.56,2230750.04,2182271.2,2199491.24,2232681.56,2143507.96,2261683.1999999997,2234770.28,2198008.88,2211033.16
20,2362659.84,2270680.96,2222349.16,2225273.64,2249850.82,2185444.04,2274942.04,2268354.64,2213770.399999999,2219182.52
21,2401309.0,2290504.8000000003,2257364.8000000003,2235788.0,2318529.4,2246349.2,2288487.6,2284106.0,2250428.4,2278264.2
22,2483794.0,2320298.8,2280291.32,2248110.32,2364963.22,2270800.96,2490272.92,2338926.64,2288975.42,2278202.08
23,2558313.3200000003,2390890.16,2296256.96,2263216.36,2381897.24,2333939.24,2599481.4000000004,2447258.64,2329073.04,2324828.64
24,2559294.48,2520827.7600000002,2364369.36,2342806.8,2402425.12,2360054.76,2684203.68,2540657.5999999996,2413786.199999997,2357756.04
25,2600607.72,2565706.12,2410283.28,2362251.8,2443855.64,2420994.16,2776436.84,2561717.32,2533277.16,2467543.8
26,2632403.0,2582487.0,2419859.0,2384098.0,2563002.5,2523089.0,2791199.0,2626944.0,2569447.0,2544651.0
27,2652006.96,2641653.600000002,2485382.400000001,2417367.4000000004,2605723.16,2611523.92,2820979.36,2653622.56,2595092.52,2589897.6
28,2750766.64,2686586.72,2520712.8800000013,2486328.400000002,2633481.34,2621975.16,2859968.88,2674867.84,2744123.7399999998,2725544.4
29,2841926.68,2746051.0799999996,2557476.56,2524524.4,2661602.2,2695052.32,2919914.1199999996,2729051.4,2780692.4,2775120.9200000013
30,2934954.96,2844418.08,2634150.68,2541595.48,2687217.4000000004,2789753.16,3102812.3600000003,2769754.7600000002,2801758.88,2821288.52
31,2966474.4000000004,2976195.8000000003,2663933.4,2567236.8,2840129.8000000003,2818246.5999999996,3136285.8,2789419.8,2813811.0,2885106.4
32,3029218.48,2983346.84,2683196.42,2595258.88,2868219.78,2841355.68,3200996.36,2840932.04,2940114.04,2898426.6399999997
33,3054283.12,3016774.52,2715433.76,2684008.24,2904973.56,2871554.24,3207575.12,2844359.2,2957474.0399999996,2949183.96
34,3072946.56,3038423.64,2802614.36,2697353.0399999996,2962609.02,2915269.040000001,3294212.96,2931326.92,2995944.94,2949747.92
35,3248066.1199999996,3099898.76,3037795.44,2707633.12,3013679.92,2956831.4800000004,3336827.24,3030372.48,3007306.8,2988519.56
36,3324635.6,3200054.4,3045362.8,2742478.2,3034209.7,2993247.0,3356634.2,3032769.4,3050899.7999999993,3162495.0000000005
37,3341182.68,3208257.64,3056781.44,2757383.72,3078716.08,3032720.88,3402427.1999999997,3081455.84,3129341.24,3191515.92
38,3368815.04,3236569.32,3193261.58,2878366.8,3108965.06,3049408.04,3433931.64,3135993.08,3244538.88,3267798.48
39,3559661.16,3248536.7600000002,3189607.12,2915204.16,3137353.56,3072095.64,3573893.72,3213322.04,3266153.8400000003,3340078.48
40,3677525.1999999997,3318298.1600000006,3219121.64,2914739.16,3310888.12,3100661.4,3640079.2000000007,3353605.2400000007,3285065.74,3385740.32
41,3741830.5999999996,3530371.4,3252472.0,2920470.0000000005,3388443.4,3104996.6,3725918.400000002,3408125.4,3285891.2,3468070.8
42,3785376.04,3559013.96,3305862.8000000045,2969857.08,3393380.04,3253340.3200000003,3838363.08,3419518.64,3302714.2600000002,3581928.72
43,3831924.64,3587228.760000001,3345211.12,3022099.6,3405548.7600000002,3265844.56,3851787.12,3495407.72,3345797.04,3622094.32
44,3939894.7200000007,3681402.08,3481675.5600000015,3046501.08,3435674.54,3275771.44,3871877.84,3676728.32,3429913.86,3721258.48
45,3955505.32,3705539.8,3586402.44,3062326.28,3513648.76,3312391.24,3896189.2,3706750.04,3586561.959999999,3757144.32
46,3977754.4,3745236.8,3693196.8000000017,3077680.8,3690430.9,3475148.8,3929908.8,3729436.2000000007,3610475.1999999997,3855076.2
47,3997909.48,3805198.440000002,3729437.68,3079690.1200000006,3819614.36,3504070.12,3949064.4,3828083.76,3722221.92,3866932.12
48,4083230.4,3832190.64,3732687.78,3093827.12,3949441.7399999998,3512641.8000000003,3975544.68,3845053.2399999998,3814273.12,3882716.16
49,4103822.88,3882995.9200000027,3775255.92,3199109.56,3955392.32,3606877.9599999976,3995294.5199999996,3862139.84,3902369.24,3888915.36
50,4165693.72,3963292.52,3785632.76,3359037.7600000002,3967866.5,3654915.2,4014537.8,3895358.040000001,3920242.68,3986123.08
