index,210_1_www.playstation.com,210_2_www.playstation.com,210_3_www.playstation.com,210_4_www.playstation.com,210_5_www.playstation.com,210_6_www.playstation.com,210_7_www.playstation.com,210_8_www.playstation.com,210_9_www.playstation.com,210_10_www.playstation.com
32,19371.54,19787.96,113309.1999999999,27381.8,7658.400000000001,8564.78,112737.64000000009,161437.95999999993,227944.7200000001,187001.20000000004
33,19697.8,19623.56,139474.43999999992,27910.32,8990.999999999995,8193.36,142966.88,216534.55999999994,260059.04,208920.2
34,20135.619999999995,19501.36,150762.43999999992,37844.79999999983,11203.99999999999,8149.54,150670.6,239249.2799999999,293803.12,227395.80000000013
35,20151.920000000002,19231.84,176926.52,62760.55999999999,13690.999999999993,7782.199999999996,183894.44,261561.43999999992,320210.76000000007,253793.00000000017
36,23452.999999999916,19458.0,192182.19999999998,88906.19999999981,17000.0,9827.499999999993,217593.8,291073.6,331659.20000000007,284102.0
37,50976.679999999964,19969.52,210114.91999999998,112095.27999999996,18456.6,12722.719999999994,241447.35999999996,320450.7199999999,362146.88,312182.20000000007
38,76824.27999999994,19920.28,229410.63999999998,137249.03999999983,19546.600000000002,14684.099999999995,277760.2400000001,345984.9599999999,395655.0,341404.4000000001
39,84067.59999999999,22439.20000000009,246743.63999999984,152760.23999999996,19364.2,15030.68,303043.4800000001,369538.0799999999,415287.96,370630.60000000015
40,86720.14,38004.70000000001,267565.91999999987,174455.71999999988,19276.0,14883.940000000002,329983.4400000002,408005.43999999994,435443.68,399828.80000000016
41,91369.79999999994,40893.00000000001,288660.7999999999,186882.8,19254.0,14765.999999999995,354738.4000000001,424763.0,464725.2,429062.0
42,105499.32,43905.3,309864.71999999986,203481.91999999995,18963.0,16402.959999999992,394315.36000000004,454852.5599999998,502436.6000000001,462349.3
43,110301.23999999999,46718.52,331068.6399999999,232532.63999999996,19210.2,17465.92,421388.4,477158.35999999987,527990.04,495608.6
44,123553.23999999999,57777.47999999998,344149.0799999999,256968.71999999994,19295.799999999996,17578.6,459197.83999999997,500735.87999999983,561616.16,528988.0
45,132149.4,61707.20000000001,366715.99999999994,283620.44,19760.6,18837.199999999993,498980.1200000001,539454.0399999998,602959.2799999999,560336.8000000002
46,139219.00000000003,63736.799999999996,379959.99999999994,310377.39999999985,19603.0,19584.2,524826.4,578172.1999999998,618926.4000000001,595467.0
47,149319.24,64962.60000000001,402254.31999999995,341520.76,22994.799999999952,19627.119999999995,558733.88,616890.3599999998,660269.52,616474.2000000001
48,155435.21999999997,80605.76000000001,422367.83999999997,361103.31999999995,30959.599999999984,20050.56,602491.4400000001,648507.9599999998,676098.5599999999,651217.8
49,163186.31999999995,91754.84000000004,441663.56,387335.15999999974,35106.999999999985,19931.52,655800.0800000001,671940.28,695045.7600000001,673463.6000000003
50,174072.31999999998,100433.52000000003,460285.9199999999,430273.7199999999,37045.99999999999,20113.6,707609.04,700232.84,725253.6,715444.4000000001
