index,115_1_www.owasp.org,115_2_www.owasp.org,115_3_www.owasp.org,115_4_www.owasp.org,115_5_www.owasp.org,115_6_www.owasp.org,115_7_www.owasp.org,115_8_www.owasp.org,115_9_www.owasp.org,115_10_www.owasp.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-48.0,-442.0
2,1556.2,1388.94,1556.2,1546.4,1521.9,1428.8000000000002,1325.74,1526.8,99.12000000000069,1365.1
3,1204.44,2847.28,1204.44,1173.8799999999999,1097.4800000000002,811.8400000000003,521.8799999999999,1112.76,1259.4799999999998,633.4799999999998
4,2484.12,4567.08,2484.12,2475.24,2453.04,2260.56,2279.22,2457.48,242.2799999999997,2222.34
5,4598.16,6530.920000000001,4598.16,4586.32,4556.72,4321.96,4482.84,4562.64,2978.4800000000023,4404.12
6,4444.200000000001,7080.900000000001,4444.200000000001,4336.400000000001,4633.9,6897.399999999997,6810.700000000001,4197.2,4515.6,7004.2
7,6829.959999999999,7701.200000000008,6829.959999999999,6752.92,6558.360000000001,7129.92,8229.76,5865.84,6696.119999999999,7800.720000000001
8,8507.92,12629.460000000001,8432.92,8268.84,7155.199999999996,8241.120000000003,10300.84,5617.319999999998,5677.04,9426.840000000004
9,8230.400000000001,18314.32,8155.400000000001,9610.039999999999,10977.880000000001,12369.400000000001,12667.039999999999,7575.76,7486.84,10004.960000000001
10,13490.72,16757.32,12264.119999999999,11812.56,11103.919999999995,15248.839999999998,17975.78,11534.479999999998,13316.960000000003,14475.960000000003
11,15869.999999999996,17970.6,17322.199999999993,19399.4,11884.8,18236.399999999998,16718.800000000003,14490.199999999999,16513.400000000012,15703.80000000002
12,18320.08,20867.36000000002,17941.920000000002,17604.84,14353.960000000001,16870.120000000003,17152.55999999999,14289.48,17855.36,19173.139999999996
13,17417.64,24312.28,16594.359999999997,16685.04,19805.120000000003,17647.519999999997,19986.72,19856.879999999997,16414.879999999997,17951.16
14,16301.48,26570.10000000007,17028.319999999992,18245.68,18581.66,20268.12,24019.62,18511.92,18048.16,19340.22
15,18282.24,35584.640000000014,19235.960000000006,19571.039999999997,17690.48,22453.84,24033.36,18138.840000000022,19749.920000000002,21103.920000000002
16,22402.2,50867.60000000007,21978.2,21669.399999999998,20901.199999999975,24465.800000000003,34247.79999999997,20177.400000000012,22234.8,25691.1
17,24509.88,102117.64,24438.56,23965.28,23725.960000000003,35545.96000000001,35824.04,21120.24,24309.039999999997,25467.48
18,24330.72,106828.16,24977.600000000006,24265.2,25819.74,36613.52,37582.399999999994,25436.88,34759.079999999994,37884.84
19,35106.64,135390.88000000006,36378.08,35317.84,25763.96,37846.56,75486.59999999999,25379.52,35904.32,39023.76
20,35803.68,164303.80000000002,37804.76,36393.31999999999,35776.25999999997,39276.8,98064.69999999992,33369.88000000002,37482.32,60151.72000000015
21,37791.2,194774.40000000023,49723.19999999997,38551.999999999985,37487.4,62940.199999999895,107072.4,36085.00000000001,65982.4000000001,83481.00000000001
22,80426.76000000002,243805.48,82978.8,79450.08000000003,39143.62,85291.64,115515.97999999988,38734.48,81301.6,105996.76
23,102373.39999999998,287077.84000000026,102383.16,101149.80000000003,82182.15999999992,107633.68000000001,157622.4,40547.08,83273.44,112082.96000000004
24,107359.2,305807.98,106709.56,106721.40000000001,104294.48000000001,113449.12,188881.18,42287.560000000005,97905.80000000006,156805.56000000017
25,112108.20000000001,305010.24,125008.0800000001,111528.40000000001,108676.76000000001,159768.8,192559.8,52186.28000000002,101069.6,189212.0
26,157677.0,301789.5,158091.0,157089.0,120038.5,194606.0,211858.0,88823.0,103441.0,229169.0
27,161486.23999999987,304017.64,170715.8,168808.88,166389.80000000005,240703.36000000004,227417.96,110339.12,104717.12,255505.83999999994
28,190281.28,319787.34,208740.28000000006,194244.84,197433.03999999992,298854.1599999999,232906.39999999997,114775.84,110899.80000000003,284570.84000000026
29,189398.92,362986.12,233061.72000000006,227584.80000000002,227457.71999999997,305690.64,260860.07999999964,118602.60000000003,125964.0800000001,305185.08
30,218432.87999999998,372896.06,261147.95999999996,268047.91999999987,252344.4,315952.8,282169.07999999996,166941.52000000005,147278.96000000002,308363.76
31,226007.8,381585.0000000001,282862.9999999999,298586.0,280520.5999999997,325909.99999999994,281735.2,199664.00000000003,160588.00000000003,332762.6000000002
32,227057.0,427958.24,304555.52,305022.68,306943.38,335299.19999999995,298493.36,227521.2,169932.56,354482.4
33,230912.6,451762.60000000015,316114.6,302974.48,310136.96,353961.92,308652.84,253351.20000000004,180522.0,365485.80000000005
34,280905.8,520968.08000000013,335671.64,301533.28,313478.66,368414.28,326907.6,291272.96,190397.96,382916.2
35,282323.76,558150.3200000001,356644.24000000017,305095.4,334119.00000000006,377966.8,374899.2399999999,312484.48,191279.68,403395.6
36,283150.2,582564.1,395104.0,313632.0,372017.19999999995,397058.39999999997,427990.8,311176.4,214754.00000000015,443235.00000000006
37,304923.16,584900.56,419601.44,332685.36,406884.76,429398.32,458278.67999999993,319331.72,247943.36000000004,481074.4
38,313073.92,584839.76,433456.68,352570.2,420530.24,438993.92,479176.4,344523.4,256962.80000000002,534631.4400000001
39,324930.72000000003,589123.48,434204.48,365246.55999999994,458157.87999999966,473062.5999999999,521940.15999999974,381390.60000000003,292465.20000000007,568351.76
40,330400.2,591682.64,447735.84,387719.92000000004,499478.39999999997,480532.79999999993,556664.1199999999,412065.88000000006,326206.27999999997,569031.6000000001
41,361323.8,592242.2,451004.39999999997,398372.0,520993.79999999993,493683.59999999986,582050.4,455496.2,330025.6,569989.0
42,400043.80000000005,594802.24,469463.8400000002,422723.92,549093.5599999999,527007.2,584256.5599999999,470362.16,330482.12,589045.18
43,429818.36000000004,596341.6,488647.32,462103.04000000004,565035.16,530309.72,584294.64,509123.4,332907.36,588113.76
44,445274.36,596503.52,502121.64,467221.8,567725.98,536498.36,585914.82,516885.52,361463.76,590151.76
45,484959.7999999999,599886.76,522793.16,468921.48,567520.08,538834.36,590513.48,517184.64,383769.60000000003,590116.92
46,527066.6000000001,602909.3,522262.6,470566.2,567123.1,538771.0,592184.3,525305.4000000001,404559.60000000003,589910.9
47,532012.76,603143.88,523890.48,495187.6400000001,569868.76,555376.2,592689.24,545286.1600000003,434852.9600000001,592932.88
48,533473.36,603554.66,545096.32,515578.68,574451.4799999999,570208.44,594496.78,569069.28,469142.80000000005,592552.04
49,556384.4800000001,603712.44,554787.08,537642.12,588333.12,589111.32,594600.84,570629.68,500286.3200000001,592412.36
50,569934.28,603979.86,582247.2,564504.4,588437.76,589103.92,596784.82,573215.8,533454.24,592425.32
