index,321_1_derbiokoch.de,321_2_derbiokoch.de,321_3_derbiokoch.de,321_4_derbiokoch.de,321_5_derbiokoch.de,321_6_derbiokoch.de,321_7_derbiokoch.de,321_8_derbiokoch.de,321_9_derbiokoch.de,321_10_derbiokoch.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1917.4000000000008,1515.4,1365.1799999999996,1539.06,1515.4,1192.7000000000003,1462.2000000000003,1531.78,2722.8999999999996,1072.3999999999992
3,5171.96,4045.6000000000004,4125.28,4152.04,4020.8,4785.400000000001,4422.399999999999,4129.52,4839.4800000000005,5344.280000000001
4,8313.68,4381.8,6579.64,4454.02,7037.2,7116.400000000001,5714.599999999995,4444.26,8152.18,8335.74
5,7587.159999999999,8417.6,8605.32,8233.88,5977.799999999999,6203.6,8573.199999999999,8322.44,13557.2,7609.599999999997
6,16049.6,9487.0,13539.799999999997,11774.799999999992,9503.0,15888.0,13911.0,11358.999999999996,33049.4,15516.099999999999
7,32381.96,15864.400000000001,33533.28,16102.4,10406.4,29577.79999999998,25645.59999999997,16145.199999999999,31183.440000000002,32210.28
8,30495.52,32911.6,31637.039999999997,32444.28,16496.800000000003,31136.200000000004,32330.200000000004,32399.42,36162.599999999955,30291.16
9,41231.84000000006,31357.0,34809.04,30868.04,23483.399999999998,32496.2,38009.599999999955,30732.48,69020.04,40716.64
10,70886.04,40385.8,51857.22,38173.3,39401.60000000003,35245.7,47117.0,39590.38,71969.81999999999,44908.22
11,74508.6,59042.0,75381.2,54308.99999999996,39628.0,39412.0,56788.0,51680.0,185550.4,97341.19999999994
12,156695.80000000002,58278.6,101793.32000000004,76637.92000000003,44932.600000000006,54744.99999999998,72289.2,56119.88,206771.18,121130.7
13,204967.88,98070.8,191417.52000000002,115468.72,47856.200000000004,56452.4,134735.39999999985,93130.76000000013,212598.76,130356.84
14,214224.48,130515.20000000004,205067.16,159908.1,60181.8,74280.99999999999,161096.4,132080.98000000004,215190.28,133360.68
15,212983.84,203626.6,212868.28000000003,180211.52000000002,69474.60000000002,111169.79999999973,209591.8,182677.40000000002,244115.43999999997,146818.6
16,214949.4,207047.0,215309.1,207556.0,88238.0,169152.0,213864.0,210226.9,246631.3,185789.3
17,242449.84000000003,210147.8,215089.24,212046.84,122845.40000000001,197430.19999999995,214282.80000000002,211747.92,247444.68,185203.44
18,246454.12,211344.00000000003,245691.22,214472.34,195199.0,232830.79999999996,215894.2,213445.24000000002,281870.3,211399.00000000003
19,254179.28,211956.2,247091.36,232514.36,215017.00000000003,244661.2,218523.59999999998,214893.32,288611.92,241538.15999999995
20,261596.16000000006,216053.4,250473.02,244620.06,217547.6,243781.79999999996,236795.19999999998,240558.96000000002,287985.64,248500.02
21,287285.4,226409.0,257587.4,246926.8,226323.0,262084.0,235456.0,247057.4,345284.5999999999,258359.6
22,289005.52,249417.60000000003,265719.16000000003,252781.14,251636.6,272088.8,234340.4,248539.22,413913.7,261390.5
23,374968.4800000002,254074.2,335563.48,254172.52,253221.6,282719.6,249482.1999999999,255839.19999999998,520773.51999999984,299294.92
24,486514.3200000005,273640.20000000007,346706.98,259713.72,254671.8,284216.1,293533.6,273059.08,629782.7399999998,298089.72000000003
25,581599.1600000003,284731.4,400964.7200000001,275990.60000000003,256245.59999999998,286593.4,299322.2,280695.56,746010.2,341296.8
26,708873.0,308499.0,472862.00000000047,330837.0,263146.0,347486.4999999996,342693.99999999994,333929.0,758206.5,381532.0
27,768442.7999999999,360026.2,520291.24000000005,332606.28,288888.80000000005,399712.8,374803.6,357024.4,771210.64,443045.9199999999
28,788530.84,372474.80000000016,565128.6000000002,353913.07999999996,293010.0,437929.39999999997,439878.7999999997,399959.8,784008.96,486921.89999999997
29,814675.6400000001,419077.2000000002,662114.4000000003,421537.8800000003,317442.6,509930.59999999957,526325.6,438079.36000000004,817088.1599999999,502760.72000000003
30,861634.68,505050.6000000004,728150.0000000003,500300.72000000003,367500.60000000003,587486.2999999998,595824.1999999993,540780.9199999999,865935.96,549730.6399999999
31,872113.8,597302.0,758718.0,552377.0000000001,438920.0,662779.0,676180.0,620578.3999999997,867858.0,602462.1999999995
32,877939.8,681552.8,767297.8800000001,599723.26,482582.40000000055,757088.9,736444.6,714823.8800000004,886172.86,623941.66
33,881520.56,755506.0000000001,792081.3200000001,679062.2,595274.8000000002,758289.2,756140.9999999999,756197.88,906018.6,715517.9199999998
34,887721.36,757910.8,810107.4000000001,747251.4400000001,699097.2,777764.7999999999,828380.6,767127.1599999999,906910.52,762025.34
35,905326.6,790372.2,813546.76,788974.76,763967.8,806573.3999999998,862880.6,781175.56,908052.16,779896.48
36,908260.6,794058.0,819384.0,787851.7000000001,775517.0,830799.0,883393.0,809446.3,911318.7,815726.4
37,909089.16,823832.2000000001,847584.64,791045.04,794930.8,878962.0,883695.0,815852.08,914412.6000000001,875789.9199999997
38,913036.88,854335.0,889340.8,791802.8,800479.2,899884.4,885696.4,836689.4999999999,918318.98,900863.24
39,915270.68,879061.6,906914.16,803919.6,799417.0,900449.8,886663.4,885728.24,932652.52,902603.28
40,928767.96,880011.2,905527.94,818330.0800000001,852084.2000000001,901466.7,890232.2,897666.7,937194.52,918635.46
41,929765.8,898694.0,908491.6,858989.0,877585.0,905214.0,889943.0,900793.2,938319.0,919102.8
42,933716.36,900024.2,909714.82,897385.72,905020.6,903778.0,892414.0,899759.22,938843.46,922161.74
43,940448.28,901262.2,911117.44,900605.72,908161.2,909907.4,914420.6,903613.24,942630.24,925032.36
44,957850.8400000002,902922.2,912940.84,901731.88,907472.2,911951.9999999999,918024.2,902305.34,947880.9,928151.4600000001
45,966208.56,910016.2000000001,912815.76,903715.64,911126.4,928084.2,930280.9999999997,907858.52,970538.88,941567.8
46,972435.8,909921.0,927270.7000000001,906092.7999999999,912217.0,930094.0,932377.0,909525.9,970771.9,963177.0
47,978212.96,911541.4,929404.92,907278.28,916541.4,933155.4,935620.2,924609.8,973010.12,967402.08
48,980826.92,924531.4,932867.76,920297.04,917295.8,936214.1,938297.4,924630.86,989552.2600000001,970782.82
49,982861.4,925870.8,937732.4,923305.92,932035.0,940534.6,942484.6,928562.4,991679.6,973981.04
50,984844.2,927765.6,961007.7000000002,926351.54,933387.6000000001,946316.8999999998,943338.2,928679.62,998319.8999999998,973934.48
