index,81_1_github.com,81_2_github.com,81_3_github.com,81_4_github.com,81_5_github.com,81_6_github.com,81_7_github.com,81_8_github.com,81_9_github.com,81_10_github.com
1,67.0,67.0,67.0,67.0,-442.0,67.0,67.0,67.0,67.0,-442.0
2,547.16,1099.5600000000004,555.7199999999998,1604.72,1223.1200000000001,549.1800000000001,457.6,-128.19999999999987,204.12000000000006,1474.26
3,1027.32,973.2399999999999,1144.1200000000001,4833.28,4597.04,1034.04,1876.8000000000015,1129.4000000000003,1052.3199999999995,2427.88
4,2512.08,2578.42,2521.54,7339.56,6957.88,776.9199999999995,1302.899999999999,4507.799999999994,4856.72,4458.78
5,1736.4800000000002,5579.800000000001,4427.4800000000005,7519.119999999998,7839.320000000001,1917.4399999999994,4399.600000000003,7423.6,7029.92,6556.96
6,5595.8,7712.099999999997,7354.7,16630.600000000002,16314.4,5929.4,4536.5,6610.0,11661.199999999997,8671.600000000004
7,6546.799999999998,11685.200000000003,11058.199999999993,18909.36,16853.480000000003,8311.96,10374.6,14929.4,16820.440000000002,14941.64
8,14279.48,16286.779999999999,13040.26,19108.8,18420.440000000002,7606.58,11454.699999999999,17334.8,18655.64,16901.059999999998
9,16010.24,17780.64,15974.48,31949.039999999994,19293.04,15794.119999999999,15466.000000000004,18629.2,19517.600000000046,18831.440000000002
10,17744.079999999998,18366.06,18709.72,49696.84,33996.32,18218.739999999998,19234.6,20079.79999999998,60629.44,20206.16000000002
11,19773.400000000012,19674.600000000002,19839.8,50949.8,61137.40000000001,20658.2,19655.0,31658.0,58803.200000000004,47847.799999999996
12,21720.36,23882.20000000001,23208.04,57278.67999999998,68164.88000000002,31908.380000000005,40794.00000000006,35252.6,70722.72,46359.119999999995
13,52369.56,26875.88,27142.04,77710.64,69976.56,46379.68,48488.399999999994,38698.200000000004,77094.24,68458.16
14,61116.28000000002,52227.959999999985,29441.319999999963,79751.36,73805.76,47064.18,62119.400000000016,73725.6,76770.92,67269.52
15,69136.68000000001,54860.68,33759.12,81124.72000000002,77976.28,71052.88,71068.6,75167.6,80270.31999999999,71163.56000000003
16,72107.2,74522.2,51981.7,83876.6,79967.8,74055.20000000004,72586.0,76510.0,78483.8,77031.9
17,73714.92,75940.24,53037.28,122518.99999999993,81166.92,76686.68,72442.40000000001,79707.6,76653.92,79180.64
18,77213.12,79541.78,52548.24,192875.96,82358.28,78717.14,75581.7,137201.79999999996,82427.96,79151.42
19,79905.64,81419.36,57098.96000000001,208950.68,86013.84,80425.51999999999,80094.8,177853.0,86415.36,77667.56
20,81602.72,86205.66,59871.060000000005,206903.08,86282.52000000006,78411.38,79779.8,178202.2,88557.88,76127.14
21,83135.2,85532.8,64671.6,209955.0,88631.2,79245.79999999999,77841.0,176477.0,89821.2,80076.2
22,80958.48000000001,87429.14,64500.54,242920.36000000002,90231.27999999998,82971.94,78788.4,194244.59999999992,92941.64,81663.81999999999
23,84434.48,88411.08,87195.31999999999,262908.3599999999,96602.36,86861.44,81731.80000000003,202480.2,95544.4,87422.88000000002
24,88341.76,90295.82,87810.16,267137.64,131979.52000000002,88969.66,83413.20000000004,205953.4,103223.4,88260.98
25,90509.64,88766.16,87092.56000000001,269226.2,139689.48,90892.08,85614.40000000001,229850.39999999976,102305.92,89391.24
26,92047.0,92497.5,88097.0,284038.0,139183.99999999997,92462.5,87860.0,246478.0,140857.0000000002,92740.0
27,95153.64,94674.56,92155.68,292460.56000000006,150679.8,95333.40000000001,89773.6,279755.0,216028.2799999999,92297.6
28,101375.40000000001,96138.78,96137.86,326466.6400000001,162682.92000000027,99057.06,92959.3,284895.8,255496.16000000006,155022.28000000038
29,104947.31999999999,97582.92,96235.04,367551.79999999993,187517.24,103929.56,96336.00000000003,287187.4,290602.24,240640.92000000036
30,123132.20000000001,98261.74,97932.45999999999,430759.39999999997,202091.40000000005,107046.92,99179.09999999999,320556.4,319739.4400000002,270278.24
31,154694.8,95934.79999999999,97935.6,490184.19999999966,207520.6,113630.79999999999,104468.0,338719.0,407288.4000000002,275323.4
32,158411.04,100833.20000000001,101815.40000000002,567010.56,211202.28,115443.02,103057.4,396506.8,412105.76,280688.64
33,158156.08,115926.24,115729.4,570019.16,214385.56000000006,114891.12,110735.0000000001,399088.8,417066.76,279771.2
34,161324.72,125754.3,114457.36,576032.2,218125.63999999998,152228.43999999997,116687.9,453135.60000000003,420854.68,319923.4000000001
35,160601.4,128593.84,114735.72,581982.92,216287.52,248295.36,159704.00000000003,502730.2,426856.92000000004,361231.20000000007
36,162302.40000000002,127910.0,113753.6,582966.2000000001,219917.6,303459.4,173747.0,503970.0,429721.39999999997,403397.00000000006
37,233429.64,129910.8,113203.8,586278.12,265696.00000000006,389213.68000000005,191207.40000000055,508741.99999999994,488889.20000000007,447506.88
38,304420.27999999997,130711.08,131200.62000000002,590996.5599999999,298000.04,416526.16000000003,231467.9000000002,512315.2,553818.48,457924.27999999997
39,356741.52000000025,128570.04000000001,151783.91999999995,591132.16,364067.8000000001,419787.16,259330.1999999998,516926.8,580338.56,460773.4000000001
40,451910.7999999999,134773.48,207454.58,597947.9199999999,436543.9200000001,425989.94,336530.60000000003,519121.19999999995,583092.76,473902.80000000034
41,476887.6,168656.9999999999,253775.8000000002,604645.2,499619.20000000077,428289.6,342281.0,524590.0,583392.6,525056.0000000002
42,475820.88,173911.8,273899.34,607740.2,545663.5600000005,432421.60000000003,342552.8,527999.2000000001,591674.2800000001,570116.56
43,477470.27999999997,199141.64000000028,296210.51999999996,609701.88,604997.2000000001,477244.6,344663.6,534061.2,598358.3600000001,576346.28
44,478533.08,222699.26,302192.46,610015.52,632405.36,516278.8400000007,369858.19999999984,536079.4,600990.28,578578.4
45,481181.16,270796.68000000005,314480.6000000001,610223.12,633134.72,566146.92,407095.80000000005,544317.7999999997,601776.04,580737.24
46,499878.6000000001,287318.39999999997,370078.9,614653.6,631537.8,587292.1,416519.0,586348.0,603435.6,582658.4
47,557041.0,327065.1600000002,393870.72,612276.28,637722.92,588287.1600000001,447110.6000000001,587127.2,603394.0,582444.08
48,568415.96,390178.1,427936.83999999997,614363.36,639718.44,592393.94,484223.5,588540.0,607181.04,583766.22
49,591969.68,469149.08000000013,460787.7999999995,617372.4400000001,642453.96,595213.96,528407.2000000008,594246.7999999999,610810.24,584549.16
50,594774.84,504049.77999999997,487703.86,621285.24,642817.84,595555.98,588024.9,593664.3999999999,613018.88,584845.94
