index,61_1_www.microsoft.com,61_2_www.microsoft.com,61_3_www.microsoft.com,61_4_www.microsoft.com,61_5_www.microsoft.com,61_6_www.microsoft.com,61_7_www.microsoft.com,61_8_www.microsoft.com,61_9_www.microsoft.com,61_10_www.microsoft.com
1,67.0,67.0,0.0,67.0,67.0,67.0,0.0,67.0,67.0,0.0
2,160.55999999999995,656.9000000000001,24.60000000000028,286.88000000000005,793.48,1518.1599999999999,678.74,554.4199999999998,558.6800000000001,193.48000000000022
3,1358.8400000000004,2287.2,1983.3999999999999,1194.7600000000002,1398.7200000000003,4868.08,2187.9599999999996,1764.1599999999996,2397.64,2433.5199999999977
4,5036.32,8577.3,2461.6,4899.08,5957.200000000004,4582.3200000000015,5359.18,5161.68,3925.84,6719.439999999999
5,7372.92,9564.8,6222.6,7210.76,10635.880000000001,7400.279999999995,7766.159999999999,9257.92000000001,5189.12,9462.119999999997
6,9123.99999999999,12963.5,9993.0,20398.399999999998,31118.799999999985,13828.199999999999,18193.600000000013,12796.000000000002,7371.6,20529.600000000002
7,19898.2,15899.000000000011,9352.19999999999,29430.719999999976,31454.88,19067.799999999996,28326.080000000024,14918.199999999999,14219.360000000008,32162.84
8,34002.200000000004,25843.399999999987,12986.599999999999,32060.84,41567.48,26912.960000000003,32100.64,26965.58,21386.800000000017,34969.64
9,31600.48,36944.0,15366.400000000001,39596.6,48725.64,25047.760000000002,45519.12,24961.64,33482.08,39254.16
10,35452.08,40976.7,17208.8,48591.56,120238.56,28380.44,52401.16000000001,35497.66,35266.83999999999,68799.31999999998
11,39789.8,43374.0,28309.0,54875.00000000005,156595.39999999994,32711.800000000003,82716.6,42399.4,45416.600000000006,111170.79999999999
12,56142.199999999844,52627.1,40865.59999999997,118919.31999999998,210344.96,47185.44,122947.72000000002,57012.24000000006,49815.64,187848.4399999999
13,112395.04000000001,61617.200000000004,40720.200000000004,146561.79999999987,281900.6000000001,114356.84,143614.88,95015.31999999998,66197.20000000006,208036.96
14,140454.52,80011.00000000003,41460.6,204581.23999999987,304382.16,182809.31999999992,179825.27999999997,108261.12,117521.64,283980.24
15,179660.27999999997,114296.40000000001,45501.8,252836.59999999992,302308.88,226982.19999999992,268823.28,119355.31999999999,134133.36,300184.72
16,222254.59999999992,122438.0,47509.0,287193.0,325372.39999999973,290507.4,300465.5,194317.0000000001,188014.40000000008,312474.6
17,279290.12,174400.2,58653.99999999983,299747.88,341928.28,293353.92,303940.04,244586.36000000004,240874.7200000001,343185.16
18,301464.72,213849.40000000002,113663.99999999997,304242.08,357933.44,296849.87999999995,306063.86,289858.1,300312.2,341447.56
19,305439.96,282145.20000000007,128186.40000000001,302183.88,362511.44,296767.92000000004,310810.2,298152.56,304460.16,352437.64
20,313651.12,312412.1,171350.9999999998,311028.84,371156.12,303252.8399999999,346345.88000000006,299861.74,312243.32,357996.36
21,344921.8,339650.0,244687.0,340729.2,374314.6,335544.8,352797.2,297756.8,343259.4,365990.6
22,343529.76,350940.6,306689.39999999997,352355.68,389403.8000000001,338174.28,355870.06,306461.04,342231.92,370678.24
23,341788.24,352569.4,308905.19999999995,357916.52,402894.04,345640.12,370044.72,336728.16,342224.04,374203.68
24,353723.39999999997,362078.00000000006,311275.0,362402.28,413729.72,351667.04,370673.78,338900.8400000001,354875.4,382631.84
25,362447.52,369704.6,319308.2,368596.55999999994,479844.68,356070.72000000003,374135.36,353109.8,358098.32,402748.24
26,373599.0,371035.5,350852.0,374269.0,494697.0,357639.0,378863.5,358103.5,367882.0,408383.0
27,376468.08,379432.4,349726.8,375122.79999999993,517880.96,365340.7199999999,400592.52,359097.24,369053.68,467563.24000000017
28,377846.12,381035.4,347809.2,400964.76,530046.04,368091.92,403921.14,368908.16000000003,372276.64,486212.7599999997
29,378428.76,385474.79999999993,359475.6,403209.31999999995,531069.44,371771.48,409110.76,372174.68,374335.84,489859.92
30,382631.76,409534.8,364610.19999999995,409563.36,534238.32,374110.76,442870.32,376040.46,375930.48,493348.76
31,390716.8,416819.0,365930.99999999994,441739.9999999998,541672.8,382507.4,481930.0,376765.0,384022.0,506738.8
32,409191.36,427550.00000000006,370006.8,475184.44,547892.32,402670.24,492363.66000000003,402606.02,402595.08,528072.76
33,412952.23999999993,441991.8,376977.0,487903.36,575070.48,401551.08,501427.76,405816.4,406904.56000000006,529830.72
34,424340.32,456909.0,387146.8,489597.39999999997,591585.64,420181.2,522786.16,417517.86,411189.0,536472.2
35,430870.88,477805.4,388188.7999999999,523124.92,607827.68,419398.4,526641.16,415526.6400000001,431479.12,539689.04
36,435302.99999999994,510021.0,387563.0,525296.6,626285.2,427298.99999999994,527803.4,430294.9000000001,479033.4,602186.2000000001
37,460155.11999999994,524868.0,395273.9999999998,526125.76,624524.76,439438.16000000003,530130.44,439291.32,489769.31999999995,603351.04
38,462475.16000000003,526702.7,410223.6,529952.32,631492.8,449787.23999999964,539897.46,440519.34,491536.80000000005,607083.32
39,474885.24,535199.2,415763.6,535147.6,642757.36,472796.3599999999,542579.44,470735.60000000003,499733.36,626075.52
40,492737.8799999999,542395.5,428632.99999999994,539256.68,657604.48,491134.0399999999,542084.0599999999,481600.26,510090.36,626924.16
41,527722.0,544603.0,459391.0,555304.0000000001,658621.7999999999,499306.5999999996,553028.6,496496.2000000001,513263.4,643008.6
42,534321.16,560989.0000000002,485224.6,603402.56,660918.52,530915.56,562596.1200000001,510321.27999999997,514980.88,644755.36
43,535589.48,606422.6,489930.99999999994,600843.48,669606.48,533577.8799999999,602394.84,533824.5599999999,534712.16,654543.76
44,537176.68,608787.3,503290.4,604426.48,672924.52,534042.52,613422.58,536719.6000000001,536466.72,655375.68
