index,34_1_www.bahn.com,34_2_www.bahn.com,34_3_www.bahn.com,34_4_www.bahn.com,34_5_www.bahn.com,34_6_www.bahn.com,34_7_www.bahn.com,34_8_www.bahn.com,34_9_www.bahn.com,34_10_www.bahn.com,35_1_www.bahn.com,35_2_www.bahn.com,35_3_www.bahn.com,35_4_www.bahn.com,35_5_www.bahn.com,35_6_www.bahn.com,35_7_www.bahn.com,35_8_www.bahn.com,35_9_www.bahn.com,35_10_www.bahn.com,36_1_www.bahn.com,36_2_www.bahn.com,36_3_www.bahn.com,36_4_www.bahn.com,36_5_www.bahn.com,36_6_www.bahn.com,36_7_www.bahn.com,36_8_www.bahn.com,36_9_www.bahn.com,36_10_www.bahn.com,37_1_www.bahn.com,37_2_www.bahn.com,37_3_www.bahn.com,37_4_www.bahn.com,37_5_www.bahn.com,37_6_www.bahn.com,37_7_www.bahn.com,37_8_www.bahn.com,37_9_www.bahn.com,37_10_www.bahn.com
1,0.0,0.0,67.0,67.0,67.0,-442.0,67.0,67.0,67.0,67.0,67.0,-442.0,-442.0,-442.0,-48.0,-442.0,67.0,67.0,-442.0,115.0,0.0,67.0,67.0,67.0,67.0,-48.0,67.0,-442.0,0.0,67.0,-48.0,-442.0,-48.0,67.0,67.0,67.0,-442.0,67.0,67.0,0.0
2,210.8,208.4,218.0,207.92000000000002,792.04,-496.12000000000006,324.36,208.4,223.76,355.58,491.70000000000005,456.1999999999999,387.43999999999994,541.6800000000001,1558.0800000000002,364.51999999999975,721.0399999999997,674.5,564.8800000000001,1828.2,1667.58,918.36,1260.8999999999999,1952.44,1931.72,21.79999999999993,1404.6799999999994,688.3599999999999,1680.22,1956.8799999999999,1705.0,875.9200000000002,185.59999999999974,-51.39999999999975,478.19999999999993,1389.3999999999996,804.9799999999998,604.12,785.7199999999998,559.1200000000007
3,381.40000000000003,363.20000000000005,436.0,359.56,1406.0800000000002,1487.6,648.72,416.8,479.68000000000006,644.16,3085.3999999999996,5673.000000000002,5720.68,4523.24,4606.5199999999995,6372.040000000001,4433.839999999999,5572.0,4439.72,2546.92,3059.7200000000003,6923.88,4714.2,2566.0799999999977,2805.44,1427.2000000000005,7426.839999999999,4386.84,4829.44,2294.1600000000035,8423.0,4312.16,1107.1999999999996,916.2000000000005,1927.6,5236.4,4305.12,2512.64,3334.36,2137.2400000000016
4,565.4000000000001,558.2,654.0,623.76,5608.600000000005,1477.42,503.5799999999998,578.3000000000001,671.28,507.51999999999975,7859.000000000012,11946.4,11666.340000000004,6202.56,10125.28,10361.76,8391.759999999998,10872.0,6677.4400000000005,7262.24,6147.74,17814.92,5399.4000000000015,4732.5199999999995,4697.200000000008,4052.599999999995,13170.12,6484.840000000001,6185.66,4829.54,17758.5,6992.52,4774.6,4910.099999999999,2161.599999999995,8890.399999999998,7106.74,3322.360000000002,4460.820000000001,4474.5599999999995
5,762.8000000000001,726.4000000000001,805.0,719.12,8295.239999999998,990.5199999999998,2170.24,726.4000000000001,475.7199999999997,2246.08,15996.800000000001,17883.4,18071.68,17341.28,16971.159999999996,18059.44,17005.52,18128.0,13058.44,12003.200000000003,9024.319999999998,18659.079999999998,11187.199999999999,6118.3600000000015,7932.040000000003,7385.2,18432.640000000014,14861.56,14763.519999999997,7026.44,25245.0,12586.519999999997,7578.4,8615.199999999997,4921.2,17529.200000000008,13054.56,5477.4800000000005,8868.56,8578.08
6,920.0,511.5,1312.0,501.6,18679.2,494.39999999999975,1417.9000000000003,511.5,2393.2,1404.1,18564.5,24740.0,28090.899999999998,17332.0,30138.60000000001,20807.2,19131.6,27704.5,17499.4,18428.2,17122.800000000003,24616.8,13707.5,15625.8,15376.6,10303.0,25658.2,17326.8,17004.1,13339.400000000012,58660.5,15874.0,13583.0,14628.5,6424.0,21442.0,14212.300000000001,13528.200000000003,9520.000000000004,13034.6
7,711.8000000000003,2400.6,2205.0,2409.48,24121.96,2421.96,3441.3599999999997,2400.6,2133.0799999999995,3094.12,46724.0000000001,106113.60000000005,76953.80000000002,30073.400000000005,87815.12000000001,73097.04000000005,26216.120000000028,109203.0,27126.2,28276.24,21848.52,53197.56000000004,19380.8,18024.72,17750.44,13096.8,58344.92,19720.07999999999,22214.68,18097.44,59060.0,17597.24,17170.2,16739.8,9821.99999999999,52813.399999999994,19410.44000000001,14699.48,17086.639999999992,17401.840000000004
8,2645.3999999999996,2260.2999999999997,1849.0,2249.2400000000002,92215.4,4502.9800000000005,5116.620000000001,2357.5,1332.82,5243.139999999999,172145.80000000002,165218.8,194557.86,177117.88,205397.8,192828.96000000002,106048.2400000001,194590.5,104603.59999999999,54222.60000000001,25479.36,58413.35999999999,19901.3,18525.440000000002,18231.640000000014,18034.4,60728.120000000046,23071.76,25837.239999999998,18755.619999999995,67234.5,18321.74,19306.4,19047.800000000003,12700.999999999982,52921.599999999984,22336.579999999998,16510.840000000022,22359.799999999996,19678.84
9,2482.4,1734.3999999999996,3680.0,1795.5199999999998,208876.6,4560.12,4915.919999999995,1734.3999999999996,3229.92,7819.68,266177.4000000001,292740.8,290525.48,262270.48,292999.68,277863.96,202620.52000000005,292426.0,169386.96,164582.52000000002,27879.64,65612.56,24965.2,23151.640000000003,23029.24,18797.2,69615.32,25371.040000000005,28380.08,22142.08000000001,76041.0,51033.36,37443.200000000055,49757.39999999997,17681.2,61994.6,26267.359999999997,18470.079999999998,26001.44,25971.84
10,1964.3999999999996,3670.1000000000004,3493.5,1138.9600000000005,319152.86,4478.86,6780.66,1070.1999999999991,4646.560000000009,7139.120000000001,343596.60000000003,317298.2,361359.82,293123.6,352780.2,310089.28,264799.88,379709.0,232762.72000000003,265878.95999999996,32223.22,72313.76,30662.300000000003,25471.96,25325.04,20143.800000000003,73315.76,58539.68,32749.78,25642.92,99278.0,48471.22,49558.8,49365.1,19650.8,67521.2,58424.82,23524.32,26649.6,37254.67999999995
11,1262.0,3764.0,5343.0,3039.2,378130.6000000004,5259.000000000003,8758.999999999996,2993.0,5222.6,11047.2,431682.0,415900.0,397913.0,352437.00000000006,439672.4,372946.8,300040.0,420290.0,292463.6,309167.4,48248.599999999984,78001.4,32941.0,53649.59999999991,59911.8,24747.0,97530.00000000004,56072.6,46910.999999999956,45270.000000000015,131039.0,48954.200000000004,50295.0,49782.0,24311.0,81643.0,56028.6,27350.399999999998,58246.8,57330.8
12,3238.8,5409.599999999999,5098.5,5407.52,452337.48,6990.92,12742.66,5409.599999999999,4961.240000000002,14752.68,496274.9,541071.4000000001,494923.6,474193.32000000007,566164.04,451384.92,381189.52000000025,506043.5,319780.52,370896.80000000005,66102.96,95381.72000000006,67600.8,58007.880000000005,57358.56,25752.999999999978,128696.68000000001,61593.28,66199.02,58494.24,164975.0,55245.86,53191.200000000004,52984.299999999996,26638.800000000007,105668.00000000001,59088.02,47992.76000000009,55868.159999999996,55406.35999999999
13,5617.4,5206.8,6910.0,5187.84,554813.1200000001,6540.32,13455.879999999983,5206.8,6668.52,14491.6,618668.6,683436.8000000002,638417.7600000001,560964.04,729983.04,583660.0800000001,472044.12,634283.0,441759.83999999997,437567.2799999999,64187.84000000002,129605.24000000002,64967.4,58762.28,58071.64,59673.8,139339.04,65657.04,66255.16,56358.44,194740.0,61733.12,57137.799999999996,59452.6,27033.2,144750.20000000004,64270.88000000002,57696.88,58908.639999999985,60905.44000000001
14,5592.4,5290.299999999997,6717.5,4904.799999999998,587707.6000000001,6405.380000000001,14339.939999999995,5290.299999999997,6604.819999999998,14756.84,756218.3,805456.2000000003,686130.7999999999,684815.36,833797.4,693457.0,572288.08,780075.0,548031.5199999998,575140.72,71907.76,152103.4,66135.79999999996,59737.36,64109.36,57742.8,167989.60000000003,67812.96,72021.84,61893.22,312984.0,61566.54,61769.6,62000.6,53921.200000000004,183435.20000000004,68970.78,58487.84,64731.979999999996,67303.64
15,5687.8,7271.999999999997,6400.0,7811.039999999999,642644.76,6722.800000000004,14965.560000000003,7271.999999999997,10369.759999999998,15043.68,817894.4000000001,885161.8,757576.4,824487.6400000001,896410.32,695584.2,710514.4800000002,855332.0,669969.9199999999,683187.2000000001,78520.12,273808.7600000006,71657.6,69102.56,67978.32,57867.79999999996,261629.88000000024,71381.36,78810.76000000001,66029.15999999999,415694.0,65086.99999999999,62216.200000000004,65451.79999999999,52268.2,248438.99999999997,69393.36,61432.479999999996,68790.07999999999,69842.48
16,5845.0,11580.0,10416.5,7738.800000000006,643293.2,10318.3,20902.69999999999,12524.5,12883.9,15375.4,851257.0,927207.0,847104.6,882558.6000000001,968778.6,853165.4000000003,810703.8000000002,951465.0,775342.0,779652.2,78358.3,333575.00000000006,75501.5,70483.8,70543.2,62309.0,423371.0,76759.00000000003,78262.70000000001,69883.20000000004,501715.5,78729.99999999999,67335.0,77332.5,50311.00000000001,329980.0,75280.40000000002,65035.399999999994,71477.00000000003,72497.0
17,7885.200000000006,11063.8,12916.0,9241.48,646331.48,13627.960000000005,24068.28,13429.600000000004,12281.16,18728.76,935390.0,1004200.4000000001,872223.6,949268.92,1035976.5599999999,1010166.0400000003,881155.8400000001,980804.0,847040.92,850972.8,85800.39999999998,416304.92,78103.6,72031.04,71935.72,71437.2,476638.20000000007,82228.28,84571.44,74281.84,528312.0,92159.23999999987,82111.00000000003,82614.99999999997,51904.199999999975,443677.0,81075.64,69376.48,75817.36,75392.31999999999
18,9161.199999999997,10444.2,12247.5,11590.759999999998,650303.32,15583.54,26256.88,13886.300000000001,13857.019999999997,22524.120000000003,1018354.6000000004,1037481.2,907226.5200000001,984859.84,1041549.48,1038839.16,931977.4400000002,1040659.0,881845.88,959040.6,94284.12000000001,498889.6,78727.99999999997,71530.59999999998,110276.92000000003,72185.20000000001,496103.6,106160.2,94002.08,87513.20000000001,545437.5,123269.59999999998,82277.59999999999,95893.99999999994,56425.39999999995,500634.4,83392.59999999999,69740.04,84588.18000000001,82946.79999999999
19,11178.6,11792.80000000001,14107.0,12516.92,692157.8800000002,15078.839999999998,25918.48,14856.2,14403.039999999999,25887.800000000007,1041190.2,1040538.8,1037497.8,1038022.24,1039271.08,1036194.36,956452.4,1040578.0,972282.76,971148.12,105028.36000000002,513428.8,95932.99999999997,81659.28000000001,212305.96000000002,71531.2,519547.52,132567.08000000005,100187.32000000002,98427.8,570033.0,131894.72,88728.8,96484.2,60946.599999999984,510405.00000000006,106002.40000000001,75965.20000000001,93701.20000000001,99668.48
