index,34_1_www.bahn.com,34_2_www.bahn.com,34_3_www.bahn.com,34_4_www.bahn.com,34_5_www.bahn.com,34_6_www.bahn.com,34_7_www.bahn.com,34_8_www.bahn.com,34_9_www.bahn.com,34_10_www.bahn.com,35_1_www.bahn.com,35_2_www.bahn.com,35_3_www.bahn.com,35_4_www.bahn.com,35_5_www.bahn.com,35_6_www.bahn.com,35_7_www.bahn.com,35_8_www.bahn.com,35_9_www.bahn.com,35_10_www.bahn.com,36_1_www.bahn.com,36_2_www.bahn.com,36_3_www.bahn.com,36_4_www.bahn.com,36_5_www.bahn.com,36_6_www.bahn.com,36_7_www.bahn.com,36_8_www.bahn.com,36_9_www.bahn.com,36_10_www.bahn.com,37_1_www.bahn.com,37_2_www.bahn.com,37_3_www.bahn.com,37_4_www.bahn.com,37_5_www.bahn.com,37_6_www.bahn.com,37_7_www.bahn.com,37_8_www.bahn.com,37_9_www.bahn.com,37_10_www.bahn.com
20,11448.2,11812.1,14127.0,14270.88,716023.34,16992.26,26873.879999999997,14643.2,15883.460000000001,40980.4,1040541.9,1040473.8,1039625.14,1041413.68,1045917.76,1044213.36,1043821.76,1041468.5,980248.4,1030386.08,114567.58,540363.88,94868.40000000001,96330.67999999988,275407.60000000003,73387.8,541601.44,144672.92,114352.16,117230.98000000001,577250.0,162691.55999999997,108815.00000000003,108252.1,67695.2,513185.8,115351.20000000003,111254.60000000002,105497.15999999999,111574.76000000001
21,9955.0,12432.0,15492.0,14276.6,722993.2,17121.600000000002,30001.8,14525.0,19172.800000000025,68875.39999999995,1046073.0,1046987.0,1040012.2,1042380.2,1048952.4,1048822.8,1047026.2,1046559.0,1040153.8,1040307.2,126547.99999999999,555855.8,124888.0,145006.99999999997,282226.2,78665.0,545524.0000000003,149635.00000000006,127206.99999999999,128918.00000000001,597450.0,181311.99999999977,156315.0,122821.0,70061.0,568813.0,130564.00000000003,139705.0,115552.4,131432.0
22,16389.600000000002,15757.9,16018.0,17265.880000000016,725609.62,17803.36,48352.51999999998,20324.7,22161.78000000001,110493.6,1050272.7,1051570.8,1043457.88,1044841.88,1053423.24,1051933.08,1047376.16,1051799.0,1040693.64,1041219.16,145807.2,560626.76,135044.8,147493.07999999996,295587.4,97627.19999999997,568379.3600000001,256066.64,137632.86000000002,197109.6,648748.5,250358.8799999999,207156.00000000003,163418.99999999997,74935.79999999987,571153.2,155124.8,170202.36000000002,136586.4,179278.24
23,16881.6,18646.8,18696.0,18788.76,742541.84,17583.52,93716.47999999997,19943.2,23076.600000000002,148863.16,1052763.4,1053265.8,1049659.76,1046726.64,1056612.68,1054971.08,1052172.4400000002,1053182.0,1039147.52,1041761.28,180735.91999999998,581512.44,158769.99999999997,189441.9199999999,319168.60000000003,145750.3999999998,572251.5599999999,299977.16,183098.19999999995,238421.16000000024,695688.0,283981.83999999997,228560.00000000006,184477.19999999992,132883.19999999998,576464.4,182048.19999999998,242838.04000000004,157369.80000000002,230515.84000000005
24,17220.2,18509.4,22383.0,18558.84,745883.32,17422.479999999996,131217.4,23962.39999999998,25858.78,168383.43999999992,1058054.4000000001,1056796.4,1052799.3800000001,1051032.36,1060404.92,1057538.52,1056732.76,1057023.5,1044761.32,1049086.32,204406.27999999994,587879.92,176308.99999999997,276640.87999999995,326155.88,229633.59999999992,575541.28,306892.88,261767.79999999996,290449.12,702518.5,290254.51999999996,276502.0,216763.39999999997,202068.6,581604.4,240935.76000000004,263754.56,176073.88000000006,289524.2
25,19360.40000000001,18160.399999999998,24067.0,18136.12,759339.72,17713.48,184261.1199999999,58118.80000000003,26059.96,195850.7200000001,1061880.2000000002,1063628.2,1053154.68,1052544.64,1061413.04,1062529.6,1059821.72,1062259.0,1048736.64,1049720.04,266054.24000000017,599803.08,196011.19999999992,352762.32,337146.60000000003,302548.99999999994,590986.04,352910.95999999996,290230.39999999997,292748.92,729761.0,320383.2,298858.0000000001,301653.9999999999,267736.7999999997,596671.4000000005,316800.0400000001,288715.84,229226.07999999996,358937.96
26,19428.0,18573.5,26271.0,18710.0,762527.5,23174.0,223295.5,78465.0,26252.5,258946.0,1065131.5,1066172.0,1057872.0,1056393.0,1082379.0,1067843.0,1059855.0,1068154.0,1051876.0,1052841.0,363514.0,607465.0,219415.5,377813.0,391033.0,319701.99999999994,610045.0,420164.0,317416.5,297995.0,744795.5,353120.0,318110.0,367488.0,277555.0,632199.0,360044.0,303512.0,318579.5,412835.0
27,19198.8,22748.80000000003,26055.0,22749.760000000002,762886.04,22793.04,265473.36,100542.80000000009,26427.88,319537.23999999993,1071043.2,1067893.2,1065955.2,1064847.44,1084911.92,1069728.24,1069347.44,1082132.0,1053626.36,1053873.84,458787.39999999997,628928.6,295808.99999999994,401327.19999999995,435162.24,346259.9999999998,649332.4,499054.48000000016,429213.08,322730.6,744390.0,373820.68,361867.0,421309.19999999984,284736.0,678291.0,404771.8,377833.91999999987,401502.4,491815.91999999987
28,19454.8,23722.7,25765.0,22553.319999999996,767579.92,36605.60000000011,324715.88,116854.80000000003,26970.48,326645.19999999995,1073987.8,1076784.8,1066185.88,1063721.96,1090356.52,1082311.44,1072751.56,1093133.5,1056754.76,1058079.6,508044.52,638101.96,387589.19999999984,462983.6,452068.8,446983.3999999996,731509.48,508674.12,503880.14,391614.56000000075,751916.5,418325.6,417900.00000000006,492246.1,292772.0,702875.6,502460.3800000002,477804.5999999999,483530.0399999996,504560.24
29,23619.20000000003,30474.99999999998,26186.0,31513.320000000025,769486.84,67214.88000000006,346086.5199999998,140593.59999999998,26664.24,362310.8399999998,1094683.4,1076138.6,1070409.8,1069283.28,1101565.4,1083615.0,1076157.08,1100141.0,1061947.52,1063758.04,508980.8,682715.4,407723.0,495918.87999999995,496606.08,493374.8,734443.6000000002,512754.4,509511.2,490299.3200000002,755983.0,471900.68,474129.60000000003,495248.19999999984,302388.99999999994,731594.8,508118.56000000006,500583.84,500105.16000000003,525999.3200000002
30,24596.8,61527.80000000003,30347.0,50559.40000000001,773075.9400000001,92295.64,392240.36000000004,162603.80000000002,26900.32,417804.16000000003,1097804.3,1097428.6,1073018.98,1087208.04,1110263.32,1102736.92,1079501.88,1102533.0,1064175.72,1067060.96,515440.54,746633.32,440567.99999999994,506439.16,500852.32,493809.8,741116.68,532563.6000000002,521833.96,496896.98,758748.5,496676.54,502512.39999999997,499080.5,319767.99999999994,739207.8,510806.3,506078.72000000003,506388.32,532705.72
31,37329.0,100317.0,29835.0,86717.4000000001,777776.4,122708.80000000019,457669.6,181982.0,32419.399999999998,452423.0,1102878.0,1100037.0,1091186.2,1089347.2,1112571.8,1107588.2,1081667.8,1110719.0,1069647.8,1068610.0,527131.0,749536.2,516549.0,510637.0,504478.2,501482.0,745081.0000000001,540115.2,546471.3999999999,502238.00000000006,766218.0,502960.2,506371.0,521847.0,337391.0,740147.0,516658.2000000005,527999.0,541374.2,536103.6
32,51412.20000000005,124521.20000000008,37678.0,119233.72000000003,777860.98,150880.76000000013,458924.8,200707.80000000002,31863.359999999997,469004.68,1114312.4,1103284.4,1097350.48,1094815.72,1114961.04,1110827.36,1101664.1199999999,1113526.0,1082338.28,1076123.44,571657.66,753678.88,521146.99999999994,522328.1999999998,509406.68,503446.0,748343.08,541400.52,548834.54,523596.18000000017,818819.5,506505.43999999994,507582.0,536913.1,384657.19999999984,744968.0,546364.12,542292.44,542071.98,542659.7200000001
33,86122.60000000003,138485.20000000004,47891.0,141311.08000000002,777674.28,179272.7200000001,511972.04,203180.0,65595.28000000006,495089.2,1116389.6,1116828.2,1099518.44,1096248.68,1121761.28,1124053.48,1106670.44,1115935.0,1079893.84,1093814.64,574565.24,758976.92,523302.0,550520.08,509152.92,505744.2,753298.28,559552.36,551219.24,525922.88,837424.0,524491.88,529465.0,537513.2,443425.4,750952.2,550103.28,542925.8,545968.76,570381.76
34,100093.80000000003,173984.79999999996,85120.0,159649.96,785708.68,195271.18,562465.2,219119.3,101074.40000000001,531259.7999999999,1121139.8,1118660.2,1113948.42,1107502.08,1128192.08,1125601.88,1115849.2000000004,1118439.0,1093590.88,1096385.08,576395.58,815446.6,545874.4,553663.2799999999,533123.04,513953.60000000003,810692.24,559786.32,562047.58,526126.62,846647.5,558853.98,566379.4,542984.9999999995,481556.99999999994,751495.0,568702.34,563953.08,566027.14,573796.56
35,142247.40000000014,208995.40000000008,117549.0,184762.31999999998,793546.48,215721.43999999997,589766.68,220554.8,130192.24,539396.4,1128925.2000000002,1124329.6,1115565.52,1111294.12,1148851.3599999999,1127642.24,1121209.16,1126210.0,1095113.08,1099534.84,577193.24,829873.36,561045.6,555981.6,548174.48,532181.7999999999,829791.16,575655.36,572803.88,544936.96,849186.0,562241.36,567691.8,561692.6,491368.2,789320.0,571660.68,567482.88,569370.12,575156.52
36,165313.0,243584.0,132106.0,204759.0,797289.0,226682.60000000015,591782.1,227327.0,158453.0,577693.0,1137534.0,1127910.0,1118652.7,1113404.2,1155628.4,1130786.0,1123179.0,1132815.5,1098407.4,1107021.6,584118.5,835204.8,561201.5,577236.3999999999,549060.7999999999,534984.0,834838.4,580439.4,579585.2,545423.7,852473.0,563510.4,570724.0,565766.0,492911.0,814687.0,575029.5,568820.8,570813.7,580214.0
37,183108.6,279298.60000000015,158247.0,235595.63999999993,824992.9199999999,258548.64,613159.2799999999,245846.60000000003,183645.84000000023,580731.68,1154119.4,1136620.0,1120213.12,1117794.96,1159063.48,1138758.56,1137848.4,1143245.0,1110299.32,1114453.52,584016.52,845127.64,571854.5999999999,579818.32,557886.68,557728.5999999999,843162.64,586013.0000000001,585619.4,547759.64,880508.0,564895.16,572309.8,568507.2,499474.0,831344.8000000002,577403.92,570173.72,576304.2,590908.2
38,194945.40000000008,301689.2,191132.0,254407.88000000012,826669.22,261815.24,640057.9,276003.2,206454.59999999998,585748.36,1178051.9000000001,1151269.0,1129230.66,1121254.16,1161100.08,1147911.92,1167203.16,1147044.0,1113451.32,1117821.52,595988.14,848652.72,586288.3,581332.96,573059.2400000001,568876.6,845161.48,592341.8,600883.2,568427.58,924082.0,569906.56,573663.4,572184.7,503108.0,840958.2,582725.38,573720.4400000001,580880.84,597599.32
39,222872.6,319369.4,209081.0,274076.1200000001,845227.72,281964.4800000002,647654.12,305596.6,232194.7200000001,633095.0,1183411.4,1193007.0,1139778.92,1124891.32,1176853.12,1155003.44,1168348.68,1174025.0,1116101.4,1119114.4,601325.6799999999,850666.28,588589.0,584249.52,576613.36,570205.2000000001,844615.96,602040.84,638245.7999999999,573628.8000000002,940756.0,575775.4400000001,577082.0000000001,579701.8,504048.5999999998,844711.8,594766.12,584061.0,606243.4799999999,641773.2000000001
40,254425.8000000002,323247.0,229655.0,304556.12,850597.06,299423.80000000005,648892.22,318139.10000000003,263450.8,640328.74,1190941.4,1215730.2,1154178.4,1130457.08,1182048.2,1179718.2000000002,1176062.92,1207114.0,1120198.2,1123701.6400000001,624173.76,849106.08,593507.0,589034.5599999999,578799.3200000001,572817.3999999999,845112.36,609068.4,689132.82,578467.6799999999,947145.5,578477.2,583102.0000000001,607087.7999999998,513563.19999999995,850244.6,595475.4,585496.48,652162.44,652386.28
41,291351.0,329069.0,264479.0,319619.8,865713.2000000003,318526.8,647797.4,319372.0,296664.8,639289.4,1236213.0,1221492.0,1178769.4,1139567.0,1211048.2,1197038.6,1181388.6,1209166.0,1124217.6,1131330.0,657003.9999999997,850351.8,598118.0,590762.6,583227.0,574744.0,850983.0,617937.6000000004,692950.0,583084.6,947905.0,589633.3999999999,600118.0,678515.0,538915.0,852532.0,610792.2,592599.2,685302.0,668702.0
42,320427.8,340117.4,298396.0,323089.6,891419.68,320738.2,646902.26,324645.0000000001,328417.8,638250.06,1256453.6,1241175.6,1184714.5999999999,1137506.4,1246335.08,1206748.36,1200962.28,1226805.0,1126227.8,1146402.8,701105.76,855529.76,608324.0,597124.7199999999,591048.96,580967.8,881372.72,670048.76,698053.66,593247.6000000001,958854.0,616633.14,630131.2,685213.0,540421.8,862391.6,632570.9,604772.88,691204.3999999999,691946.8
43,324301.0,352731.00000000006,333389.0,340680.08,898283.36,334319.32,648502.88,365784.20000000007,333417.76,639795.16,1279476.6,1247429.4000000001,1201732.48,1152628.9200000002,1279396.8,1210300.56,1208024.6,1252359.0,1135845.44,1169130.32,711986.8,899524.8,622367.0,613773.6,596636.8,584865.6,899391.08,687692.64,701279.56,636775.4800000001,979924.0,621952.3999999999,638345.6,698590.3999999999,541532.6,887546.2,654296.6,611725.04,708616.24,693341.08
44,339263.99999999994,373399.4000000001,359170.0,365023.63999999996,898592.94,372118.28000000014,650305.52,377429.80000000005,356298.9000000003,646307.86,1285152.0,1249793.0,1211370.88,1155975.72,1281194.12,1243050.2,1246221.4000000004,1280679.5,1163851.32,1169019.52,741719.02,921021.52,648467.0,647479.9600000001,615275.2000000001,590012.0,906896.6000000001,694758.2400000001,717952.3200000001,685908.4199999999,979086.5,625403.68,663909.0000000001,718084.8,542096.4,910973.6,696165.14,626979.6799999999,720111.08,704812.6399999999
45,380821.80000000016,388529.0,364411.0,391554.04000000004,898984.32,400988.2400000001,652329.5599999999,383564.2,391991.2,648348.72,1292893.8,1273853.4000000001,1218075.4,1178571.7600000002,1290601.84,1254353.68,1256386.52,1284706.0,1171266.92,1196764.96,742629.12,925751.8800000004,694980.4,687482.6799999999,656081.6800000002,602730.0,914751.76,700196.16,737938.08,690228.76,981963.0,628923.44,694251.0000000001,722643.7999999999,563714.3999999999,951155.0000000001,734938.4,649581.16,722227.68,730625.44
46,417025.0,416450.0,399690.0,424460.6,904901.8,429028.20000000007,656298.7,397678.0,425502.2,647961.9,1294756.5,1281897.0,1237642.6000000003,1217274.6,1302422.8,1270407.0,1271494.5999999999,1293104.0,1211598.3999999994,1202963.6,746544.9,940129.2,709682.5,703261.6,696316.6000000001,624691.9999999999,952043.4,703761.8,738202.7,698769.0,990883.0,631718.3999999999,698184.0,725123.5,565512.0,959563.0,736427.1,650548.2,727547.4,731348.2
47,450902.60000000003,438636.5999999999,426441.0,440077.24000000005,907849.36,449911.72,656243.76,423239.3999999999,453032.8000000001,650573.92,1309838.8,1285239.4,1277255.5999999999,1245760.3600000003,1307391.08,1290030.84,1287540.36,1303609.0,1222374.24,1221988.72,747743.84,957189.84,716139.3999999999,703789.28,700197.12,622728.2,953017.04,713594.08,740934.6,722874.68,994537.0,655841.9199999996,699039.2,728574.0,567009.2,962013.8,736710.2799999999,673939.88,729901.64,735414.52
48,451611.2,450747.9,438814.0,450997.0,921659.8400000001,451802.4,657474.9199999999,435295.60000000003,459096.06,650537.94,1311318.6,1291092.0000000002,1286663.2,1266179.6,1311012.72,1294184.4400000002,1307670.4000000001,1309776.0,1230643.8,1227847.8,752946.7999999999,958053.5599999999,718884.3,707899.64,706318.1200000001,634209.8,956578.96,745372.24,744606.28,724933.14,1000615.5,694301.82,698494.2,731178.4,569194.4,978621.9999999999,741204.2800000001,698812.28,733226.24,736860.08
49,465509.6000000004,454295.0,458789.0,451593.12,926446.36,481393.08000000013,696349.6799999998,450081.4000000001,462099.32,664710.32,1313311.8,1311404.0,1306888.2800000003,1268289.76,1314462.92,1308635.92,1302751.76,1311054.0,1246138.68,1268003.32,753839.04,962059.84,721914.7999999999,721194.16,719654.32,635884.4,973218.16,746125.7999999999,747246.64,732173.24,1005350.0,726563.68,723582.8,731094.4,573009.0,978814.4,743755.72,706407.4,733151.84,740509.28
50,489090.8,454121.2,468797.0,477495.12000000017,929190.04,490471.32,714025.36,450613.2,486441.8000000003,704495.9600000001,1319705.8,1307893.2,1308354.18,1274250.48,1317315.32,1313542.76,1308803.56,1315003.0,1262889.76,1270950.24,756312.82,973964.36,733246.7999999998,742302.12,721101.96,657437.1999999995,974994.32,750940.96,752143.32,760937.8000000004,1009837.5,731329.82,740030.0000000001,730904.8,577207.9999999999,982469.2,745766.94,736613.88,732945.92,744887.2800000001
