index,107_1_www.dropbox.com,107_2_www.dropbox.com,107_3_www.dropbox.com,107_4_www.dropbox.com,107_5_www.dropbox.com,107_6_www.dropbox.com,107_7_www.dropbox.com,107_8_www.dropbox.com,107_9_www.dropbox.com,107_10_www.dropbox.com
1,-48.0,67.0,67.0,67.0,67.0,-442.0,67.0,67.0,67.0,-442.0
2,365.02000000000004,1504.6000000000001,1685.44,-305.3599999999999,1806.3600000000001,1417.26,1598.0799999999997,-33.43999999999966,1504.6000000000001,1384.2
3,845.0400000000001,555.9200000000002,666.1599999999997,1434.44,3077.2799999999997,2334.4,822.32,1342.76,555.9200000000002,379.8000000000001
4,2626.16,4611.4,4629.78,2829.1599999999994,4574.82,4506.14,4022.2400000000016,3501.680000000001,4611.4,4578.400000000001
5,1632.1200000000003,6146.88,4253.359999999999,4701.56,6622.479999999999,6593.5199999999995,6535.959999999999,4745.24,7136.32,6282.599999999999
6,5545.5,8228.4,7074.9000000000015,6801.2,7312.4000000000015,10150.999999999996,6185.400000000001,6768.8,6098.6,7061.0
7,5820.68,9484.48,7682.04,8395.64,11109.64,12320.92,12667.0,7533.840000000001,12163.28,7552.800000000001
8,6285.96,11622.96,12640.08,12367.359999999999,12538.359999999995,13633.74,13064.52,12683.119999999999,12970.88,12596.6
9,6751.24,12865.76,14055.28,14520.24,14820.199999999993,15643.039999999995,13691.720000000001,14200.92,13332.24,14086.6
10,8900.16,14824.92,13816.360000000002,15617.36,16398.46,16665.819999999996,17627.92,13902.039999999995,17309.48,15431.2
11,9805.4,16476.8,17102.600000000002,17461.600000000002,23123.4,19763.6,20844.2,17055.0,20544.8,17095.0
12,13573.18,19336.32,18598.84,20832.48,25103.239999999972,60140.47999999992,42380.199999999946,20426.64,21432.800000000003,16219.800000000001
13,13281.279999999992,22534.04,17963.079999999998,29468.40000000006,82071.5999999999,100690.24,80447.80000000003,47693.28000000002,70575.84000000001,23578.6
14,13071.459999999992,29273.36,25049.72,55256.399999999994,99637.81999999999,102073.86,95993.28,90261.07999999999,100926.04,27170.199999999924
15,16206.60000000002,47371.51999999997,25620.36000000003,95704.64,101190.72,103575.08,99372.32,97236.68,102301.32,74255.6
16,20685.199999999997,102037.19999999997,64725.800000000076,99080.6,102349.20000000001,105076.3,100868.2,98758.6,103766.2,98736.0
17,34246.40000000002,106281.31999999999,100209.88,99796.24,103029.24,103203.16,99733.56,100179.24,105231.08,102169.8
18,76929.20000000007,107133.84000000003,101151.64,99955.23999999999,101722.16,104231.56,101283.28,101688.36,104043.31999999999,102809.59999999999
19,95910.44,108092.28,103005.08,101674.28,103706.67999999998,107841.96,99736.16,100509.16,104676.36000000002,103166.2
20,97820.88000000002,109686.23999999999,104822.26,100083.24,108919.84,112389.18,103250.72,99262.28,106542.68,103910.8
21,99806.40000000001,107831.8,104796.80000000003,101101.2,112779.8,112562.4,107411.4,100695.8,111559.40000000001,103554.0
22,101791.92000000001,108920.88,105012.31999999999,104992.84,113006.74,114063.62,109441.32,99383.51999999999,112817.08,103672.79999999996
23,101585.88,110059.36,105411.23999999999,103988.92,116218.92,115560.84,109821.75999999997,103059.52,114340.84,103100.4
24,103023.94,110269.96,106600.12,107912.71999999997,115289.3,117063.74,110410.68,106762.12,115848.56,107812.40000000001
25,107089.28,113695.48,109924.08,108170.84,139691.24,117606.52,112247.92000000001,110810.36,117352.28,109626.19999999997
26,107117.00000000006,117121.0,111670.0,110019.0,199501.0,113827.5,113463.0,110903.0,120598.0,111440.0
27,107220.04,121492.52,115402.76,111852.64,246882.04,126216.60000000002,116949.59999999999,113186.64,119392.68000000001,113691.2
28,108282.45999999999,121776.76,115676.42,115007.08,245512.34,141941.15999999997,118328.32,115027.32,132700.24,115083.4
29,112789.16,124977.16,117740.28,118203.40000000005,271704.92,143135.19999999998,121711.31999999988,117362.88000000003,183690.63999999998,118442.8
30,115988.31999999999,121891.08,120730.66,135504.56,308153.04,146177.72,164609.12000000017,117970.64,213857.08,117913.4
31,114576.2,152068.99999999994,127807.8,136011.2,340918.7999999999,146144.6,206733.40000000005,118737.00000000003,214691.59999999998,117941.0
32,146068.92000000036,205865.12,127423.64,152611.60000000003,341513.84,145980.92,214086.28,166277.40000000002,215680.12,161872.39999999985
33,208528.28,217046.96,125236.56,183193.52000000002,344423.08,144176.80000000002,213318.4,176587.80000000002,215030.44,200074.8
34,210017.24,218924.16,125856.94,204570.24,347704.98,143125.82,215371.80000000005,229921.68000000002,222809.4,242597.4
35,208687.63999999998,219773.92,161182.52000000005,221204.36,349509.80000000005,176934.80000000005,240993.12000000017,245455.48,232349.72,249209.8
36,215971.20000000007,224605.4,193523.0,221066.6,352722.1,203046.60000000006,287693.8,243826.80000000002,231981.8,248480.0
37,217926.92,226807.08,225575.04000000007,220240.4,355662.88,270973.24000000017,321575.88,257544.39999999994,231372.56,267703.39999999985
38,217078.04000000004,226511.08,268307.20000000007,236302.63999999998,375094.98,326406.1199999996,332953.36000000004,334834.52000000025,248468.87999999992,286518.0
39,254141.6000000002,260917.04,280120.6,257157.15999999992,376505.72,362468.16,341665.04,338819.32,273637.6800000001,324208.99999999994
40,333732.24000000005,325636.47999999975,317908.16000000003,271712.4,379470.38,363934.14,342114.12,340480.12,308573.3599999999,342028.8
41,345355.2,351314.2,344631.6,313189.8000000002,377292.2,365340.0,345564.4,340724.4,356150.8,343359.0
42,348425.48,351407.72000000003,346120.3,346524.36,381501.38,367278.6,348519.27999999997,341137.44,356250.72,345097.8
43,348890.76,354439.28,346434.68,348352.88,384414.16,370964.68,350767.32,341558.52,356626.60000000003,345264.6
44,351355.86,357893.83999999997,346946.72000000003,348666.52,386511.92,376064.7,354724.16,346219.6,366711.3199999999,348692.6
45,371090.04,376292.36,348405.2,351951.36,387243.16,388438.3999999999,373524.08,347791.64,378290.32,351685.8
46,373561.30000000005,376331.4,350356.9,354661.8,388864.7,390763.8,375483.6,350393.4,379541.6,354251.0
47,376092.64,378411.12,370358.84,361001.76,393440.24,392648.5999999999,377748.72,351629.2,382884.64,356676.2
48,376044.74,380552.56,371746.22,360092.36,394960.74,394772.3599999999,377320.36,359518.7999999999,384931.43999999994,359896.2
49,379016.83999999997,380535.36,372393.88,378877.4800000001,396750.72,396770.76,378676.96,372933.76,387215.48,376792.39999999997
50,379548.14,381649.12,374253.12,380007.72000000003,399269.36,397597.32,381078.16,374625.36,387624.68,378763.4
