index,208_1_java.com,208_2_java.com,208_3_java.com,208_4_java.com,208_5_java.com,208_6_java.com,208_7_java.com,208_8_java.com,208_9_java.com,208_10_java.com
1,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1468.0,-266.5200000000001,1629.64,1186.7999999999995,1637.04,1277.4399999999996,1141.4799999999996,1613.36,1360.2,1322.7599999999998
3,2139.000000000001,1492.88,1504.48,1447.3999999999999,1486.28,1453.72,1444.24,1544.52,3575.3999999999996,1456.8799999999999
4,3669.2000000000016,2667.4000000000033,4084.88,3508.9999999999986,4110.68,3631.3999999999996,3447.7999999999997,4026.3599999999997,4110.44,3404.9
5,5260.2,3697.24,3880.1599999999994,3595.2,3645.76,3586.56,3599.52,4161.32,5077.4800000000005,3582.2400000000002
6,4214.0,5498.2,5698.3,4138.0,5404.8,4291.2,4143.3,5487.2,6964.2,4368.400000000001
7,8551.6,4823.119999999999,4765.880000000001,5181.600000000001,4647.679999999999,5148.96,5402.76,4521.84,10116.84,5370.84
8,8524.800000000001,6479.5199999999995,6621.4800000000005,7051.6,6349.28,4606.12,4712.54,8716.52,13261.32,4820.360000000001
9,11269.800000000003,8365.080000000005,8804.12,6979.4,6948.120000000001,6261.68,6520.56,8542.88,12108.960000000001,8912.88
10,15016.600000000004,8511.84,8689.66,10301.800000000001,8291.44,8579.56,8767.52,8422.64,16352.24,8776.24
11,16424.0,8836.000000000004,7791.2,10432.0,7769.400000000001,8510.4,8606.199999999999,9781.000000000002,16115.400000000001,8738.6
12,16152.8,14218.240000000002,11920.3,13263.2,13449.799999999997,8074.799999999989,7952.380000000001,14046.04,21088.559999999994,8425.1
13,16400.600000000002,15886.32,13992.240000000003,12419.200000000003,14636.68000000001,14277.560000000001,13626.199999999999,15454.28,23603.52,14408.24
14,21108.0,16139.640000000007,15695.779999999999,14235.4,15430.08,15763.720000000005,14146.240000000002,16442.68,24214.92,16144.68
15,21606.60000000002,16206.039999999999,16636.04,14571.19999999999,16258.88,15579.039999999999,15662.68,16099.960000000001,24329.639999999996,15844.92
