index,20_1_www.amazon.com,20_2_www.amazon.com,20_3_www.amazon.com,20_4_www.amazon.com,20_5_www.amazon.com,20_6_www.amazon.com,20_7_www.amazon.com,20_8_www.amazon.com,20_9_www.amazon.com,20_10_www.amazon.com
1,67.0,-48.0,-48.0,67.0,-442.0,67.0,67.0,-442.0,67.0,67.0
2,447.04,1494.46,1465.3999999999999,-99.71999999999983,6140.0599999999995,1470.5200000000002,1466.02,1467.94,1491.3,4832.08
3,1003.7200000000001,3386.680000000001,2551.7599999999998,870.84,37639.240000000005,4621.88,2064.1600000000035,2439.72,2578.4,13102.4
4,1364.6599999999992,7193.08,4318.04,4822.599999999999,59781.42,7117.360000000001,4504.06,4423.82,4581.099999999999,37344.76
5,2722.1600000000003,8514.36,6005.719999999998,7145.28,104101.36,8854.799999999996,5827.360000000003,6558.24,7111.799999999998,56809.32
6,3732.0999999999985,17841.5,16086.600000000019,8038.400000000001,181259.6,12517.6,9856.3,7221.7,8582.0,85734.4
7,7533.759999999999,27010.920000000002,30060.96,18141.8,315269.3599999999,41517.87999999997,17190.16,17482.6,17757.199999999997,104035.48
8,12022.84,32514.60000000001,30865.64,25664.92,320989.98,47202.36,23168.200000000008,33561.28000000002,19394.1,179129.6
9,14589.600000000013,37372.92,40645.16,30332.440000000002,326859.08,66381.12,28064.16,42976.159999999996,47153.8,178882.56
10,16861.44,38684.14,41413.52,46926.04,399407.6,78182.96,52382.56,41489.18,45390.4,315456.88
11,20614.400000000012,54325.6,67086.2,51117.6,526714.3999999999,82039.6,52851.200000000004,42992.2,46176.0,319880.2
12,28364.94,91093.06,68328.08,52057.88,642262.64,84404.84,53917.400000000096,54599.259999999995,62181.200000000004,324309.52
13,36264.64,92807.08,91407.16,87575.36000000002,646167.28,89722.91999999998,74525.96,58423.32,66375.6,328680.84
14,39643.42,96225.22,100665.4,89179.64000000001,719295.1199999995,97846.68,77363.26,60403.68,68748.9,367606.2399999994
15,40752.76,132836.76,109185.68000000001,91444.84,754744.84,96975.96,80842.48000000003,71284.76000000002,91016.8,571236.88
16,66707.5,167700.3,108663.00000000003,93082.2,818630.2,135952.39999999962,93986.5,88693.9,95588.0,574051.4
17,73386.16000000022,174332.28000000003,161738.72000000015,100828.56,900346.88,172207.68,92747.87999999999,97503.52,101392.6,613708.04
18,95329.62,233009.92000000004,184018.6,106605.64,903410.38,171953.40000000002,150799.76000000013,96775.38,102213.6,653570.92
19,104000.6800000001,259822.76,185581.0,114032.19999999997,910405.12,216182.56,165183.44,96436.68000000001,164707.59999999992,651380.8400000001
20,108648.76,270761.44,223782.04000000007,177197.32,909276.6399999999,252161.84,167508.02,153956.04000000007,179144.89999999994,698544.28
21,107580.0,304644.2,237220.20000000027,175732.8,923464.8,251114.19999999998,206779.0000000002,172377.8,181147.0,759191.5999999999
22,179140.06,305478.66,280194.28000000014,190613.6,932894.7,254478.24,233387.76000000013,172307.84,183087.19999999998,759849.32
23,183143.36,306645.04,319907.52,209039.55999999985,937977.96,255731.44,280574.2,194798.24000000008,217465.6,764490.24
24,185910.60000000003,310559.82,318338.76,278532.60000000003,947353.7000000001,256285.68,283414.76,220097.6,239530.3,899394.3999999993
25,229106.40000000017,313137.76,322333.92,316674.08,962169.68,260350.84,300204.48,221979.56,298954.7999999997,917200.4400000001
26,264856.00000000006,317525.0,323701.00000000006,318104.0,966962.0,261352.0,304450.5,261699.0,317354.5,914371.0
27,281167.9200000003,319211.6,327382.88,319819.32,974115.7599999997,275290.4000000001,302564.16,307827.76,318780.4,920842.2799999998
28,317413.96,320940.18,327733.1600000001,321292.12,985091.18,320941.88,306701.16000000003,308417.54,319999.1,929791.5599999999
29,320181.16,327182.52,329953.48,322482.76,990068.7599999999,322577.88,310667.56,312155.08,321527.4,938967.48
