index,130_1_www.debian.org,130_2_www.debian.org,130_3_www.debian.org,130_4_www.debian.org,130_5_www.debian.org,130_6_www.debian.org,130_7_www.debian.org,130_8_www.debian.org,130_9_www.debian.org,130_10_www.debian.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,-503.76000000000005,-297.48,-511.4000000000001,-358.5999999999999,-320.4000000000001,-496.12000000000006,-465.56000000000006,-503.76000000000005,-412.08,-350.9599999999999
3,1477.8,1619.28,1468.0,1595.6,1610.3999999999999,1487.6,1526.8,1477.8,1574.88,1598.56
4,1482.64,1354.18,1488.1000000000001,1392.1,1368.4,1477.42,1458.46,1482.64,1425.28,1387.36
5,2521.4000000000015,1529.96,2687.0000000000014,1462.2000000000003,1551.8000000000002,2355.800000000001,1474.2000000000003,2028.2000000000007,1160.3600000000001,1505.3200000000004
6,3991.8,2000.5000000000014,2666.0,3268.5,3101.0,4002.6,4043.6,3991.8,4103.8,3097.9999999999977
7,3601.360000000001,4048.76,2154.599999999999,3948.6,4013.4,3554.16,3580.08,3598.880000000001,3721.56,3961.56
8,5116.160000000002,3612.42,4908.400000000005,3610.5999999999985,3584.4,4117.86,4088.1800000000003,4125.28,4133.76,3554.16
9,5071.56,4162.64,6185.600000000003,4106.2,4137.2,5378.96,5366.96,5271.08,4793.719999999999,4097.72
10,4413.88,5222.460000000001,7227.8,5384.3,5558.2,4871.919999999999,5016.96,4754.839999999999,5008.719999999999,5473.28
11,5931.800000000001,5409.799999999999,7020.0,5122.0,5302.0,4375.799999999999,4455.2,4246.4,4574.8,5180.2
12,6113.92,5096.719999999999,6937.4,4426.7,4596.8,6353.9,6330.88,6249.2,4147.12,4482.92
13,8488.16,4645.32,6776.800000000004,5473.599999999995,5200.400000000005,8518.68,6125.84,6647.560000000009,6212.2,5007.759999999998
14,8257.36,6153.120000000001,7131.099999999999,6094.5,6345.0,8393.7,8434.04,8279.599999999999,6178.88,6233.6
15,8159.719999999998,6261.4,7349.800000000003,6682.199999999991,6393.200000000001,8474.84,8253.48,8447.32,8355.400000000001,6300.68
16,7867.0000000000055,6636.600000000003,9384.0,8303.5,8601.0,8086.900000000001,8036.699999999999,7935.199999999999,8284.4,8452.000000000002
17,13478.840000000006,8545.6,11448.600000000008,8328.199999999999,8460.800000000001,10827.080000000005,8006.600000000002,11395.600000000006,7871.64,8380.92
18,15719.88,8476.02,15537.700000000012,7905.099999999999,8651.4,11589.399999999998,13409.98,15872.88,8084.799999999996,8582.16
19,15616.720000000001,8335.719999999998,15492.800000000001,8275.999999999996,7843.599999999999,18524.36000000001,15706.12,15270.0,11470.640000000003,7581.399999999999
20,21859.880000000012,7812.259999999998,18168.200000000026,13088.099999999991,10258.000000000004,21962.500000000004,15452.560000000001,21561.64000000001,13025.28,11885.959999999981
21,21349.2,11355.00000000001,21530.0,15772.0,13933.0,21399.0,21313.000000000004,21762.0,14688.399999999992,13386.600000000002
22,20832.96,15926.420000000011,21018.6,15233.499999999998,13725.600000000006,21401.14,21870.8,21255.04,15555.0,15226.24
23,20318.28,15808.279999999997,20507.199999999997,19819.199999999964,15589.200000000004,20511.64,21283.24,20307.72,22240.0,18627.519999999986
24,19814.52,16083.160000000003,19995.8,21567.0,20719.200000000004,20081.82,20465.379999999997,20074.36,21524.84,21824.4
25,23536.120000000017,21482.2,21858.8,21207.600000000002,21808.0,21684.44000000001,19986.559999999998,21970.32,21108.079999999998,21334.28
26,24768.0,21904.0,24314.5,20608.5,21485.999999999996,24132.5,20806.0,22542.0,20254.0,20637.000000000004
27,24641.76,21429.36,24817.399999999998,20001.600000000002,20692.399999999998,23688.64,21740.8,24951.72,20014.56,20257.960000000003
28,26332.36,20815.46,26682.399999999998,19876.599999999988,20364.199999999997,26470.120000000017,23146.14,24959.76,21682.07999999999,19896.08
29,26132.16,20487.559999999998,26072.4,21748.000000000004,20004.799999999996,28957.2,26335.239999999998,26104.16,26473.32,21931.84
30,28420.72,20190.079999999998,28426.8,21741.3,22058.8,28982.64,26108.78,27890.519999999997,26131.76,21773.48
31,28275.600000000002,22082.2,28219.0,24899.0,21888.0,28351.999999999996,26126.800000000007,28247.600000000002,25476.8,23610.79999999998
32,31720.96,21814.86,31320.700000000004,27020.5,24218.2,28269.219999999998,28834.48,29900.599999999995,25669.56,27192.68
33,31073.24,23033.680000000008,31146.199999999997,26982.399999999998,23955.600000000002,28072.92000000001,28721.24,31131.32,26600.8,26532.72
34,31804.04,23992.3,30203.100000000002,29213.4,25441.60000000002,29809.7,28340.72,30806.04,28446.52,26574.4
35,31958.76,24042.04,29471.599999999995,29065.8,26085.999999999996,30514.839999999997,30631.399999999998,30217.76,28251.84,28486.52
36,30301.799999999996,26260.399999999998,29644.5,28503.5,26197.0,32969.1,31197.4,29303.799999999996,28030.6,28279.2
37,31470.680000000008,26100.16,30413.600000000002,31454.799999999996,26654.2,32468.16,29838.56,30134.480000000003,28851.240000000005,30552.879999999997
38,33426.60000000001,26957.76,32835.4,31918.1,26111.4,31702.62,31541.88,32588.399999999998,31255.48,31424.76
