index,36_1_www.bahn.com,36_2_www.bahn.com,36_3_www.bahn.com,36_4_www.bahn.com,36_5_www.bahn.com,36_6_www.bahn.com,36_7_www.bahn.com,36_8_www.bahn.com,36_9_www.bahn.com,36_10_www.bahn.com
1,0.0,67.0,67.0,67.0,67.0,-48.0,67.0,-442.0,0.0,67.0
2,1667.58,918.36,1260.8999999999999,1952.44,1931.72,21.79999999999993,1404.6799999999994,688.3599999999999,1680.22,1956.8799999999999
3,3059.7200000000003,6923.88,4714.2,2566.0799999999977,2805.44,1427.2000000000005,7426.839999999999,4386.84,4829.44,2294.1600000000035
4,6147.74,17814.92,5399.4000000000015,4732.5199999999995,4697.200000000008,4052.599999999995,13170.12,6484.840000000001,6185.66,4829.54
5,9024.319999999998,18659.079999999998,11187.199999999999,6118.3600000000015,7932.040000000003,7385.2,18432.640000000014,14861.56,14763.519999999997,7026.44
6,17122.800000000003,24616.8,13707.5,15625.8,15376.6,10303.0,25658.2,17326.8,17004.1,13339.400000000012
7,21848.52,53197.56000000004,19380.8,18024.72,17750.44,13096.8,58344.92,19720.07999999999,22214.68,18097.44
8,25479.36,58413.35999999999,19901.3,18525.440000000002,18231.640000000014,18034.4,60728.120000000046,23071.76,25837.239999999998,18755.619999999995
9,27879.64,65612.56,24965.2,23151.640000000003,23029.24,18797.2,69615.32,25371.040000000005,28380.08,22142.08000000001
10,32223.22,72313.76,30662.300000000003,25471.96,25325.04,20143.800000000003,73315.76,58539.68,32749.78,25642.92
11,48248.599999999984,78001.4,32941.0,53649.59999999991,59911.8,24747.0,97530.00000000004,56072.6,46910.999999999956,45270.000000000015
12,66102.96,95381.72000000006,67600.8,58007.880000000005,57358.56,25752.999999999978,128696.68000000001,61593.28,66199.02,58494.24
13,64187.84000000002,129605.24000000002,64967.4,58762.28,58071.64,59673.8,139339.04,65657.04,66255.16,56358.44
14,71907.76,152103.4,66135.79999999996,59737.36,64109.36,57742.8,167989.60000000003,67812.96,72021.84,61893.22
15,78520.12,273808.7600000006,71657.6,69102.56,67978.32,57867.79999999996,261629.88000000024,71381.36,78810.76000000001,66029.15999999999
16,78358.3,333575.00000000006,75501.5,70483.8,70543.2,62309.0,423371.0,76759.00000000003,78262.70000000001,69883.20000000004
17,85800.39999999998,416304.92,78103.6,72031.04,71935.72,71437.2,476638.20000000007,82228.28,84571.44,74281.84
18,94284.12000000001,498889.6,78727.99999999997,71530.59999999998,110276.92000000003,72185.20000000001,496103.6,106160.2,94002.08,87513.20000000001
19,105028.36000000002,513428.8,95932.99999999997,81659.28000000001,212305.96000000002,71531.2,519547.52,132567.08000000005,100187.32000000002,98427.8
20,114567.58,540363.88,94868.40000000001,96330.67999999988,275407.60000000003,73387.8,541601.44,144672.92,114352.16,117230.98000000001
21,126547.99999999999,555855.8,124888.0,145006.99999999997,282226.2,78665.0,545524.0000000003,149635.00000000006,127206.99999999999,128918.00000000001
22,145807.2,560626.76,135044.8,147493.07999999996,295587.4,97627.19999999997,568379.3600000001,256066.64,137632.86000000002,197109.6
23,180735.91999999998,581512.44,158769.99999999997,189441.9199999999,319168.60000000003,145750.3999999998,572251.5599999999,299977.16,183098.19999999995,238421.16000000024
24,204406.27999999994,587879.92,176308.99999999997,276640.87999999995,326155.88,229633.59999999992,575541.28,306892.88,261767.79999999996,290449.12
25,266054.24000000017,599803.08,196011.19999999992,352762.32,337146.60000000003,302548.99999999994,590986.04,352910.95999999996,290230.39999999997,292748.92
26,363514.0,607465.0,219415.5,377813.0,391033.0,319701.99999999994,610045.0,420164.0,317416.5,297995.0
27,458787.39999999997,628928.6,295808.99999999994,401327.19999999995,435162.24,346259.9999999998,649332.4,499054.48000000016,429213.08,322730.6
28,508044.52,638101.96,387589.19999999984,462983.6,452068.8,446983.3999999996,731509.48,508674.12,503880.14,391614.56000000075
29,508980.8,682715.4,407723.0,495918.87999999995,496606.08,493374.8,734443.6000000002,512754.4,509511.2,490299.3200000002
30,515440.54,746633.32,440567.99999999994,506439.16,500852.32,493809.8,741116.68,532563.6000000002,521833.96,496896.98
31,527131.0,749536.2,516549.0,510637.0,504478.2,501482.0,745081.0000000001,540115.2,546471.3999999999,502238.00000000006
32,571657.66,753678.88,521146.99999999994,522328.1999999998,509406.68,503446.0,748343.08,541400.52,548834.54,523596.18000000017
33,574565.24,758976.92,523302.0,550520.08,509152.92,505744.2,753298.28,559552.36,551219.24,525922.88
34,576395.58,815446.6,545874.4,553663.2799999999,533123.04,513953.60000000003,810692.24,559786.32,562047.58,526126.62
35,577193.24,829873.36,561045.6,555981.6,548174.48,532181.7999999999,829791.16,575655.36,572803.88,544936.96
36,584118.5,835204.8,561201.5,577236.3999999999,549060.7999999999,534984.0,834838.4,580439.4,579585.2,545423.7
37,584016.52,845127.64,571854.5999999999,579818.32,557886.68,557728.5999999999,843162.64,586013.0000000001,585619.4,547759.64
38,595988.14,848652.72,586288.3,581332.96,573059.2400000001,568876.6,845161.48,592341.8,600883.2,568427.58
39,601325.6799999999,850666.28,588589.0,584249.52,576613.36,570205.2000000001,844615.96,602040.84,638245.7999999999,573628.8000000002
40,624173.76,849106.08,593507.0,589034.5599999999,578799.3200000001,572817.3999999999,845112.36,609068.4,689132.82,578467.6799999999
41,657003.9999999997,850351.8,598118.0,590762.6,583227.0,574744.0,850983.0,617937.6000000004,692950.0,583084.6
42,701105.76,855529.76,608324.0,597124.7199999999,591048.96,580967.8,881372.72,670048.76,698053.66,593247.6000000001
43,711986.8,899524.8,622367.0,613773.6,596636.8,584865.6,899391.08,687692.64,701279.56,636775.4800000001
44,741719.02,921021.52,648467.0,647479.9600000001,615275.2000000001,590012.0,906896.6000000001,694758.2400000001,717952.3200000001,685908.4199999999
45,742629.12,925751.8800000004,694980.4,687482.6799999999,656081.6800000002,602730.0,914751.76,700196.16,737938.08,690228.76
46,746544.9,940129.2,709682.5,703261.6,696316.6000000001,624691.9999999999,952043.4,703761.8,738202.7,698769.0
47,747743.84,957189.84,716139.3999999999,703789.28,700197.12,622728.2,953017.04,713594.08,740934.6,722874.68
