index,386_1_www.netzkino.de,386_2_www.netzkino.de,386_3_www.netzkino.de,386_4_www.netzkino.de,386_5_www.netzkino.de,386_6_www.netzkino.de,386_7_www.netzkino.de,386_8_www.netzkino.de,386_9_www.netzkino.de,386_10_www.netzkino.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,67.0,67.0,-442.0,67.0,-442.0
2,14876.8,12736.48,10508.72,43073.640000000014,9831.02,10832.4,13140.46,11816.639999999996,9175.62,18242.64
3,63666.600000000006,39592.92,20083.36,174021.68000000002,32748.56,36351.799999999996,20610.92,27106.84,25282.19999999999,59870.12
4,143492.00000000003,100830.56,76123.6,492946.68,94272.20000000001,78189.89999999997,64898.74,85843.44,68665.42,122316.96000000014
5,318073.20000000007,245967.36000000002,156055.2,681686.12,181624.0,198855.99999999994,137597.2,155459.59999999998,145776.2,353631.32
6,451234.5,397684.0,362926.4,741558.3,286703.3,371795.0,277718.5,388222.4,222778.7,535293.7999999999
7,545576.8,561408.8,476255.44,879650.2000000001,429812.12,431939.59999999986,360489.72,572801.36,412300.03999999986,645190.64
8,684231.6,646840.32,616395.2,1073757.6600000001,569096.08,640040.2,448897.20000000007,677573.64,581156.5,693810.78
9,698194.2,721956.56,653370.28,1167191.36,658757.84,687831.8,588794.4,692024.36,644713.72,790081.92
10,825354.3999999999,843674.56,731432.48,1344825.6,747919.88,699105.6,691270.3999999999,731548.4,687896.26,815870.82
11,940451.0,875787.0,771783.0,1435934.5999999999,830907.8,754645.0,700208.8,803930.7999999999,762294.9999999999,938274.3999999999
12,1064481.7,955111.52,848490.64,1505866.26,870747.02,811214.1,774699.82,817140.12,801197.16,1040846.38
13,1096002.2,995590.44,870119.6,1572622.48,937867.1200000001,836976.2,789973.48,942902.76,831743.5599999999,1105867.24
14,1172123.4,1089085.36,992221.36,1633703.82,1000762.14,945870.1999999998,875514.72,1040218.72,938380.2799999998,1173609.8
15,1191953.6,1149512.0,1018993.72,1778070.1600000001,1104975.48,1040932.0,1002639.92,1088220.5199999998,1005184.64,1348721.28
16,1218806.0,1189172.6,1098088.2,2031108.0000000002,1133527.7999999998,1077312.5,1028473.2,1114790.8,1102609.3,1385399.0
17,1367279.4,1205534.72,1175143.12,2504216.52,1157785.16,1113902.4,1107106.04,1179877.9599999997,1168090.44,1501156.68
18,1460717.8,1247275.24,1205681.24,2690498.64,1241307.06,1151071.1,1151198.8,1329023.12,1195248.78,1517874.88
19,1492994.4,1365925.24,1332598.36,2787297.12,1324523.3599999999,1202970.8,1188433.6799999997,1364169.8,1243373.32,1611794.5199999998
20,1531443.2,1403100.6,1345494.72,3015360.6799999997,1392740.08,1317291.9,1332478.7400000002,1445668.3199999994,1352675.46,1669664.9600000014
21,1547219.0,1437049.6,1366105.4,3107426.4,1505620.6,1419108.0,1366020.8,1509523.6,1404753.0,1785827.8
22,1588132.6,1439212.16,1375249.72,3124648.38,1516110.52,1493594.3999999997,1375406.62,1514716.32,1496578.48,2019237.9800000007
23,1616669.6,1474142.56,1388020.96,3205377.52,1546633.7999999998,1509187.2,1379533.16,1561436.72,1503818.08,2360398.44
24,1673321.4,1527031.04,1425488.04,3270876.92,1640011.02,1555059.7,1384237.34,1587388.96,1540950.4599999997,2436465.02
25,1747375.2000000002,1589379.4,1490880.6,3309355.28,1740865.6,1608635.1999999995,1402194.28,1667348.48,1590169.44,2500595.04
26,1964963.0,1635620.0,1519317.0,3329429.5,1845007.0,1730416.0,1463427.0,1672310.0,1654438.0,2575609.5
27,2271049.1999999997,1714078.7200000002,1571268.84,3552135.4,2124394.36,1770770.3999999997,1533666.8,1711482.6,1729889.4399999997,2754441.72
28,2427634.5,1841376.48,1574005.52,3884231.9999999995,2379982.58,1781858.8,1572168.78,1764670.0399999989,1852719.3599999999,2910824.22
29,2651865.7999999993,1900661.8,1591981.96,3988833.44,2609464.6,1825957.0,1639415.6800000009,1833984.5999999999,2112608.8800000004,2993859.56
30,2963258.1,2027712.96,1603844.52,4015417.360000001,2836046.28,1871565.0,1753850.7600000002,2043123.56,2479038.46,3004229.56
31,2979826.0,2091478.2,1632263.0,4023516.1999999997,2933563.6,2013938.0,1875961.0,2236589.8,2611801.2,3088748.2
32,2987847.6,2222334.12,1794439.2,4066145.64,2944748.92,2126559.5,2021582.760000001,2339176.8,2692711.759999997,3113187.86
33,3015068.4,2365152.8000000003,2006052.24,4116457.6000000006,2945228.64,2208433.8,2173429.04,2483645.1999999997,2772613.88,3119157.72
34,3096496.7,2444912.4000000004,2346208.640000001,4203096.44,2963308.04,2278341.5,2247094.6,2627067.6,2832745.6,3169572.54
35,3150179.0,2623220.6,2594456.24,4216603.76,2980828.84,2397887.7999999984,2325122.96,2701156.44,2898992.279999998,3209192.1600000006
36,3183148.5,2841130.8000000007,2880628.5999999996,4259679.4,2994937.3,2536123.5,2397568.7,2802398.2,2929742.6,3221727.8
37,3193318.4,3013424.4,2965167.24,4301773.08,3009873.32,2776144.3999999976,2536901.7199999993,2941282.6,2986513.16,3243209.0
38,3203357.8,3060857.32,2969660.88,4316690.48,3035691.86,2930828.3,2735414.38,3019850.6,3001611.58,3363932.36
39,3224372.0000000005,3068900.88,2981296.24,4379876.48,3057005.6,2996355.2,2896468.3600000003,3035349.6799999997,3012760.92,3370926.32
40,3233925.0,3083578.56,2990118.52,4499755.38,3113967.38,3072662.0999999996,2995970.14,3047039.8,3104349.5999999987,3389930.28
41,3260919.0,3111977.4,2998378.0,4647648.0,3124837.8,3105775.0,2999753.8,3084774.1999999997,3107539.4,3407218.4
42,3277926.0,3180024.32,3023398.52,4965263.800000001,3139122.96,3117617.4,3006314.44,3138992.88,3113439.96,3408265.8400000003
43,3378331.2000000007,3195025.44,3107346.16,5244699.76,3152499.8000000003,3134772.2,3017058.32,3149083.7600000002,3130181.6799999997,3428058.16
44,3396656.6,3196919.2,3116722.32,5384644.94,3216524.98,3200811.2,3110737.0799999996,3216679.16,3159215.2,3445918.4
45,3404347.6,3212920.96,3189631.92,5602350.48,3228058.88,3207708.4,3124414.32,3237244.88,3206539.84,3459293.68
46,3417084.0,3224817.8,3201890.6,6159600.200000001,3247257.3,3216270.5,3188939.5999999996,3245786.8,3228350.9,3491576.0
47,3422863.6,3240020.16,3210197.48,6660204.080000001,3282209.36,3225868.6,3208470.2,3258405.32,3232508.7599999993,3504530.92
48,3433688.2,3262624.56,3225410.96,7199981.24,3351922.58,3239012.2,3209763.5599999996,3296499.96,3284353.5599999996,3513708.38
49,3435433.2,3290051.4,3267213.319999999,7345738.16,3388065.7600000002,3269699.9999999995,3231723.44,3313132.16,3361556.319999999,3534691.48
50,3460962.3,3297717.04,3279359.36,7379674.86,3398680.8799999994,3279898.7,3254772.38,3398695.4,3372723.94,3543060.02
