index,360_1_www.spotify.com,360_2_www.spotify.com,360_3_www.spotify.com,360_4_www.spotify.com,360_5_www.spotify.com,360_6_www.spotify.com,360_7_www.spotify.com,360_8_www.spotify.com,360_9_www.spotify.com,360_10_www.spotify.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-2192.0,67.0
2,8494.72,6236.84,8429.800000000001,8477.24,6100.34,6413.78,6131.86,6321.919999999999,5449.32,8120.92
3,45097.64,45542.08,44927.4,46039.36,45198.520000000004,44635.520000000004,45356.24,45626.159999999996,45019.48,16248.520000000002
4,49479.159999999996,47248.88,49575.999999999985,48076.72,45344.840000000004,46130.54,45317.31999999999,45737.759999999995,45095.840000000004,49633.88
5,58947.92,61413.36,62900.200000000004,56837.56,60833.84,56567.12,59060.44,55876.16,56893.48,60894.16
6,113945.0,90346.79999999999,107753.5,121352.0,108301.5,80146.5,105176.9,79811.0,79386.0,67011.00000000001
7,158408.59999999998,130767.47999999997,205092.99999999997,242429.91999999995,170757.75999999998,184592.96000000014,156502.4,161144.63999999998,156302.76000000004,113251.40000000001
8,247761.24,250021.04,232172.9,278529.68,263566.78,275873.24,265658.08,273270.32,222371.80000000002,205566.00000000017
9,279276.84,281521.68,277915.39999999997,303435.64,270857.00000000006,292289.16,270844.88,283045.4,280355.44,272831.92
10,300433.2,301388.43999999994,290798.1,414220.12,316094.56,321233.82,295813.82,303970.80000000005,291767.6,281801.24
11,413160.80000000005,386035.8000000002,342097.0,419946.39999999997,401859.8,392679.0,406447.8,370303.20000000007,326182.0,301876.2
12,418914.92,417063.08,407581.7,476933.60000000003,412828.74,412449.76,412069.24,398746.84,421420.48,416001.76
13,460780.7599999999,437069.2,412639.6,732098.84,422951.2,565735.9200000003,444259.5199999999,414445.8,426789.80000000005,424885.16
14,636864.4,568281.8,458715.19999999995,735576.92,578825.56,711202.26,679228.6400000001,537239.56,441805.84,434652.68
15,736634.56,733420.04,686504.1999999989,749996.2000000001,727073.08,716866.92,727333.24,717453.64,447477.92,517360.8000000001
16,739424.4,739624.4,729936.9999999999,781432.8,733951.9,732857.9,738073.1,718487.6000000001,509864.0,699759.6000000002
17,754245.52,746225.32,742452.8,842379.88,747996.92,762127.56,748190.16,732989.08,582390.12,743439.64
18,801369.84,793272.28,786807.3999999997,851941.8000000005,789976.72,820267.26,816936.44,810076.48,647697.76,754747.7200000001
19,845471.68,832083.12,836460.4,880482.3200000001,793385.16,850315.68,832943.92,820916.68,695623.76,793402.2400000002
20,874409.56,873999.04,867217.6,892913.12,838140.46,855027.0599999999,867166.9,850942.5599999999,790354.9200000003,804907.9199999999
21,881401.4,875142.2,870711.0,899254.2,865774.0000000003,857603.3999999999,867719.6,853955.2,874084.4,811246.8
22,883682.48,877987.84,871895.2,907023.6799999999,873167.14,862524.88,869997.64,855617.96,878049.04,857211.96
23,887865.28,879896.84,875432.4,942379.4800000002,875275.92,870632.04,875833.72,858919.68,881188.64,863292.52
24,894268.56,889216.8,881979.2000000001,950011.1200000001,881459.38,908550.66,880198.4000000001,862717.4,880504.52,887344.52
25,933033.32,897377.96,921496.6,959906.92,887497.6399999999,914567.8,916517.16,904321.16,885649.88,890009.84
26,939709.0,930387.0,928030.5,1060044.0,895347.0,919281.5,926625.0,907895.0,909517.0,897478.0
27,963380.84,935818.6,1035751.5999999997,1101158.76,928003.72,923354.28,1021856.52,984151.640000001,931042.68,905635.76
28,1031901.28,948832.4000000001,1069182.3,1110921.6,941722.7,944201.7999999999,1067394.3,1048131.52,953086.0,939959.64
29,1087486.96,1069053.16,1075365.0,1122465.04,1004457.9199999999,1024854.6800000002,1070802.64,1058190.2,1000831.96,950899.72
30,1086765.04,1080582.24,1088493.3,1134579.84,1074851.4400000002,1077905.22,1085566.58,1061721.24,1016688.04,987606.04
31,1102184.5999999999,1101417.2,1098519.0,1142024.0,1091632.8,1129102.6,1085011.2000000002,1073217.2,1066755.4000000004,1032737.2000000004
32,1115479.0,1107362.4,1104800.2,1146474.56,1102174.86,1135508.92,1101360.94,1078852.04,1084472.2,1089775.16
33,1126441.2,1113686.96,1126936.5999999999,1153865.68,1109435.08,1146556.8,1132222.96,1093230.32,1107752.24,1101942.68
34,1177181.6,1122101.04,1164365.1,1198290.3200000003,1114370.32,1166630.52,1153642.42,1110822.76,1108968.28,1109815.56
35,1182241.12,1127269.52,1175870.8,1222460.44,1139256.96,1172809.08,1168762.6,1151122.96,1120764.4800000002,1128862.88
36,1193049.2,1138874.6000000003,1183106.5,1225500.4,1171067.8,1181192.2000000002,1174961.9,1157053.4,1165070.0,1170354.0
37,1198782.52,1195609.84,1195716.4,1232747.8000000003,1179858.44,1187806.44,1181942.24,1156640.16,1174751.36,1170902.36
38,1199766.1199999999,1213133.28,1203879.1,1256424.12,1179192.22,1201345.16,1181984.12,1163993.5999999999,1178586.16,1178205.9200000002
39,1209343.44,1213945.52,1221461.5999999996,1267390.24,1189295.6,1201306.1199999999,1191116.4000000001,1190941.4000000001,1184146.84,1189833.68
40,1225654.32,1213820.04,1230477.9,1269598.36,1226567.9,1205355.18,1224139.54,1211197.76,1187312.72,1210851.24
41,1251136.2,1220752.4,1236046.0,1274891.5999999999,1226711.0,1223838.5999999999,1232736.0,1208259.4000000001,1191830.8,1226097.2000000002
42,1249188.36,1256390.72,1235978.0,1308816.08,1230719.1,1254181.68,1238878.88,1207039.28,1196893.3199999998,1232684.32
43,1246563.24,1262036.2,1318421.4,1364421.44,1235669.52,1256420.4,1244592.28,1232005.92,1207080.8,1230027.96
44,1294085.36,1273660.72,1321328.9000000001,1373016.48,1271607.62,1250605.6,1242575.9000000001,1307213.84,1223935.92,1250734.32
45,1347201.5200000005,1273714.6,1329071.8,1387312.84,1321027.64,1293210.76,1249026.2400000002,1316466.52,1276765.84,1282675.6
46,1353391.6,1275495.8,1351111.5,1393360.2,1325640.0,1346209.4000000001,1328681.7,1322927.4,1319183.4,1294956.4
47,1370129.4,1328446.880000001,1358072.2,1406772.08,1334335.72,1348112.72,1335910.0,1336925.36,1319332.4000000001,1322435.96
48,1375626.56,1365214.92,1362500.9999999998,1410780.12,1344789.9,1354471.04,1339471.6,1343736.52,1339397.4,1341436.52
49,1386284.64,1369838.56,1375841.4,1421786.52,1353833.08,1360573.04,1351918.2,1352626.1199999999,1344515.6,1346905.28
50,1391844.36,1370558.72,1384764.7,1427857.24,1364307.2,1364228.7,1361065.6199999999,1358658.56,1361288.8800000001,1361674.84
