index,172_1_www.avira.com,172_2_www.avira.com,172_3_www.avira.com,172_4_www.avira.com,172_5_www.avira.com,172_6_www.avira.com,172_7_www.avira.com,172_8_www.avira.com,172_9_www.avira.com,172_10_www.avira.com
1,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1570.44,1747.6000000000001,1531.7,1374.8999999999999,1482.7,1441.08,1605.96,1419.0,1583.76,1321.0
3,1095.6799999999996,1559.9999999999986,1610.5999999999985,3672.2000000000007,2438.5999999999995,3603.84,1562.72,3304.999999999999,1289.7200000000003,4121.0
4,3663.7799999999997,3852.099999999998,3583.32,4119.98,3563.72,5186.44,3993.96,4020.7999999999984,3837.1200000000003,4191.0
5,5599.280000000001,5282.599999999999,5498.84,4964.16,5193.52,6362.279999999996,4093.48,5223.599999999999,4191.319999999999,4862.0
6,4732.899999999999,7033.5,4572.3,6201.4,4179.6,8510.6,5027.7,6541.0,4860.4000000000015,6195.0
7,6389.88,10299.2,8082.439999999991,8152.56,6272.6399999999985,14334.88,4180.68,8613.6,6382.56,8391.0
8,8520.859999999999,13399.300000000001,8373.42,7631.0599999999995,8333.58,18894.56,6144.38,8079.2,8517.32,9644.0
9,8180.320000000001,12205.400000000001,7806.399999999995,17092.76,10963.399999999998,21800.16,8218.72,14444.6,8439.880000000001,17020.0
10,14633.22,16285.399999999996,12557.159999999996,18625.58,16984.960000000006,22396.52,7890.54,19077.8,11304.799999999992,20186.0
11,19367.399999999998,16545.0,14712.999999999996,19688.2,19265.6,22296.6,14327.199999999999,20225.0,17094.800000000003,21826.0
12,19824.660000000003,25504.7,16914.46,21209.82,19488.320000000003,44207.04,19134.56,21531.2,18808.44,22493.0
13,19968.04,26687.8,21441.560000000005,22054.36,21385.359999999997,71180.59999999996,19439.479999999996,22490.8,19776.88,22189.0
14,21548.38,27998.100000000002,22494.68,22073.42,22115.92,111197.59999999999,19793.02,22757.2,21292.960000000003,33235.0
15,22502.239999999998,29265.6,22175.32,32303.400000000005,22141.72,124720.44,21206.76,27921.599999999962,22399.64,42101.0
16,22005.400000000005,30255.0,22500.299999999992,43347.2,35263.999999999985,160354.8,22268.6,44115.0,22432.599999999995,43549.0
17,28648.440000000064,30236.2,43312.24,72212.44000000005,43531.08,186767.24,21932.8,68316.59999999995,22971.959999999985,44407.0
18,44094.32,51622.3,56122.83999999999,133303.56000000008,89774.40000000002,188351.36,23822.439999999988,132892.1999999998,44023.44,97765.0
19,50172.200000000004,71926.79999999999,83032.67999999995,183012.80000000002,138621.7200000001,191610.08,41687.600000000006,179813.8,56201.07999999988,142803.0
20,63568.320000000036,121293.39999999986,116763.9,187021.12000000002,186228.22,196078.08,43545.68,187824.4,97388.35999999999,183323.0
21,85142.40000000005,188979.0,161704.6,187025.6,187748.0,196497.99999999994,67493.40000000004,187235.0,145743.39999999997,188319.0
22,145647.24000000014,195656.6,185805.06,189876.46,189652.0,198808.24,113565.48,190437.19999999998,186060.59999999998,192501.0
23,186636.76,195458.99999999997,187451.32,219021.76000000007,190799.56,235890.08,165899.7200000001,191739.8,187835.72,191882.0
24,188277.9,197790.8,190377.08,244898.02,208554.69999999998,237504.84,185828.42,222598.19999999998,187550.28,194615.0
25,189050.2,199180.6,190377.68,244156.96,215907.19999999998,267730.04,187762.16,226073.19999999992,190325.44,205053.0
26,190590.5,205216.0,190106.0,247604.5,219249.0,318996.0,187003.5,241462.0,190425.0,237910.0
27,190558.56,224952.8,193283.56,291514.36000000004,226631.60000000003,324499.7999999999,188563.04,278451.5999999999,191390.15999999997,259204.0
28,192197.02,261390.59999999998,221091.40000000002,311994.52,254071.98,346449.32,190153.18,311031.8,194772.8399999999,259323.0
29,195845.52,279556.39999999997,268885.5199999998,326136.20000000007,268562.7199999999,407787.36000000004,191346.96,312240.6,225308.84,286295.0
30,241350.3400000001,287619.1,297585.88,335573.12,295014.1,441476.8,191159.98,325884.19999999995,233791.91999999998,304880.0
31,276531.60000000003,319762.0,305766.6,335846.0,312801.8,461000.0,210158.80000000005,333897.0,243585.39999999997,310268.0
32,280436.58,341976.1,312180.28,338976.46,312653.62,479203.9599999999,221909.3199999999,373061.1999999999,249506.52,330008.0
33,306206.32000000007,342685.79999999993,318417.35999999987,341140.27999999997,334458.16,513154.4799999999,240638.56,426448.19999999984,255685.7999999999,338523.0
34,326959.44000000006,376212.99999999994,333675.96,343039.52,351047.12,529254.16,247398.64,476845.79999999993,293590.07999999996,384490.0
