index,46_1_www.instagram.com,46_2_www.instagram.com,46_3_www.instagram.com,46_4_www.instagram.com,46_5_www.instagram.com,46_6_www.instagram.com,46_7_www.instagram.com,46_8_www.instagram.com,46_9_www.instagram.com,46_10_www.instagram.com
1,-442.0,67.0,-48.0,67.0,67.0,67.0,67.0,-442.0,67.0,67.0
2,1321.0,-128.19999999999987,-36.84000000000049,334.44,277.31999999999994,333.48,45.56000000000004,1583.76,331.08,339.72
3,510.0,1129.4000000000003,1300.64,1881.6000000000001,-190.36000000000195,1901.2000000000003,1522.1599999999999,1187.48,1922.84,1773.8
4,2257.0,4493.799999999994,311.04000000000025,1320.2400000000002,1789.2399999999998,1366.0800000000004,2686.88,861.4799999999985,1480.6800000000007,1081.38
5,4445.0,6400.400000000001,4526.16,2706.1600000000003,862.9199999999998,5098.08,4771.04,4526.16,2787.68,2852.48
6,7237.0,8831.0,4472.3,4680.200000000001,2619.4000000000005,4728.400000000001,6904.2,4429.2,4848.9,4703.1
7,6272.0,10352.6,6938.52,6778.48,4844.080000000001,6534.159999999997,8563.039999999999,7036.84,5418.399999999991,7371.52
8,11703.0,16002.2,7765.400000000001,6944.719999999999,4536.040000000002,6478.96,10835.320000000002,6636.12,6864.24,7418.38
9,12431.0,17542.999999999993,11413.12,10304.72,7184.640000000001,9543.719999999998,14642.080000000002,6157.24,8348.76,8912.840000000004
10,18203.0,26946.8,10539.82,11303.64,7820.599999999985,13909.319999999985,25704.32,12730.159999999993,13304.92,10574.82
11,25520.0,30355.0,14215.399999999998,11108.2,10694.799999999994,14207.400000000001,26983.8,14170.6,14420.4,14817.200000000006
12,24844.0,93334.39999999998,21607.4,22691.4,11467.199999999999,17781.399999999998,88766.04000000005,13988.92,26067.22,16163.92
13,26290.0,195593.59999999998,25318.96,22065.48,11166.159999999998,25798.440000000002,177308.88,25662.079999999998,25457.36,21911.399999999998
14,97364.0,275392.79999999993,25372.799999999992,25624.200000000008,22439.639999999974,25176.08,258322.31999999998,25237.56,27000.18,27317.32
15,137864.0,311094.39999999985,58470.64,61384.83999999998,22579.64,25494.600000000002,325363.5200000001,24695.48,67592.35999999997,26661.72
16,176066.0,362142.0,91187.39999999986,113057.39999999986,22063.6,61550.79999999995,361257.60000000015,28651.799999999952,120633.79999999999,45968.600000000006
17,188486.0,418829.2,159847.16,173742.32,27428.87999999992,103995.4399999999,423918.8,52950.039999999986,167969.63999999998,106839.00000000006
18,199187.0,486665.6,217468.52000000002,240663.04,48259.880000000005,162668.83999999997,463893.60000000003,84912.92,224832.84,157304.56000000008
19,223403.0,529860.7999999999,263793.6,291564.39999999997,80241.23999999983,208662.75999999986,519660.16000000003,119599.47999999998,274586.24,205544.2400000001
20,294647.0,573342.0,302230.8,339496.63999999996,120962.91999999995,248313.19999999998,574642.2000000001,161569.63999999996,311142.32000000007,263466.2
21,302515.0,616133.0,351915.0,368907.19999999984,149519.99999999988,282836.0,614346.6,221884.0,344008.4000000001,274652.0
22,310975.0,619592.2,398069.7599999999,403029.27999999997,185015.9599999999,295838.07999999996,616028.16,265328.55999999994,404256.91999999987,291308.84
23,333771.0,623959.6,436858.04,445979.91999999987,221759.63999999996,325579.44,610106.48,318204.32,446246.27999999997,378463.9600000002
24,374885.0,618108.6,478617.39999999985,488295.9199999999,245810.19999999998,370938.16,623742.64,348817.6,479156.95999999996,436698.12
25,429759.0,625022.9999999997,504506.67999999993,533438.96,252937.8,432915.87999999983,669428.2,357418.8,523029.6,459533.48
26,493957.0,725092.0,537532.0,574530.0,296492.99999999977,459051.0,724139.0,366088.0,538777.0,486041.0
27,546699.0,823803.4,577794.2,606306.6,344501.6399999998,488749.95999999996,765740.64,374029.19999999995,582619.5199999998,511154.08
28,614482.0,879192.1999999998,614115.12,612796.12,387047.8,528696.76,851240.2800000004,389425.1199999997,614344.38,552738.36
29,615801.0,946840.6,615789.28,610375.6000000001,417335.4799999998,585925.3200000001,920615.6,449335.6,615839.28,615794.88
30,610216.0,980038.4,613787.3,606529.64,456916.6,613933.4400000001,969882.16,500698.1199999999,610320.64,617450.98
31,609685.0,982600.0,609755.8,605917.2,492353.39999999997,615653.4,974154.4,551870.7999999997,609773.2,612958.4
32,644573.0,984187.6,609048.74,661724.1599999998,549051.7199999996,609834.84,976151.92,595029.6,609496.6400000001,610923.26
33,750143.0,1005795.3999999999,650442.9199999999,723009.5199999998,598135.36,609326.24,978868.36,613690.76,679289.64,612429.84
34,785049.0,1047023.2,712323.78,783615.8799999999,610916.5599999999,629754.96,1024209.7600000001,615461.32,738001.1599999998,672156.7200000001
35,813921.0,1048365.2,746769.16,844334.2399999999,612631.72,685105.3599999999,1040381.56,609989.88,742935.76,688105.1200000001
36,876361.0,1049621.0,813472.8,909535.6,606892.0,773334.1999999998,1041996.4,609435.6,795195.6,766622.8000000002
37,924161.0,1052463.5999999999,855343.1599999998,962773.44,606546.92,843080.24,1043582.84,615695.7999999998,859460.7200000001,813084.76
38,969803.0,1057023.0,916115.92,969282.08,606394.7999999999,893988.72,1043389.4800000001,647728.7200000001,931975.2399999999,870980.3600000002
