index,7_1_www.facebook.com,7_2_www.facebook.com,7_3_www.facebook.com,7_4_www.facebook.com,7_5_www.facebook.com,7_6_www.facebook.com,7_7_www.facebook.com,7_8_www.facebook.com,7_9_www.facebook.com,7_10_www.facebook.com
1,-442.0,-48.0,67.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-48.0
2,1417.3799999999999,1737.24,1455.6,1156.5800000000002,1458.4199999999998,1587.9,1396.6799999999998,1161.74,1474.26,1343.12
3,1224.0399999999988,672.52,403.12000000000006,2249.52,2390.3199999999997,700.24,4723.48,2300.08,2427.88,1495.959999999997
4,4372.26,4665.72,4463.360000000001,5698.400000000001,4465.38,4708.64,4514.5199999999995,6865.040000000001,4434.78,4357.36
5,7013.32,7121.44,7044.56,8659.039999999999,6541.84,5116.319999999999,7082.56,8288.64,6532.96,5344.199999999996
6,8660.9,8278.000000000004,8396.6,9249.699999999999,8901.00000000001,7465.999999999997,11063.8,10739.3,7659.0000000000055,11589.6
7,12208.4,10956.039999999999,13604.28,21653.800000000003,13639.12,8669.84,11600.08,17870.400000000016,13840.64,11913.960000000001
8,13602.1,12654.8,14420.08,24892.42,14284.94,10357.199999999993,34250.76,33400.18,14482.619999999999,14521.44
9,14564.32,33411.44,26941.6,32853.48,37730.36,15067.96,32637.08,31105.92,35864.64,36906.68
10,37309.86,31794.120000000003,27934.04,31190.280000000002,36010.46,15803.94,33292.84,32966.44000000001,34150.54,35102.48
11,35727.8,31220.400000000012,32739.000000000007,34734.0,34481.4,38627.6,35283.400000000016,38469.6,32609.600000000002,36168.2
12,34394.56,36257.2,33958.88,38418.700000000004,36955.56000000003,37337.240000000005,38858.64,42712.94,35779.7,37353.08
13,35482.64,43217.88,37648.639999999985,44751.4,39244.88,35579.92,43027.52,45136.12,39613.12,41763.759999999966
14,37383.94,42572.48,41620.84,44747.38,43468.62,36716.44,45370.12,46473.94,44137.38,45429.64
15,43859.4,45140.8,48024.52,47191.56,48002.36,40386.28,45025.6,46043.39999999998,46450.159999999996,47440.600000000006
16,45841.7,45615.6,48002.2,49640.999999999985,47685.1,44866.3,46647.4,54432.4,48348.9,49362.200000000004
17,48122.08,48251.4,47910.28,52354.79999999999,50295.96,46871.28,49143.80000000001,53349.16,52828.80000000001,51924.72
18,47486.32,56078.119999999995,49818.24,55968.44,49492.58,48989.34,54625.92,52467.18,53528.479999999996,51221.28
19,49678.36,55978.68,48926.159999999996,57303.64,63891.40000000018,52365.200000000004,53563.32,56383.08,52952.24,50798.79999999998
20,54882.52,55271.68,53076.59999999998,86346.11999999991,111224.36,55554.02,53030.68,66506.71999999999,77904.96000000014,125099.91999999988
21,54741.6,94188.00000000009,65290.00000000001,124423.59999999998,152737.00000000003,57970.0,56327.800000000025,144289.1999999998,159891.80000000002,199149.59999999992
22,54126.979999999996,155923.23999999987,68517.68,185803.6399999998,204454.24,61827.59999999999,56256.159999999996,223573.96000000008,227744.18,239536.12
23,90544.80000000005,226961.68000000002,68443.76,249168.88,219795.68,61414.32000000001,117807.68000000002,244784.2,242763.72,245476.19999999998
24,176901.36000000004,243824.40000000002,68013.48,252233.45999999996,241431.16000000003,60379.2,196425.52000000002,276725.69999999995,242429.7,268726.8
25,242501.72,248762.24,67227.36,259372.2,243474.76,115894.72000000007,245308.24,339024.52,276057.28,335508.84
26,242293.0,247598.0,100734.0,274909.5,266946.0,197284.5,246332.0,393086.0,359827.5,344128.99999999994
