index,295_1_www.dhl.de,295_2_www.dhl.de,295_3_www.dhl.de,295_4_www.dhl.de,295_5_www.dhl.de,295_6_www.dhl.de,295_7_www.dhl.de,295_8_www.dhl.de,295_9_www.dhl.de,295_10_www.dhl.de
1,-442.0,67.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1384.2,1598.76,1375.9600000000003,1462.2000000000003,1767.0000000000014,1537.6599999999996,3590.6000000000004,1486.4000000000015,1549.98,3677.7000000000003
3,3970.2,5557.48,4937.519999999999,4106.2,5276.400000000001,4207.920000000001,5145.04,5151.08,4108.32,4756.639999999999
4,5465.6,8532.92,6384.08,5194.599999999995,5833.199999999998,4491.879999999999,8356.12,6146.14,4373.120000000002,6908.399999999998
5,4630.199999999998,11828.640000000001,8410.039999999999,8065.2,9611.2,8269.960000000001,16958.16,9221.600000000006,8218.48,12939.04
6,8492.0,31748.4,18132.4,17925.0,20123.0,18245.399999999998,31124.199999999997,32636.7,14626.899999999994,16091.099999999999
7,7634.800000000001,44898.96,31472.120000000003,30869.8,32352.2,31318.52,31793.84,32133.68,32677.239999999998,22252.92
8,18351.8,59343.76,42407.64,31551.4,35441.9,31996.64000000001,52321.44,33885.42,32858.34,38627.259999999995
9,21243.999999999996,75426.04000000002,55504.07999999999,34902.599999999984,61800.600000000035,41961.4,72748.8,54465.16,45368.51999999999,41819.68
10,31315.8,112280.47999999998,60658.520000000004,49746.2,85431.70000000001,65349.92000000002,135057.68000000002,88342.31999999999,63198.58,56037.14
11,32310.0,153532.0,79370.19999999997,66858.0,108962.0,92758.20000000006,143809.00000000003,125613.0,74832.19999999998,80549.60000000002
12,33678.799999999996,163779.92,98592.59999999999,100471.99999999997,137961.4,154965.7600000001,162464.04,149392.22,88845.45999999999,130320.74
13,36044.8,209620.2400000001,124954.31999999999,111596.39999999986,158754.80000000002,160266.36,178015.35999999996,164237.96,130956.24,161543.08
14,58823.99999999999,247395.68000000002,146690.27999999997,167006.8,189640.5,194311.3,211501.92000000004,173575.12000000008,145935.35999999993,184122.40000000002
15,69134.2,270338.36000000004,168070.2,187943.6,208292.00000000003,220091.80000000002,252205.2,224686.24000000002,163588.88,199403.84000000014
16,79747.0,279574.6,190331.99999999997,210581.0,239381.5,241505.80000000002,285335.60000000003,264059.3,165090.8,251072.19999999995
17,99771.0,330507.72000000003,213148.08,248830.5999999999,271936.0,260080.2,334738.76,309080.08,164857.31999999998,311325.36
18,109827.99999999999,376684.4,249663.2,276085.19999999995,302167.80000000005,293860.48000000004,347454.04,331281.1,196109.86,378099.6800000001
19,114391.19999999992,413248.8,293606.6,338214.79999999993,341420.2,320072.84,381142.24,362496.56000000006,222832.83999999997,425448.07999999996
20,136342.99999999997,416606.63999999996,344503.1599999999,380102.9999999999,361751.89999999997,381210.3200000001,411849.76,409400.3,266892.72,492533.1
21,175055.0,424264.8,389676.0,426773.0,372898.0,408108.80000000005,447766.40000000026,438056.0,291813.0,531933.2
22,201066.1999999999,445691.24,447974.52,428327.0,414541.6000000001,430692.10000000003,477213.92000000004,452210.7,313217.48,555708.9999999999
23,219530.0,460575.96,454907.96,463426.99999999994,465820.2000000001,474117.2400000003,486175.08,509424.72000000003,337278.24,619432.6800000005
24,233606.0,498347.60000000003,484299.03999999975,509455.79999999993,485009.89999999997,519033.18,491747.92000000004,520456.14,394973.12,637572.7
25,277717.39999999985,517662.6000000002,536565.08,552241.4,494692.00000000006,541892.12,511430.51999999996,523549.44,397782.88,642795.04
26,328991.0,534970.0,583097.0,597719.9999999998,516693.0,572922.5,535608.0,548924.5,446651.99999999994,659219.5
27,353216.39999999997,553990.2000000001,603041.64,606879.8,555119.2000000001,593521.68,549253.32,569281.2000000001,485680.8,687003.12
28,404049.0,588980.5999999999,607327.88,609385.4,595312.4,607281.76,573539.1599999999,594295.9,508940.19999999995,708334.04
29,453946.0,629529.04,632446.76,612754.0,629391.6000000002,653877.0000000001,588949.0,639617.44,547081.84,748173.2000000001
30,495714.39999999985,663796.6,655424.12,628649.4,644846.6,697687.56,608521.4,661594.2,582125.5999999996,784982.0599999999
31,557627.0,687947.0,689696.9999999999,660505.0,661775.0,731605.8,638129.0,683994.0,647897.2,803168.0
32,564269.7999999999,726573.7199999997,725626.8399999999,686337.7999999998,701813.3,746283.76,653548.24,694611.36,663989.42,834499.32
33,562918.2,731779.4,741635.96,750158.2,728253.0,769848.6000000002,678243.44,711462.8400000001,673564.04,841707.6
34,579495.0,769600.7200000002,779341.84,753452.0,748552.5,788947.3,710680.28,744293.1000000001,690249.46,877351.94
35,612841.6,813743.48,793160.8,782755.1999999997,776764.6000000001,796258.56,731699.32,760519.92,712899.36,889911.64
36,635794.0,847224.2000000003,828307.9999999999,795281.0,817900.5,814332.6000000001,756530.2000000001,791082.3,735810.4999999999,948248.2000000001
37,640401.0,877193.72,869566.9999999999,799703.2,837014.2,857771.8800000001,790670.4400000001,825493.84,765787.6,965847.32
38,641648.8,910738.92,882348.52,834269.0,885057.4000000001,916317.2800000001,823989.0,837483.9,794950.8199999997,967131.5599999999
39,650569.3999999999,919033.76,903614.2000000001,876428.5999999994,914785.8000000002,946761.8000000003,842512.36,869555.3200000001,801803.16,968886.32
40,686036.6,932229.4,922114.36,901498.6,938158.8000000003,1003454.9,864478.9200000003,894803.3400000001,809324.9999999997,975860.92
41,696383.0,951084.6,927539.2,908728.0,990084.0,1013949.6,895025.4000000006,907782.6,824854.0,983176.8
42,715007.2,975878.24,937674.68,926630.2,1011138.5,1023925.96,911638.96,908619.58,893411.0399999999,983740.12
43,733624.5999999999,1021125.2000000001,989183.88,959725.9999999998,1014326.6000000001,1065477.6000000006,932165.84,927765.8,929725.16,985950.08
44,760368.5999999999,1037708.84,1019426.7999999999,1002680.4,1048027.9,1079988.44,935412.7200000001,953856.54,960637.78,992344.6
45,781408.2,1055090.44,1051211.5999999999,1019715.1999999997,1072090.2000000002,1085278.88,985341.76,958745.96,961998.68,993106.0800000002
46,794204.0,1081472.5999999999,1083780.6,1038600.0,1103393.5,1086174.3,1017537.6000000001,993234.9,963552.9,997374.1
47,803347.6,1104978.36,1086228.96,1062601.0,1109776.0,1092051.68,1058332.84,1017215.84,964914.08,1001757.28
48,821518.5999999999,1108895.24,1087758.08,1087548.2,1108935.9,1092568.4000000001,1097009.08,1018065.86,968150.1,1003693.0
49,861166.2,1111674.32,1092307.48,1088873.2,1111093.8,1093871.12,1100284.16,1042996.6,972355.7999999999,1004594.52
50,898762.0,1111702.16,1094896.8,1090207.8,1113181.3,1096467.9,1105722.32,1068010.0,977087.46,1004456.76
