index,161_1_www.snapchat.com,161_2_www.snapchat.com,161_3_www.snapchat.com,161_4_www.snapchat.com,161_5_www.snapchat.com,161_6_www.snapchat.com,161_7_www.snapchat.com,161_8_www.snapchat.com,161_9_www.snapchat.com,161_10_www.snapchat.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1616.32,1579.32,1574.88,1625.2,1640.0,1573.4,1604.48,1614.84,1626.68,1568.96
3,1537.24,1225.0399999999997,1160.3600000000001,1515.4,1479.0,1138.7999999999997,1566.3600000000001,1540.8799999999999,1511.76,1074.1200000000001
4,4038.44,3779.3399999999997,3721.56,4069.4,4121.0,3702.2999999999997,3987.48,4032.84,4074.56,3644.5200000000004
5,4123.16,4493.3200000000015,4797.879999999999,4020.8,3552.0,4929.4000000000015,4089.24,4118.92,3973.919999999999,5302.24
6,4968.2,4685.7,4582.8,5504.0,5617.0,4598.5,3374.7999999999993,5440.7,5390.1,4562.599999999999
7,4296.08,6291.92,6219.08,4554.8,4930.0,6240.4,6353.080000000005,4758.280000000001,4422.92,6221.360000000001
8,5893.96,8416.24,8358.76,6348.4,6570.0,8375.3,8685.44,6383.88,6261.860000000001,8341.92
9,8091.16,8457.960000000001,7871.64,8584.6,8602.0,7936.2,8568.36,8500.88,8476.44,8248.48
10,7760.6799999999985,12068.440000000004,12736.160000000003,8546.800000000001,8447.0,13081.800000000001,7990.519999999996,8373.460000000001,8410.42,12959.96
11,11655.600000000004,14018.4,13626.2,8963.0,8169.0,13982.0,13033.199999999999,8299.999999999996,9113.999999999995,13776.4
12,12880.760000000004,13697.180000000004,21862.559999999998,12107.599999999999,13108.0,13737.7,14205.560000000001,14224.36,12744.16,25825.52000000001
13,13591.48,16212.32,32680.96,13860.8,14250.0,33934.2,30221.120000000035,13980.24,15040.52,33819.96
14,30891.240000000013,17172.7,32354.8,29304.600000000006,13903.0,33356.8,33956.52,20506.440000000024,25284.899999999994,33272.28
15,33443.479999999996,16889.72,31885.56,33832.4,29831.0,32873.4,33464.4,33761.44,31074.199999999993,32815.28
16,32967.799999999996,20504.4000000001,32624.600000000002,33368.0,33903.0,37055.0,33035.6,33272.5,33831.6,56176.80000000004
17,32575.44,45234.88000000003,50935.87999999999,32968.6,33462.0,68834.40000000002,45534.28000000011,32845.16,33369.6,79947.6
18,36955.47999999999,66085.77999999998,75064.55999999997,38433.800000000054,33062.0,84276.40000000004,72646.00000000009,34131.600000000006,32970.48,113279.87999999992
19,71538.80000000003,77177.6,94054.64000000004,64540.40000000002,32696.0,108373.0,102294.40000000002,82618.52000000002,37753.199999999924,139705.72
20,85361.80000000002,123871.72000000015,115961.71999999999,101064.0,43651.0,122709.30000000008,128861.20000000001,112581.71999999991,83286.39999999997,158351.63999999998
21,127873.40000000007,145027.0,168097.6,124517.0,63719.0,168205.0,149511.40000000002,140467.0,100208.79999999999,177357.2
22,142906.91999999998,159880.7,193402.80000000002,154846.0,87365.0,196688.40000000008,168040.76000000007,161742.28,121536.3,211371.03999999998
23,164973.52000000005,185654.84000000003,206976.6,168023.20000000004,115645.0,242840.40000000002,186870.6,183046.03999999998,129968.59999999999,244313.76
24,189711.6,213557.96000000014,257393.96,184744.20000000007,137541.0,256305.6,226223.56000000008,206121.69999999998,181269.1999999998,276669.92
25,200710.64,231440.20000000004,269725.76,214880.60000000006,160828.0,296880.4000000001,254563.48000000007,235303.6,217150.96,292807.92
26,215308.0,254557.5,280410.0,228344.0,196326.0,345912.0000000002,288628.0,260735.0,265851.5,306438.0
27,228823.92000000013,288820.32000000007,295210.51999999996,262772.4,226400.0,368373.0,306131.8800000003,290121.80000000005,290718.0799999999,339150.08
28,259975.84000000023,314990.84000000026,340705.36,295249.80000000005,256474.0,395604.5,350051.08,318672.3,350167.11999999994,385381.5999999998
29,282133.56000000006,352400.4000000001,350844.39999999997,320165.60000000015,279576.0,422018.20000000007,365645.6400000002,328772.2,378661.92,406623.99999999994
30,293677.8,377838.28,396198.52,346661.4,304198.0,455519.50000000006,400679.2,365656.92,407126.12,425706.08
31,338193.8,398185.00000000006,409864.2,365018.0,335100.0,476045.0,427329.0,394660.6,446068.9999999999,443125.60000000015
32,362759.16000000003,415149.36000000004,421529.8,399730.60000000003,357515.0,480654.1,461723.2800000004,417854.9799999999,475913.7,480607.48
33,381118.4,436562.6400000001,472122.68,411272.2,379267.0,481688.2,476923.2,436787.12,481401.64,481559.48
34,396620.6,456632.68,481873.4,426630.1999999999,388874.0,483336.3,481833.44,459644.54,481640.66,481560.56
35,414896.2,473104.12,482252.88,465581.00000000006,424406.0,485838.80000000005,481943.56,472416.80000000005,481202.12,485051.19999999995
36,441959.8000000002,481813.9,481760.0,478783.0,448978.0,487267.5,485780.6,481097.50000000006,480755.3,485939.2
37,472367.96,487965.6800000001,481198.28,481799.8,481522.0,489523.8,487567.2,481891.36,480269.08,485651.52
38,478689.52,517673.14,497528.44,481526.6,482075.0,518321.7,488707.2,481491.78,480002.72,496195.52
39,481619.88,517615.56,504610.48,491135.0,481698.0,525483.8,502388.08,481017.8,479760.28,508765.87999999983
40,481738.08,520233.30000000005,506314.63999999996,510560.0,485636.0,528839.2,511807.24,480645.92,479781.8399999999,525924.28
41,485142.80000000005,522881.2,532943.6,517794.0,485210.0,530112.0,511836.0,480394.2,501284.79999999993,547736.4
42,485485.04,532566.8400000001,539035.24,517336.0,501264.0,530622.4,527758.68,484510.52,528628.82,572019.2799999999
43,491632.16,541512.48,560213.7600000001,520014.4,519349.0,534763.6,550010.5600000002,496585.12,565094.76,590174.52
44,514232.5600000003,553246.5600000003,600306.44,521024.2,527400.0,554498.5,575383.56,514224.44,581423.9,623431.8
45,533736.36,588793.8400000001,618635.24,522827.8,546350.0,583648.2,600080.76,516059.32,588083.8799999999,648238.4800000001
46,533485.8,603213.2000000001,633846.0,525907.0,557342.0,610301.5000000001,613272.4,550505.8999999998,611704.5,683262.7999999999
47,559524.4800000003,634216.1600000004,666902.8799999999,533657.0,576830.0,648183.6,631719.76,574334.08,619279.8799999999,727401.6799999999
48,581428.5200000001,677912.2400000003,703788.1599999998,552369.2000000001,590186.0,679863.2000000001,659960.3600000005,609218.8799999999,633834.96,751689.2
49,600677.6,722393.6400000001,721289.0,572011.4000000001,612060.0,699325.6000000001,693799.2400000003,660983.12,658198.3199999998,762647.7999999999
50,612599.4000000001,728896.56,730699.7200000001,584377.6,636682.0,730509.8,744375.2000000001,683824.36,694948.8799999999,787345.44
