,102_1_www.huffingtonpost.de,102_2_www.huffingtonpost.de,102_3_www.huffingtonpost.de,102_4_www.huffingtonpost.de,102_5_www.huffingtonpost.de,102_6_www.huffingtonpost.de,102_8_www.huffingtonpost.de,102_9_www.huffingtonpost.de,102_10_www.huffingtonpost.de,103_1_www.huffingtonpost.de,103_2_www.huffingtonpost.de,103_3_www.huffingtonpost.de,103_4_www.huffingtonpost.de,103_5_www.huffingtonpost.de,103_6_www.huffingtonpost.de,103_7_www.huffingtonpost.de,103_8_www.huffingtonpost.de,103_9_www.huffingtonpost.de,103_10_www.huffingtonpost.de,104_1_www.huffingtonpost.de,104_2_www.huffingtonpost.de,104_3_www.huffingtonpost.de,104_4_www.huffingtonpost.de,104_5_www.huffingtonpost.de,104_6_www.huffingtonpost.de,104_7_www.huffingtonpost.de,104_8_www.huffingtonpost.de,104_9_www.huffingtonpost.de,104_10_www.huffingtonpost.de,105_2_www.huffingtonpost.de,105_3_www.huffingtonpost.de,105_4_www.huffingtonpost.de,105_5_www.huffingtonpost.de,105_6_www.huffingtonpost.de,105_7_www.huffingtonpost.de,105_8_www.huffingtonpost.de,105_9_www.huffingtonpost.de,105_10_www.huffingtonpost.de
0,-442.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-48.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,67.0
1,-327.16,105.4,104.44,106.84,106.36,96.76,103.96,95.8,105.4,202.56,-263.4399999999997,1580.8,1368.0799999999995,371.0399999999999,-125.10000000000004,-490.0399999999999,-490.0399999999999,1610.4,-127.47999999999956,-251.64,-295.48,-263.8,-295.48,552.3199999999998,-245.98,-249.94,-251.92,-297.46,-259.84,-102.89999999999992,-343.31999999999994,-366.24,-381.52,-350.95999999999987,1634.08,-457.92,-480.84,-1.6199999999999477
2,-366.24,210.8,208.88,213.68,212.72,158.68,207.92,151.39999999999995,210.8,1858.16,1346.28,2238.4,1460.04,1390.52,395.40000000000083,1330.48,1330.48,1204.5999999999995,1355.76,1637.04,-610.72,733.6000000000001,-610.72,1403.16,1549.36,1368.0799999999995,1277.4399999999996,-595.44,914.8800000000003,-473.1999999999999,1601.52,1592.64,1586.72,1598.56,1424.12,1536.6,1507.2,-388.7599999999998
3,461.67999999999887,-44.400000000000254,-3.2399999999998954,-106.13999999999982,-85.56,223.28,17.339999999999975,220.4,-44.400000000000254,1626.6799999999996,1183.52,2504.399999999997,633.4799999999998,824.6800000000002,1443.9,1153.82,1153.82,532.5999999999996,1201.34,1325.74,1607.44,1468.0,1607.44,1021.0799999999997,1335.7,1365.1,1379.8,1611.88,1438.6,1573.4,1382.62,1396.84,1406.32,1387.36,533.76,1453.72,1467.94,1676.1
4,1592.64,-166.80000000000013,-105.68000000000008,-258.4799999999999,-227.91999999999985,-99.27999999999996,-75.12000000000006,-44.39999999999992,-166.80000000000013,771.6800000000002,573.36,3912.0,2676.7200000000007,318.68000000000006,1319.5999999999995,533.76,533.76,2227.4,597.1200000000001,1451.56,1340.6,1415.8,1340.6,408.28000000000014,1472.68,1460.04,1453.72,1360.2,1428.44,1415.8,1139.9599999999996,1163.72,1179.56,1147.88,2341.24,1143.32,1051.64,1543.44
5,1370.0,1870.0,1416.8000000000015,1847.8,1855.2,-90.40000000000006,1190.2000000000005,-14.0,1870.0,2553.4000000000005,2433.8,4204.0,3244.399999999997,2633.1999999999985,796.5,2470.8,2729.3,4291.0,2395.0999999999995,1196.8000000000004,1431.6,1136.0,1431.6,2352.2,1225.1,1205.3,1195.4,1423.7,1155.8000000000004,1185.5,750.1000000000003,647.2000000000003,578.6000000000004,715.8000000000004,4478.5999999999985,589.2,570.7999999999995,1320.3
6,1396.84,1648.9999999999993,1707.8000000000004,1560.8000000000004,1590.2,601.0399999999988,1814.96,57.1999999999984,1843.4,4798.48,2334.84,5907.2,4392.12,4556.64,795.2000000000064,4474.44,2287.44,4829.000000000005,4550.28,521.8800000000001,1177.1600000000005,929.3999999999997,1177.1600000000005,4496.84,551.1600000000003,633.4799999999998,674.6400000000001,1218.3200000000004,839.2799999999997,578.6000000000004,395.08000000000055,257.5600000000007,589.5600000000004,349.2400000000002,4484.68,2466.36,2439.72,628.9599999999998
7,1437.8400000000006,1645.8000000000004,1623.68,1678.98,1667.9199999999996,1819.68,1683.8999999999994,1840.4,1905.0,4729.96,4300.480000000001,6466.2,6233.88,4456.28,2318.9,4429.62,4429.62,6967.8,4333.66,544.2400000000013,1097.4800000000002,569.4,1097.4800000000002,4499.24,280.48000000000025,387.44,440.92000000000013,1150.9600000000005,597.1200000000001,453.59999999999513,2432.32,2360.6800000000007,2292.640000000001,4668.359999999998,7032.84,2248.6800000000007,3347.44,1203.0799999999977
8,1163.72,1434.5999999999995,1544.36,1393.72,1377.88,1570.6,1599.2399999999998,1649.0,1434.5999999999995,7263.96,4389.079999999999,8170.0,6571.84,6118.32,3812.600000000003,4492.68,4492.68,6083.999999999997,4130.359999999999,2380.12,564.8800000000001,1133.4000000000008,564.8800000000001,7067.24,4396.44,2454.52,2466.36,619.7600000000001,1858.5200000000011,4729.4000000000015,4448.32,2299.24,2324.52,4424.24,6906.88,4564.48,4528.96,2359.0400000000004
9,1066.92,1312.1999999999996,1449.7199999999993,1105.92,1174.68,1642.64,1451.14,1614.1999999999996,1312.1999999999996,7171.919999999999,7051.16,8915.2,7101.76,5196.56,4429.7,6330.919999999997,6620.719999999998,8801.000000000004,7004.72,4456.22,486.7599999999998,2370.4,486.7599999999998,6529.28,4485.74,3218.360000000002,2810.4800000000023,555.5199999999999,2282.92,4497.3,4574.84,4534.88,4467.68,4166.08,8381.52,4365.16,4407.82,4631.56
