,334_1_prezi.com,334_2_prezi.com,334_3_prezi.com,334_4_prezi.com,334_5_prezi.com,334_6_prezi.com,334_7_prezi.com,334_8_prezi.com,334_9_prezi.com,334_10_prezi.com,335_1_prezi.com,335_2_prezi.com,335_3_prezi.com,335_4_prezi.com,335_6_prezi.com,335_7_prezi.com,335_8_prezi.com,335_9_prezi.com,335_10_prezi.com,336_1_prezi.com,336_3_prezi.com,336_4_prezi.com,336_5_prezi.com,336_6_prezi.com,336_7_prezi.com,336_8_prezi.com,336_9_prezi.com,336_10_prezi.com,337_1_prezi.com,337_2_prezi.com,337_3_prezi.com,337_4_prezi.com,337_5_prezi.com,337_6_prezi.com,337_7_prezi.com,337_8_prezi.com,337_9_prezi.com,337_10_prezi.com
0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-2205.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-2205.0,-442.0,29.0,-442.0,-442.0,-442.0,-442.0,110.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
1,16749.1,18067.04,29682.78,34033.26000000002,27490.30000000001,28395.52,28444.28,28410.52,29587.96,27543.64,8411.08,7586.5,8583.36,7600.62,8384.6,8220.9,8392.52,5919.76,5822.5999999999985,16421.5,16629.8,29027.78,18512.6,28054.299999999985,29318.6,17402.0,17376.4,12091.64,8296.28,8503.0,8487.14,7651.98,8109.54,8209.760000000002,12813.3,8370.999999999996,8406.0,7767.2
2,36222.6,36692.16,42964.44,45659.32,51292.95999999999,52698.96000000002,52748.12,58716.96000000001,43014.88,36788.56000000001,30379.16,26022.039999999994,32444.92,27116.8,28574.6,28649.6,29849.160000000014,27893.52,26120.200000000008,37948.4,46641.31999999999,46452.88,51174.84,47418.84,47585.8,46425.0,44141.96,51247.44000000001,26139.559999999994,25845.2,26327.68,26822.64,26917.07999999999,28349.68,32747.4,28649.799999999992,25398.0,34697.8
3,59396.3,65988.44,358189.75999999966,140846.24000000002,180952.92000000004,204616.56,186444.9,243232.52,166134.64,128122.81999999998,44075.08,38145.84,57840.88,52248.22,49997.99999999996,53704.50000000005,46220.2,39009.6,44112.10000000004,68511.39999999997,85987.28000000001,139773.40000000002,72149.32,126180.63999999993,149912.0,60763.99999999997,89653.91999999998,87373.76,38568.84,39021.96,37347.78000000001,37950.14,42522.62,37444.599999999984,45362.3,46804.4,39280.0,38420.6
4,403828.4,256959.60000000003,714733.32,347626.68,349573.24000000017,434523.0800000001,427390.76,451131.28,428963.76,427551.4,66488.80000000003,96610.84,57165.84,62015.48,62191.599999999984,57346.4,60950.48,163846.96,57599.2,143418.32,281460.48,325824.68,156222.40000000002,297967.48,308695.0,271386.5999999998,270677.52,177349.88,74565.32,95219.60000000002,68573.75999999997,69261.8,77085.19999999997,80633.5199999999,80292.4,83140.79999999996,79275.0,49838.8
5,498322.5,445798.3,730086.2,408226.1000000001,442692.1,450475.0,456307.1,475612.2,537852.0,598886.3,83862.40000000001,101758.9,66333.2,62994.9,65937.0,75916.5,75091.4,207294.6,63947.0,305007.5,351316.2,546002.7,321207.40000000014,387898.0,387027.0,370842.0,362335.2,379699.00000000006,148478.99999999994,241652.4,144782.49999999994,236331.60000000003,313160.6,187985.4,210271.0,291512.0,301377.0,91889.5
6,796546.04,718033.7200000002,1007376.36,520159.64,506302.1600000002,595173.36,445731.32,469075.52,679384.56,738396.88,111884.4,117170.64,106329.24,113488.68000000002,101216.99999999996,116437.00000000006,89197.48,216096.92,116221.80000000006,378899.76,668646.4,779394.64,369918.2,442351.8799999997,409012.8,594581.7999999998,654479.8799999999,389932.04,291115.52,421678.44,374345.72,377414.28,407647.56,446714.9199999997,411251.1999999998,388951.2,476852.0,334366.2000000003
7,896343.2999999998,913464.9200000007,1172248.5199999998,571042.7000000001,615107.78,956565.64,467079.1,712220.04,901024.56,968421.7199999994,189047.64,153989.96,166941.40000000005,197473.40000000023,138989.6,283384.60000000003,222001.8400000001,224625.8,179811.6,375918.7,867968.22,812585.04,426999.64,568126.42,462612.6,832279.0,758824.9,427311.08,386401.0,620555.4,551960.08,512706.16,547183.82,579242.12,573903.4,519953.2,660045.0,472914.1
8,1375355.2,1143249.9600000004,1245400.3199999998,679414.64,845059.8400000002,1228740.16,533953.32,830168.92,1179897.2,1328078.4,351508.7600000001,197149.6,284198.04000000004,330461.8800000001,210465.4,403385.6,350955.96,435901.2,305539.80000000005,446137.44,860953.04,997920.92,444940.20000000007,689104.28,735127.7999999998,1221594.3999999994,858013.4,515415.08,482791.5999999999,730099.72,742365.7999999998,649208.12,633176.96,677122.48,807592.6,615894.7999999999,830164.0,601883.6000000003
9,1806322.48,1416003.3,1366379.2999999998,872074.9199999998,1006192.7000000002,1410501.36,588208.82,916830.74,1454252.6,1687329.4,471349.8,294727.60000000003,388667.92,381209.96,408242.2,518766.0,517749.2,660282.6799999999,492285.5000000004,652547.0199999999,895348.0399999996,1324201.7200000002,728683.76,926766.5399999998,1059060.0,1475701.0,959160.72,646250.0000000002,615588.0799999995,933394.48,902370.04,711524.38,785289.9999999999,901418.6399999992,907515.3,810607.3999999998,1079996.0,831872.0000000001
10,2114686.4,1667772.200000001,1497129.8,1001339.0,1164609.0,1489161.4000000006,656861.2,973984.5999999995,1806998.0,2015295.9999999998,663129.4,460986.4,493612.00000000006,485857.4,537860.0,584232.0,678050.8,762370.2,704596.0,1030488.8,1214033.2,1662563.6,1044993.0,1255693.8,1480675.0,1699442.0,1227893.4,895210.6000000002,720437.8,1158761.0000000007,1039880.8,799707.4,869343.6,1084293.4,1063077.0,1012231.0,1183721.0,984717.0
11,2443372.0000000005,2005742.3200000003,1600162.7,1167926.6800000002,1315124.52,1671472.4400000004,709150.4600000002,1037906.04,2251060.639999999,2387370.6,791245.6,623963.2799999996,612084.88,598360.4400000001,758249.3999999998,668062.5,812415.6,896154.84,778106.3,1448181.7399999998,1540442.46,2099890.639999999,1454929.3200000012,1382148.4,1886115.6,1955672.0,1516149.4800000002,1049569.76,853701.24,1379836.7200000002,1273833.92,905862.4,943592.94,1169416.48,1269017.6,1098354.2,1388495.0,1192133.9000000004
12,2904742.84,2367416.44,1721184.3199999996,1390176.2,1549564.5600000003,1876392.52,798818.92,1096957.2,2444722.28,2729282.24,860654.76,829372.7999999998,769429.2,792122.6,844909.6,844654.4000000001,830344.44,937954.56,907250.6,1570210.28,1887585.32,2429721.2800000003,1869690.3200000003,1532411.12,2220436.0,2092265.4,1893221.56,1309397.92,991002.04,1559279.76,1432092.2,1020675.0,1070706.4,1322753.0799999998,1467574.4,1211449.5999999996,1595257.0,1384991.4000000004
13,3418203.0799999987,2854405.62,1772886.1,1622722.3,1647169.3200000003,2208285.52,849364.06,1175840.78,2673185.04,2989807.8,930655.6,933670.26,872333.1200000001,848917.98,881825.8,978544.5,897534.5600000003,977109.16,1066360.8,1860571.4,2226955.12,2809237.12,2344951.6,1766600.88,2387420.2,2288445.0,2158318.38,1613420.6,1038988.72,1624955.48,1561575.08,1115317.0000000002,1216872.5599999998,1513564.84,1790142.199999999,1394085.9999999995,1875530.0,1581013.8
14,3956657.28,3353158.680000002,1957128.68,1711950.0400000003,1833608.7200000002,2513421.24,920286.16,1252813.6,2819147.24,3286764.88,1056761.08,1052684.32,1025600.0400000002,854381.12,1024945.8,1068538.2000000002,1047162.32,987893.68,1111191.200000001,2147365.64,2671603.04,2998304.4399999995,2757811.3200000003,2083968.0799999991,2597034.6,2607427.8,2451676.64,1925480.28,1187913.2,1780889.6,1634563.64,1247252.7599999998,1401893.68,1622885.44,1990454.8,1494619.0,2093105.0,1782811.0000000002
15,4454063.3999999985,3793439.4,2018581.6,1888387.1,1961957.9,2701718.6,1022984.9,1333958.8,2969006.2,3521588.6,1110438.200000001,1190199.1999999995,1074105.8,881022.5000000001,1088162.0,1138223.0,1055550.0000000002,1040259.4,1208165.5,2350180.0,3026032.0,3233527.2,3181573.2000000007,2389658.0,2799152.0,2796135.0,2809687.6,2343981.0,1386001.0,1893798.0,1749206.6,1420160.7000000004,1589862.999999999,1753933.4,2073458.0,1660954.0,2167472.0,2007059.0
16,4983355.08,4278739.920000001,2121514.2,2028090.84,2132394.24,2831684.200000001,1156094.96,1401167.32,3283659.08,3784310.36,1299092.36,1317157.24,1083787.36,1011200.68,1116462.2,1278293.8,1084051.5600000005,1076566.6,1339251.2,2609082.48,3332694.64,3413060.04,3535600.28,2759490.4,2955603.3999999994,3004835.8,3069903.12,2906503.3200000008,1556134.0799999996,2120721.3200000008,1912988.32,1636130.88,1737214.92,1931751.16,2184399.0,1813713.0,2312587.0,2192210.0
17,5521506.72,4868915.040000001,2244131.9,2210220.36,2338288.94,3057119.5200000005,1245549.2,1482674.12,3563668.0799999987,4057372.96,1353148.84,1347062.26,1152345.5200000005,1102140.1,1298296.5999999994,1322174.3,1209247.0000000002,1290838.6000000008,1341455.7,2881022.22,3492059.7599999993,3422675.3,3890478.64,2977439.9,3240312.2,3303179.9999999986,3344362.2,3078835.4,1755282.36,2382268.680000001,2082164.28,1800857.1,1919192.3,2139042.56,2324463.2,2033777.8,2431286.0,2401035.0
18,5797803.32,5450821.16,2260017.68,2397436.84,2392730.84,3279929.360000001,1351577.6799999995,1568952.32,3849667.72,4456261.0,1355314.76,1357885.2400000002,1253963.48,1256494.68,1360564.4,1330257.8,1285785.4400000002,1367633.04,1355741.0000000002,3224873.04,3742298.6,3419065.2,4168362.84,3090713.16,3577161.399999999,3698184.4,3634826.76,3267595.3600000013,1965422.4,2603776.6,2260462.24,2006741.52,2073875.68,2302089.24,2422401.8,2284112.8,2625602.0,2445550.8000000003
19,6286770.16,5941426.6000000015,2321959.3,2532100.3,2465999.98,3574587.0,1493222.1599999997,1666355.5600000003,4137561.88,4815917.999999999,1370037.64,1374061.68,1325007.52,1351196.76,1379593.8,1369600.2,1339561.0,1373671.08,1397193.0,3550360.4599999995,3997416.2,3562801.62,4421296.36,3374514.8599999994,3862753.9999999986,4061017.8,3988219.08,3432710.76,2165523.36,2796889.24,2429506.96,2168377.7,2129004.94,2525533.92,2504842.9,2379909.8,2748368.0,2665813.8000000007
20,6801132.4,6490993.6000000015,2467648.0,2637886.8,2539433.8000000003,3946800.600000002,1602246.9999999998,1711667.6,4551591.0,5236506.6,1411204.0000000002,1407118.6,1366774.0,1358950.4,1401342.0,1372573.0,1356722.4,1402761.0,1421182.0,3851324.4,4187956.0,3799998.4,4718555.6000000015,3641991.3999999976,4254342.0,4388011.0,4072233.8,3552234.0,2257037.6,2989952.2,2618226.8,2348855.8000000003,2185500.0,2773217.9999999995,2675187.0,2411341.0,2801569.0,2772753.0
21,7329284.679999999,7022509.440000001,2548314.7,2746819.48,2688992.640000001,4313326.6000000015,1672807.3,1743750.82,4766213.44,5554375.3,1434835.2,1426270.98,1380540.48,1367203.02,1418948.6,1414205.7,1381176.6,1439764.24,1438070.6,4099276.94,4497577.08,4058419.32,4835479.32,3936957.22,4442975.0,4592799.0,4289326.52,3670683.52,2349633.84,3169429.16,2857706.1,2545439.3,2218650.34,3026899.28,2749060.8,2480480.6,2898813.0,2889592.0
22,7491523.24,7452074.8,2671673.4,3047205.9600000023,2945934.12,4487060.6000000015,1783534.56,1803447.8,4951796.6,5845238.88,1447583.28,1449184.2799999998,1395618.4,1401317.64,1437255.0,1417848.2,1406798.2,1448236.64,1486232.6,4320725.64,4855206.44,4309806.319999998,5102802.4,4265622.72,4440889.0,4806085.2,4515528.32,3779616.48,2438673.68,3360246.2800000007,3094841.04,2570740.2,2308591.48,3271434.64,2828024.0,2561360.4,3030470.0,3068929.0
23,7521877.06,7484893.22,2763199.28,3408294.24,3049481.72,4700141.28,1897740.42,1884098.72,5135307.4,6143166.96,1495782.0400000003,1523142.46,1429238.2,1418157.32,1450328.6,1515730.7,1423691.96,1496907.16,1535843.4,4670070.819999998,5203544.78,4683600.42,5369102.880000001,4609695.38,4782012.2,5099060.199999998,4745682.9,3922889.64,2521069.08,3523294.84,3296691.32,2578146.06,2488891.3599999985,3517757.76,2848096.9,2636914.8,3208927.0,3255647.5
24,7767793.28,7512367.2,2883828.24,3671198.8,3342497.7200000007,4985379.4,1971735.72,1953691.6,5328737.6,6417555.96,1547422.56,1566677.6,1450301.16,1445956.96,1519705.2,1548842.4,1435713.48,1560193.88,1572377.4,5061091.279999998,5592992.4,5070035.04,5593863.5600000005,4932257.279999998,5126935.6,5449350.0,5035856.639999999,3984935.8,2636601.08,3536078.48,3424625.76,2687648.2,2589824.16,3526609.36,2903738.6,2727336.8,3322865.0,3501790.6
25,7780178.0,7627911.0,3022200.5,3917814.5,3624742.0000000005,5189391.0,2051861.5,2030339.5,5455501.0,6711125.0,1551511.000000001,1601212.0,1517187.0,1476279.0,1554988.0,1553258.5,1509490.0,1567507.0,1582337.0,5453502.0,5901062.0,5380208.5,5932618.0,5336207.0,5415998.0,5644768.0,5355003.0,4078750.0,2742156.0,3573858.0,3545358.5,2807116.0,2649527.0,3563428.0,2957638.0,2855490.0,3427523.0,3528534.5
26,7823816.8,7765795.6,3121222.2,4249892.88,3783829.8,5315250.28,2146103.0,2112097.56,5630882.88,7052370.520000001,1595175.64,1641324.52,1558841.36,1531644.9999999998,1577662.4,1567588.6,1540191.0799999996,1607749.8,1617490.2000000004,5853012.6400000015,6203943.36,5740609.92,6352347.2,5669948.119999999,5682685.199999998,5959362.3999999985,5664573.360000001,4266407.2,2784820.12,3597131.72,3574439.76,3018058.36,2740200.9599999995,3589717.56,3080963.8,2947804.0,3474857.0,3566225.4
27,7846023.4,7787364.800000002,3190398.34,4612284.4,4018194.1,5382187.04,2236637.08,2155979.04,5819955.84,7396508.08,1618209.72,1647547.06,1587653.88,1552358.42,1613307.8,1620912.3,1577714.04,1631403.88,1669645.0,6240558.759999999,6529514.96,6108587.84,6750570.880000001,6030659.9,5909823.3999999985,6262199.0,6050081.1,4483330.4,2897924.68,3614680.48,3592805.76,3223652.1599999983,2880037.66,3609570.04,3214482.0,3001833.0,3578008.0,3582699.1
28,7870092.92,7809539.56,3311695.04,4955705.96,4276819.0,5430668.4,2348109.160000001,2280785.12,6028981.48,7779851.119999999,1661066.16,1705491.6,1598613.96,1571450.88,1727800.1999999988,1675496.2,1604544.48,1687776.7200000002,1717575.4000000004,6588743.3599999985,6840730.44,6408704.719999998,7169707.080000001,6398451.0,6224237.6000000015,6630798.0,6433484.56,4753547.16,3078606.52,3726541.2,3615564.92,3413880.2399999993,2971010.2,3675735.16,3429204.6000000006,3096065.6,3732529.0,3607373.8
29,7935617.06,7835272.26,3448771.3,5261539.44,4417129.240000001,5673062.2,2434992.34,2391768.1,6297833.080000001,7805144.7,1709038.8000000003,1760251.58,1680600.12,1608739.16,1784827.9999999988,1696128.8000000003,1646054.52,1721977.12,1727678.8,6922681.38,7052577.96,6681133.2,7591592.44,6738061.3,6516843.8,6972338.0,6806774.560000001,5010093.6400000015,3229036.52,3794122.92,3639368.46,3575621.2800000007,3094589.38,3749934.479999998,3650601.2,3202510.6,3788210.0,3623611.7
30,7944454.6,7868325.6,3520494.2,5629946.0,4495442.4,5942405.0,2564917.2,2552774.1999999997,6541335.0,7854262.6,1761151.6,1769791.4,1736817.0,1653909.6000000003,1798659.0,1801814.0,1698719.4,1722670.4,1734998.0,7133984.2,7276474.3999999985,7051612.200000001,7826804.6,7056757.0,6828488.0,7082840.0,7179039.2,5172842.000000001,3404349.6,3811455.4,3762467.4,3707592.6000000006,3198406.399999999,3761035.4,3813884.0,3353400.0,3798227.0,3709596.0
31,7973192.16,7890031.44,3543184.62,5882289.28,4599273.08,6264426.6000000015,2793176.3000000003,2786070.3200000003,6694013.96,7880500.08,1772478.92,1768706.32,1749183.76,1669407.68,1808499.4,1834671.4,1726947.72,1725030.4,1734904.4,7184573.54,7500479.88,7450097.1,7869820.28,7351721.7,7128727.0,7245864.2,7524720.079999999,5252067.08,3543390.56,3862370.84,3774018.34,3757012.74,3266280.24,3886874.96,3880974.4,3549136.799999999,3866689.0,3751949.7
32,7976311.36,8016451.3999999985,3584650.96,6357231.520000001,4729239.880000001,6550753.960000001,2997559.56,2985634.8,6987034.56,7933285.279999998,1779553.96,1771519.64,1749249.72,1674088.56,1824926.0,1831881.8,1729635.16,1737114.84,1747435.0,7297314.2,7660263.12,7800342.24,7898514.44,7566917.159999998,7496315.0,7472812.6,7789449.16,5373782.5600000005,3640074.88,3885486.56,3837947.84,3824865.64,3391563.88,3970417.2,3967703.7999999993,3623048.2,3967747.0,3773706.4
33,7986160.84,8023633.88,3604737.44,6693411.42,4876542.34,6747217.0,3219151.760000001,3236868.76,7386368.919999999,7985154.86,1781433.76,1784585.92,1751377.8,1703835.0,1876981.0,1830159.3,1732019.8000000003,1763374.96,1758522.1,7396425.96,7810953.82,7811414.78,7958833.28,7789269.039999999,7762129.2,7672106.999999999,7804217.02,5448473.000000001,3822191.639999999,3990722.56,3958258.48,3834172.12,3574636.52,3982543.12,4007663.7,3706248.6,3979843.0,3897467.5
34,7990368.64,8088878.32,3734346.5999999987,6900557.04,5006548.2,6958849.240000002,3446319.72,3500322.240000001,7831950.2,7992911.68,1806543.76,1799018.2,1763019.24,1786048.6399999997,1888601.4,1844740.6,1748598.08,1772508.76,1775541.4,7544786.96,7838016.24,7859196.04,8008313.8,7855063.32,7821501.6,7835433.199999998,7845639.08,5499973.48,3935359.28,4000464.68,3999319.04,3872473.92,3701840.04,3989463.92,4012788.4,3878817.4,3989133.0,3959965.4
35,8008831.4,8181828.9,3808113.0,7060737.1,5146594.5,7400652.0,3772171.4,3573904.6,8022990.0,8031364.2,1811707.8,1807793.2,1767834.8,1844961.8,1895238.0,1859844.5,1753187.0,1787919.0,1820343.5,7746338.199999998,7888631.3999999985,7897108.7,8100221.2,7882364.3,7873182.0,7887019.0,7872953.7,5643568.6000000015,3960297.8,4015359.4,4014481.9,3895101.4,3839026.2,4000339.0,4023014.5,3979589.0,3999772.0,3988620.5
36,8037307.04,8230861.04,3875805.92,7204578.16,5278438.520000001,7797376.8,4169560.6,3611180.64,8026952.56,8035159.72,1817176.12,1846342.64,1778228.28,1846551.36,1971229.6,1861308.2,1803102.68,1785004.24,1860237.2,7948129.3999999985,7980581.599999999,8016354.04,8159629.16,7952853.52,7910134.0,8007415.8,7973780.68,5788296.880000001,4004675.8,4021616.92,4023802.1199999987,4010305.92,3953504.12,4010286.4,4036768.6,3995011.4,4008010.0,4000579.2
37,8033980.2,8237771.46,3923181.5799999987,7332990.7,5522953.680000002,8009288.32,4382792.460000001,3685323.12,8042751.72,8051025.199999998,1841681.4,1885762.0799999996,1810047.04,1854196.4,1988297.2,1896907.2,1851230.56,1877733.1999999988,1867511.3,8017926.46,8060522.3999999985,8178506.48,8168846.96,8052868.9,8010156.0,8047139.199999998,8028964.16,6100991.239999998,4017629.36,4032496.52,4033215.22,4020499.88,3996571.28,4017776.4,4050472.3,4002571.2,4023032.0,4006123.7
38,8130766.2,8258075.88,3981747.28,7497277.8,5652510.16,8061963.800000002,4648159.88,3835418.4,8065655.72,8089466.4,1905858.36,1906725.52,1843536.68,1872409.24,1993307.4,1949640.2,1858513.76,1947594.3200000003,1869412.2,8064488.239999998,8154451.319999998,8252905.52,8184341.48,8194430.24,8062051.999999999,8182060.0,8072116.64,6395920.6,4024764.04,4040758.2000000007,4042509.92,4029540.36,4002395.92,4029781.92,4062782.8,4015698.4,4027087.0,4018926.6
39,8149618.46,8284085.72,4040564.36,7631686.44,5730978.400000001,8075800.88,4824025.18,4160573.22,8093604.52,8115090.66,1914192.16,1954957.7,1869158.08,1907769.14,2003359.6,1967723.6,1863766.76,2003294.64,1876574.2,8129146.56,8213454.68,8268905.08,8198440.24,8272213.8,8147544.6,8224704.599999999,8239694.58,6669248.8,4035450.48,4055314.24,4055211.3,4036973.14,4015453.32,4038969.68,4074556.6,4025816.0,4041733.0,4027615.1000000006
