,42_2_twitter.com,42_3_twitter.com,42_4_twitter.com,42_5_twitter.com,42_6_twitter.com,42_7_twitter.com,42_8_twitter.com,42_9_twitter.com,42_10_twitter.com,43_1_twitter.com,43_2_twitter.com,43_3_twitter.com,43_4_twitter.com,43_6_twitter.com,43_7_twitter.com,43_8_twitter.com,43_9_twitter.com,43_10_twitter.com,44_1_twitter.com,44_2_twitter.com,44_3_twitter.com,44_4_twitter.com,44_5_twitter.com,44_6_twitter.com,44_7_twitter.com,44_8_twitter.com,44_9_twitter.com,44_10_twitter.com,45_1_twitter.com,45_2_twitter.com,45_3_twitter.com,45_4_twitter.com,45_5_twitter.com,45_6_twitter.com,45_7_twitter.com,45_8_twitter.com,45_9_twitter.com,45_10_twitter.com
10,27432.2,83339.60000000003,76693.20000000006,44852.0,79778.99999999999,27262.0,83112.2,82722.40000000001,26481.2,67302.99999999999,45337.6,29026.6,67042.4,68549.2,82875.4,53474.0,50480.20000000005,63187.2,81409.4,20053.0,65441.8,29407.4,15273.4,31769.4,85384.59999999999,36879.0,12155.8,60550.8,84405.8,28942.8,85068.40000000001,6239.799999999998,13916.8,21626.000000000004,29335.6,83858.4,84353.2,40555.0
11,28518.84,86108.14,83353.56,54591.2,79007.48,29928.78,81495.42,86435.83999999997,25174.32,69211.42,43716.86,38236.07999999996,65547.36,67070.81999999999,81200.42,55703.5,85392.72,87150.81999999999,83407.62,29856.800000000007,63997.86,43838.12000000002,23634.720000000016,30080.34,88580.82,74237.00000000001,26734.36,85456.78,86423.92,57682.56,87717.78,9938.8,29538.200000000008,37560.80000000012,28022.92,85422.72,85807.62,83089.5
12,30402.24,92840.88,83048.52,58048.6,83137.12,73396.07999999987,82511.12,90149.28,51323.08,74976.59999999995,42406.12,56479.96,82473.12,65471.92,85787.84,70838.0,83852.31999999999,86508.92,87526.84,28411.8,80104.12,83278.72,32845.36,36500.639999999934,89743.24,83379.6,28028.92,84169.24,84662.8,56222.36,91736.12,14132.76,67358.40000000001,67426.23999999999,50483.56,84071.24,92417.76,81788.0
13,34699.28,92616.26,82037.52,61975.3,87133.52,83444.74,86734.64,92315.68,52631.32,82902.02,46042.54,58811.64000000002,86305.16,83995.86,86376.68000000001,76139.0,82413.76,85126.58,91804.48,27090.2,83740.54,84577.96,70563.64000000004,53803.82,94314.26,82053.7,26839.92,85314.94,86069.52,69715.47999999997,94318.38,13842.88,67827.23999999999,66254.23999999999,58400.64,87808.08,94421.46,84885.5
14,36829.36,94607.64,88322.92,64242.4,89291.64,84649.04,88548.68,94692.96,57026.96,86570.48,48276.36,61544.92000000001,90003.48,88263.24,88273.44,77837.0,84201.88,87031.11999999997,94208.84,30877.800000000007,88063.44,88599.52,85473.56,57789.07999999999,96480.52,80912.4,75198.91999999994,86576.32,87883.24,85975.96,96156.56,13754.6,69109.68,81362.40000000002,60076.72,91838.88,96270.92,86045.0
15,43559.59999999995,101589.6,90186.2,65471.0,91695.6,85930.9,90899.9,101713.4,67183.00000000009,90846.3,50120.9,77480.60000000003,92337.7,90114.3,92448.1,79604.5,88595.20000000003,91810.2,99656.0,32855.0,88130.9,91484.8,84070.6,60280.7,102467.50000000004,85129.0,81210.20000000001,89051.7,91394.6,86509.4,99072.6,26344.500000000004,68408.1,86239.3,85987.60000000003,92038.8,99085.4,87736.5
16,60153.19999999999,101025.6,92122.92,95386.4,93453.64,88137.96,93856.96,101271.4,89255.52,90860.44,52375.36,91964.12,92411.48,92468.52,92028.44,81996.0,92578.72,92505.32,99792.8,37206.4,92130.88,93057.88,87946.36,77832.51999999999,102161.88,86912.8,84856.28,93402.08,94468.56,90542.88,98354.76,28124.12,86224.68,90268.04,92325.48,94272.72,98501.24,90046.0
17,64572.76,100861.40000000002,92154.04,93563.3,92814.32,92844.02,93569.86,104993.96000000002,89139.88,93092.78,82975.71999999999,94807.14,95617.54,94849.1,95169.62,95391.5,92625.64,96124.86,103156.98000000004,51904.4,93850.82,95962.74,88707.11999999998,95426.82,99610.3,89116.3,86867.84,93185.02,95834.60000000002,92629.72,150908.8800000003,27091.42,90139.54,92106.54,94226.92,97803.56,107631.11999999997,94389.5
18,82410.43999999999,172514.48000000019,94419.2,94073.0,99252.52,92701.84,94504.2,201999.0,91953.08,94545.88,95566.92,96592.04,92634.8,98183.88,93905.88,97041.0,94530.2,96501.8,105655.72,53819.2,93226.72,99033.24,92534.48,97979.84,105912.8,93444.4,91241.36,95223.6,98215.4,94916.24,236000.36,26384.76,93255.68,94637.92,97474.2,95262.44,198903.20000000007,94206.0
19,91442.44,244978.84000000023,97669.32,107615.4,99490.44,95356.3,98675.04,238943.6,89394.84,96775.14,97362.26,95288.22,91581.9,97461.92,96080.8,97147.0,97688.12,96024.42,105081.76,76356.79999999994,98195.52,98493.0,94114.96,98761.18,118299.88,93429.7,91240.88,98727.16,100463.76,97509.68,304465.7,28103.56,94390.86,95693.94000000002,99212.52,94634.6,248873.72000000012,96122.5
20,95590.4,328706.2000000003,97036.2,107217.0,98919.0,98391.8,102162.2,347529.2000000001,88675.0,100784.2,98973.8,94372.0,101933.6,142400.1999999998,104294.8,97135.0,97260.8,98855.6,145410.20000000027,96492.0,99884.2,98691.2,96596.2,98313.2,117862.6,95422.0,94842.0,98073.0,99728.4,99603.8,356068.0,27594.399999999994,96961.2,99385.8,99007.2,100517.00000000004,320466.60000000003,94763.0
21,100023.92,416712.48,121898.47999999994,106722.7,155458.76000000013,98030.56,107860.12,414580.36,94104.20000000004,100871.84,97305.7,100601.02000000002,110159.88,220219.16000000024,104094.16,97081.5,98603.56000000016,100903.58,242049.28000000003,94784.0,99827.38,133549.62,99611.76,112620.5999999999,117203.02,97478.7,98997.56,133709.13999999998,135308.56,102587.36,426781.3,26542.46,100316.56,100774.56,98998.48,105100.08,362599.6,94405.0
22,99518.76,428243.4,136077.19999999998,114864.00000000007,234667.32,97413.68,108812.88,427320.6,104228.28,100815.64,109055.12,108835.04,109880.04,283181.12000000017,103411.68,165267.0,154067.36000000004,100383.84,277767.4,102468.8,168276.4,154096.44000000015,103002.92,188889.44000000012,187363.36,97499.8,100619.76,201912.6,135848.12,102104.0,526582.4,25657.72,100335.08,100246.56,98781.88,110956.44,427454.04,99223.0
23,114655.39999999994,499831.6,200150.64,166701.2000000002,308836.56,125548.22,111035.8,507021.4,106697.68,143679.48000000019,108213.52,108520.16,109951.98,304247.60000000003,156676.48000000019,202105.0,215838.4,115517.60000000006,295279.60000000003,102240.8,236515.82,225891.44,101687.68,236776.28,247991.20000000013,97413.4,98483.64,255643.66,168160.5599999999,102253.24,587325.4,25057.14,100149.98,114028.40000000002,104874.07999999996,112387.76,482166.2000000003,103339.5
24,202299.76,569478.2,247612.32,213788.20000000013,388253.8000000001,200188.6,173420.31999999998,563587.48,106602.16,192615.71999999997,107731.68,107978.48,122955.64,343123.8,216639.72,266941.0,245904.12000000017,171983.7200000001,369447.8000000001,101551.0,299501.27999999985,277431.5199999999,102437.8,254308.08,320530.64,96942.4,97947.6,335168.19999999995,218337.8000000001,168050.4,598961.2,26735.92,136246.24,179624.84000000023,177447.31999999995,139214.8000000002,517729.4,104033.0
25,255248.0,641126.0,290916.0,258334.0,402247.0,234017.0,237050.0,630901.0,106816.0,229755.0,110021.5,145157.0,176902.0,391734.0,284733.5,334374.0,262403.0,237934.0,453662.00000000047,119911.0,360192.0,330779.0,112216.0,331849.0,400515.00000000047,106059.0,98024.0,372694.0,271467.0,235227.0,636197.0,28852.5,194634.0,244837.0,233741.0,214998.0,586671.5,103955.0
26,345632.80000000005,654115.72,331963.6,316866.40000000014,416240.2,297344.3999999998,304347.84,654113.16,122004.95999999995,275239.2,165067.44000000015,199991.48000000019,244700.2,472325.96,368074.76000000007,377501.0,274212.60000000003,308365.6,532378.7600000006,153967.99999999994,372839.8000000001,355640.4,111892.96,369514.4,430670.84,170114.00000000026,108158.52,381803.8,340301.32,239941.23999999987,663466.04,30488.08,209179.16000000024,304037.08,289607.84,254701.60000000003,652129.1600000003,104039.0
27,399935.92,655407.98,368984.96,373839.0,464605.6399999998,340671.32,358588.20000000007,655578.72,187279.27999999988,309507.3999999999,229656.88000000032,277446.96,315176.02,534807.9199999999,391940.4,398124.0,293562.2,354763.1999999999,588810.4,209408.39999999985,383191.6,365225.8,112129.56,437639.34,503743.2,205409.0,113699.04,451084.66,407583.64,307667.4800000002,667228.66,29802.64,259680.32,338869.02,355258.52,310237.7600000001,664261.34,145364.0
28,419393.67999999993,679723.32,387085.04,386570.00000000006,561149.0,366173.56,385783.8,656872.08,234296.72000000012,348933.2799999999,277360.32,351594.92,365932.2,586152.8800000004,431216.2799999999,460923.0,363423.8,366065.8,601522.6000000001,256192.8,435036.48,428123.55999999976,123272.15999999995,504251.2799999999,585704.8400000002,241076.0,115467.64,470955.5199999998,446198.7200000001,375393.7200000001,668875.12,31959.88,323749.4800000002,355216.6000000001,396956.04,337792.8,686720.72,203800.0
29,489558.7199999997,681204.26,445282.4,473913.6000000004,639201.7999999999,393451.36,399818.4,681137.64,289984.64,377637.38,337750.2,410055.9199999999,417833.68,643273.98,470734.8,531594.0,421166.28000000026,434418.4,615082.8,291097.4,510600.6400000001,470286.4800000001,179971.32,549042.0800000001,646372.4,286257.80000000016,115151.36,522104.2,516924.96,429361.72,685617.3000000003,35001.36000000001,358766.8,370122.16,438132.16,350646.4,692509.64,238249.0
30,536150.3999999997,682683.2,489848.00000000006,537594.0,652276.2,466909.4,456485.20000000007,682596.8,346232.80000000016,379150.2,362420.0,435385.0,444243.00000000006,644714.2,533771.8000000003,601891.0,447335.0,488776.6000000002,660591.2,326154.0,554212.0000000001,504982.0,215995.00000000003,585025.0,666295.0000000003,321764.0,115411.2,577365.1999999997,573315.1999999997,460585.1999999998,692878.8,36294.2,410126.20000000007,420577.00000000006,504984.0,363215.2,718445.2,246634.0
31,592040.1599999999,684041.46,547210.2400000001,575081.0,652865.96,522855.04,506818.0400000001,684069.16,417013.44000000006,408667.9199999999,418102.64,482540.9599999999,513044.82000000007,652197.04,607796.7,615346.0,464808.12000000005,570039.08,666926.4000000004,357194.0,595709.18,567060.8600000001,282961.16,653346.4,676599.26,333563.0000000001,181461.28,596689.8,639595.4400000002,507831.44000000024,694343.06,37899.04000000003,443828.96,504110.12,517983.6,374865.6,720596.02,258634.0
32,651632.84,687652.72,611306.96,648012.0,658470.7999999999,608027.8799999999,542340.2000000001,685940.08,504778.7200000001,480069.28,456494.6,535354.84,526031.8,656556.04,656451.52,626897.0,517287.4000000001,602721.96,688655.72,395922.0,657216.72,605670.64,331659.28,657782.44,700930.88,377408.4000000001,236843.95999999996,609399.6,663973.48,569486.0,695809.32,38325.72,505367.4,540534.1200000001,576921.1200000001,469473.44000000006,722063.44,268003.0
33,653659.16,715641.68,650354.68,661057.2,677639.2799999999,650289.34,618524.96,688555.4,568800.72,542464.4,524120.4,590378.8,565499.36,678061.46,658021.68,650173.0,583123.2000000001,653072.78,689858.82,433418.4,661063.08,653793.98,387651.92,661537.48,702260.72,424553.0,302738.1999999999,653545.66,666744.12,604197.6799999999,696673.4,42701.18,517497.6,591697.2800000004,616697.4400000002,522648.72,723532.86,333611.5
34,656842.64,718419.08,651775.84,677332.0000000003,679299.16,651784.92,665678.2,716204.2,614504.64,608189.6,536172.68,632544.52,603035.72,679759.76,661084.36,653934.0,649100.76,654663.68,691417.08,471826.4,664149.36,658454.28,400284.8,679169.4,703416.44,493230.0,359131.79999999993,654716.16,687830.76,658380.6400000001,701723.32,42531.64,584661.84,662038.76,662709.64,584599.9200000004,728050.64,359655.0
35,659855.6,717425.8,653403.8,687671.5,681007.4,668255.9999999999,668161.4,721795.6,658475.4,662022.6,582263.9,663386.1,665258.3,681122.9,682579.9,677466.0,654937.8,678812.1,694611.4,511244.0,666074.4,661730.6,410174.0,680168.7,705160.5,501789.0,386981.0,658586.8,688960.4,665857.6,705404.7,42827.1,633889.4000000003,663582.6,664284.2,642650.0000000001,730125.8,418770.0
36,664198.4,723863.4000000001,677048.12,687642.4,682660.92,675661.7999999999,670106.6,723836.04,660046.04,679309.96,652388.8,664891.52,666879.08,682856.76,684353.24,676712.0,669629.4400000003,680285.72,721167.96,551444.0,667835.4400000001,680147.96,432026.44,681967.92,720517.8400000002,561066.0000000002,419300.0800000001,680088.64,688646.56,667607.76,734715.68,42769.88,661271.72,665884.36,686627.5599999999,676655.72,746958.48,490835.0
37,684450.96,739319.8799999999,679650.2000000001,689227.8,685650.52,679735.46,693502.02,727242.36,679291.92,682297.84,654497.02,686525.54,690699.12,685103.52,685700.58,678513.5,678438.76,681940.7,723273.22,591396.0,686084.36,680546.64,482777.4,683501.46,738166.12,593576.4,480406.16,681773.82,689749.92,670893.16,734297.58,42800.02,662998.78,687707.76,688000.44,678257.04,744035.78,496804.0
38,686129.72,738613.5599999998,706174.24,690221.2,688404.68,698772.48,695243.56,741618.12,686515.08,681901.56,677864.8400000001,688284.28,692220.84,689088.12,687461.48,680278.0,680159.24,682230.04,729078.96,628134.0,695157.12,681021.8,542484.3599999999,685258.84,736943.84,653003.0,535467.36,683741.4,692492.3200000001,673992.28,739082.4,42717.32,688592.88,689506.76,689722.64,681455.84,745356.68,524191.0
39,687901.36,738026.66,706573.08,693317.1,691509.8,707423.22,696616.18,744872.84,686361.84,686888.26,693313.48,689657.98,694015.42,691664.86,686993.74,683367.0,679486.96,682979.02,728583.6,657175.2,696418.76,683939.1,575053.24,694186.3999999999,743560.48,656680.8,580785.9199999999,685017.62,695296.24,696028.16,756298.26,43599.200000000026,688801.64,691093.66,689003.5599999999,687102.0800000002,747744.38,549937.0
40,689258.6,739572.7999999998,708225.4,720056.0,717907.0,707688.6,696144.2,743713.0,687609.6,691432.9999999997,695077.4,691282.4,695393.2,700134.9999999997,690759.0,698021.0,681460.2,686197.0,747532.2,659795.0,696091.8,685125.8,624612.4,716356.2000000002,752427.6000000004,658786.0,663341.9999999999,684385.0,703295.2,696100.6,752466.8,45609.6,688996.8,692819.4,691053.2,706949.2,749296.0,591098.0
41,689924.2,741616.36,709976.92,721868.9,721078.4400000002,710635.24,701758.2200000001,744395.76,689495.32,711220.94,696713.38,694229.68,697660.18,721423.1,716588.46,711358.5,684444.56,703647.6,743024.02,661847.2,697943.74,687829.24,668574.64,716438.02,760766.3199999998,680789.7,671471.44,688059.36,723460.64,698692.48,753253.64,45423.28,690510.76,692263.46,693866.6,706295.24,751710.68,620157.0
42,701534.5999999997,745715.92,712543.52,724169.0,739932.88,711894.6,717412.48,746424.28,691978.0800000001,713247.52,698228.32,697543.04,710533.6,720827.12,720073.16,711132.0,711146.56,713298.36,744502.68,683530.6,700942.6,710653.1199999999,669187.12,718918.36,758884.96,681888.4,673486.84,714289.68,724314.6,700610.72,756210.92,44891.28,692318.92,695573.4,720816.16,707940.84,752277.56,669255.0
43,720357.6,749127.34,712555.44,730248.4,735818.88,712065.92,730973.9,748058.04,705367.3999999998,715580.88,701088.98,700524.66,727996.52,723675.2,720611.26,718313.5,713406.1599999998,718326.46,746844.48,685310.2,727318.02,717033.22,674244.76,737563.72,760403.86,681294.7,697699.84,720579.28,725624.8,701967.72,758417.5,46634.40000000003,696044.2200000001,722137.1000000002,722728.84,709710.56,753222.06,690829.5
44,723829.96,749256.52,714511.12,728530.6,738644.4,715713.2,730035.52,751112.48,720676.04,715644.8,711689.8,715908.96,727957.28,727099.56,723580.48,719585.0,713767.4,721363.2,750092.36,686790.0,729777.96,717689.6000000002,696109.84,734723.32,764325.8400000002,682691.0,699229.5199999999,719070.5599999998,726731.2,703612.92,760670.36,72919.16000000003,709729.2000000004,724981.4,725470.6799999998,712864.48,756476.8,693141.0
45,724205.2,752300.0000000001,717161.4,731406.0,738476.4,717577.7000000002,736761.5,753197.2,720600.2,721642.4,730810.5,729912.2,732384.8,740963.9999999999,723009.6,718178.0,716261.0,719779.8,752139.3,686169.0,733230.0,719416.0,697343.8,735126.3,765068.7,683207.0,699493.0,723083.0000000001,731641.6,722741.0000000001,763460.6,110438.20000000004,725111.2999999998,724451.9,726644.0,725943.0000000001,761171.2,692615.0
46,740700.3999999998,755863.2000000002,719555.6,747400.4,739957.84,718494.68,735712.2,755700.36,726234.72,721342.4,729392.6,735205.56,732478.76,744864.44,726183.8,718978.0,719459.36,720555.44,754657.16,688320.6,734706.68,722694.44,699069.64,736234.68,767331.4,686726.7999999999,700878.92,739893.4,732802.6,732980.1599999998,765359.76,147074.24000000002,725103.76,727780.52,746552.32,742655.36,764849.92,694519.0
47,744683.24,757450.6,736623.28,745725.2,743247.4,737338.9,754763.4400000002,757118.92,725079.16,739846.18,735755.3,749360.2,750474.1000000002,742544.52,744535.9400000002,737404.5,735845.36,738794.44,756160.98,691383.8,736696.6000000002,740945.74,700671.64,738020.46,770308.36,689766.3,700863.2000000001,741191.12,749481.84,742517.64,766764.22,182139.24,727343.4,735339.9600000002,747032.76,745688.96,766248.74,695958.5
48,746096.32,757667.84,732007.88,745429.2000000002,743652.48,733347.52,751708.04,758008.12,740816.04,737673.72,735820.84,752658.76,748929.24,742329.32,742791.72,735774.0,735481.36,737390.16,758413.4,705623.3999999998,754756.64,738723.44,700236.4,738682.16,770620.32,715569.0,704750.36,736328.8,747624.28,751985.96,767223.92,209716.64000000013,730128.92,749168.5599999998,743563.32,747618.84,766536.64,695663.0
49,740459.56,760470.56,733354.12,748757.2,743645.76,734242.36,752005.72,760078.12,744897.24,737170.04,754445.04,753202.3,748990.68,742297.16,742288.04,735290.5,734978.52,736883.12,758634.72,720028.6,749544.74,737180.2799999998,703292.8,738651.92,773189.12,717032.0,706303.36,737767.36,747094.96,748497.2,769781.42,248575.94000000012,732806.3800000001,749290.6,744512.72,747701.72,769289.14,698758.0
