,110_1_www.xing.com,110_3_www.xing.com,110_4_www.xing.com,110_5_www.xing.com,110_6_www.xing.com,110_7_www.xing.com,110_9_www.xing.com,110_10_www.xing.com,111_1_www.xing.com,111_2_www.xing.com,111_3_www.xing.com,111_4_www.xing.com,111_5_www.xing.com,111_6_www.xing.com,111_7_www.xing.com,111_8_www.xing.com,111_9_www.xing.com,111_10_www.xing.com,112_1_www.xing.com,112_2_www.xing.com,112_3_www.xing.com,112_4_www.xing.com,112_5_www.xing.com,112_6_www.xing.com,112_7_www.xing.com,112_8_www.xing.com,112_9_www.xing.com,112_10_www.xing.com,113_1_www.xing.com,113_2_www.xing.com,113_3_www.xing.com,113_4_www.xing.com,113_5_www.xing.com,113_6_www.xing.com,113_7_www.xing.com,113_8_www.xing.com,113_9_www.xing.com,113_10_www.xing.com
20,80331.8,77582.99999999997,79783.80000000003,225158.8,87619.00000000001,77523.6,224021.0,147172.59999999992,269413.7999999998,1425216.0,493473.0,504883.0,289005.8,1273725.6,372944.0,443926.2,1068898.6,1384842.9999999995,129147.0,110839.6,154320.59999999998,140644.6,119174.8,158876.2,134796.8,72336.6,120820.99999999994,199035.6,108259.0,126408.4,197709.99999999997,137482.0,132094.0,175904.7999999997,109115.99999999996,126806.8,159331.0,147971.8
21,89211.84,86138.19999999997,86152.5,224741.12,135619.9199999999,80887.76000000001,228480.6,166569.39999999994,311422.5199999998,1474281.4,523320.2,506294.4,316740.78,1469504.52,403207.5,501356.8,1075228.44,1471343.44,134935.99999999994,129682.48,156342.6,153823.56,137581.64,158203.54,136155.56,79940.74,133681.15999999995,203810.22,126237.5,134634.18,201671.4,149359.2,145098.59999999998,201949.52000000022,122356.71999999984,134296.36,175389.0,152635.02
22,135303.32,118089.51999999995,125487.2,227938.28,154008.48000000007,123686.0,227994.6,196371.08,345502.44,1482544.8,596123.7599999997,531214.2,323242.4400000002,1475439.44,438609.6000000002,570789.6000000001,1085054.8,1478049.08,142752.80000000002,133870.56000000006,162515.08,158259.84,144628.84,160775.96,134248.28,84067.35999999999,142173.92,208332.32,133609.0,146991.99999999985,211000.8,153847.8,149918.4,212243.88,130667.47999999998,147682.36000000002,198515.0,154737.32
23,153569.88,152809.62,153786.66,230342.32,168640.12,154001.16,233640.4,212237.04000000012,391047.23999999993,1506804.2,638070.96,602266.7999999997,405400.96,1493136.72,517120.4000000001,652636.7999999999,1115883.2,1503668.96,151578.9,142771.04000000007,166806.19999999998,157843.56,152852.19999999995,180966.8,139988.56,88642.20000000003,153853.08,223713.02,137918.0,151480.03999999998,221559.16,156666.4,149347.7,216702.19999999995,139038.04,152386.44,201524.0,159892.86
24,156767.32,153474.76,153177.96,232958.08,205014.64,155891.52,241233.20000000016,224424.64,431148.4799999999,1565720.4,671035.2,713587.7999999998,491447.3199999998,1561673.84,563363.2000000003,734186.1999999998,1189187.72,1561983.4,157003.8,152078.88,180447.24,159605.32,164987.04,208569.4,139046.52,118948.12,155512.92,229154.8,151186.0,155104.23999999993,241318.68,159420.2,155218.4,221957.36,150424.16,152275.08,208895.0,159446.64
25,157563.0,155579.0,155474.5,240060.0,222903.5,156189.0,259545.0,226044.0,482528.0,1570981.0,728651.0,732649.0,569171.5,1565360.0,673851.0000000005,803411.0,1203682.0,1567500.0,158743.5,155834.0,209381.0,166759.0,165048.0,212615.0,149685.0,136806.5,156316.00000000006,269212.5,152076.5,158148.0,262141.0,161076.5,177755.99999999953,226882.0,157298.99999999994,154698.5,212502.0,193169.5
26,213343.4,181298.44,160658.59999999998,258866.72000000032,223311.72,196117.8,304855.2,225372.84,532196.64,1579098.4,754845.48,791636.6,603139.72,1566240.56,685060.2,863228.5200000004,1205926.28,1568801.16,159122.8,162115.68000000002,217819.28,166341.44,173431.2,220491.72,153515.71999999994,140132.56,156261.04,273147.0,154073.0,192853.72,264774.84,167130.40000000002,191286.4,237192.31999999995,160332.91999999998,159342.56,218530.0,196100.2
27,227879.86,210059.2,194694.8,285708.2000000001,220812.16,225959.16,318788.8,225240.12,537298.9,1584272.2,800270.6,859572.9999999999,646856.98,1571353.28,762732.1,951403.56,1213236.64,1571089.32,162886.90000000002,167261.40000000026,219945.55999999997,203311.84,198205.64,221470.82,164561.04,148930.06,154955.64,344149.7200000001,152755.5,192100.46,329629.6799999993,190828.00000000003,193011.4,252593.2,161961.96,175032.12000000008,230288.0,200127.4
28,228720.68,225610.48,226125.12,321874.88,225240.92,225574.24,321211.4,227962.52,572477.24,1585588.2,848445.3999999998,913889.2,695025.56,1578243.36,816343.4000000006,987036.04,1254275.52,1577807.84,172464.4,197703.72,226707.35999999996,213671.08,209006.2,229461.4,171301.48,160036.63999999998,175025.39999999994,442778.56,160683.0,198217.6,420817.47999999975,202687.4,194623.8,276074.24,163901.72,200747.52,255233.0,206629.56
29,230541.98,224796.58,225954.66,322010.16,226657.82,225259.24,320455.60000000003,228842.8,648212.4799999996,1591887.6,921651.3199999995,955003.8,763591.52,1589416.24,921441.8,1024969.92,1299701.12,1588697.76,191589.99999999988,198371.96,238628.23999999987,215801.36,209025.88,235786.7,177601.96,164439.08,174812.04,512399.6800000002,166461.0,198244.62,523866.87999999936,205755.0000000001,202959.3,288678.11999999994,166252.84000000005,200328.6,266457.0,211560.82
30,231017.0,224965.8,224947.4,322598.8,227710.4,224174.4,325070.0,230697.6,707662.9999999999,1594408.0,1004218.5999999995,1015141.0,833829.0,1595460.0,983794.0,1032603.0,1343770.4,1594456.2,206885.0,200107.4,274615.6,220749.4,214378.2,275945.4,188053.0,166580.6,190856.00000000003,579556.6,168004.0,202963.19999999992,609598.6,211053.0,208445.0,330623.39999999985,170885.4,205352.2,307762.0,215248.4
31,231693.46,223495.94,227968.98,327710.1600000001,234577.98,229553.6,329256.6,235898.36,770668.72,1599271.6,1023229.8,1033126.8,865736.1599999998,1603112.0,1017479.0,1073945.7599999998,1383979.12,1606209.08,208577.0,202076.12,278060.55999999994,224948.64,216820.12,277245.72000000003,194075.16,165236.22,216187.44000000003,619670.12,195291.0,204517.66,618383.96,218009.9,207915.1,381642.0800000001,177549.71999999997,209435.14,367876.0,220577.22
32,237012.84,227587.84,229158.32,328161.88,235278.76,231105.96,332544.2,238546.96,832779.8799999999,1603357.4,1031545.4,1116682.2,902564.84,1608698.88,1028755.6,1127822.8,1423187.8,1610482.96,215372.99999999997,211903.08,321864.4799999998,230087.8,221406.8,321993.96,202287.24,163367.63999999998,221851.68,624482.16,209295.0,208038.2,634124.84,219029.6,215717.4,478336.31999999995,188393.87999999983,213127.52,447200.0,228261.8
33,238960.56,230659.68,228455.4,330104.88,236556.02,231758.84000000003,332999.2,248264.88000000003,868548.26,1607530.2,1036145.72,1198000.4,944209.2,1612843.72,1034994.3,1160593.96,1461421.6,1614989.52,216832.3,210599.4,373020.75999999966,237233.4,231114.84,403938.31999999954,251996.47999999984,171909.32,229915.43999999997,638628.62,215494.5,218141.36,692976.6399999998,224510.3,223935.3,554968.72,189539.16,214579.20000000013,520990.0,243688.56000000023
34,260557.12,234025.64,231346.84,333807.96,238089.12,238618.04,333192.8,251263.36,884734.6,1615343.9999999998,1036419.64,1242462.4,997647.6799999996,1618400.76,1039311.4,1172574.2,1463677.96,1617654.44,217195.2,214066.76,449873.5199999999,270407.72,232823.76,470606.52,257151.36,178138.15999999997,238929.6,685198.6800000003,221136.0,221498.24,694885.2799999999,235534.0,226894.99999999988,600617.76,208269.03999999995,222134.36,578021.0,268675.76
35,265334.2,238013.4,236372.9,337567.0000000001,239867.8,246386.8,338002.0,266417.2,909533.8,1626971.0,1042642.6,1342038.0,1037993.5,1622949.0,1043347.0,1216714.4,1466798.2,1622885.8,231831.5,222842.8,519728.1999999998,274830.0,234491.19999999995,568892.3999999997,271856.8,181555.9,251193.2,710597.6,226095.0,246123.3,698741.7999999999,264558.5,262867.5,621910.8,246433.2,235821.2000000003,619023.0,269649.9
36,293805.64,244554.56,237878.32,342759.88,251297.24,254434.28000000003,339282.0000000001,301926.56,942692.8,1630497.6,1049417.56,1446141.5999999994,1041643.32,1625657.72,1045565.6,1255964.04,1471480.64,1625080.64,238430.0,226099.96,616146.7999999999,308693.8,243469.39999999997,627115.04,275375.84,188909.64,274690.56,713172.0,235122.0,268766.1600000001,701384.12,273076.8,263599.0,646113.04,246007.52,263244.56,620299.0,287687.36
37,318739.72000000003,254759.64,245616.38,346561.84,263534.66,270128.2400000002,346304.0,320425.36,971215.6,1633107.6,1053910.32,1470822.2,1083379.5200000005,1629881.72,1050393.0,1308057.2000000002,1479877.24,1626233.68,286471.4999999999,235053.72,630231.04,361772.8000000002,277755.88,630713.6,278680.43999999994,204351.80000000008,276546.76,714067.28,261806.5,323414.2399999999,709110.68,275012.8,276760.10000000003,649204.96,253331.8,267987.49999999994,644382.0,362302.28000000026
38,321746.52,293931.8399999996,262342.24,351131.52,303805.12,318686.72000000003,348003.0,323405.72000000003,997487.56,1636554.4,1055390.2,1472375.8,1152852.7599999998,1638268.8,1059750.6,1389185.6799999995,1527396.32,1636340.2,336573.0,262831.60000000003,635650.3199999996,442848.0799999999,278515.0,638089.08,359270.1600000001,228815.08,276993.12000000005,717393.6,263303.0,382876.08,707652.0800000002,294491.2,306138.19999999995,708249.76,270002.92000000004,313314.92000000004,674168.0,404826.7599999998
39,320432.84,318806.52,265361.16,352533.4,320802.08,321578.72000000003,357529.2,322109.92,1021360.28,1642206.0,1079640.52,1479617.8,1197625.6,1637908.84,1063124.2000000002,1440072.48,1626928.68,1639030.44,402513.99999999994,270291.84,653489.76,497105.2799999999,299021.28,656318.54,419620.44,233301.52,296790.15999999986,721285.8,265222.0,444838.84,713696.8799999999,326258.2000000002,392127.79999999923,708648.72,270579.0000000001,389325.02000000037,704488.0,494997.28000000026
40,321607.4,318814.2,289529.8000000002,355560.8,323170.8,320942.8,356703.0,323223.4,1082016.5999999994,1644585.0,1124414.6,1480829.0,1257096.8000000005,1643091.0,1081541.0,1479327.6,1627190.2,1642194.6,474740.0,276045.4000000002,657317.2,574344.6000000001,347162.59999999986,715344.6000000002,499651.6,239417.8,342430.8,723101.6,308178.0,500535.2,716197.2,375734.0,456173.0,714151.8,271954.60000000003,444205.80000000016,707621.0,550811.7999999999
41,323545.42,321248.96,303977.24000000034,354365.48,321887.96,319718.52,356902.8000000001,324769.44,1167719.92,1653351.8,1145171.16,1483118.2,1324927.3199999996,1649932.16,1122174.6,1481511.52,1630998.92,1649469.92,532301.0,318949.08000000013,715828.7199999999,617041.92,414757.1599999999,716871.04,551301.8,247145.16000000003,416500.5599999997,728241.58,359831.0,537171.72,717184.08,425401.8000000001,491264.4,713299.24,310505.3999999999,526290.1200000006,710752.0,613717.28
42,327719.56,323231.52,321062.68000000005,358186.88000000006,322131.24,321121.44,357928.2,329234.28,1236123.8,1653249.4,1154307.76,1489657.0,1382443.12,1653968.16,1141771.8,1485051.08,1636633.72,1650417.88,574822.4,395595.2,717355.96,619244.72,476975.47999999963,720251.08,624153.48,280149.2,476536.8799999997,731953.04,439638.0,585291.76,719785.96,497228.8000000002,548736.2,716610.84,367699.51999999967,592049.8,710568.0,619956.44
43,327779.88,322633.06,323177.82,361558.4,324366.14,325114.16,360141.6,329245.8,1291260.1599999992,1654894.8,1178486.32,1513938.6,1440315.48,1656987.88,1143660.1,1498554.56,1639901.24,1654837.08,588778.5,465755.84000000026,720296.2,642380.44,547579.1599999993,720232.26,639593.4,281876.10000000003,533820.72,733186.0599999998,486627.0,609504.14,720442.08,554239.2,610625.1,720676.8,432930.3599999999,610766.22,710797.0,632369.6
44,329038.68000000005,321360.48,321942.64,362890.32,326297.92,327326.28,363909.6,329593.16,1347695.88,1660089.2,1179351.44,1564250.8,1468129.84,1659610.04,1144944.0,1551481.36,1644040.16,1658255.16,609946.9999999999,510956.9200000002,724132.44,645765.48,625375.88,723932.84,648254.72,286940.7600000003,591100.1599999998,735396.36,522562.0,626855.9599999996,727018.48,607385.2000000001,613406.6,722120.68,466949.32,612135.48,714464.0,644024.96
45,329618.1,322885.2,323241.8,365979.6,328533.10000000003,327824.80000000005,364845.0,330343.2,1388830.0,1664338.0,1188381.9999999995,1573811.0,1479549.3,1662875.0,1151387.5,1570841.2,1644857.6,1660741.8,617994.0,555161.4,726236.6,702209.8,625059.4,730219.7,652099.2,338663.6000000004,622594.4,737488.0000000001,578229.0,632372.9,735367.4,619436.0,618170.9999999999,728418.7999999998,528641.7999999999,634884.8000000003,714815.0,647871.3
46,331388.12,324783.64,324923.32,366860.20000000007,329180.04,329532.08,365438.4,332389.2000000001,1466334.8799999994,1666191.4,1204548.28,1575016.4,1481998.12,1665617.52,1158512.2,1573227.24,1650656.6,1664735.84,623946.2,616292.84,729017.48,703935.12,647260.2799999997,731723.64,708631.36,408040.4400000003,646220.64,749136.6,609122.0,644205.1599999999,736953.52,632130.6,636949.8,729482.08,590162.4399999997,640162.92,719920.0,704914.48
47,334853.34,326908.78,326535.88,369442.32,337619.08000000013,329342.2000000001,368709.4,362524.16,1472519.26,1668541.8,1208603.84,1576560.8,1480605.28,1666439.96,1159209.9,1574039.68,1652480.72,1668235.76,627721.1,617731.84,727216.24,706676.96,650140.76,733787.02,712004.48,475409.4800000001,649091.24,752274.64,618449.5,666924.34,740520.56,635511.7,643907.4,731005.8400000002,619749.2,646291.8800000005,724290.0,708346.38
48,336700.72,329103.52,328798.48,373153.6000000001,367703.4799999999,332811.12,370076.8,367137.08,1471163.56,1672004.6,1241398.64,1574822.4,1490239.8,1666283.24,1178343.4,1575253.5599999996,1655637.44,1667427.16,695755.7999999996,634442.28,733960.04,706692.16,694132.0399999996,736497.08,711105.32,535616.3200000001,673894.3999999999,755520.16,619330.0,695752.48,746111.52,684755.6000000001,696673.3999999999,739531.4,630337.32,694140.6800000004,725116.0,707529.68
49,337900.42,332511.68,329540.44,377816.56,366289.92,334643.32,373360.4,402103.8000000001,1476492.18,1675218.9999999998,1267768.84,1578932.6,1491486.1,1673247.24,1180796.1,1581296.32,1661279.52,1669952.84,701699.7,641696.44,734549.96,706670.08,711115.92,738973.18,710852.84,592611.56,708619.2000000002,759299.52,633684.0,697199.18,749330.36,705135.5,702675.7,742876.92,639833.0799999997,698509.46,727791.0,707321.84
